NAME,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price,total_population
ZCTA5 10579,,,,189.0,1655.0,,
ZCTA5 10580,,,,1242.0,4177.0,,
ZCTA5 10583,,,,3653.0,7828.0,,
ZCTA5 10588,,,,101.0,555.0,,
ZCTA5 10589,,,,120.0,2114.0,,
ZCTA5 10590,,,,199.0,1851.0,,
ZCTA5 10591,,,,3572.0,3749.0,,
ZCTA5 10594,,,,198.0,812.0,,
ZCTA5 10595,,,,700.0,1163.0,,
ZCTA5 10596,,,,156.0,30.0,,
ZCTA5 10597,,,,17.0,259.0,,
ZCTA5 10598,,,,959.0,5370.0,,
ZCTA5 10601,,,,2485.0,2127.0,,
ZCTA5 10603,,,,1959.0,3127.0,,
ZCTA5 10604,,,,2466.0,1709.0,,
ZCTA5 10605,,,,2095.0,3562.0,,
ZCTA5 10606,,,,4974.0,2569.0,,
ZCTA5 10607,,,,564.0,1176.0,,
ZCTA5 10701,,,,9707.0,5465.0,,
ZCTA5 10703,,,,2840.0,2306.0,,
ZCTA5 10704,,,,3528.0,4369.0,,
ZCTA5 10705,,,,8071.0,3913.0,,
ZCTA5 10706,,,,508.0,1788.0,,
ZCTA5 10707,,,,926.0,1994.0,,
ZCTA5 10708,,,,1360.0,4582.0,,
ZCTA5 10709,,,,652.0,1704.0,,
ZCTA5 10710,,,,2205.0,4563.0,,
ZCTA5 10801,,,,8802.0,4537.0,,
ZCTA5 10803,,,,954.0,2451.0,,
ZCTA5 10804,,,,774.0,3077.0,,
ZCTA5 10805,,,,2786.0,2616.0,,
ZCTA5 10901,,,,1291.0,3934.0,,
ZCTA5 10910,,,,0.0,23.0,,
ZCTA5 10911,,,,0.0,0.0,,
ZCTA5 10913,,,,135.0,933.0,,
ZCTA5 10914,,,,0.0,28.0,,
ZCTA5 10915,,,,0.0,0.0,,
ZCTA5 10916,,,,124.0,601.0,,
ZCTA5 10917,,,,208.0,157.0,,
ZCTA5 10918,,,,527.0,1697.0,,
ZCTA5 10919,,,,8.0,90.0,,
ZCTA5 10920,,,,495.0,1488.0,,
ZCTA5 10921,,,,178.0,530.0,,
ZCTA5 10922,,,,38.0,274.0,,
ZCTA5 10923,,,,819.0,991.0,,
ZCTA5 10924,,,,401.0,2209.0,,
ZCTA5 10925,,,,73.0,392.0,,
ZCTA5 10926,,,,238.0,491.0,,
ZCTA5 10927,,,,2730.0,1088.0,,
ZCTA5 10928,,,,163.0,645.0,,
ZCTA5 10930,,,,604.0,1383.0,,
ZCTA5 10931,,,,56.0,91.0,,
ZCTA5 10932,,,,0.0,26.0,,
ZCTA5 10933,,,,0.0,95.0,,
ZCTA5 10940,,,,4297.0,4345.0,,
ZCTA5 10941,,,,486.0,1508.0,,
ZCTA5 10950,,,,1545.0,4745.0,,
ZCTA5 10952,,,,2370.0,2678.0,,
ZCTA5 10953,,,,0.0,7.0,,
ZCTA5 10954,,,,2095.0,4400.0,,
ZCTA5 10956,,,,1441.0,6684.0,,
ZCTA5 10958,,,,118.0,340.0,,
ZCTA5 10960,,,,1239.0,2824.0,,
ZCTA5 10962,,,,291.0,1012.0,,
ZCTA5 10963,,,,334.0,292.0,,
ZCTA5 10964,,,,82.0,239.0,,
ZCTA5 10965,,,,694.0,2611.0,,
ZCTA5 10968,,,,140.0,670.0,,
ZCTA5 10969,,,,281.0,160.0,,
ZCTA5 10970,,,,1011.0,1475.0,,
ZCTA5 10973,,,,97.0,282.0,,
ZCTA5 10974,,,,115.0,491.0,,
ZCTA5 10975,,,,0.0,45.0,,
ZCTA5 10976,,,,107.0,343.0,,
ZCTA5 10977,,,,11416.0,5046.0,,
ZCTA5 10979,,,,23.0,0.0,,
ZCTA5 10980,,,,785.0,1888.0,,
ZCTA5 10983,,,,231.0,1272.0,,
ZCTA5 10984,,,,91.0,538.0,,
ZCTA5 10985,,,,0.0,18.0,,
ZCTA5 10986,,,,63.0,357.0,,
ZCTA5 10987,,,,145.0,694.0,,
ZCTA5 10988,,,,10.0,81.0,,
ZCTA5 10989,,,,575.0,2052.0,,
ZCTA5 10990,,,,321.0,3297.0,,
ZCTA5 10992,,,,7.0,1155.0,,
ZCTA5 10993,,,,655.0,267.0,,
ZCTA5 10994,,,,220.0,1504.0,,
ZCTA5 10996,,,,238.0,492.0,,
ZCTA5 10998,,,,33.0,197.0,,
ZCTA5 11001,,,,1492.0,4880.0,,
ZCTA5 11003,,,,6987.0,5730.0,,
ZCTA5 11004,,,,1130.0,2139.0,,
ZCTA5 11005,,,,7.0,455.0,,
ZCTA5 11010,,,,1431.0,3311.0,,
ZCTA5 11020,,,,566.0,1439.0,,
ZCTA5 11021,,,,1718.0,3657.0,,
ZCTA5 11023,,,,841.0,1906.0,,
ZCTA5 11024,,,,820.0,1187.0,,
ZCTA5 11030,,,,523.0,4200.0,,
ZCTA5 11040,,,,3591.0,7597.0,,
ZCTA5 11042,,,,0.0,77.0,,
ZCTA5 11050,,,,3294.0,7154.0,,
ZCTA5 11096,,,,1885.0,477.0,,
ZCTA5 11101,,,,6009.0,4846.0,,
ZCTA5 11102,,,,7304.0,7526.0,,
ZCTA5 11103,,,,7782.0,9169.0,,
ZCTA5 11104,,,,7404.0,6001.0,,
ZCTA5 11105,,,,5449.0,9050.0,,
ZCTA5 11106,,,,7816.0,8584.0,,
ZCTA5 11109,,,,1185.0,1495.0,,
ZCTA5 11201,,,,6153.0,15166.0,,
ZCTA5 11203,,,,13828.0,7084.0,,
ZCTA5 11204,,,,16156.0,8887.0,,
ZCTA5 11205,,,,4363.0,5920.0,,
ZCTA5 11206,,,,9819.0,8570.0,,
ZCTA5 11207,,,,14480.0,5486.0,,
ZCTA5 11208,,,,17130.0,5442.0,,
ZCTA5 11209,,,,8491.0,14349.0,,
ZCTA5 11210,,,,10349.0,9084.0,,
ZCTA5 11211,,,,10215.0,19282.0,,
ZCTA5 11212,,,,13402.0,4924.0,,
ZCTA5 11213,,,,11173.0,5764.0,,
ZCTA5 11214,,,,20382.0,12619.0,,
ZCTA5 11215,,,,6092.0,19041.0,,
ZCTA5 11216,,,,6773.0,9237.0,,
ZCTA5 11217,,,,3292.0,9870.0,,
ZCTA5 11218,,,,12616.0,11061.0,,
ZCTA5 11219,,,,19909.0,6274.0,,
ZCTA5 11220,,,,36465.0,8018.0,,
ZCTA5 11221,,,,12268.0,8094.0,,
ZCTA5 11222,,,,5275.0,10380.0,,
ZCTA5 11223,,,,15413.0,9780.0,,
ZCTA5 11224,,,,3836.0,6483.0,,
ZCTA5 11225,,,,10268.0,7699.0,,
ZCTA5 11226,,,,20860.0,11184.0,,
ZCTA5 11228,,,,6933.0,6377.0,,
ZCTA5 11229,,,,10930.0,13121.0,,
ZCTA5 11230,,,,14608.0,12507.0,,
ZCTA5 11231,,,,3224.0,8852.0,,
ZCTA5 11232,,,,7937.0,2487.0,,
ZCTA5 11233,,,,8035.0,5956.0,,
ZCTA5 11234,,,,9526.0,12901.0,,
ZCTA5 11235,,,,13728.0,16603.0,,
ZCTA5 11236,,,,13561.0,10832.0,,
ZCTA5 11237,,,,16926.0,5196.0,,
ZCTA5 11238,,,,4612.0,12849.0,,
ZCTA5 11239,,,,764.0,1034.0,,
ZCTA5 11351,,,,0.0,0.0,,
ZCTA5 11354,,,,19915.0,7022.0,,
ZCTA5 11355,,,,32101.0,9639.0,,
ZCTA5 11356,,,,5817.0,2636.0,,
ZCTA5 11357,,,,3549.0,6727.0,,
ZCTA5 11358,,,,8530.0,6322.0,,
ZCTA5 11359,,,,0.0,0.0,,
ZCTA5 11360,,,,2046.0,3957.0,,
ZCTA5 11361,,,,4956.0,5677.0,,
ZCTA5 11362,,,,2018.0,3904.0,,
ZCTA5 11363,,,,837.0,1549.0,,
ZCTA5 11364,,,,4047.0,6819.0,,
ZCTA5 11365,,,,7270.0,6704.0,,
ZCTA5 11366,,,,1854.0,2602.0,,
ZCTA5 11367,,,,5302.0,6232.0,,
ZCTA5 11368,,,,47622.0,5449.0,,
ZCTA5 11369,,,,11130.0,3289.0,,
ZCTA5 11370,,,,7114.0,3157.0,,
ZCTA5 11371,,,,0.0,0.0,,
ZCTA5 11372,,,,23768.0,9269.0,,
ZCTA5 11373,,,,37223.0,13439.0,,
ZCTA5 11374,,,,8068.0,9735.0,,
ZCTA5 11375,,,,8791.0,16460.0,,
ZCTA5 11377,,,,30147.0,12947.0,,
ZCTA5 11378,,,,4595.0,4041.0,,
ZCTA5 11379,,,,3521.0,5337.0,,
ZCTA5 11385,,,,21777.0,10387.0,,
ZCTA5 11411,,,,1807.0,2534.0,,
ZCTA5 11412,,,,4362.0,3547.0,,
ZCTA5 11413,,,,4576.0,4828.0,,
ZCTA5 11414,,,,1533.0,3883.0,,
ZCTA5 11415,,,,2437.0,3569.0,,
ZCTA5 11416,,,,5646.0,2729.0,,
ZCTA5 11417,,,,6356.0,3118.0,,
ZCTA5 11418,,,,8892.0,4381.0,,
ZCTA5 11419,,,,12838.0,4467.0,,
ZCTA5 11420,,,,9574.0,4507.0,,
ZCTA5 11421,,,,8947.0,4196.0,,
ZCTA5 11422,,,,4461.0,4339.0,,
ZCTA5 11423,,,,5836.0,4089.0,,
ZCTA5 11424,,,,0.0,0.0,,
ZCTA5 11425,,,,0.0,0.0,,
ZCTA5 11426,,,,2571.0,2929.0,,
ZCTA5 11427,,,,2911.0,3462.0,,
ZCTA5 11428,,,,3062.0,1991.0,,
ZCTA5 11429,,,,4095.0,2539.0,,
ZCTA5 11430,,,,9.0,9.0,,
ZCTA5 11432,,,,16155.0,9172.0,,
ZCTA5 11433,,,,5829.0,2426.0,,
ZCTA5 11434,,,,6881.0,6413.0,,
ZCTA5 11435,,,,13703.0,6947.0,,
ZCTA5 11436,,,,3100.0,1479.0,,
ZCTA5 11451,,,,0.0,0.0,,
ZCTA5 11501,,,,2690.0,2973.0,,
ZCTA5 11507,,,,552.0,1362.0,,
ZCTA5 11509,,,,45.0,480.0,,
ZCTA5 11510,,,,2455.0,5278.0,,
ZCTA5 11514,,,,386.0,831.0,,
ZCTA5 11516,,,,868.0,1024.0,,
ZCTA5 11518,,,,250.0,1684.0,,
ZCTA5 11520,,,,7722.0,4266.0,,
ZCTA5 11530,,,,678.0,6270.0,,
ZCTA5 11542,,,,4913.0,4009.0,,
ZCTA5 11545,,,,267.0,2786.0,,
ZCTA5 11547,,,,40.0,184.0,,
ZCTA5 11548,,,,165.0,253.0,,
ZCTA5 11549,,,,254.0,45.0,,
ZCTA5 11550,,,,15058.0,4038.0,,
ZCTA5 11552,,,,1903.0,3114.0,,
ZCTA5 11553,,,,5416.0,2398.0,,
ZCTA5 11554,,,,2628.0,5808.0,,
ZCTA5 11556,,,,0.0,0.0,,
ZCTA5 11557,,,,304.0,1362.0,,
ZCTA5 11558,,,,489.0,1036.0,,
ZCTA5 11559,,,,555.0,1489.0,,
ZCTA5 11560,,,,478.0,1216.0,,
ZCTA5 11561,,,,2551.0,7249.0,,
ZCTA5 11563,,,,936.0,3779.0,,
ZCTA5 11565,,,,26.0,1688.0,,
ZCTA5 11566,,,,515.0,6509.0,,
ZCTA5 11568,,,,311.0,615.0,,
ZCTA5 11569,,,,18.0,316.0,,
ZCTA5 11570,,,,1250.0,5277.0,,
ZCTA5 11572,,,,798.0,5013.0,,
ZCTA5 11575,,,,3155.0,917.0,,
ZCTA5 11576,,,,502.0,3006.0,,
ZCTA5 11577,,,,914.0,2774.0,,
ZCTA5 11579,,,,251.0,1117.0,,
ZCTA5 11580,,,,4718.0,6587.0,,
ZCTA5 11581,,,,2001.0,3616.0,,
ZCTA5 11590,,,,7357.0,6004.0,,
ZCTA5 11596,,,,750.0,2009.0,,
ZCTA5 11598,,,,350.0,2150.0,,
ZCTA5 11691,,,,9402.0,5092.0,,
ZCTA5 11692,,,,2494.0,1552.0,,
ZCTA5 11693,,,,555.0,1398.0,,
ZCTA5 11694,,,,1044.0,3268.0,,
ZCTA5 11697,,,,10.0,729.0,,
ZCTA5 11701,,,,3103.0,3036.0,,
ZCTA5 11702,,,,541.0,2138.0,,
ZCTA5 11703,,,,942.0,1888.0,,
ZCTA5 11704,,,,2356.0,4402.0,,
ZCTA5 11705,,,,123.0,1335.0,,
ZCTA5 11706,,,,9226.0,6326.0,,
ZCTA5 11709,,,,117.0,1178.0,,
ZCTA5 11710,,,,613.0,6163.0,,
ZCTA5 11713,,,,648.0,805.0,,
ZCTA5 11714,,,,857.0,3835.0,,
ZCTA5 11715,,,,67.0,645.0,,
ZCTA5 11716,,,,148.0,976.0,,
ZCTA5 11717,,,,16738.0,3454.0,,
ZCTA5 11718,,,,4.0,669.0,,
ZCTA5 11719,,,,54.0,432.0,,
ZCTA5 11720,,,,1184.0,3195.0,,
ZCTA5 11721,,,,127.0,1420.0,,
ZCTA5 11722,,,,8230.0,2003.0,,
ZCTA5 11724,,,,193.0,731.0,,
ZCTA5 11725,,,,587.0,5213.0,,
ZCTA5 11726,,,,5401.0,1386.0,,
ZCTA5 11727,,,,2307.0,4031.0,,
ZCTA5 11729,,,,1366.0,3194.0,,
ZCTA5 11730,,,,63.0,1879.0,,
ZCTA5 11731,,,,1160.0,5394.0,,
ZCTA5 11732,,,,46.0,754.0,,
ZCTA5 11733,,,,1115.0,2665.0,,
ZCTA5 11735,,,,2139.0,4917.0,,
ZCTA5 11738,,,,1066.0,1666.0,,
ZCTA5 11739,,,,15.0,138.0,,
ZCTA5 11740,,,,304.0,1702.0,,
ZCTA5 11741,,,,649.0,3548.0,,
ZCTA5 11742,,,,339.0,1936.0,,
ZCTA5 11743,,,,1621.0,8435.0,,
ZCTA5 11746,,,,6875.0,10665.0,,
ZCTA5 11747,,,,442.0,3895.0,,
ZCTA5 11749,,,,336.0,362.0,,
ZCTA5 11751,,,,365.0,1995.0,,
ZCTA5 11752,,,,147.0,1170.0,,
ZCTA5 11753,,,,692.0,2659.0,,
ZCTA5 11754,,,,403.0,3242.0,,
ZCTA5 11755,,,,638.0,1843.0,,
ZCTA5 11756,,,,1668.0,5395.0,,
ZCTA5 11757,,,,3631.0,5010.0,,
ZCTA5 11758,,,,1576.0,8677.0,,
ZCTA5 11762,,,,260.0,3617.0,,
ZCTA5 11763,,,,2077.0,3101.0,,
ZCTA5 11764,,,,382.0,1988.0,,
ZCTA5 11765,,,,41.0,216.0,,
ZCTA5 11766,,,,238.0,2081.0,,
ZCTA5 11767,,,,492.0,2267.0,,
ZCTA5 11768,,,,391.0,4522.0,,
ZCTA5 11769,,,,134.0,989.0,,
ZCTA5 11770,,,,0.0,28.0,,
ZCTA5 11771,,,,453.0,2236.0,,
ZCTA5 11772,,,,4409.0,4268.0,,
ZCTA5 11776,,,,2216.0,3685.0,,
ZCTA5 11777,,,,627.0,1351.0,,
ZCTA5 11778,,,,232.0,1391.0,,
ZCTA5 11779,,,,1582.0,4186.0,,
ZCTA5 11780,,,,303.0,2259.0,,
ZCTA5 11782,,,,128.0,2420.0,,
ZCTA5 11783,,,,306.0,3461.0,,
ZCTA5 11784,,,,1211.0,2575.0,,
ZCTA5 11786,,,,140.0,690.0,,
ZCTA5 11787,,,,626.0,6158.0,,
ZCTA5 11788,,,,592.0,2878.0,,
ZCTA5 11789,,,,283.0,1265.0,,
ZCTA5 11790,,,,1907.0,2632.0,,
ZCTA5 11791,,,,1499.0,5575.0,,
ZCTA5 11792,,,,219.0,1166.0,,
ZCTA5 11793,,,,516.0,5485.0,,
ZCTA5 11794,,,,590.0,53.0,,
ZCTA5 11795,,,,390.0,3402.0,,
ZCTA5 11796,,,,64.0,523.0,,
ZCTA5 11797,,,,280.0,2053.0,,
ZCTA5 11798,,,,1874.0,1303.0,,
ZCTA5 11801,,,,3825.0,6870.0,,
ZCTA5 11803,,,,1517.0,5923.0,,
ZCTA5 11804,,,,114.0,1046.0,,
ZCTA5 11901,,,,4610.0,2625.0,,
ZCTA5 11930,,,,50.0,345.0,,
ZCTA5 11931,,,,0.0,0.0,,
ZCTA5 11932,,,,56.0,198.0,,
ZCTA5 11933,,,,125.0,683.0,,
ZCTA5 11934,,,,249.0,586.0,,
ZCTA5 11935,,,,158.0,613.0,,
ZCTA5 11937,,,,1356.0,3177.0,,
ZCTA5 11939,,,,38.0,130.0,,
ZCTA5 11940,,,,4.0,619.0,,
ZCTA5 11941,,,,131.0,339.0,,
ZCTA5 11942,,,,57.0,570.0,,
ZCTA5 11944,,,,311.0,656.0,,
ZCTA5 11946,,,,2347.0,2004.0,,
ZCTA5 11947,,,,0.0,16.0,,
ZCTA5 11948,,,,0.0,111.0,,
ZCTA5 11949,,,,167.0,1913.0,,
ZCTA5 11950,,,,880.0,938.0,,
ZCTA5 11951,,,,379.0,798.0,,
ZCTA5 11952,,,,112.0,698.0,,
ZCTA5 11953,,,,457.0,1467.0,,
ZCTA5 11954,,,,224.0,766.0,,
ZCTA5 11955,,,,120.0,265.0,,
ZCTA5 11956,,,,40.0,64.0,,
ZCTA5 11957,,,,0.0,162.0,,
ZCTA5 11958,,,,0.0,52.0,,
ZCTA5 11959,,,,16.0,223.0,,
ZCTA5 11960,,,,9.0,122.0,,
ZCTA5 11961,,,,341.0,934.0,,
ZCTA5 11962,,,,3.0,87.0,,
ZCTA5 11963,,,,1009.0,1599.0,,
ZCTA5 11964,,,,70.0,392.0,,
ZCTA5 11965,,,,2.0,162.0,,
ZCTA5 11967,,,,2212.0,1514.0,,
ZCTA5 11968,,,,1059.0,2122.0,,
ZCTA5 11970,,,,0.0,0.0,,
ZCTA5 11971,,,,40.0,856.0,,
ZCTA5 11972,,,,63.0,271.0,,
ZCTA5 11973,,,,18.0,0.0,,
ZCTA5 11975,,,,20.0,78.0,,
ZCTA5 11976,,,,378.0,471.0,,
ZCTA5 11977,,,,126.0,425.0,,
ZCTA5 11978,,,,206.0,582.0,,
ZCTA5 11980,,,,207.0,618.0,,
ZCTA5 12007,,,,0.0,0.0,,
ZCTA5 12008,,,,40.0,106.0,,
ZCTA5 12009,,,,163.0,977.0,,
ZCTA5 12010,,,,487.0,2268.0,,
ZCTA5 12015,,,,19.0,218.0,,
ZCTA5 12017,,,,5.0,45.0,,
ZCTA5 12018,,,,0.0,865.0,,
ZCTA5 12019,,,,233.0,2517.0,,
ZCTA5 12020,,,,516.0,5216.0,,
ZCTA5 12022,,,,0.0,54.0,,
ZCTA5 12023,,,,20.0,226.0,,
ZCTA5 12024,,,,0.0,0.0,,
ZCTA5 12025,,,,5.0,399.0,,
ZCTA5 12027,,,,28.0,906.0,,
ZCTA5 12028,,,,44.0,109.0,,
ZCTA5 12029,,,,19.0,128.0,,
ZCTA5 12031,,,,0.0,14.0,,
ZCTA5 12032,,,,9.0,83.0,,
ZCTA5 12033,,,,15.0,976.0,,
ZCTA5 12035,,,,0.0,40.0,,
ZCTA5 12036,,,,5.0,12.0,,
ZCTA5 12037,,,,79.0,451.0,,
ZCTA5 12040,,,,0.0,4.0,,
ZCTA5 12041,,,,0.0,5.0,,
ZCTA5 12042,,,,0.0,10.0,,
ZCTA5 12043,,,,99.0,689.0,,
ZCTA5 12045,,,,11.0,0.0,,
ZCTA5 12046,,,,16.0,131.0,,
ZCTA5 12047,,,,382.0,1893.0,,
ZCTA5 12051,,,,271.0,475.0,,
ZCTA5 12052,,,,31.0,205.0,,
ZCTA5 12053,,,,36.0,403.0,,
ZCTA5 12054,,,,455.0,3296.0,,
ZCTA5 12056,,,,33.0,327.0,,
ZCTA5 12057,,,,9.0,140.0,,
ZCTA5 12058,,,,8.0,109.0,,
ZCTA5 12059,,,,20.0,295.0,,
ZCTA5 12060,,,,14.0,188.0,,
ZCTA5 12061,,,,226.0,1552.0,,
ZCTA5 12062,,,,22.0,105.0,,
ZCTA5 12063,,,,0.0,71.0,,
ZCTA5 12064,,,,0.0,24.0,,
ZCTA5 12065,,,,2052.0,8955.0,,
ZCTA5 12066,,,,0.0,152.0,,
ZCTA5 12067,,,,0.0,119.0,,
ZCTA5 12068,,,,65.0,234.0,,
ZCTA5 12069,,,,0.0,0.0,,
ZCTA5 12070,,,,0.0,167.0,,
