NAME,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price,total_population
ZCTA5 10458,,,,20855.0,4879.0,,
ZCTA5 10459,,,,8678.0,3177.0,,
ZCTA5 10460,,,,10610.0,3440.0,,
ZCTA5 10461,,,,6065.0,5993.0,,
ZCTA5 10462,,,,11483.0,8500.0,,
ZCTA5 10463,,,,9250.0,10705.0,,
ZCTA5 10464,,,,128.0,781.0,,
ZCTA5 10465,,,,2361.0,4609.0,,
ZCTA5 10466,,,,11340.0,7800.0,,
ZCTA5 10467,,,,20402.0,8921.0,,
ZCTA5 10468,,,,20384.0,5264.0,,
ZCTA5 10469,,,,10529.0,7623.0,,
ZCTA5 10470,,,,1906.0,2302.0,,
ZCTA5 10471,,,,1938.0,3686.0,,
ZCTA5 10472,,,,16846.0,3856.0,,
ZCTA5 10473,,,,5752.0,4862.0,,
ZCTA5 10474,,,,3254.0,667.0,,
ZCTA5 10475,,,,2675.0,5918.0,,
ZCTA5 10501,,,,15.0,319.0,,
ZCTA5 10502,,,,300.0,1050.0,,
ZCTA5 10503,,,,0.0,37.0,,
ZCTA5 10504,,,,399.0,1927.0,,
ZCTA5 10505,,,,5.0,101.0,,
ZCTA5 10506,,,,129.0,1360.0,,
ZCTA5 10507,,,,1402.0,1025.0,,
ZCTA5 10509,,,,1587.0,2780.0,,
ZCTA5 10510,,,,404.0,2247.0,,
ZCTA5 10511,,,,94.0,344.0,,
ZCTA5 10512,,,,953.0,3893.0,,
ZCTA5 10514,,,,403.0,2769.0,,
ZCTA5 10516,,,,146.0,1157.0,,
ZCTA5 10517,,,,27.0,48.0,,
ZCTA5 10518,,,,0.0,447.0,,
ZCTA5 10519,,,,20.0,3.0,,
ZCTA5 10520,,,,651.0,2467.0,,
ZCTA5 10522,,,,779.0,2025.0,,
ZCTA5 10523,,,,1385.0,1254.0,,
ZCTA5 10524,,,,179.0,753.0,,
ZCTA5 10526,,,,97.0,306.0,,
ZCTA5 10527,,,,11.0,101.0,,
ZCTA5 10528,,,,2388.0,2731.0,,
ZCTA5 10530,,,,970.0,2914.0,,
ZCTA5 10532,,,,214.0,821.0,,
ZCTA5 10533,,,,398.0,1450.0,,
ZCTA5 10535,,,,0.0,36.0,,
ZCTA5 10536,,,,445.0,2326.0,,
ZCTA5 10537,,,,96.0,724.0,,
ZCTA5 10538,,,,1305.0,3690.0,,
ZCTA5 10541,,,,1338.0,4136.0,,
ZCTA5 10543,,,,3203.0,3895.0,,
ZCTA5 10545,,,,11.0,33.0,,
ZCTA5 10546,,,,170.0,265.0,,
ZCTA5 10547,,,,562.0,1224.0,,
ZCTA5 10548,,,,103.0,685.0,,
ZCTA5 10549,,,,2499.0,2796.0,,
ZCTA5 10550,,,,5933.0,2984.0,,
ZCTA5 10552,,,,1733.0,3520.0,,
ZCTA5 10553,,,,927.0,1390.0,,
ZCTA5 10560,,,,196.0,1306.0,,
ZCTA5 10562,,,,6218.0,4397.0,,
ZCTA5 10566,,,,4090.0,2794.0,,
ZCTA5 10567,,,,1123.0,3975.0,,
ZCTA5 10570,,,,780.0,2377.0,,
ZCTA5 10573,,,,9439.0,5716.0,,
ZCTA5 10576,,,,185.0,1299.0,,
ZCTA5 10577,,,,497.0,620.0,,
ZCTA5 10578,,,,99.0,140.0,,
ZCTA5 10579,,,,310.0,1368.0,,
ZCTA5 10580,,,,1443.0,4185.0,,
ZCTA5 10583,,,,3219.0,7905.0,,
ZCTA5 10588,,,,429.0,710.0,,
ZCTA5 10589,,,,271.0,2230.0,,
ZCTA5 10590,,,,102.0,1789.0,,
ZCTA5 10591,,,,3993.0,3564.0,,
ZCTA5 10594,,,,277.0,1020.0,,
ZCTA5 10595,,,,773.0,1337.0,,
ZCTA5 10596,,,,21.0,172.0,,
ZCTA5 10597,,,,0.0,274.0,,
ZCTA5 10598,,,,1150.0,5266.0,,
ZCTA5 10601,,,,2055.0,2418.0,,
ZCTA5 10603,,,,1583.0,3467.0,,
ZCTA5 10604,,,,1787.0,1802.0,,
ZCTA5 10605,,,,1867.0,3553.0,,
ZCTA5 10606,,,,4137.0,2641.0,,
ZCTA5 10607,,,,1026.0,1196.0,,
ZCTA5 10701,,,,8640.0,5833.0,,
ZCTA5 10703,,,,2945.0,2668.0,,
ZCTA5 10704,,,,3191.0,4671.0,,
ZCTA5 10705,,,,7666.0,3911.0,,
ZCTA5 10706,,,,375.0,1888.0,,
ZCTA5 10707,,,,621.0,1934.0,,
ZCTA5 10708,,,,1320.0,4391.0,,
ZCTA5 10709,,,,667.0,1734.0,,
ZCTA5 10710,,,,2133.0,4786.0,,
ZCTA5 10801,,,,8569.0,4640.0,,
ZCTA5 10803,,,,982.0,2271.0,,
ZCTA5 10804,,,,677.0,3266.0,,
ZCTA5 10805,,,,2995.0,2782.0,,
ZCTA5 10901,,,,1570.0,3926.0,,
ZCTA5 10910,,,,0.0,0.0,,
ZCTA5 10911,,,,0.0,0.0,,
ZCTA5 10913,,,,130.0,1092.0,,
ZCTA5 10914,,,,0.0,32.0,,
ZCTA5 10915,,,,0.0,0.0,,
ZCTA5 10916,,,,103.0,743.0,,
ZCTA5 10917,,,,171.0,296.0,,
ZCTA5 10918,,,,215.0,1523.0,,
ZCTA5 10919,,,,38.0,73.0,,
ZCTA5 10920,,,,579.0,1464.0,,
ZCTA5 10921,,,,133.0,421.0,,
ZCTA5 10922,,,,39.0,282.0,,
ZCTA5 10923,,,,991.0,888.0,,
ZCTA5 10924,,,,519.0,2044.0,,
ZCTA5 10925,,,,59.0,472.0,,
ZCTA5 10926,,,,294.0,489.0,,
ZCTA5 10927,,,,2505.0,1125.0,,
ZCTA5 10928,,,,244.0,728.0,,
ZCTA5 10930,,,,369.0,1300.0,,
ZCTA5 10931,,,,155.0,94.0,,
ZCTA5 10932,,,,0.0,22.0,,
ZCTA5 10933,,,,0.0,29.0,,
ZCTA5 10940,,,,2760.0,4349.0,,
ZCTA5 10941,,,,353.0,1307.0,,
ZCTA5 10950,,,,1736.0,3969.0,,
ZCTA5 10952,,,,2316.0,2568.0,,
ZCTA5 10953,,,,0.0,0.0,,
ZCTA5 10954,,,,1822.0,5112.0,,
ZCTA5 10956,,,,1439.0,7063.0,,
ZCTA5 10958,,,,53.0,470.0,,
ZCTA5 10960,,,,1595.0,2925.0,,
ZCTA5 10962,,,,253.0,1036.0,,
ZCTA5 10963,,,,261.0,285.0,,
ZCTA5 10964,,,,41.0,266.0,,
ZCTA5 10965,,,,664.0,2545.0,,
ZCTA5 10968,,,,90.0,663.0,,
ZCTA5 10969,,,,43.0,131.0,,
ZCTA5 10970,,,,958.0,1629.0,,
ZCTA5 10973,,,,40.0,262.0,,
ZCTA5 10974,,,,244.0,476.0,,
ZCTA5 10975,,,,0.0,62.0,,
ZCTA5 10976,,,,154.0,300.0,,
ZCTA5 10977,,,,10442.0,4553.0,,
ZCTA5 10979,,,,0.0,0.0,,
ZCTA5 10980,,,,585.0,1828.0,,
ZCTA5 10983,,,,168.0,1191.0,,
ZCTA5 10984,,,,46.0,576.0,,
ZCTA5 10985,,,,0.0,9.0,,
ZCTA5 10986,,,,52.0,319.0,,
ZCTA5 10987,,,,128.0,788.0,,
ZCTA5 10988,,,,38.0,110.0,,
ZCTA5 10989,,,,240.0,1939.0,,
ZCTA5 10990,,,,326.0,3686.0,,
ZCTA5 10992,,,,101.0,1235.0,,
ZCTA5 10993,,,,712.0,329.0,,
ZCTA5 10994,,,,174.0,1418.0,,
ZCTA5 10996,,,,106.0,496.0,,
ZCTA5 10998,,,,87.0,382.0,,
ZCTA5 11001,,,,1767.0,5147.0,,
ZCTA5 11003,,,,6577.0,6346.0,,
ZCTA5 11004,,,,1147.0,2937.0,,
ZCTA5 11005,,,,0.0,354.0,,
ZCTA5 11010,,,,1477.0,3628.0,,
ZCTA5 11020,,,,687.0,1286.0,,
ZCTA5 11021,,,,1517.0,4095.0,,
ZCTA5 11023,,,,653.0,1663.0,,
ZCTA5 11024,,,,540.0,1270.0,,
ZCTA5 11030,,,,567.0,4522.0,,
ZCTA5 11040,,,,4046.0,8562.0,,
ZCTA5 11042,,,,15.0,30.0,,
ZCTA5 11050,,,,3112.0,6854.0,,
ZCTA5 11096,,,,1533.0,520.0,,
ZCTA5 11101,,,,5382.0,6342.0,,
ZCTA5 11102,,,,5659.0,7540.0,,
ZCTA5 11103,,,,6723.0,9684.0,,
ZCTA5 11104,,,,7436.0,6074.0,,
ZCTA5 11105,,,,5106.0,9134.0,,
ZCTA5 11106,,,,6882.0,10125.0,,
ZCTA5 11109,,,,1377.0,1964.0,,
ZCTA5 11201,,,,6223.0,16981.0,,
ZCTA5 11203,,,,11509.0,8334.0,,
ZCTA5 11204,,,,14482.0,9241.0,,
ZCTA5 11205,,,,4982.0,7130.0,,
ZCTA5 11206,,,,8474.0,10947.0,,
ZCTA5 11207,,,,12549.0,6628.0,,
ZCTA5 11208,,,,16461.0,6539.0,,
ZCTA5 11209,,,,7728.0,14420.0,,
ZCTA5 11210,,,,9810.0,8873.0,,
ZCTA5 11211,,,,10354.0,22457.0,,
ZCTA5 11212,,,,10954.0,5545.0,,
ZCTA5 11213,,,,9120.0,7764.0,,
ZCTA5 11214,,,,20759.0,13738.0,,
ZCTA5 11215,,,,6107.0,18903.0,,
ZCTA5 11216,,,,6128.0,12331.0,,
ZCTA5 11217,,,,3595.0,10482.0,,
ZCTA5 11218,,,,10976.0,11574.0,,
ZCTA5 11219,,,,15275.0,5918.0,,
ZCTA5 11220,,,,32580.0,9040.0,,
ZCTA5 11221,,,,10012.0,11839.0,,
ZCTA5 11222,,,,4375.0,11797.0,,
ZCTA5 11223,,,,13646.0,10981.0,,
ZCTA5 11224,,,,4843.0,6942.0,,
ZCTA5 11225,,,,7994.0,9697.0,,
ZCTA5 11226,,,,18521.0,12809.0,,
ZCTA5 11228,,,,6940.0,6935.0,,
ZCTA5 11229,,,,12278.0,13376.0,,
ZCTA5 11230,,,,14426.0,12998.0,,
ZCTA5 11231,,,,2703.0,8545.0,,
ZCTA5 11232,,,,6369.0,3570.0,,
ZCTA5 11233,,,,7394.0,8449.0,,
ZCTA5 11234,,,,8793.0,13631.0,,
ZCTA5 11235,,,,15175.0,16573.0,,
ZCTA5 11236,,,,11464.0,12410.0,,
ZCTA5 11237,,,,11466.0,7196.0,,
ZCTA5 11238,,,,4256.0,14566.0,,
ZCTA5 11239,,,,547.0,1163.0,,
ZCTA5 11351,,,,0.0,0.0,,
ZCTA5 11354,,,,19601.0,5776.0,,
ZCTA5 11355,,,,31085.0,7544.0,,
ZCTA5 11356,,,,5347.0,2059.0,,
ZCTA5 11357,,,,3803.0,6936.0,,
ZCTA5 11358,,,,7784.0,5226.0,,
ZCTA5 11359,,,,0.0,0.0,,
ZCTA5 11360,,,,2074.0,4591.0,,
ZCTA5 11361,,,,4024.0,5057.0,,
ZCTA5 11362,,,,1827.0,3413.0,,
ZCTA5 11363,,,,630.0,1581.0,,
ZCTA5 11364,,,,4561.0,7060.0,,
ZCTA5 11365,,,,6792.0,7219.0,,
ZCTA5 11366,,,,2037.0,2752.0,,
ZCTA5 11367,,,,6069.0,5979.0,,
ZCTA5 11368,,,,43315.0,6742.0,,
ZCTA5 11369,,,,8602.0,2720.0,,
ZCTA5 11370,,,,5507.0,3325.0,,
ZCTA5 11371,,,,0.0,0.0,,
ZCTA5 11372,,,,22245.0,8640.0,,
ZCTA5 11373,,,,31313.0,12905.0,,
ZCTA5 11374,,,,8577.0,9996.0,,
ZCTA5 11375,,,,10215.0,18061.0,,
ZCTA5 11377,,,,31177.0,13280.0,,
ZCTA5 11378,,,,5962.0,4923.0,,
ZCTA5 11379,,,,4126.0,5837.0,,
ZCTA5 11385,,,,21077.0,12808.0,,
ZCTA5 11411,,,,2074.0,2951.0,,
ZCTA5 11412,,,,3935.0,3772.0,,
ZCTA5 11413,,,,4719.0,4953.0,,
ZCTA5 11414,,,,1028.0,3828.0,,
ZCTA5 11415,,,,2880.0,3914.0,,
ZCTA5 11416,,,,5457.0,2858.0,,
ZCTA5 11417,,,,5025.0,3712.0,,
ZCTA5 11418,,,,8656.0,4536.0,,
ZCTA5 11419,,,,11128.0,5032.0,,
ZCTA5 11420,,,,7386.0,4900.0,,
ZCTA5 11421,,,,8291.0,4911.0,,
ZCTA5 11422,,,,3934.0,3705.0,,
ZCTA5 11423,,,,5240.0,4547.0,,
ZCTA5 11424,,,,0.0,0.0,,
ZCTA5 11425,,,,0.0,0.0,,
ZCTA5 11426,,,,2684.0,3192.0,,
ZCTA5 11427,,,,2773.0,3395.0,,
ZCTA5 11428,,,,1821.0,1736.0,,
ZCTA5 11429,,,,3810.0,3320.0,,
ZCTA5 11430,,,,7.0,5.0,,
ZCTA5 11432,,,,13449.0,9499.0,,
ZCTA5 11433,,,,6489.0,2702.0,,
ZCTA5 11434,,,,5697.0,6505.0,,
ZCTA5 11435,,,,14064.0,8073.0,,
ZCTA5 11436,,,,2949.0,1839.0,,
ZCTA5 11451,,,,0.0,0.0,,
ZCTA5 11501,,,,2452.0,3421.0,,
ZCTA5 11507,,,,414.0,1370.0,,
ZCTA5 11509,,,,4.0,478.0,,
ZCTA5 11510,,,,2607.0,5636.0,,
ZCTA5 11514,,,,369.0,769.0,,
ZCTA5 11516,,,,721.0,954.0,,
ZCTA5 11518,,,,272.0,1567.0,,
ZCTA5 11520,,,,7122.0,5079.0,,
ZCTA5 11530,,,,584.0,6730.0,,
ZCTA5 11542,,,,4817.0,3921.0,,
ZCTA5 11545,,,,483.0,2825.0,,
ZCTA5 11547,,,,0.0,150.0,,
ZCTA5 11548,,,,311.0,345.0,,
ZCTA5 11549,,,,245.0,0.0,,
ZCTA5 11550,,,,14588.0,4575.0,,
ZCTA5 11552,,,,1749.0,3454.0,,
ZCTA5 11553,,,,5755.0,2148.0,,
ZCTA5 11554,,,,2709.0,5688.0,,
ZCTA5 11556,,,,0.0,0.0,,
ZCTA5 11557,,,,624.0,1575.0,,
ZCTA5 11558,,,,684.0,886.0,,
ZCTA5 11559,,,,244.0,1519.0,,
ZCTA5 11560,,,,279.0,1565.0,,
ZCTA5 11561,,,,1889.0,7445.0,,
ZCTA5 11563,,,,938.0,3941.0,,
ZCTA5 11565,,,,81.0,1881.0,,
ZCTA5 11566,,,,578.0,6697.0,,
ZCTA5 11568,,,,298.0,842.0,,
ZCTA5 11569,,,,9.0,148.0,,
ZCTA5 11570,,,,1095.0,5478.0,,
ZCTA5 11572,,,,683.0,5395.0,,
ZCTA5 11575,,,,2998.0,1280.0,,
ZCTA5 11576,,,,572.0,2935.0,,
ZCTA5 11577,,,,777.0,2978.0,,
ZCTA5 11579,,,,203.0,1064.0,,
ZCTA5 11580,,,,3858.0,6634.0,,
ZCTA5 11581,,,,1421.0,3938.0,,
ZCTA5 11590,,,,6926.0,6903.0,,
ZCTA5 11596,,,,691.0,1873.0,,
ZCTA5 11598,,,,355.0,2180.0,,
ZCTA5 11691,,,,7997.0,6269.0,,
ZCTA5 11692,,,,2274.0,2034.0,,
ZCTA5 11693,,,,971.0,1401.0,,
ZCTA5 11694,,,,932.0,3843.0,,
ZCTA5 11697,,,,1.0,704.0,,
ZCTA5 11701,,,,3491.0,3084.0,,
ZCTA5 11702,,,,318.0,2706.0,,
ZCTA5 11703,,,,682.0,1858.0,,
ZCTA5 11704,,,,2266.0,4395.0,,
ZCTA5 11705,,,,114.0,1180.0,,
ZCTA5 11706,,,,9651.0,6387.0,,
ZCTA5 11709,,,,135.0,1065.0,,
ZCTA5 11710,,,,756.0,6518.0,,
ZCTA5 11713,,,,905.0,623.0,,
ZCTA5 11714,,,,1185.0,4248.0,,
ZCTA5 11715,,,,0.0,851.0,,
ZCTA5 11716,,,,219.0,991.0,,
ZCTA5 11717,,,,15047.0,3707.0,,
ZCTA5 11718,,,,14.0,689.0,,
ZCTA5 11719,,,,176.0,438.0,,
ZCTA5 11720,,,,1462.0,3641.0,,
ZCTA5 11721,,,,108.0,1271.0,,
ZCTA5 11722,,,,5874.0,2439.0,,
ZCTA5 11724,,,,299.0,741.0,,
ZCTA5 11725,,,,649.0,5696.0,,
ZCTA5 11726,,,,3395.0,1715.0,,
ZCTA5 11727,,,,1963.0,3627.0,,
ZCTA5 11729,,,,1572.0,3833.0,,
ZCTA5 11730,,,,283.0,1877.0,,
ZCTA5 11731,,,,846.0,5317.0,,
ZCTA5 11732,,,,68.0,561.0,,
ZCTA5 11733,,,,841.0,2950.0,,
ZCTA5 11735,,,,1955.0,5142.0,,
ZCTA5 11738,,,,801.0,1924.0,,
ZCTA5 11739,,,,6.0,198.0,,
ZCTA5 11740,,,,112.0,1895.0,,
ZCTA5 11741,,,,670.0,3744.0,,
ZCTA5 11742,,,,286.0,1749.0,,
ZCTA5 11743,,,,1553.0,8681.0,,
ZCTA5 11746,,,,6932.0,11281.0,,
ZCTA5 11747,,,,720.0,3972.0,,
ZCTA5 11749,,,,263.0,402.0,,
ZCTA5 11751,,,,769.0,2263.0,,
ZCTA5 11752,,,,123.0,1236.0,,
ZCTA5 11753,,,,1213.0,3308.0,,
ZCTA5 11754,,,,247.0,3227.0,,
ZCTA5 11755,,,,383.0,1946.0,,
ZCTA5 11756,,,,1360.0,5655.0,,
ZCTA5 11757,,,,2842.0,4625.0,,
ZCTA5 11758,,,,839.0,9766.0,,
ZCTA5 11762,,,,218.0,4165.0,,
ZCTA5 11763,,,,1045.0,3388.0,,
ZCTA5 11764,,,,244.0,1827.0,,
ZCTA5 11765,,,,69.0,182.0,,
ZCTA5 11766,,,,293.0,1817.0,,
ZCTA5 11767,,,,268.0,2785.0,,
ZCTA5 11768,,,,384.0,4794.0,,
ZCTA5 11769,,,,101.0,1266.0,,
ZCTA5 11770,,,,0.0,13.0,,
ZCTA5 11771,,,,474.0,2232.0,,
ZCTA5 11772,,,,4408.0,5113.0,,
ZCTA5 11776,,,,1333.0,3516.0,,
ZCTA5 11777,,,,735.0,1132.0,,
ZCTA5 11778,,,,246.0,1420.0,,
ZCTA5 11779,,,,1443.0,4492.0,,
ZCTA5 11780,,,,346.0,2541.0,,
ZCTA5 11782,,,,216.0,2511.0,,
ZCTA5 11783,,,,289.0,3875.0,,
ZCTA5 11784,,,,1175.0,2806.0,,
ZCTA5 11786,,,,112.0,793.0,,
ZCTA5 11787,,,,520.0,6206.0,,
ZCTA5 11788,,,,763.0,3091.0,,
ZCTA5 11789,,,,212.0,1788.0,,
ZCTA5 11790,,,,1967.0,2634.0,,
ZCTA5 11791,,,,1679.0,5666.0,,
ZCTA5 11792,,,,187.0,1309.0,,
ZCTA5 11793,,,,561.0,5649.0,,
ZCTA5 11794,,,,676.0,33.0,,
ZCTA5 11795,,,,226.0,3508.0,,
ZCTA5 11796,,,,101.0,494.0,,
ZCTA5 11797,,,,343.0,2083.0,,
ZCTA5 11798,,,,1637.0,1174.0,,
ZCTA5 11801,,,,4614.0,6707.0,,
ZCTA5 11803,,,,1430.0,6583.0,,
ZCTA5 11804,,,,35.0,1083.0,,
ZCTA5 11901,,,,3512.0,2231.0,,
ZCTA5 11930,,,,60.0,165.0,,
ZCTA5 11931,,,,0.0,11.0,,
ZCTA5 11932,,,,121.0,248.0,,
ZCTA5 11933,,,,202.0,661.0,,
ZCTA5 11934,,,,131.0,546.0,,
ZCTA5 11935,,,,132.0,603.0,,
ZCTA5 11937,,,,2030.0,3337.0,,
ZCTA5 11939,,,,27.0,178.0,,
ZCTA5 11940,,,,36.0,409.0,,
ZCTA5 11941,,,,19.0,304.0,,
ZCTA5 11942,,,,109.0,476.0,,
ZCTA5 11944,,,,273.0,607.0,,
ZCTA5 11946,,,,2679.0,2277.0,,
ZCTA5 11947,,,,0.0,141.0,,
ZCTA5 11948,,,,0.0,79.0,,
ZCTA5 11949,,,,336.0,1692.0,,
ZCTA5 11950,,,,1272.0,1001.0,,
ZCTA5 11951,,,,670.0,913.0,,
ZCTA5 11952,,,,72.0,894.0,,
ZCTA5 11953,,,,559.0,1443.0,,
ZCTA5 11954,,,,224.0,978.0,,
ZCTA5 11955,,,,193.0,321.0,,
ZCTA5 11956,,,,8.0,57.0,,
ZCTA5 11957,,,,8.0,156.0,,
ZCTA5 11958,,,,122.0,136.0,,
ZCTA5 11959,,,,0.0,174.0,,
ZCTA5 11960,,,,0.0,100.0,,
ZCTA5 11961,,,,537.0,1065.0,,
ZCTA5 11962,,,,9.0,164.0,,
ZCTA5 11963,,,,905.0,1766.0,,
ZCTA5 11964,,,,93.0,452.0,,
ZCTA5 11965,,,,10.0,127.0,,
ZCTA5 11967,,,,1770.0,1890.0,,
ZCTA5 11968,,,,1010.0,2658.0,,
ZCTA5 11970,,,,40.0,87.0,,
ZCTA5 11971,,,,192.0,1166.0,,
ZCTA5 11972,,,,96.0,264.0,,
ZCTA5 11973,,,,7.0,0.0,,
ZCTA5 11975,,,,2.0,58.0,,
ZCTA5 11976,,,,280.0,515.0,,
ZCTA5 11977,,,,211.0,433.0,,
ZCTA5 11978,,,,223.0,556.0,,
ZCTA5 11980,,,,293.0,748.0,,
ZCTA5 12007,,,,0.0,0.0,,
ZCTA5 12008,,,,61.0,109.0,,
ZCTA5 12009,,,,286.0,1109.0,,
ZCTA5 12010,,,,378.0,2111.0,,
ZCTA5 12015,,,,32.0,237.0,,
ZCTA5 12017,,,,4.0,78.0,,
ZCTA5 12018,,,,130.0,974.0,,
ZCTA5 12019,,,,396.0,2702.0,,
ZCTA5 12020,,,,646.0,5441.0,,
ZCTA5 12022,,,,0.0,46.0,,
ZCTA5 12023,,,,27.0,250.0,,
ZCTA5 12024,,,,0.0,0.0,,
ZCTA5 12025,,,,17.0,494.0,,
ZCTA5 12027,,,,24.0,852.0,,
ZCTA5 12028,,,,43.0,99.0,,
ZCTA5 12029,,,,6.0,149.0,,
ZCTA5 12031,,,,0.0,25.0,,
ZCTA5 12032,,,,20.0,81.0,,
ZCTA5 12033,,,,66.0,1042.0,,
ZCTA5 12035,,,,0.0,25.0,,
ZCTA5 12036,,,,6.0,16.0,,
ZCTA5 12037,,,,111.0,423.0,,
ZCTA5 12040,,,,0.0,10.0,,
ZCTA5 12041,,,,0.0,9.0,,
ZCTA5 12042,,,,0.0,14.0,,
ZCTA5 12043,,,,72.0,823.0,,
ZCTA5 12045,,,,0.0,12.0,,
ZCTA5 12046,,,,8.0,152.0,,
ZCTA5 12047,,,,548.0,2597.0,,
ZCTA5 12051,,,,317.0,472.0,,
ZCTA5 12052,,,,0.0,157.0,,
ZCTA5 12053,,,,44.0,467.0,,
ZCTA5 12054,,,,365.0,3164.0,,
ZCTA5 12056,,,,0.0,418.0,,
ZCTA5 12057,,,,4.0,119.0,,
ZCTA5 12058,,,,11.0,139.0,,
ZCTA5 12059,,,,11.0,245.0,,
ZCTA5 12060,,,,0.0,159.0,,
ZCTA5 12061,,,,280.0,1645.0,,
ZCTA5 12062,,,,0.0,134.0,,
ZCTA5 12063,,,,0.0,51.0,,
ZCTA5 12064,,,,0.0,42.0,,
ZCTA5 12065,,,,1926.0,8573.0,,
ZCTA5 12066,,,,5.0,158.0,,
ZCTA5 12067,,,,0.0,184.0,,
ZCTA5 12068,,,,0.0,194.0,,
ZCTA5 12069,,,,0.0,0.0,,
ZCTA5 12070,,,,8.0,135.0,,
