NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10303,26274,31.1,4687,54956.0,2826,2032,991.0,0.178389282180102,0.10755880337976707,0.07733881403669027
10304,40934,35.9,15420,53847.0,6510,4491,942.0,0.37670396247618115,0.15903649777690917,0.10971319685347145
10305,40085,39.6,27052,63401.0,4722,5237,1097.0,0.6748659099413746,0.11779967568916054,0.1306473743295497
10306,55710,40.5,44154,77767.0,3421,6799,1174.0,0.7925686591276252,0.06140728774008257,0.12204272123496679
10307,14363,37.1,12514,87121.0,324,1665,1252.0,0.8712664485135417,0.022557961428670892,0.11592285734178097
10308,29014,41.3,25189,88342.0,749,3539,1222.0,0.8681670917488109,0.025815123733370096,0.12197559798717861
10309,30706,38.0,25369,82905.0,924,3458,1184.0,0.8261903211098808,0.030091838728587245,0.1126164267569856
10310,24473,34.3,11189,63808.0,2337,2644,1202.0,0.45719772810852777,0.09549299227720345,0.10803742900339149
10312,60318,40.3,50674,86415.0,1551,7508,1189.0,0.8401140621373387,0.02571371729831891,0.12447362313074041
10314,87662,40.5,61979,78803.0,5676,11087,1184.0,0.7070224270493486,0.06474869384682075,0.12647441308662818
10451,43550,31.7,821,25044.0,7989,2372,809.0,0.018851894374282432,0.1834443168771527,0.054466130884041335
10452,75150,30.1,856,27040.0,20641,2655,930.0,0.011390552228875582,0.274664005322688,0.035329341317365266
10453,79376,29.4,973,26574.0,20838,3498,937.0,0.012258113283612175,0.26252267687966135,0.04406873614190687
10454,38523,28.8,773,19840.0,7628,1485,576.0,0.02006593463645095,0.19801157749915635,0.038548399657347555
10455,37699,29.0,725,23830.0,8586,1612,726.0,0.01923127934427969,0.22775139924135918,0.042759754900660495
10456,86121,30.6,808,22549.0,18312,3499,813.0,0.009382148372638496,0.2126310655937576,0.04062888261864121
10457,69144,28.4,1405,24537.0,15073,2721,956.0,0.02031991206756913,0.2179943306722203,0.039352655328011105
10458,73436,28.2,8004,25027.0,16893,3730,1011.0,0.1089928645351054,0.23003703905441472,0.050792526826079855
10459,45261,27.5,572,22458.0,7656,1753,877.0,0.012637811802655708,0.16915225028169947,0.03873091624135569
10460,55462,29.6,1033,24307.0,10709,2690,918.0,0.018625365114853413,0.19308715877537774,0.04850167682377123
10461,51767,37.6,22433,51147.0,6751,5590,1117.0,0.43334556763961596,0.13041126586435373,0.10798385071570692
10462,75407,35.4,10823,45025.0,12345,6834,1102.0,0.14352778919728937,0.163711591762038,0.09062819101674911
10463,68345,39.6,23151,52505.0,9338,8693,1063.0,0.3387372887555783,0.13663033140683298,0.1271929182822445
10464,4255,49.0,3254,67273.0,159,479,1178.0,0.7647473560517039,0.03736780258519389,0.11257344300822562
10465,42688,40.5,23876,66216.0,1942,4266,1142.0,0.5593140929535232,0.04549287856071964,0.09993440779610195
10466,72997,35.0,2086,45737.0,11868,6435,1048.0,0.02857651684315794,0.16258202391879117,0.0881543077112758
10467,93833,32.9,11018,35404.0,18605,7746,1018.0,0.11742137627487131,0.19827779139535132,0.08255091492332121
10468,73738,31.6,2998,31707.0,20072,5130,1026.0,0.04065746290921913,0.2722070031733977,0.06957064200276655
10469,71245,36.6,10698,56352.0,10039,7130,1131.0,0.15015790581795213,0.14090813390413362,0.10007719839988771
10470,14952,36.6,6385,52510.0,2165,1791,1111.0,0.42703317281968967,0.14479668271803103,0.11978330658105939
10471,22222,42.1,14334,72431.0,1829,3818,1206.0,0.6450364503645036,0.08230582305823059,0.17181171811718118
10472,66041,30.4,1229,30413.0,16390,3329,967.0,0.01860965158007904,0.24817916143002075,0.05040807982919701
10473,57444,35.6,997,39818.0,4908,4314,775.0,0.017356033702388415,0.08543973260914978,0.07509922707332359
10474,12466,27.8,113,22403.0,2383,438,908.0,0.009064655863949944,0.19115995507781164,0.035135568746991815
10475,41377,44.7,4498,47767.0,2575,4602,845.0,0.10870773618193683,0.06223264132247384,0.11122120985088334
11003,43910,36.6,9838,83081.0,6808,5465,1315.0,0.22404919152812572,0.15504440901844682,0.12445912092917331
11004,14050,40.8,5821,79102.0,1772,2869,1170.0,0.41430604982206404,0.12612099644128114,0.20419928825622777
11005,1797,79.5,1728,61912.0,9,479,1527.0,0.9616026711185309,0.005008347245409015,0.26655537006121316
11010,23790,42.0,18947,89369.0,1352,3140,1311.0,0.796427070197562,0.05683060109289618,0.1319882303488861
11020,5975,44.5,3568,136379.0,402,998,996.0,0.5971548117154811,0.06728033472803348,0.16702928870292888
11021,17544,46.5,13360,98063.0,1342,4137,1393.0,0.7615139078887369,0.07649338805289557,0.23580711354309167
11023,8954,44.0,7813,98125.0,629,1599,1123.0,0.8725709180254635,0.07024793388429752,0.17857940585213314
11024,7853,40.5,6753,97917.0,619,1294,1638.0,0.8599261428753343,0.0788233796001528,0.16477779192665223
11030,17914,43.1,14441,179101.0,621,4176,1119.0,0.8061292843586022,0.034665624651110866,0.23311376576978898
11040,40296,44.3,23529,97798.0,3373,6840,1377.0,0.583904109589041,0.08370557871749057,0.16974389517569982
11042,534,83.1,313,101458.0,6,60,1595.0,0.5861423220973783,0.011235955056179775,0.11235955056179775
11050,30197,42.0,22060,105118.0,3769,6155,1813.0,0.7305361459747657,0.12481372321753817,0.20382819485379342
11096,8443,33.6,2310,54803.0,1407,530,1201.0,0.2735994314817008,0.16664692644794504,0.06277389553476252
11101,23798,32.6,6377,41799.0,5221,3756,1064.0,0.2679636944281032,0.2193881838809984,0.1578283889402471
11102,33432,32.5,13614,47249.0,8577,6396,1327.0,0.4072146446518306,0.2565506101938263,0.19131371141421394
11103,36508,35.1,21320,52968.0,7473,8105,1319.0,0.5839815930754904,0.20469486140024104,0.22200613564150323
11104,26230,36.5,11065,54152.0,8020,5060,1252.0,0.4218452154022112,0.3057567670606176,0.19290888295844452
11105,38103,35.0,24521,56935.0,6887,7946,1328.0,0.6435451276802352,0.18074692281447655,0.208540009972968
11106,36305,36.0,15740,47580.0,7723,6288,1129.0,0.43354909792039664,0.2127255199008401,0.1731992838452004
11109,2916,31.4,1931,132875.0,676,979,1355.0,0.6622085048010974,0.23182441700960219,0.33573388203017834
11201,51356,35.3,31717,91764.0,4731,12672,1581.0,0.6175909338733546,0.0921216605654646,0.2467481891113015
11203,80337,38.2,2276,48797.0,14073,7366,1067.0,0.028330657106937027,0.17517457709399156,0.09168876109389199
11204,78690,34.2,48852,44312.0,15742,7038,1111.0,0.6208158597026305,0.2000508323802262,0.0894395730080061
11205,38997,29.4,15239,42760.0,4033,4855,1090.0,0.3907736492550709,0.10341821165730697,0.12449675616073032
11206,79674,27.8,19243,28114.0,9823,5935,771.0,0.24152170093129502,0.12328990636845144,0.0744910510329593
11207,89676,30.0,1950,33127.0,12933,4354,953.0,0.021744948481198983,0.14421918908069048,0.048552567019046346
11208,93447,30.4,3274,35437.0,14681,4518,1095.0,0.035035902704206666,0.1571050970068595,0.048348261581431184
11209,71704,38.4,50412,57082.0,8073,12991,1218.0,0.7030570121611067,0.1125878612071851,0.1811753877050095
11210,64508,34.1,21493,52895.0,9210,7426,1051.0,0.33318348111862095,0.14277298939666397,0.11511750480560551
11211,90522,28.6,59021,42610.0,8975,14067,1139.0,0.6520072468571176,0.09914716864408651,0.15539868761185127
11212,80311,32.1,643,27278.0,11832,3759,835.0,0.008006375216346453,0.14732726525631606,0.046805543449838755
11213,62231,31.4,11306,34046.0,10929,4997,973.0,0.18167794186177308,0.17561986791149106,0.08029760087416239
11214,78326,40.9,41248,39822.0,15444,7679,1031.0,0.5266195133161402,0.1971759058294819,0.09803896534994766
11215,65477,34.9,44332,88450.0,4838,16737,1612.0,0.6770621745040243,0.07388854101440201,0.25561647601447834
11216,53065,34.1,5104,40174.0,7111,6918,1038.0,0.09618392537454065,0.1340054649957599,0.13036841609347027
11217,38992,35.4,18305,74518.0,4091,9344,1473.0,0.4694552728764875,0.10491895773491998,0.23963890028723842
11218,76811,32.4,39805,50938.0,14738,10429,1194.0,0.5182200466079078,0.1918735597765945,0.13577482391844917
11219,94083,28.4,57358,34804.0,20209,6390,1102.0,0.6096531785763635,0.21479969813887737,0.0679187525907975
11220,99540,32.5,16248,37822.0,35388,8136,1085.0,0.1632308619650392,0.35551537070524414,0.08173598553345389
11221,77041,31.4,3405,36577.0,12621,5617,1023.0,0.04419724562246077,0.1638218610869537,0.07290923015017978
11222,33482,34.0,25721,60610.0,6878,7732,1261.0,0.7682038110029269,0.20542380980825517,0.23093005196822172
11223,73208,40.3,44296,40626.0,12392,7279,992.0,0.6050704841000983,0.16927111791061086,0.09942902415036609
11224,45092,47.3,24002,31822.0,4556,5958,725.0,0.5322895413820633,0.10103787811585203,0.1321298678257784
11225,58987,35.2,7419,40295.0,12453,6660,1016.0,0.1257734755115534,0.21111431332327463,0.11290623357688982
11226,99422,33.9,5745,39481.0,25738,8287,1065.0,0.05778399147070065,0.2588763050431494,0.08335177324938142
11228,42585,40.7,27145,59624.0,5900,4614,1192.0,0.6374310203123166,0.13854643653868734,0.10834800986262769
11229,77021,40.6,51645,48683.0,10404,11855,1021.0,0.670531413510601,0.13508004310512717,0.15391906103530206
11230,85757,33.9,58552,43147.0,15245,12309,1122.0,0.6827664214000023,0.1777697447438693,0.14353347248621104
11231,35109,34.4,19650,71895.0,3285,8478,1420.0,0.5596855507134922,0.09356575237118687,0.24147654447577543
11232,27925,30.7,5707,38353.0,8487,2585,1186.0,0.20436884512085945,0.3039212175470009,0.09256938227394808
11233,66315,31.8,1266,34633.0,7246,5194,978.0,0.019090703460755486,0.10926638015531931,0.07832315464072985
11234,94891,37.8,40960,67776.0,9222,11721,1212.0,0.43165315994140646,0.09718519143016724,0.1235206710857721
11235,71129,45.6,52244,42492.0,11784,15955,1040.0,0.7344964782296953,0.16567082343348002,0.2243107593246074
11236,94643,36.1,5303,61794.0,15372,10034,1175.0,0.056031613537187115,0.16242088691186882,0.10601946261213191
11237,52123,28.8,5169,37648.0,18997,3137,1126.0,0.09916927268192545,0.3644648235903536,0.060184563436486774
11238,50840,34.5,17371,61950.0,5444,11318,1247.0,0.3416797797010228,0.10708103855232101,0.22261998426435878
11239,12802,42.1,3429,23941.0,543,1153,883.0,0.26784877362912046,0.042415247617559756,0.09006405249179816
11354,53050,42.1,10638,48771.0,17012,8742,1242.0,0.20052780395852968,0.32067860508953816,0.16478793590951932
11355,82505,40.2,8584,44587.0,30786,11913,1233.0,0.10404217926186292,0.3731410217562572,0.1443912490152112
11356,21721,37.2,8282,60981.0,4501,2979,1460.0,0.3812899958565444,0.20721882049629392,0.13714838175037983
11357,40516,42.9,28127,75922.0,3316,6192,1476.0,0.6942195675782407,0.08184420969493533,0.15282851219271398
11358,38668,41.1,17130,68079.0,8600,6410,1427.0,0.44300196544946724,0.22240612392676115,0.16577014585703942
11360,20953,47.4,12392,79553.0,2036,4699,1774.0,0.5914188898964349,0.09716985634515343,0.2242638285687014
11361,28926,41.3,14322,72599.0,4181,5148,1449.0,0.4951254926363825,0.1445412431722326,0.17797137523335407
11362,17492,47.4,8807,83566.0,1841,4062,1448.0,0.5034873084838783,0.10524811342327921,0.23222044363137434
11363,7052,42.2,3915,91728.0,1066,1854,1503.0,0.5551616562677255,0.1511627906976744,0.26290414066931367
11364,35372,40.8,15291,73010.0,4174,6347,1434.0,0.4322910776885672,0.1180029401786724,0.1794357118624901
11365,41283,39.4,12975,57486.0,8245,7025,1299.0,0.31429401932999057,0.19971901266865297,0.17016689678560182
11366,14160,41.9,5747,77244.0,2152,2887,1358.0,0.40586158192090394,0.1519774011299435,0.20388418079096046
11367,38835,34.6,19613,50578.0,4525,6647,1100.0,0.5050341187073516,0.11651860435174456,0.17116003604995494
11368,103401,31.3,6206,46041.0,45511,6230,1293.0,0.06001876190752507,0.44014081101730157,0.06025086798000019
11369,39677,34.5,2246,56307.0,12154,3176,1302.0,0.05660710235148827,0.3063235627693626,0.08004637447387655
11370,38370,33.5,8566,57334.0,8872,3214,1348.0,0.22324732864216837,0.23122230909564764,0.0837633567891582
11372,63520,38.4,11087,48400.0,22930,8775,1169.0,0.17454345088161208,0.36098866498740556,0.13814546599496222
11373,96474,35.8,7385,45585.0,39653,12663,1260.0,0.07654912204324481,0.41102265895474427,0.13125816282107097
11374,42888,40.2,22517,54339.0,8456,10062,1288.0,0.5250186532363365,0.19716470807685132,0.23461108002238387
11375,69266,42.6,39349,72394.0,9879,16171,1410.0,0.5680853521208097,0.14262408685357897,0.2334623047382554
11377,87143,36.0,18460,49415.0,28608,12750,1216.0,0.21183571830210116,0.328287986413137,0.14631123555535155
11378,33672,39.6,22157,59472.0,4702,3590,1254.0,0.6580244713708719,0.13964124495129485,0.1066167735804229
11379,34529,43.8,25422,63511.0,3429,4279,1237.0,0.7362506878276232,0.09930782820238061,0.12392481682064352
11385,99295,34.1,45045,50811.0,22590,8387,1198.0,0.4536482199506521,0.22750390251271463,0.08446548164560148
11411,20426,42.6,354,82703.0,2379,2798,1212.0,0.01733085283462254,0.11646920591403113,0.1369822774894742
11412,36932,38.3,345,69796.0,4590,3886,1129.0,0.009341492472652443,0.12428246507094119,0.10522040506877504
11413,39922,39.4,506,77352.0,4975,4336,1443.0,0.012674715695606433,0.12461800510996443,0.10861179299634287
11414,28480,45.8,20704,65049.0,1319,3200,1311.0,0.7269662921348314,0.04631320224719101,0.11235955056179775
11415,18677,38.7,8821,55515.0,2721,3129,1221.0,0.4722921240027842,0.1456872088665203,0.16753225892809337
11416,23852,32.0,3566,53821.0,5423,1857,1337.0,0.14950528257588463,0.22736038906590642,0.0778551064900218
11417,29928,35.2,8280,59810.0,5646,2407,1250.0,0.27666399358460303,0.18865276663993585,0.08042635658914729
11418,36005,34.7,6942,57899.0,9283,3912,1207.0,0.19280655464518817,0.25782530204138315,0.1086515761699764
11419,48138,35.8,2223,54829.0,15035,3983,1296.0,0.046179733266857786,0.31233121442519424,0.08274128547093772
11420,47243,35.9,3933,61587.0,9398,3971,1271.0,0.08325042863493004,0.19892894185381962,0.08405478060241729
11421,40975,33.7,7675,55120.0,8470,4088,1254.0,0.18730933496034166,0.20671140939597316,0.09976815131177547
11422,31739,36.8,1872,82525.0,4241,4084,1597.0,0.05898106430574372,0.13362109707300168,0.12867450140206055
11423,30890,39.7,2818,57751.0,6228,3388,1110.0,0.09122693428293946,0.2016186468112658,0.10967950793136938
11426,19165,38.8,7168,78151.0,2365,3052,1326.0,0.374015131750587,0.1234020349595617,0.15924863031567962
11427,24385,39.7,5176,69753.0,3998,4024,1166.0,0.21226163625179414,0.16395324994873897,0.16501947918802543
11428,19764,38.6,2196,73794.0,4055,2767,1199.0,0.1111111111111111,0.20517101801254806,0.1400020238818053
11429,29167,37.0,813,75587.0,4885,2658,1246.0,0.02787396715466109,0.16748380018514075,0.0911303870812905
11430,53,38.9,6,62758.0,0,0,1210.5,0.11320754716981132,0.0,0.0
11432,56900,36.5,8624,49929.0,14642,7782,1175.0,0.15156414762741652,0.2573286467486819,0.13676625659050967
11433,30076,32.3,210,41274.0,4243,2053,933.0,0.006982311477590105,0.14107594094959436,0.06826040696901184
11434,61183,36.7,946,57027.0,7440,5299,972.0,0.015461811287449128,0.1216024058970629,0.08660902538286779
11435,52358,34.9,8380,54086.0,12813,6680,1218.0,0.16005195003628864,0.24471904961992436,0.12758317735589594
11436,16956,37.6,189,58925.0,2826,1197,1321.0,0.011146496815286623,0.16666666666666666,0.07059447983014862
11501,18981,42.7,13955,80369.0,2389,2741,1360.0,0.7352088931036299,0.12586270481007322,0.14440756546019703
11507,7751,43.2,4942,97267.0,822,1385,1952.0,0.6375951490130306,0.10605083215069024,0.17868662108115083
11509,2250,53.4,2084,106146.0,19,466,1673.0,0.9262222222222222,0.008444444444444444,0.2071111111111111
11510,32234,39.3,16027,100548.0,2911,5315,1566.0,0.4972079171061612,0.09030837004405286,0.1648880064528138
11514,5395,41.1,3946,85064.0,186,891,1452.0,0.7314179796107507,0.034476367006487485,0.16515291936978685
11516,7479,34.3,6408,82768.0,526,1172,1561.0,0.8567990373044525,0.07033025805588983,0.15670544190399785
11518,10610,40.8,9476,94021.0,509,1330,1605.0,0.893119698397738,0.04797360980207351,0.12535344015080113
11520,43168,38.0,9699,71158.0,7551,4278,1239.0,0.22468031875463307,0.17492123795404002,0.09910118606375093
11530,27835,41.7,24143,128804.0,828,5663,1371.0,0.8673612358541405,0.029746721753188432,0.20344889527573198
11542,27459,40.9,16625,68064.0,4822,3910,1503.0,0.6054481226555957,0.1756072690192651,0.14239411486215814
11545,11962,45.3,10338,133986.0,381,2698,1716.0,0.8642367497074068,0.031850861060023404,0.2255475672964387
11547,566,40.5,506,93958.0,66,189,1495.0,0.8939929328621908,0.1166077738515901,0.3339222614840989
11548,2301,20.6,1285,89375.0,253,291,1281.0,0.5584528465884399,0.1099521946979574,0.12646675358539766
11549,2740,20.4,1624,72860.0,225,84,1272.5,0.5927007299270073,0.08211678832116788,0.030656934306569343
11550,56045,33.3,5033,56345.0,14471,3934,1264.0,0.08980283700597734,0.2582032295476849,0.07019359443304488
11552,22975,39.2,12902,97375.0,1425,3181,1572.0,0.5615669205658325,0.062023939064200215,0.13845484221980414
11553,26032,32.4,3947,74471.0,4688,2312,1384.0,0.15162108174554395,0.1800860479409957,0.08881376767055932
11554,37390,41.3,27101,91828.0,2637,4831,1679.0,0.7248194704466435,0.07052687884461085,0.12920566996523133
11557,8047,44.9,6333,111473.0,380,1580,1720.0,0.7870013669690568,0.04722256741642848,0.19634646452093948
11558,8485,45.4,6224,77740.0,468,981,1613.0,0.7335297583971715,0.05515615792575133,0.11561579257513259
11559,7931,36.0,7021,115217.0,356,1292,1388.0,0.8852603706972639,0.044887151683268185,0.1629050561089396
11560,6501,45.1,5784,97083.0,484,1580,1505.0,0.8897092754960775,0.07445008460236886,0.2430395323796339
11561,37370,43.4,28474,83563.0,1951,7480,1622.0,0.7619480867005619,0.05220765319775221,0.20016055659620016
11563,22453,43.3,17577,90461.0,910,3846,1481.0,0.7828352558678128,0.04052910524206119,0.1712911414955685
11565,8909,41.6,7495,117002.0,250,1649,1391.0,0.8412840947356606,0.028061510831743183,0.18509372544617803
11566,34081,43.0,30263,127125.0,570,5765,1744.0,0.887972770752032,0.016724861359701887,0.16915583462926556
11568,3802,27.4,2591,193452.0,279,635,1852.0,0.6814834297738033,0.07338243029984219,0.16701735928458705
11569,1459,49.6,1459,106688.0,0,283,1960.0,1.0,0.0,0.19396847155586017
11570,26917,42.4,21044,107694.0,941,5425,1260.0,0.78181075156964,0.03495931938923357,0.20154549169669725
11572,29210,43.8,26061,94755.0,755,4406,1433.0,0.8921944539541253,0.025847312564190345,0.15083875385142076
11575,15677,33.5,354,65946.0,2638,1307,1664.0,0.022580850928111247,0.16827199081456912,0.08337054283345027
11576,12190,45.8,9798,155570.0,292,3009,1959.0,0.8037735849056604,0.02395406070549631,0.2468416735028712
11577,12230,41.4,8397,117803.0,988,2710,1668.0,0.6865903515944399,0.08078495502861816,0.22158626328699918
11579,5290,43.4,4396,98281.0,78,1126,1668.0,0.8310018903591683,0.014744801512287334,0.21285444234404538
11580,40441,38.3,13691,87314.0,4695,5924,1338.0,0.33854256818575207,0.11609505205113622,0.14648500284364877
11581,20129,39.0,12609,100359.0,1724,3323,1430.0,0.6264096577077848,0.0856475731531621,0.16508520045705202
11590,43599,36.9,17537,83782.0,7396,5523,1569.0,0.4022339961925732,0.16963691827794217,0.1266772173673708
11596,10412,43.9,8483,106212.0,433,1724,1488.0,0.8147330003841721,0.041586630810603153,0.16557817902420285
11598,12896,42.5,11521,129178.0,874,2543,1353.0,0.8933777915632755,0.06777295285359801,0.19719292803970223
11691,59376,30.8,14236,38415.0,10259,4767,956.0,0.2397601724602533,0.17278024791161412,0.08028496362166532
11692,17070,32.6,1721,36875.0,1685,1338,748.0,0.10082015231400117,0.0987111892208553,0.07838312829525483
11693,11407,39.6,5568,50443.0,652,1199,763.0,0.4881213290085035,0.05715788550889805,0.1051108968177435
11694,20792,45.0,16002,73196.0,1217,3162,1082.0,0.7696229318968835,0.05853212774143902,0.15207772220084648
11697,4381,49.3,4305,86941.0,0,885,725.0,0.982652362474321,0.0,0.20200867381876284
