NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10001,20579,35.7,11616,76138.0,2840,5415,1771.0,0.5644589144273289,0.13800476213615823,0.26313231935468195
10002,80323,39.9,16951,32265.0,14605,11969,803.0,0.21103544439326222,0.18182836796434396,0.149010868617955
10003,56614,32.2,40926,91767.0,6282,17110,1836.0,0.7228953968982937,0.11096195287384746,0.30222206521355144
10004,2780,33.8,1968,127281.0,302,911,1748.8,0.7079136690647482,0.10863309352517986,0.3276978417266187
10005,5724,28.4,4035,120729.0,1233,1940,1661.6,0.7049266247379455,0.21540880503144655,0.3389238294898672
10006,2696,31.5,1767,115787.0,530,848,1574.4,0.6554154302670623,0.19658753709198812,0.314540059347181
10007,6188,34.5,4239,210125.0,1065,1691,1487.2,0.6850355526826115,0.17210730446024564,0.27327084680025854
10009,62397,37.0,30798,59034.0,7620,16811,1400.0,0.49358142218375883,0.12212125582960719,0.269420004166867
10010,29396,35.3,20386,95556.0,3127,9155,1596.5,0.6934957137025446,0.10637501700911689,0.3114369301945843
10011,51853,40.3,36997,101515.0,5146,17277,1793.0,0.7134977725493221,0.0992420882109039,0.3331919078934681
10012,24703,33.4,17979,77853.0,3120,8436,1751.0,0.7278063393110149,0.12630044933813706,0.3414969841719629
10013,26090,35.5,12784,68790.0,4421,5613,1236.0,0.4899961671138367,0.16945189727865081,0.21513990034495975
10014,30893,37.3,25896,105144.0,2649,11628,1363.8,0.8382481468293789,0.0857475803580099,0.3763959473019778
10016,52624,32.7,38020,101979.0,6729,17724,1491.6,0.722484037701429,0.12786941319550016,0.3368044998479781
10017,16137,35.9,11286,108250.0,2802,5975,1619.4,0.6993865030674846,0.17363822271797733,0.3702670880584991
10018,6147,31.6,2682,87813.0,1666,1741,1747.2,0.4363103953147877,0.27102651700016267,0.2832275906946478
10019,40351,37.7,25521,80519.0,6490,12461,1875.0,0.6324750315977299,0.16083864092587544,0.30881514708433494
10021,42646,40.8,35628,106236.0,3856,13641,1846.0,0.835435914270975,0.09041879660460536,0.3198658725320077
10022,29317,45.6,23464,106888.0,3416,10304,1874.0,0.8003547429818877,0.11651942558924856,0.35146843128560223
10023,60447,41.2,45451,105311.0,6130,16026,1902.0,0.7519149006567737,0.10141115357255116,0.26512482009032706
10024,58991,41.5,44490,110091.0,5811,15618,1870.0,0.7541828414503907,0.0985065518468919,0.2647522503432727
10025,96449,37.7,55829,68463.0,12024,20280,1390.0,0.5788447780692386,0.12466692241495506,0.21026656574977448
10026,36797,33.1,6795,42058.0,4771,5405,884.0,0.18466179308095768,0.12965730901975706,0.14688697448161536
10027,61018,30.9,14020,35694.0,9139,7205,905.0,0.22976826510210102,0.14977547608902292,0.11807991084597988
10028,45799,39.7,38984,107976.0,3736,14019,1930.0,0.8511976244022795,0.08157383348981419,0.30609838642765125
10029,79031,32.7,11486,31254.0,13102,8046,794.0,0.1453353747263732,0.16578304715870987,0.10180815123179512
10030,29364,34.6,2466,30674.0,3913,3296,779.0,0.08398038414384962,0.1332584116605367,0.11224628797166598
10031,59708,31.8,7598,36495.0,14021,6936,1024.0,0.1272526294633885,0.23482615394921955,0.11616533797816038
10032,61650,34.2,6401,36095.0,17374,6012,992.0,0.10382806163828062,0.2818167072181671,0.09751824817518248
10033,57073,35.6,12497,41352.0,13779,7025,1116.0,0.2189651849385874,0.2414276452963748,0.123087975049498
10034,41200,36.4,6936,43049.0,12117,5679,1084.0,0.1683495145631068,0.2941019417475728,0.13783980582524272
10035,34709,33.0,3676,26214.0,5549,3173,658.0,0.10590913019677893,0.1598720792877928,0.09141721167420554
10036,22413,38.8,12733,64013.0,4133,6939,1646.0,0.5681077945835007,0.18440190960603223,0.3095971088207737
10037,17099,38.9,1082,39897.0,1178,2374,920.0,0.06327855430142114,0.06889291771448623,0.13883852856892215
10038,20042,33.6,8652,65934.0,3109,4396,1626.0,0.431693443768087,0.1551242390978944,0.21933938728669794
10039,25372,34.0,1107,35710.0,3635,2615,782.0,0.043630774081664825,0.143268169635819,0.10306637237900047
10040,43650,36.6,8865,40385.0,11267,5844,1082.0,0.20309278350515464,0.2581214203894616,0.1338831615120275
10044,12311,39.0,5308,75325.0,3818,1800,1514.0,0.43115912598489153,0.31012915279018766,0.1462107058727967
10065,32807,39.1,26793,109960.0,3876,10447,1946.0,0.8166854634681623,0.11814551772487579,0.31843813820221295
10069,5359,35.7,3932,186569.0,777,2241,1885.5,0.7337189774211607,0.14498973689121106,0.41817503265534617
10075,24148,41.2,19979,100206.0,2251,8391,1825.0,0.8273563027994036,0.09321682955110154,0.34748219314228923
10110,3,30.5,1,98590.0,0,0,1833.5,0.3333333333333333,0.0,0.0
10128,59443,38.9,44311,96974.0,6759,18133,1842.0,0.7454368050064768,0.11370556667732114,0.3050485338896085
10162,1590,38.7,1155,165917.0,268,540,1667.25,0.7264150943396226,0.16855345911949685,0.33962264150943394
10280,7610,37.7,4862,125830.0,1425,2483,1492.5,0.6388961892247044,0.18725361366622864,0.326281208935611
