NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10001,22924,36.7,12182,88526.0,3527,6810,2065.0,0.5314081312161927,0.153856220554877,0.29706857441982204
10002,74993,43.6,16472,35859.0,12407,12928,963.0,0.21964716706892642,0.16544210793007347,0.17238942301281454
10003,54682,32.3,38521,112131.0,6790,16227,2298.0,0.7044548480304305,0.124172488204528,0.2967521304999817
10004,3028,37.1,1834,157645.0,563,1210,3235.0,0.6056803170409512,0.1859313077939234,0.3996036988110964
10005,8831,30.1,6132,173333.0,1236,3191,3226.0,0.6943720982901144,0.1399614992639565,0.3613407315139848
10006,3454,31.8,2183,176250.0,543,1368,3229.0,0.6320208453966416,0.15720903300521136,0.3960625361899247
10007,7023,36.0,5056,246813.0,950,2269,3394.0,0.7199202619962979,0.1352698277089563,0.3230813042859177
10009,57925,37.1,29677,61548.0,6214,17032,1642.0,0.5123349158394476,0.10727665084160552,0.2940353905912818
10010,33730,34.7,21570,117923.0,3570,9368,2590.0,0.6394900681885561,0.10584049807293211,0.27773495404684256
10011,50472,40.6,36075,128613.0,6407,17417,2115.0,0.7147527341892534,0.1269416706292598,0.3450824219369155
10012,23411,33.9,16332,109037.0,3547,8203,2280.0,0.6976207765580282,0.15150997394387253,0.35039084191192177
10013,28709,38.0,15042,105442.0,4468,7800,1571.0,0.5239471942596399,0.15563063847573932,0.27169180396391374
10014,30738,38.3,25787,126601.0,3089,12014,2313.0,0.8389290129481424,0.10049450191944824,0.39085171449020756
10016,51057,33.5,33836,117004.0,6708,17917,2550.0,0.6627103041698493,0.13138257241906104,0.35092151908651115
10017,15801,39.7,10825,127506.0,2430,6249,2309.0,0.6850832225808493,0.15378773495348397,0.39548129865198406
10018,9687,32.8,4611,108914.0,2539,2885,3163.0,0.4759987612263859,0.26210385052131724,0.29782182306183547
10019,43703,39.5,24786,98833.0,7154,13819,2139.0,0.5671464201542228,0.16369585611971718,0.31620254902409445
10021,46215,41.0,36643,118289.0,4802,14573,2149.0,0.7928810992102131,0.10390565833603808,0.31533052039381154
10022,31125,47.5,24521,135363.0,2471,10674,2514.0,0.7878232931726907,0.07938955823293173,0.3429397590361446
10023,62435,43.3,45242,130452.0,7298,16377,2321.0,0.7246256106350605,0.11688956514775366,0.26230479698886844
10024,59001,43.1,45305,131668.0,5451,16643,2174.0,0.7678683412145557,0.09238826460568465,0.2820799647463602
10025,92805,41.3,50675,85930.0,11833,20072,1531.0,0.5460373902268196,0.12750390603954528,0.21628145035289048
10026,39363,35.1,7744,58884.0,4485,6661,1163.0,0.19673297258847142,0.11393948631964027,0.1692198257246653
10027,64548,31.0,16194,46113.0,9913,9479,1193.0,0.2508830637664993,0.15357563363698332,0.14685195513416371
10028,47793,38.9,38688,125140.0,5096,16512,2329.0,0.8094909296340468,0.10662649341953842,0.3454899253028686
10029,79597,35.1,12310,34016.0,9556,10072,923.0,0.15465406987700542,0.12005477593376634,0.12653743231528827
10030,29882,36.1,3217,37232.0,3579,4026,988.0,0.10765678334783482,0.11977109965865738,0.13472993775517034
10031,60254,34.2,10485,49891.0,12023,8937,1365.0,0.1740133435124639,0.19953861984266605,0.14832210309688984
10032,64264,34.7,9038,50391.0,15477,9297,1219.0,0.14063861571019545,0.24083468193700983,0.1446688659280468
10033,59607,35.8,14090,58614.0,13236,9416,1412.0,0.2363816330296777,0.2220544566913282,0.1579680238898116
10034,42910,36.4,8628,54716.0,9373,6004,1330.0,0.2010720111862037,0.21843393148450244,0.13992076439058496
10035,35743,36.3,3638,30081.0,5580,4343,866.0,0.10178216713762135,0.15611448395490027,0.1215063089276222
10036,27428,36.7,14100,91936.0,6085,9257,2151.0,0.5140732098585388,0.22185358028292257,0.33750182295464487
10037,21139,35.3,1247,45041.0,2128,3089,1153.0,0.058990491508586027,0.10066701357680118,0.1461280098396329
10038,22800,36.2,10249,86058.0,3271,6032,2396.0,0.44951754385964915,0.14346491228070177,0.26456140350877194
10039,27726,33.7,1872,39653.0,3365,3212,931.0,0.06751785327851115,0.12136622664646902,0.11584794056120609
10040,44571,37.4,9352,47137.0,10100,6489,1362.0,0.20982253034484305,0.22660474299432368,0.14558793834556102
10044,11682,42.2,4448,100441.0,4400,2353,2520.0,0.3807567197397706,0.3766478342749529,0.20142098955658277
10065,28109,39.8,22684,127375.0,3306,8643,2472.0,0.8070013163043865,0.11761357572307801,0.3074815895264862
10069,5085,36.0,3123,110625.0,1207,1383,3123.0,0.6141592920353982,0.23736479842674532,0.271976401179941
10075,21556,45.0,16362,137146.0,2372,6571,2280.0,0.7590462052328818,0.1100389682686955,0.3048339209500835
10128,59256,39.5,42129,114010.0,6535,17976,2198.0,0.7109659781287971,0.11028419063048468,0.30336168489266907
10162,1584,38.7,1457,188880.0,98,462,3011.0,0.9198232323232324,0.06186868686868687,0.2916666666666667
10199,148,23.6,70,182534.66666666666,78,23,3118.0,0.47297297297297297,0.527027027027027,0.1554054054054054
10279,43,30.85,43,176189.33333333334,0,0,3225.0,1.0,0.0,0.0
10280,9384,38.1,6612,169844.0,1539,3151,3332.0,0.7046035805626598,0.16400255754475704,0.33578431372549017
10282,5593,35.3,3745,112823.0,950,1728,2311.5,0.6695869837296621,0.16985517611299839,0.3089576256034329
10301,38733,38.2,16456,55802.0,3587,5154,1291.0,0.4248573567758759,0.09260837012366716,0.13306482844086437
10302,18204,34.9,5681,64103.0,2699,2078,1325.0,0.3120742693913426,0.1482641177763129,0.11415073610195561
10303,25947,33.1,4581,62558.0,3315,2831,1009.0,0.17655220256677073,0.127760434732339,0.10910702586040776
10304,41064,38.1,15539,52199.0,4631,5036,1034.0,0.37840931229300606,0.11277518020650691,0.1226378336255601
10305,42298,39.5,26370,76489.0,4604,6331,1292.0,0.6234337320913519,0.10884675398363988,0.14967610761738143
10306,53142,43.9,39656,79569.0,3366,6690,1361.0,0.7462270896842422,0.06333973128598848,0.12588912724398782
10307,15232,39.7,13293,80893.0,479,2359,1198.0,0.8727022058823529,0.031446953781512604,0.15487132352941177
10308,30186,42.9,25268,93963.0,1892,4744,1664.0,0.8370767905651627,0.06267806267806268,0.15715894785662227
10309,33531,40.5,28515,103175.0,1118,5129,1389.0,0.8504070859801378,0.03334228027795175,0.15296292982613105
10310,23262,38.8,9676,72093.0,2597,2995,1237.0,0.4159573553434786,0.11164130341329206,0.12875075229988822
10312,61741,41.6,50629,95064.0,1710,8861,1238.0,0.8200223514358368,0.027696344406472197,0.14351889344195914
10314,90761,40.8,56696,86742.0,6457,12570,1401.0,0.6246735932834587,0.07114289177069447,0.13849560934762728
10451,47798,34.1,1264,28921.0,7433,4070,1042.0,0.026444621113854136,0.1555085986861375,0.08515000627641324
10452,76078,31.6,1446,28277.0,19078,5097,1139.0,0.019006808801493205,0.25076894765898156,0.06699702936459949
10453,79606,30.4,941,25275.0,18517,4635,1130.0,0.011820717031379544,0.23260809486722106,0.05822425445318192
10454,38203,29.6,888,21149.0,6526,1290,730.0,0.023244247833939743,0.17082428081564274,0.033766981650655704
