NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10001,22767,34.4,11799,81445.0,3531,6061,1865.0,0.5182500988272499,0.15509289761496903,0.26621864980014937
10002,79894,40.9,16774,32966.0,13873,12721,863.0,0.20995318797406565,0.17364257641374822,0.15922347109920645
10003,57068,32.2,41392,97524.0,6595,17958,1955.0,0.7253101563047593,0.11556388869418939,0.31467722716758956
10004,3024,33.0,2109,123409.0,402,984,1858.0,0.6974206349206349,0.13293650793650794,0.3253968253968254
10005,7570,28.8,5365,121840.0,1650,2745,1761.0,0.7087186261558784,0.21796565389696168,0.36261558784676357
10006,2950,31.0,2029,121316.0,464,1124,1664.0,0.6877966101694916,0.15728813559322033,0.38101694915254236
10007,6748,34.9,4263,91235.0,1285,1915,1567.0,0.6317427385892116,0.19042679312388855,0.28378778897451096
10009,61806,36.2,30802,61154.0,7062,17162,1470.0,0.49836585444778825,0.11426075138336084,0.27767530660453676
10010,30708,35.7,20080,100763.0,3379,9567,1701.5,0.6539012635143936,0.11003647258043507,0.3115474794841735
10011,52941,39.6,38360,104974.0,4883,17407,1933.0,0.7245801930450879,0.09223475189361742,0.3287999848888385
10012,24846,34.5,17922,95577.0,3602,8209,1919.0,0.7213233518473798,0.14497303388875474,0.33039523464541576
10013,26937,37.1,13955,97228.0,3796,6916,1462.0,0.5180606600586554,0.14092140921409213,0.25674722500649666
10014,31835,37.0,26843,109557.0,3152,13211,1531.0,0.8431914559447149,0.09901052300926654,0.4149835087168211
10016,50112,33.1,33344,103960.0,6937,16650,1600.0,0.665389527458493,0.13842991698595147,0.3322557471264368
10017,16278,37.3,10798,102165.0,3072,6006,1669.0,0.6633493058115247,0.1887209730925175,0.36896424622189455
10018,8062,30.6,3521,100298.0,2180,2573,1738.0,0.43674026296204416,0.2704043661622426,0.31915157529149096
10019,38752,39.7,24212,90174.0,6346,12457,1807.0,0.624793559042114,0.16375928984310487,0.32145437654830716
10021,42142,40.3,33744,109398.0,4125,14046,1876.0,0.8007213706041478,0.0978833467799345,0.3333016942717479
10022,29699,46.0,23932,115604.0,2672,10926,1860.0,0.8058183777231557,0.08996935923768477,0.3678911747870299
10023,60762,41.8,46622,111265.0,6797,16270,1844.0,0.767288766005069,0.11186267733122675,0.26776603798426646
10024,59249,41.5,43565,109784.0,6049,15878,1828.0,0.7352866715050043,0.10209455011898935,0.26798764536110314
10025,97373,39.3,54332,71865.0,12034,21791,1438.0,0.5579780842738747,0.12358662052108901,0.2237889353311493
10026,38372,34.3,7245,47318.0,4809,5750,944.0,0.1888095486292088,0.12532575836547483,0.14984884811841967
10027,63057,30.4,14876,40013.0,10317,7972,978.0,0.23591353854449149,0.1636138731623769,0.12642529774648334
10028,46169,39.7,39020,115485.0,3817,15167,931.5,0.8451558404990361,0.08267452186532089,0.328510472394897
10029,77857,33.5,11772,31446.0,12444,9570,885.0,0.1512002774317017,0.15983148592933197,0.12291765672964537
10030,29530,34.0,2174,32561.0,3547,3531,884.0,0.07362004740941415,0.12011513714866237,0.11957331527260413
10031,58912,33.4,8299,38338.0,12429,7278,1098.0,0.1408711298207496,0.21097569255839219,0.12354019554589897
10032,59069,34.6,7033,35979.0,14515,7688,1091.0,0.11906414532157307,0.24572957050229394,0.13015287206487328
10033,60520,35.9,13171,44595.0,15811,7897,1225.0,0.2176305353602115,0.2612524785194977,0.1304857898215466
10034,42672,36.4,6769,42522.0,12061,5376,1144.0,0.1586286089238845,0.2826443569553806,0.12598425196850394
10035,34760,34.7,3748,26764.0,5769,3399,753.0,0.10782508630609897,0.16596662830840045,0.09778481012658227
