NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10458,85157,28.9,7743,32129.0,19954,4862,1175.0,0.09092617165940557,0.23432013809786628,0.057094543020538534
10459,48895,30.9,660,25762.0,9130,2621,1004.0,0.013498312710911136,0.18672665916760406,0.05360466305348195
10460,60772,31.6,1482,25948.0,11140,3670,1020.0,0.02438623050088857,0.18330810241558612,0.0603896531297308
10461,51021,38.2,17795,55847.0,6387,5939,1326.0,0.34877795417573154,0.12518374786852474,0.11640304972462319
10462,79188,35.8,9378,49962.0,12605,8119,1279.0,0.11842703439915139,0.15917815830681417,0.10252816083244937
10463,72863,38.8,23370,58881.0,9246,10568,1279.0,0.3207389209887048,0.1268956809354542,0.14503932036836253
10464,4517,44.8,2984,87853.0,113,581,1249.0,0.6606154527341156,0.025016603940668587,0.12862519371264114
10465,44269,41.7,19834,74079.0,2470,4563,1306.0,0.4480336126860783,0.05579525175630803,0.10307438613928482
10466,73569,36.3,2109,49906.0,11213,7637,1211.0,0.02866696570566407,0.15241473990403567,0.10380731014421836
10467,102718,33.9,9398,35381.0,21257,8622,1201.0,0.09149321443174517,0.2069452286843591,0.08393855020541677
10468,77657,32.0,2582,35398.0,20651,5660,1210.0,0.0332487734524898,0.2659258019238446,0.0728846079554966
10469,73008,39.3,8109,61090.0,10093,7567,1314.0,0.11107001972386588,0.1382451238220469,0.10364617576156038
10470,14592,41.3,5904,56658.0,2004,2014,1347.0,0.40460526315789475,0.13733552631578946,0.13802083333333334
10471,22040,42.9,13174,80932.0,1890,3698,1551.0,0.5977313974591651,0.08575317604355717,0.1677858439201452
10472,68924,32.4,1756,30593.0,16479,3638,1142.0,0.02547733735708897,0.23908943183796647,0.052782775230688875
10473,62531,35.5,1468,38924.0,6078,4833,931.0,0.023476355727559132,0.09719978890470327,0.07728966432649406
10474,12608,29.9,97,25896.0,3331,658,1123.0,0.0076935279187817255,0.26419733502538073,0.052189086294416244
10475,44241,45.6,3104,48734.0,3059,5239,1001.0,0.07016116272236161,0.06914400669062634,0.11841956556135712
11003,45439,38.2,6936,94746.0,6968,5910,1702.0,0.1526442043178767,0.15334844516824753,0.13006448205286208
11004,15151,44.5,5252,93315.0,1205,2679,1431.0,0.3466437858887202,0.0795327041119398,0.17682001188040394
11005,1762,83.1,1722,51801.0,0,381,1424.5,0.9772985244040863,0.0,0.21623155505107833
11010,24826,41.5,17062,102023.0,1374,3856,1418.0,0.6872633529364376,0.05534520261016676,0.15532103439941997
11020,5897,45.5,2267,118906.0,552,1342,1484.0,0.3844327624215703,0.09360691877225708,0.2275733423774801
11021,17958,48.2,12462,93598.0,1871,4164,1756.0,0.6939525559639158,0.10418754872480232,0.23187437353825593
11023,9885,38.8,8485,111607.0,741,1911,2372.0,0.8583712696004047,0.07496206373292869,0.19332321699544766
11024,7810,34.3,6690,101824.0,544,1311,1641.0,0.8565941101152369,0.06965428937259924,0.16786171574903969
11030,18194,46.6,14024,182000.0,607,4316,1490.0,0.7708035616137188,0.03336264702649225,0.23722106188853467
11040,42140,43.0,18649,118457.0,4617,8074,1751.0,0.4425486473659231,0.10956336022781206,0.19159943046986236
11042,535,84.7,327,115512.0,0,56,1877.0,0.611214953271028,0.0,0.10467289719626169
11050,30652,41.5,21462,112567.0,3529,7007,2003.0,0.7001826960720344,0.11513114968028187,0.22859846013310714
11096,8609,35.1,2344,53875.0,1616,507,1345.0,0.2722732024625392,0.18771053548611918,0.058891857358578235
11101,28852,34.8,9631,57866.0,5501,5743,1442.0,0.33380701511160404,0.19066269236101482,0.19905032580063775
11102,33727,33.3,14111,60436.0,6607,8186,1618.0,0.41838882794200494,0.1958964627746316,0.2427135529397812
11103,38036,33.8,21627,65229.0,7106,9269,1625.0,0.568592911978126,0.18682300978020822,0.24369018824271743
11104,25725,38.6,11648,63122.0,6867,6167,1506.0,0.4527891156462585,0.26693877551020406,0.2397278911564626
11105,37288,35.1,22640,68050.0,5190,9306,1644.0,0.6071658442394336,0.13918686977043554,0.24957090753057284
11106,40111,35.6,15872,60725.0,7707,9943,1557.0,0.3957019271521528,0.19214180648699858,0.24788711326070156
11109,5298,31.5,3142,137452.0,1423,1872,3059.0,0.5930539826349566,0.2685919214798037,0.35334088335220837
11201,61907,35.0,36220,116446.0,6203,16300,2260.0,0.5850711551197765,0.10019868512446088,0.2632981730660507
11203,75989,39.5,2818,48140.0,12413,7955,1262.0,0.03708431483504191,0.16335259050652068,0.10468620458224216
11204,80056,34.4,44299,47341.0,15336,9137,1313.0,0.5533501548915759,0.19156590386729289,0.11413260717497752
11205,45148,30.0,18317,51574.0,4740,7008,1299.0,0.40571010897492693,0.10498803933729069,0.1552228227163994
11206,87767,29.2,28701,34122.0,9321,10647,992.0,0.3270135700206228,0.10620164754406554,0.12130983171351419
11207,92580,34.0,3336,35809.0,13378,6401,1124.0,0.03603370058327933,0.14450205227910995,0.0691402030676172
11208,99145,32.0,2661,39588.0,17137,6378,1222.0,0.026839477532906348,0.17284784910988957,0.06433002168541026
11209,67950,40.5,44924,69578.0,7858,14202,1461.0,0.6611331861662988,0.1156438557763061,0.2090066225165563
11210,68988,35.1,19423,62202.0,10075,9112,1280.0,0.28154171740012757,0.14603989099553547,0.13208094161303416
11211,101560,30.6,64524,66113.0,10268,22039,1645.0,0.635328869633714,0.1011027963765262,0.2170047262701851
11212,82831,35.1,1116,25677.0,11946,5220,942.0,0.01347321654935954,0.14422136639663893,0.06301988385990752
11213,66503,34.0,13513,40604.0,9646,7158,1166.0,0.20319384087935882,0.1450460881463994,0.10763424206426778
11214,94283,39.5,43140,53151.0,21124,14231,1305.0,0.457558626687738,0.2240488741342554,0.15093919370406117
11215,71015,35.5,47287,116893.0,6107,18967,2123.0,0.6658734070266845,0.0859959163556995,0.2670844187847638
11216,57410,34.2,13402,56025.0,6077,11410,1292.0,0.2334436509318934,0.10585263891308135,0.198745863090054
11217,39687,35.1,20519,99085.0,3037,10158,1917.0,0.5170206868747953,0.07652379872502331,0.25595283090180665
11218,76960,33.4,38915,64152.0,12023,11794,1473.0,0.5056522869022869,0.15622401247401246,0.15324844074844074
11219,93979,27.8,57660,37665.0,16835,6194,1342.0,0.613541323061535,0.1791357643728918,0.06590834122516732
11220,100412,33.7,13911,42559.0,35502,8535,1304.0,0.13853921842010916,0.35356331912520417,0.08499980082061905
11221,84536,31.5,11821,47170.0,11180,10311,1290.0,0.13983391691113845,0.13225134853790102,0.1219717043626384
11222,36845,35.0,26941,78287.0,4791,10793,1843.0,0.7311982629936219,0.13003121183335595,0.29292984122676075
11223,80855,36.2,44117,46310.0,14265,10547,1267.0,0.545631067961165,0.17642693710964072,0.13044338630882443
11224,45244,45.8,23308,31630.0,4607,6769,762.0,0.5151622314561046,0.10182565644063302,0.14961099814340023
11225,59497,34.7,13661,51926.0,8433,8930,1311.0,0.22960821554027935,0.14173823890280182,0.15009160125720625
11226,102585,34.1,11327,48495.0,20158,12244,1312.0,0.11041575279036896,0.1965004630306575,0.11935468148364771
11228,44676,40.4,23581,63697.0,6398,6582,1359.0,0.5278225445429313,0.14320888172620647,0.14732742412033306
11229,85776,40.5,51339,59287.0,12433,13975,1253.0,0.5985240626748741,0.14494730460734936,0.16292436112665548
11230,90257,33.5,59782,46013.0,14218,12873,1308.0,0.6623530584885383,0.1575279479707945,0.14262605670474313
11231,37680,36.2,22187,93575.0,3329,8603,1745.0,0.5888269639065817,0.08834925690021231,0.22831740976645434
11232,28992,33.5,5809,53908.0,7307,3280,1430.0,0.20036561810154527,0.25203504415011035,0.11313465783664459
11233,74982,33.2,4838,36009.0,8459,7717,1137.0,0.06452215198314262,0.1128137419647382,0.10291803366141207
11234,97741,40.4,37070,79490.0,9056,13739,1384.0,0.3792676563571071,0.09265303199271545,0.1405653717477824
11235,80222,44.3,58171,49653.0,15297,16558,1267.0,0.7251252773553389,0.19068335369350053,0.20640223380120168
11236,100633,37.9,4450,63700.0,11776,12254,1331.0,0.044220086850238,0.1170192680333489,0.12176920095793627
11237,52319,30.3,9789,51269.0,13633,7040,1428.0,0.18710219996559568,0.2605745522659072,0.13455914677268296
11238,55398,35.6,22057,79013.0,4658,13932,1629.0,0.39815516805660855,0.08408245785046392,0.2514892234376692
11239,12713,47.7,2585,26002.0,549,1142,694.0,0.20333516872492724,0.04318414221662865,0.0898293085817667
11354,57566,44.2,9458,44512.0,20959,6013,1412.0,0.16429837056595908,0.3640864399124483,0.10445401799673418
11355,82890,42.3,6719,38370.0,31873,7687,1345.0,0.08105923513089637,0.3845216552056943,0.09273736276993606
11356,24069,38.0,5941,59712.0,5716,2431,1603.0,0.2468320245959533,0.2374839004528647,0.10100128796377082
11357,41393,44.8,24778,81053.0,3981,7041,1742.0,0.5986036286328607,0.0961756818785785,0.17010122484478052
11358,36959,43.5,13263,65932.0,7709,5399,1583.0,0.3588571119348467,0.20858248329229687,0.14608079222922699
11360,19501,48.4,11465,84476.0,2111,4407,2007.0,0.5879185682785498,0.10825085893031126,0.2259884108507256
11361,29072,41.3,12294,82020.0,4072,5328,1722.0,0.42288112272977435,0.14006604292790314,0.18326912493120529
11362,18443,48.9,8027,80828.0,1815,3469,1682.0,0.4352328796833487,0.09841132136854092,0.18809304343111208
11363,7423,45.3,3767,97784.0,720,1515,1951.0,0.5074767614172168,0.09699582379092012,0.20409537922672774
11364,35885,44.7,12732,71030.0,4514,6720,1685.0,0.3548000557335934,0.125790720356695,0.18726487390274488
11365,45565,41.3,12175,63455.0,6911,6922,1459.0,0.26720070229342696,0.15167343355645782,0.1519148469219796
11366,14308,40.5,5367,67115.0,2140,2677,1624.0,0.37510483645513,0.14956667598546267,0.18709812692200167
11367,43496,35.0,20206,58924.0,5708,6271,1345.0,0.46454846422659557,0.13123045797314695,0.1441741769358102
11368,114647,32.0,5046,47862.0,45319,6886,1526.0,0.04401336275698448,0.3952916343210027,0.06006262702033197
11369,37325,36.9,2741,53426.0,9789,2926,1456.0,0.07343603482920295,0.2622638981915606,0.07839249832551909
11370,33789,37.3,8300,59901.0,5782,3405,1581.0,0.24564207286394982,0.17112077895172986,0.10077244073515049
11372,64298,39.7,11047,53963.0,23470,8769,1390.0,0.17180938753927028,0.36501912967743944,0.13638060281812808
11373,96353,38.6,6611,49098.0,32582,13087,1426.0,0.06861229022448705,0.3381524187103671,0.1358234824032464
11374,43540,44.0,19741,56863.0,7993,10146,1453.0,0.4533991731740928,0.183578318787322,0.2330271015158475
11375,72937,41.9,37039,76467.0,9784,17553,1676.0,0.5078218188299491,0.1341431646489436,0.2406597474532816
11377,89688,38.9,17508,54989.0,32744,13564,1457.0,0.1952100615466952,0.3650878601373651,0.15123539380965123
11378,35844,38.4,19684,68460.0,5813,4737,1501.0,0.549157460104899,0.1621749804709296,0.1321560093739538
11379,37524,43.2,24979,79573.0,4010,5864,1449.0,0.6656806310627865,0.10686493977187933,0.15627331840955122
11385,106598,35.4,49295,64481.0,21945,12251,1399.0,0.46243831966828647,0.20586690181804537,0.11492710932662902
11411,19990,44.3,247,87231.0,1817,2921,1556.0,0.012356178089044522,0.09089544772386193,0.14612306153076537
11412,38833,39.5,279,75307.0,4199,3711,1395.0,0.007184611026704092,0.10812968351659671,0.09556305204336518
11413,42895,39.3,610,83459.0,4786,4842,1564.0,0.014220771651707658,0.11157477561487353,0.11288028907798112
11414,29203,45.2,19825,72632.0,1376,3683,1509.0,0.6788686093894463,0.04711844673492449,0.12611717974180736
11415,19900,38.6,9506,65981.0,2756,3837,1461.0,0.4776884422110553,0.1384924623115578,0.1928140703517588
11416,27567,35.3,3630,61285.0,5522,2773,1411.0,0.13167918163021003,0.20031196720716798,0.10059128668335328
11417,32425,37.9,6547,69989.0,5231,3479,1457.0,0.20191210485736313,0.16132613723978412,0.10729375481881265
11418,39267,34.3,6094,67003.0,9061,4549,1422.0,0.15519392874423815,0.23075355896809024,0.11584791300583187
11419,52392,36.1,2037,65711.0,11712,5241,1471.0,0.038879981676591846,0.22354557947778286,0.1000343563902886
11420,49396,38.1,2963,66220.0,7933,4543,1457.0,0.05998461413879666,0.1606000485869301,0.09197100979836424
11421,43567,37.5,7436,69053.0,9126,4622,1542.0,0.1706796428489453,0.20947047076916014,0.10608947138889527
11422,33479,37.4,1309,86996.0,4184,4061,1629.0,0.039099136772305025,0.12497386421338749,0.12129991935242988
11423,32407,39.9,3245,66455.0,5577,4539,1338.0,0.10013268738235566,0.17209244916221805,0.14006233221217637
11426,21166,38.4,6403,83376.0,2543,3202,1711.0,0.30251346499102333,0.12014551639421714,0.1512803552867807
11427,23809,42.1,4562,72874.0,2787,3424,1330.0,0.19160821538073838,0.11705657524465539,0.1438111638456046
11428,19859,40.0,2548,71663.0,2294,1714,1435.0,0.1283045470567501,0.1155143763532907,0.08630847474696611
11429,27667,39.5,395,80464.0,3938,3088,1411.0,0.014276936422452742,0.14233563451042758,0.11161311309502295
11430,183,45.5,0,66719.5,5,5,1405.0,0.0,0.0273224043715847,0.0273224043715847
11432,65098,35.1,8198,52975.0,15403,9366,1399.0,0.12593320839349903,0.23661249193523612,0.14387538787673967
11433,36019,34.4,199,48795.0,6508,2819,1165.0,0.0055248618784530384,0.1806824176129265,0.07826424942391516
11434,66725,37.5,1061,60702.0,6392,6849,1130.0,0.01590108654926939,0.09579617834394905,0.10264518546272013
11435,59214,35.4,7021,59535.0,14168,7574,1421.0,0.11856993278616543,0.23926774073698787,0.1279089404532712
11436,20905,35.9,281,69259.0,3327,1631,1492.0,0.013441760344415212,0.1591485290600335,0.07801961253288688
11501,19436,42.2,13007,90007.0,2381,3423,1500.0,0.6692220621527063,0.12250463058242436,0.17611648487343073
11507,7211,48.6,3935,118807.0,347,1281,1942.0,0.545694078491194,0.04812092636250173,0.17764526417972543
11509,2206,53.8,2069,140714.0,29,471,2638.0,0.9378966455122394,0.01314596554850408,0.21350861287398004
11510,33416,41.8,13644,102810.0,2355,5354,1749.0,0.4083073976538185,0.07047522145080201,0.16022264783337323
11514,4629,43.1,3055,88455.0,405,810,1725.0,0.6599697558868006,0.08749189889825017,0.17498379779650033
11516,7615,27.9,6181,98696.0,806,917,1843.0,0.8116874589625739,0.10584372948128694,0.12042022324359816
11518,10249,41.6,8165,92682.0,305,1521,2036.0,0.7966630890818617,0.02975900087813445,0.14840472241194264
11520,43785,37.7,10425,71423.0,7017,4881,1389.0,0.23809523809523808,0.16026036313806097,0.11147653305926687
11530,28574,42.2,25032,151809.0,616,6604,2472.0,0.8760411562959334,0.021558059774620286,0.2311191992720655
11542,27771,38.3,15532,75685.0,4719,4049,1742.0,0.5592884663857981,0.16992546181268228,0.1457995750963235
11545,12841,44.9,10344,149174.0,568,2908,1830.0,0.805544739506269,0.04423331516237053,0.226462113542559
11547,728,41.7,702,96250.0,0,106,1898.5,0.9642857142857143,0.0,0.14560439560439561
11548,2987,22.5,1665,123056.0,368,366,1967.0,0.5574154670237697,0.12320053565450284,0.12253096752594576
11549,2918,20.2,1662,91318.0,253,16,1660.0,0.5695681973954764,0.08670322138450993,0.0054832076764907475
11550,57845,34.0,4182,59580.0,15189,4335,1353.0,0.07229665485348777,0.26258103552597456,0.0749416544212983
11552,25225,39.3,12142,108628.0,1731,3338,1848.0,0.48134786917740335,0.06862239841427156,0.13232903865213083
11553,25778,34.9,2814,69914.0,5313,2333,1388.0,0.10916285204437892,0.2061059818449841,0.09050353014198154
11554,37195,42.7,25109,94513.0,2920,5568,1921.0,0.6750638526683694,0.07850517542680467,0.1496975399919344
11556,14,61.5,14,105633.5,0,0,1578.0,1.0,0.0,0.0
11557,7467,48.2,5502,116754.0,458,1559,1235.0,0.7368421052631579,0.061336547475559125,0.20878532208383555
11558,8465,44.2,5881,89715.0,546,998,1568.0,0.6947430596574129,0.06450088600118134,0.11789722386296515
11559,8432,41.1,7030,106597.0,349,1326,1706.0,0.8337286527514232,0.041389943074003795,0.15725806451612903
11560,6264,45.5,5314,116875.0,388,1370,1824.0,0.8483397190293742,0.06194125159642401,0.21871008939974457
11561,37854,45.4,28568,89050.0,2157,7558,1841.0,0.7546890685264437,0.056982089079093357,0.19966185872034659
11563,22286,42.4,15900,91042.0,764,3748,1756.0,0.7134523916360047,0.03428161177420802,0.16817733105985821
11565,8750,48.8,6985,108656.0,73,1741,1418.0,0.7982857142857143,0.008342857142857143,0.19897142857142858
11566,34288,42.9,29684,142862.0,594,6850,2160.0,0.8657256182921138,0.017323845076994866,0.199778348110126
11568,4704,24.0,2988,175833.0,281,776,1393.0,0.6352040816326531,0.059736394557823126,0.1649659863945578
11569,1179,48.6,1138,130547.0,9,213,1977.0,0.9652247667514843,0.007633587786259542,0.1806615776081425
11570,27607,41.6,20106,107111.0,1073,5458,1556.0,0.728293548737639,0.03886695403339733,0.19770348100119534
11572,29374,43.8,25298,109944.0,806,5196,1359.0,0.8612378293729148,0.02743923197385443,0.17689112820861988
11575,16122,35.0,236,79232.0,3271,1238,1731.0,0.014638382334697927,0.20289046024066493,0.07678948021337303
11576,12196,49.5,9778,158125.0,535,2924,2220.0,0.8017382748442112,0.043866841587405704,0.23975073794686783
11577,12977,42.2,8910,126830.0,909,2976,2083.0,0.686599368112815,0.07004700624181244,0.22932881251444864
11579,5238,47.5,4533,115822.0,298,1114,1954.0,0.8654066437571593,0.056891943489881636,0.2126765941198931
11580,44122,40.2,10813,103475.0,3980,6672,1547.0,0.24507048637867732,0.09020443316259462,0.15121707991478175
11581,21440,38.7,10486,104795.0,1481,3640,1714.0,0.4890858208955224,0.06907649253731343,0.16977611940298507
11590,47778,38.6,18024,101095.0,7072,6947,1796.0,0.37724475700113025,0.14801791619573862,0.14540164929465443
11596,10652,41.8,7563,116250.0,749,1901,1748.0,0.7100075103266992,0.07031543372136688,0.17846413819001128
11598,13575,33.6,11707,140573.0,422,2061,1865.0,0.8623941068139963,0.031086556169429097,0.1518232044198895
11691,65356,31.9,16065,42434.0,8159,5590,1118.0,0.24580757696309444,0.1248393414529653,0.08553155027847481
11692,20242,33.9,1890,45816.0,2457,1946,951.0,0.0933702203339591,0.12138128643414682,0.09613674538089122
11693,12709,38.5,5882,57443.0,779,1283,1011.0,0.46282162247226377,0.06129514517271225,0.10095208120229758
11694,21003,49.0,15846,77547.0,989,3710,1297.0,0.7544636480502785,0.04708851116507166,0.17664143217635575
11697,3702,49.1,3476,99792.0,11,685,1297.0,0.9389519178822259,0.002971366828741221,0.18503511615343057
