NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
11354,56908,44.2,9886,44741.0,19915,7022,1344.0,0.173718985028467,0.34995079777887117,0.12339214170239685
11355,82790,41.4,6264,39168.0,32101,9639,1287.0,0.07566131175262712,0.38774006522526877,0.11642710472279261
11356,24631,35.6,6221,57194.0,5817,2636,1475.0,0.2525679022370184,0.2361658073159839,0.1070196094352645
11357,39737,44.6,26013,73750.0,3549,6727,1610.0,0.654629186903893,0.0893122278984322,0.16928806905403024
11358,37486,42.9,14185,65258.0,8530,6322,1514.0,0.37840793896387986,0.22755161927119458,0.16864962919489943
11360,19605,49.1,12168,80235.0,2046,3957,1880.0,0.6206579954093343,0.10436113236419281,0.2018362662586075
11361,30207,41.3,12732,79158.0,4956,5677,1659.0,0.42149170722018076,0.16406793127420796,0.18793657099347832
11362,18139,45.3,8249,86758.0,2018,3904,1757.0,0.45476597386846024,0.11125199845636474,0.2152268592535421
11363,7662,43.8,3992,89219.0,837,1549,1748.0,0.5210127903941529,0.10924040720438528,0.20216653615244062
11364,34949,43.7,13214,72477.0,4047,6819,1582.0,0.378093793813843,0.1157973046439097,0.19511287876620217
11365,45041,41.4,12260,59520.0,7270,6704,1390.0,0.272196443240603,0.16140849448280456,0.14884216602650918
11366,13192,40.2,5247,72486.0,1854,2602,1574.0,0.39774105518496056,0.1405397210430564,0.19724075197089144
11367,42667,35.2,20960,56557.0,5302,6232,1238.0,0.4912461621393583,0.1242646541823892,0.14606135889563363
11368,112709,31.5,4770,45004.0,47622,5449,1423.0,0.04232137628760791,0.42252171521351445,0.04834573991429256
11369,39001,35.2,2525,52310.0,11130,3289,1336.0,0.06474192969411041,0.28537729801799955,0.0843311709956155
11370,35507,36.8,8768,53427.0,7114,3157,1539.0,0.24693722364604162,0.2003548596051483,0.08891204551215254
11372,64754,39.0,11346,50485.0,23768,9269,1316.0,0.1752169750131266,0.3670506841276215,0.14314173641782746
11373,98554,37.2,6602,47588.0,37223,13439,1373.0,0.06698865596525763,0.3776914179028756,0.13636179150516467
11374,43399,42.2,20961,52132.0,8068,9735,1349.0,0.4829834788820019,0.18590290098850204,0.22431392428396968
11375,70723,41.9,38471,72414.0,8791,16460,1566.0,0.5439673090790832,0.12430185371095683,0.23273899580051752
11377,90615,36.7,18382,50436.0,30147,12947,1380.0,0.20285824642719197,0.33269326270485017,0.14287921425812503
11378,31756,39.2,18120,57127.0,4595,4041,1402.0,0.5706008313389596,0.14469706512155184,0.12725154301549313
11379,35476,43.3,25267,71551.0,3521,5337,1353.0,0.7122279851166986,0.09925019731649566,0.15043973390461157
11385,102209,35.2,48205,55331.0,21777,10387,1294.0,0.47163165670342144,0.21306342885655863,0.10162510150769502
11411,19208,44.1,339,81149.0,1807,2534,1377.0,0.01764889629321116,0.09407538525614327,0.13192419825072887
11412,37832,40.1,286,72458.0,4362,3547,1278.0,0.007559737788115881,0.11529921759357158,0.0937566081624022
11413,42560,38.4,701,81287.0,4576,4828,1502.0,0.016470864661654136,0.10751879699248121,0.11343984962406015
11414,28700,45.5,20412,68374.0,1533,3883,1514.0,0.7112195121951219,0.05341463414634146,0.13529616724738677
11415,19403,36.8,9736,63756.0,2437,3569,1397.0,0.5017780755553265,0.12559913415451218,0.18394062773797867
11416,26625,33.6,3281,58392.0,5646,2729,1355.0,0.1232300469483568,0.212056338028169,0.10249765258215962
11417,32415,36.7,6709,62057.0,6356,3118,1334.0,0.20697208082677773,0.19608206077433288,0.09619003547740243
11418,39308,34.5,6624,61480.0,8892,4381,1357.0,0.16851531494861097,0.22621349343645059,0.1114531393100641
11419,49306,35.9,1974,58266.0,12838,4467,1366.0,0.04003569545288606,0.26037399099501074,0.09059749320569505
11420,50820,37.0,2969,59660.0,9574,4507,1395.0,0.05842188114915388,0.18839039748130657,0.08868555686737505
11421,43024,35.8,7215,60996.0,8947,4196,1396.0,0.16769709929341764,0.2079537002603198,0.09752696169579769
11422,33245,35.1,1264,84955.0,4461,4339,1593.0,0.03802075500075199,0.13418559181831854,0.13051586704767634
11423,31982,40.3,3553,62179.0,5836,4089,1237.0,0.11109374022887875,0.18247764367456695,0.12785316740666625
11426,19842,38.5,6378,77146.0,2571,2929,1502.0,0.32143937103114606,0.1295736316903538,0.14761616772502772
11427,23568,41.6,4802,66007.0,2911,3462,1275.0,0.2037508486082824,0.12351493550577054,0.14689409368635437
11428,19744,40.2,2322,67151.0,3062,1991,1377.0,0.11760534846029173,0.15508508914100486,0.10084076175040518
11429,26362,39.6,536,68684.0,4095,2539,1331.0,0.02033229648736818,0.15533722782793416,0.09631287459221607
11430,186,42.3,10,59693.0,9,9,1324.0,0.053763440860215055,0.04838709677419355,0.04838709677419355
11432,63533,34.8,8034,50702.0,16155,9172,1317.0,0.12645396880361387,0.25427730470778964,0.14436592007303292
11433,34111,33.6,190,42964.0,5829,2426,1071.0,0.005570050716777579,0.1708832927794553,0.07112075283632846
11434,65892,36.6,925,58076.0,6881,6413,1135.0,0.014038122989133733,0.10442845868997754,0.09732592727493475
11435,55323,35.3,7570,52686.0,13703,6947,1327.0,0.13683278202555899,0.24769083383041413,0.12557164289716755
11436,19425,35.1,228,64005.0,3100,1479,1420.0,0.011737451737451738,0.15958815958815958,0.07613899613899613
11501,19241,41.1,12616,89347.0,2690,2973,1526.0,0.6556831765500754,0.13980562340834676,0.15451379865911335
11507,7430,47.4,4426,111875.0,552,1362,1724.0,0.5956931359353971,0.07429340511440108,0.18331090174966352
11509,2174,53.4,1992,135750.0,45,480,2429.0,0.9162833486660533,0.020699172033118676,0.22079116835326587
11510,33473,40.4,14870,93768.0,2455,5278,1606.0,0.4442386400979894,0.07334269411167209,0.15767932363397366
11514,4913,42.1,3632,97692.0,386,831,1609.0,0.7392631793201709,0.07856706696519439,0.1691430897618563
11516,7742,29.2,6297,95720.0,868,1024,1607.0,0.8133557220356497,0.11211573236889692,0.13226556445362955
11518,10278,44.7,8894,92901.0,250,1684,2028.0,0.8653434520334695,0.024323798404358825,0.16384510605176103
11520,43795,37.2,9789,72628.0,7722,4266,1364.0,0.2235186665144423,0.17632149788788676,0.09740837995204932
11530,28663,42.1,25105,139821.0,678,6270,2231.0,0.8758678435613858,0.023654188326413843,0.2187489097442696
11542,27849,38.8,15848,68647.0,4913,4009,1683.0,0.5690689073216273,0.17641567022155194,0.14395489963732988
11545,12426,45.3,10143,142219.0,267,2786,1810.0,0.8162723322066634,0.021487204249154998,0.22420730725897312
11547,741,45.3,632,115917.0,40,184,1637.0,0.8529014844804319,0.05398110661268556,0.2483130904183536
11548,2407,21.5,1608,100893.0,165,253,1451.0,0.6680515164104694,0.06855006231823847,0.10511009555463233
11549,2864,20.4,1779,78948.0,254,45,1371.5,0.6211592178770949,0.08868715083798882,0.015712290502793297
11550,57352,34.3,4541,57003.0,15058,4038,1292.0,0.07917770958292648,0.26255405216906125,0.07040730924815176
11552,23672,40.5,12537,97254.0,1903,3114,1692.0,0.5296130449476174,0.0803903345724907,0.13154782020953024
11553,26158,34.4,3026,70201.0,5416,2398,1327.0,0.1156816270357061,0.2070494686138084,0.09167367535744322
11554,37836,43.2,26281,94214.0,2628,5808,1901.0,0.6946030235754308,0.06945765937202664,0.1535045987947986
11556,14,45.5,14,107415.5,0,0,1675.0,1.0,0.0,0.0
11557,6590,47.8,5426,120617.0,304,1362,1449.0,0.8233687405159332,0.046130500758725344,0.20667678300455236
11558,8449,45.5,6155,72292.0,489,1036,1493.0,0.7284885785300036,0.05787667179547876,0.12261806130903065
11559,8403,39.9,7005,115252.0,555,1489,1652.0,0.8336308461263834,0.06604784005712246,0.17719861954064026
11560,6284,44.9,5304,103594.0,478,1216,1692.0,0.8440483768300445,0.07606619987269256,0.1935073201782304
11561,37458,45.0,27983,89252.0,2551,7249,1660.0,0.7470500293662236,0.06810294196166373,0.19352341288910246
11563,22985,43.0,17625,85194.0,936,3779,1680.0,0.7668044376767457,0.0407222101370459,0.16441157276484664
11565,8677,48.2,7617,110110.0,26,1688,1243.0,0.877837962429411,0.0029964273366370866,0.19453728247090007
11566,33356,43.4,28863,125992.0,515,6509,2116.0,0.8653015949154574,0.015439501139225327,0.1951373066314906
11568,4356,22.7,2702,172750.0,311,615,1574.0,0.6202938475665748,0.07139577594123049,0.14118457300275483
11569,1342,46.5,1292,110398.0,18,316,1871.0,0.96274217585693,0.013412816691505217,0.23546944858420268
11570,27819,41.9,20485,107442.0,1250,5277,1421.0,0.7363672310291527,0.044933318954671266,0.18969049929904022
11572,28763,44.0,24817,95750.0,798,5013,1256.0,0.8628098598894413,0.027743976636651253,0.1742864096234746
11575,16386,33.1,307,65890.0,3155,917,1423.0,0.018735505919687537,0.19254241425607227,0.05596240693274747
11576,12471,45.9,9981,152910.0,502,3006,1929.0,0.8003367813326918,0.040253387859834816,0.24103921096944914
11577,12444,43.3,8736,116667.0,914,2774,1628.0,0.7020250723240116,0.07344905175184828,0.22291867566698811
11579,5052,47.0,4464,110696.0,251,1117,1645.0,0.8836104513064132,0.04968329374505146,0.22110055423594616
11580,42765,39.3,11481,90536.0,4718,6587,1511.0,0.2684672044896528,0.11032386297205658,0.15402782649362798
11581,21579,38.0,11259,100787.0,2001,3616,1603.0,0.5217572640066731,0.09272904212428751,0.1675703229992122
11590,46938,38.2,18000,89083.0,7357,6004,1543.0,0.38348459670203244,0.15673867655204737,0.1279134176999446
11596,10636,41.4,7663,110575.0,750,2009,1736.0,0.720477623166604,0.07051523128995862,0.18888679954870252
11598,12874,37.6,11270,129907.0,350,2150,1805.0,0.8754077986639739,0.02718657759826006,0.1670032623893118
11691,63989,32.4,14159,42023.0,9402,5092,1074.0,0.22127240619481472,0.1469315038522246,0.0795761771554486
11692,18955,35.6,2469,42127.0,2494,1552,847.0,0.13025586916380902,0.13157478237931944,0.08187813241888683
11693,11194,40.6,5351,53281.0,555,1398,935.0,0.4780239413971771,0.0495801322136859,0.12488833303555476
11694,20773,45.1,15406,75094.0,1044,3268,1212.0,0.7416357772108025,0.05025754585278968,0.15731959755451788
11697,4006,44.7,3902,93333.0,10,729,1212.0,0.9740389415876186,0.0024962556165751375,0.1819770344483275
