NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10001,21966,34.7,11912,81671.0,3284,5960,1830.0,0.5422926340708367,0.14950377856687608,0.2713284166439042
10002,82191,39.8,16952,33218.0,15143,12969,848.0,0.20625129272061418,0.1842415836283778,0.15779099901449065
10003,57310,32.3,41583,92540.0,6000,17797,1855.0,0.7255801779794102,0.10469377072064212,0.3105391729192113
10004,2807,33.1,2016,129313.0,348,869,1771.2,0.7182044887780549,0.1239757748485928,0.3095831848949056
10005,6822,28.6,4839,124670.0,1473,2585,1687.4,0.7093227792436235,0.21591908531222515,0.3789211374963354
10006,2507,31.3,1644,119274.0,357,814,1603.6,0.6557638611886717,0.14240127642600717,0.3246908655763861
10007,6525,34.0,4341,216037.0,1314,1767,1519.8,0.6652873563218391,0.2013793103448276,0.27080459770114945
10009,62810,36.3,31308,59929.0,7245,17247,1436.0,0.4984556599267633,0.11534787454227034,0.27459003343416655
10010,30670,35.1,20089,97955.0,3475,9334,1673.5,0.655004890772742,0.11330290185849365,0.304336485164656
10011,52167,39.7,37236,104238.0,5099,17389,1911.0,0.7137845764563805,0.09774378438476432,0.3333333333333333
10012,26145,34.1,18749,86594.0,3667,8643,1843.0,0.7171160833811436,0.1402562631478294,0.33057946069994265
10013,26065,36.4,13617,83725.0,3582,6284,1388.0,0.5224247074621139,0.13742566660272396,0.24108958373297526
10014,30597,36.7,25398,108483.0,3035,12361,1507.2,0.8300813805275027,0.09919273131352747,0.4039938556067588
10016,51196,32.8,35520,105324.0,6464,17495,1626.4,0.6938042034533948,0.12625986405187906,0.3417259160871943
10017,16129,37.2,11342,100652.0,2711,5801,1745.6,0.7032054064108129,0.16808233616467233,0.35966271932543864
10018,7021,30.9,3228,104635.0,1922,2127,1864.8,0.45976356644352656,0.2737501780373166,0.3029482979632531
10019,38394,38.8,24146,84424.0,5924,12128,1984.0,0.6289003490128666,0.15429494191800802,0.3158826900036464
10021,40862,42.7,34364,107907.0,3691,12921,1859.0,0.8409769467965347,0.09032842249522784,0.3162106602711566
10022,29618,45.3,23473,109019.0,3148,10835,1905.0,0.7925248159902761,0.10628671753663313,0.3658248362482274
10023,61315,41.3,46432,103534.0,6593,16474,1951.0,0.7572698360923102,0.10752670635244231,0.26867813748674874
10024,59164,41.8,44241,109956.0,5430,15984,1905.0,0.7477689135284971,0.09177878439591644,0.2701642890947198
10025,97390,38.2,55116,68516.0,12409,21443,1451.0,0.5659307937159873,0.12741554574391623,0.22017660950816306
10026,37871,33.6,7144,43107.0,4700,5404,914.0,0.1886403844630456,0.12410551609410894,0.14269493807926908
10027,62617,30.7,14993,37872.0,9490,7917,950.0,0.23943976875289458,0.15155628663142598,0.12643531309388825
10028,44295,40.3,37445,104638.0,3454,14022,1944.0,0.8453550062083757,0.07797719832938255,0.31655943108703016
10029,77454,33.5,12163,31888.0,12566,9045,853.0,0.15703514343997726,0.16223823172463656,0.1167789914013479
10030,28472,34.0,2540,31925.0,3373,3537,823.0,0.08921045237426244,0.11846726608597921,0.12422731104242765
10031,59092,33.0,8437,37655.0,12996,7171,1062.0,0.14277736411020103,0.2199282474785081,0.12135314424964462
10032,59374,34.5,6510,34568.0,15394,7222,1035.0,0.10964395189813723,0.259271735102907,0.1216357328123421
10033,58710,35.9,12627,41556.0,14694,7413,1160.0,0.215074092999489,0.2502810424118549,0.12626469085334696
