NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price,white_non-hispanic_percent,foreign_born_not_a_us_citizen_percent,bachelors_percent
10001,23332,35.8,12258,85168.0,3787,6249,2114.0,0.5253728784501972,0.16230927481570376,0.2678295902623007
10002,78096,41.1,16290,35594.0,12731,13807,919.0,0.20858942839582054,0.16301731202622413,0.17679522638803524
10003,56767,32.2,41137,100791.0,7075,17415,2117.0,0.7246639773107615,0.12463226874768792,0.3067803477372417
10004,3044,33.9,1991,123056.0,462,1119,2911.0,0.6540735873850198,0.15177398160315375,0.3676084099868594
10005,8710,29.5,6064,130116.0,1412,3053,3005.0,0.6962112514351321,0.16211251435132032,0.3505166475315729
10006,3277,31.0,2018,125364.0,514,1336,2847.0,0.6158071406774489,0.15685077815074763,0.4076899603295697
10007,6740,35.9,4372,234958.0,1188,1814,3339.0,0.6486646884272997,0.17626112759643917,0.2691394658753709
10009,59799,36.3,30197,60788.0,6833,17282,1554.0,0.5049749995819328,0.11426612485158615,0.28900148831920264
10010,32854,35.0,21031,110142.0,3636,10008,2442.0,0.640135143361539,0.11067145553052901,0.30462044195531746
10011,50404,39.9,36461,114134.0,5692,16708,2029.0,0.7233751289580193,0.11292754543290215,0.33148162844218715
10012,24536,34.1,17492,101815.0,3931,8327,2128.0,0.7129116400391262,0.1602135637430714,0.33937887186175414
10013,28211,36.9,14596,104167.0,4186,7617,1663.0,0.5173868349225479,0.14838183687214207,0.27000106341498
10014,31464,36.6,26451,119026.0,3505,13539,2337.0,0.840675057208238,0.11139715230104247,0.430301296720061
10016,50444,33.3,33021,102703.0,6403,17931,2440.0,0.6546070890492427,0.12693283641265563,0.3554634842597732
10017,16533,37.7,10890,106795.0,2647,6182,2214.0,0.6586826347305389,0.16010403435553136,0.37391882900864937
10018,9684,31.2,4507,105479.0,2751,3127,2849.0,0.4654068566707972,0.28407682775712517,0.3229037587773647
10019,39505,39.2,23553,94477.0,6087,13002,2211.0,0.596203012276927,0.1540817618023035,0.32912289583597015
10021,45261,38.4,35480,115681.0,4985,14782,1961.0,0.783897836989903,0.11013897174167606,0.32659463997702215
10022,30262,45.9,24139,123693.0,2058,11205,2386.0,0.7976670411737492,0.06800608023263499,0.3702663406252065
10023,60307,42.5,44699,115080.0,6832,15517,2256.0,0.7411909065282637,0.1132870147744043,0.2573001475782247
10024,58516,43.0,43934,118594.0,5596,16221,1947.0,0.7508031991250257,0.0956319639073074,0.2772062341923576
10025,94717,40.6,52676,80025.0,11793,21323,1450.0,0.5561409250715289,0.12450774412196332,0.22512326192763707
10026,38540,34.4,7484,52082.0,4679,5956,1045.0,0.19418785677218475,0.12140633108458744,0.15454073689673067
10027,64120,30.6,15902,42754.0,10446,8542,1063.0,0.24800374298190891,0.16291328758577667,0.13321896444167186
10028,48205,39.6,39099,111302.0,4371,16773,2187.0,0.8110984337724303,0.09067524115755626,0.34795145731770566
10029,79411,33.6,13666,32500.0,10344,11029,911.0,0.1720920275528579,0.13025903212401305,0.13888504111521074
10030,30358,34.1,2692,33720.0,3547,3727,917.0,0.08867514329007181,0.1168390539561236,0.12276829830687133
10031,60778,34.4,9577,41848.0,12879,7740,1174.0,0.15757346408239822,0.21190233308104905,0.12734871170489323
10032,63189,34.2,7850,40054.0,14910,9163,1131.0,0.12423048315371346,0.23595879029577932,0.14500941619585686
10033,59353,35.4,13475,46349.0,14045,8766,1294.0,0.2270314895624484,0.2366350479335501,0.14769261873873266
10034,43951,35.7,7942,45643.0,10755,5091,1232.0,0.1807012354667698,0.24470432982184706,0.1158335418989329
10035,34187,35.9,3524,26893.0,5692,3479,758.0,0.10308011817357475,0.16649603650510428,0.10176382835580776
10036,25987,36.6,14382,83812.0,5190,9675,2053.0,0.5534305614345635,0.19971524223650286,0.37230153538307614
10037,20112,34.9,1159,39463.0,1732,3044,1068.0,0.057627287191726335,0.08611774065234686,0.1513524264120923
10038,22300,34.6,9519,82910.0,3502,5921,2185.0,0.4268609865470852,0.15704035874439462,0.2655156950672646
10039,27471,32.3,1683,32257.0,3589,3046,882.0,0.061264606312110954,0.1306468639656365,0.11088056495941175
10040,45033,37.7,9054,45811.0,11262,6487,1235.0,0.20105256145493305,0.2500832722670042,0.14404991894832678
10044,11731,39.5,5123,86483.0,4516,2128,2181.0,0.4367061631574461,0.38496291876225386,0.18139971016963602
10065,30001,39.5,24523,118310.0,3624,9923,2251.0,0.8174060864637845,0.12079597346755108,0.33075564147861736
10069,5231,34.1,3764,155702.0,990,1516,3064.0,0.7195564901548461,0.1892563563372204,0.28981074364366277
10075,23353,46.3,18996,114481.0,2743,7376,2037.0,0.8134286815398449,0.11745814242281506,0.3158480709116602
10128,63006,38.9,44596,103817.0,7229,20221,2056.0,0.7078056058153191,0.11473510459321334,0.3209376884741136
10162,1253,41.3,1069,178822.0,201,312,2735.0,0.8531524341580208,0.160415003990423,0.2490023942537909
10280,9845,37.5,6661,146875.0,1604,3146,2936.0,0.6765871000507871,0.16292534281361096,0.3195530726256983
10282,5635,34.5,3683,101287.5,1103,1667,2974.0,0.6535936113575865,0.19574090505767525,0.295829636202307
10301,39519,36.9,15776,55700.0,4114,4798,1186.0,0.39920038462511703,0.1041018244388775,0.12140995470533161
10302,17758,33.6,5829,55864.0,2560,1710,1198.0,0.3282464241468634,0.14416037842099336,0.09629462777339791
10303,24562,32.5,4591,55198.0,2978,2579,972.0,0.18691474635615993,0.1212441983551828,0.10499959286703037
10304,42054,36.5,15239,53843.0,5204,4649,1072.0,0.36236743234888474,0.12374566034146574,0.11054834260712418
10305,41533,39.6,27152,74063.0,4271,5703,1195.0,0.6537452146485927,0.10283389112272169,0.13731249849517252
10306,55031,42.3,42988,78745.0,3155,7102,1232.0,0.7811597099816467,0.057331322345587035,0.1290545328996384
10307,15275,38.0,13440,77278.0,253,2032,1175.0,0.8798690671031096,0.016563011456628477,0.1330278232405892
10308,30347,42.7,25515,87493.0,1722,4012,1365.0,0.8407750354236003,0.05674366494216891,0.1322041717467954
10309,33459,39.8,27560,93248.0,1159,4461,1339.0,0.8236946710899907,0.034639409426462237,0.1333273558683762
10310,24250,35.6,9542,69201.0,2181,2679,1086.0,0.39348453608247425,0.08993814432989691,0.1104742268041237
10312,60951,41.9,50760,88567.0,1614,9407,1185.0,0.8328001181276763,0.026480287444012405,0.1543370904497055
10314,88585,41.1,57946,77761.0,5726,11543,1274.0,0.6541288028447254,0.06463848281311735,0.1303042275780324
10451,48289,32.2,950,26419.0,8022,3650,965.0,0.019673217502950983,0.16612479032491873,0.07558657251133799
10452,75288,31.0,1190,25771.0,18746,4490,1065.0,0.015805971735203487,0.24899054298161727,0.05963765805971735
10453,80516,30.1,754,22914.0,18817,4778,1057.0,0.00936459834070247,0.23370510209150977,0.05934224253564509
10454,38938,28.3,725,21553.0,6734,1454,705.0,0.018619343571832144,0.17294159946581744,0.0373414145564744
10455,42779,30.5,400,23962.0,8305,1948,851.0,0.009350382196872297,0.19413731036256107,0.045536361298768084
10456,92712,30.0,1375,25868.0,18604,5536,948.0,0.014830874104754508,0.200664423159893,0.05971179566830615
10457,74010,29.6,1376,25967.0,17993,3606,1083.0,0.018592082151060667,0.24311579516281584,0.04872314552087556
10458,81698,29.1,8313,30339.0,19380,4572,1143.0,0.10175279688609268,0.23721510930500134,0.055962202257093197
10459,47972,29.8,632,24805.0,9364,2290,941.0,0.013174351705161343,0.19519719836571334,0.047736179438005504
