Created Date,Incident Zip,Unique Key
2010,31131,1
2012,07047,4
2013,10281,85
2014,07017,2
2011,10000,138
2017,11408,1
2015,12518,1
2017,92571,1
2010,33614,1
2011,212222116,1
2015,07093,2
2014,12203,2
2018,10701,6
2021,11371,5
2014,07981,2
2013,07981,1
2016,11050,4
2018,49204,1
2022,10309,8978
2014,10111,26
2015,11205,12229
2016,11232,8268
2012,10929,1
2019,11741,3
2014,11434,11354
2019,10030,10611
2022,11217,17608
2022,10006,1040
2019,11735,4
2014,08520,1
2011,90060,2
2017,11735-9100,1
2012,07632,6
2015,10000,136
2016,33033,1
2020,11414,8980
2017,10002,20033
2014,11237,15607
2018,10465,13682
2010,11542,4
2022,30328,1
2015,10710,3
2022,99214,1
2017,10952,1
2013,10162,27
2017,10174,8
2011,07102,1
2016,19399,1
2012,0000,4
2012,66017,1
2013,11801,3
2013,5709-0100,1
2015,11510,4
2015,70120,1
2011,11797-9001,1
2014,11561,4
2018,77272-2929,1
2013,07047,3
2012,11050-4341,1
2012,10570,1
2011,10583,4
2013,18324,2
2015,11426,3770
2014,48195-0954,1
2012,10302,4556
2015,18644,1
2017,10473,11802
2017,10917,1
2013,46528,1
2010,01830,1
2014,10065,5634
2015,06905,1
2010,30135,1
2016,11959,1
2013,11757,5
2019,11365,10229
2013,11590,10
2010,11695,18
2010,10804,1
2012,11364,5448
2012,NA,45
2015,14206,3
2021,10179,1
2010,10069,341
2012,77272,1
2010,1174,1
2010,98036,8
2016,10302,5165
2018,1598,1
2010,10282,278
2010,07305,1
2019,00083,14
2012,10601,2
2013,11427,3982
2011,06128,1
2012,11378,8224
2014,10994,1
2019,11753,1
2017,14221,1
2019,10176,5
2017,11104,6714
2015,10305,9438
2014,14692-2878,1
2011,10303,5886
2011,11386,3
2019,07050,3
2018,10917,2
2010,11207,31226
2018,10532,1
2020,10303,8042
2022,11364,6325
2013,10451,9719
2011,35210-6145,1
2010,114225,1
2018,11550,5
2011,10805,2
2020,11420,18907
2013,80909,1
2022,11422,7309
2014,11412,7760
2018,07004,2
2011,10523-0935,1
2017,05620,1
2021,11693,4647
2010,17106,2
2013,10803,22
2013,48090,1
2013,10007,2640
2013,07450,1
2017,10104,1
2021,10504,1
2012,11739100,1
2013,9262,1
2016,32752-9963,1
2012,10960,1
2015,10096,1
2017,10705,5
2012,07068,1
2018,12550,1
2014,11725,6
2016,01853,1
2011,30319,1
2010,11514-0363,1
2022,10112,11
2019,11209,24320
2011,17108,1
2018,03060,1
2014,48393-1022,1
2010,11208,25523
2012,43232,3
2010,85711,1
2012,10301,9748
2017,11109,349
2017,10707,1
2017,10013,11691
2010,02494-0587,1
2010,60179,1
2014,11741,3
2011,43614,2
2010,07446,2
2011,97292,1
2015,11549,1
2015,10165,5
2013,07747,1
2017,10016,14497
2010,33631,1
2011,11779,3
2010,23059,1
2019,11704,1
2020,10308,7832
2011,92612,1
2016,11735-3946,1
2021,11209,27625
2010,33102,2
2015,11343,1
2016,11753,3
2016,11790,1
2017,11795,1
2016,11040-4204,1
2010,10547,1
2016,11582,2
2012,14203,1
2018,10276,1
2016,10119,97
2019,13373,1
2014,73126,1
2017,10466,21097
2017,10472,23641
2022,10302,5347
2014,10522,1
2011,11510,3
2016,14621,1
2016,12204,1
2019,07307,1
2011,10469,14958
2016,11241,11
2014,45241,1
2017,06831,1
2017,61367,1
2010,11024,1
2011,23541,3
2019,10455,12226
2013,11366,2973
2013,10452,22224
2010,10025,15403
2022,11735,3
2014,10173,1
2021,10154,12
2016,10019,18317
2018,13053,1
2018,NJ07114,1
2012,18938,1
2016,23833,1
2011,35476,2
2018,EWR AIRPOR,1
2013,27292,1
2017,19123,1
2017,14614,1
2013,11237,13249
2010,11209,14150
2012,753570909,1
2010,61701,1
2019,01757,1
2010,14850,1
2013,48034,1
2011,10306,13025
2017,10008,1
2012,10154,1
2010,10805,1
2010,75261-9610,1
2013,11414,6139
2013,11554,2
2014,11766,1
2015,35043,1
2010,43218-3003,1
2021,11239,3797
2019,11791,1
2013,07078,1
2010,07112,1
2015,48195-0969,1
2010,22309,1
2016,10105,7
2017,945241,1
2013,11030-3411,1
2011,23608,1
2016,N.A,1
2019,10004,2770
2011,000000,2
2022,10069,476
2014,10463,20464
2015,11566,2
2010,11964,1
2018,44087-2340,1
2014,07410,2
2016,07047,11
2011,19801-5148,2
2022,11354,10335
2018,07002,1
2013,43614,1
2013,11024,3
2022,11229,17815
2021,11691,16278
2017,07307,4
2011,14614,2
2016,11421,10504
2015,0024,1
2017,11753,4
2015,11005,126
2012,11426,3577
2014,90036,1
2015,11229,17980
2022,10526,1
2018,07032,2
2014,10589,4
2013,10965,1
2010,11222,9765
2014,10474,4420
2015,10472,21015
2021,11205,18755
2016,10123,19
2017,11580,13
2010,78217,1
2015,07601,1
2011,10011,10837
2011,34202-4175,1
2018,00083,42
2010,19610,1
2014,11420,10970
2014,11233,22504
2020,10474,6549
2021,11710,1
2014,NEWARK,1
2015,07207,2
2018,10305,12004
2021,11223,21719
2014,10470,5337
2014,11542,3
2010,10304,10729
2016,10514,1
2021,11743,1
2010,10279,2
2016,10014,11479
2021,10121,215
2017,12189,1
2017,10523,2
2017,1175,1
2010,30350,1
2017,60675-1738,1
2015,35209,1
2016,10178,2
2021,11421,17384
2016,10309,6877
2019,10174,17
2017,10035,11092
2020,,65818
2015,56303-9817,1
2011,10035,8098
2019,11577,2
2013,11797 9004,1
2010,30189,1
2014,11423,7142
2012,92132,1
2012,07663,1
2017,19713,2
2014,10282,215
2011,11791-3416,1
2013,08830,1
2011,10803,14
2018,10153,23
2010,60555,1
2021,10924,1
2017,11364,7501
2012,07054,4
2013,11064,1
2014,11756-0215,1
2011,10522,1
2011,11362,3253
2016,11725,3
2010,07036,1
2015,0000,2
2015,91716,1
2017,11552,6
2021,10461,20920
2019,21773,1
2010,32239-1518,1
2018,10156,1
2022,10128,10290
2018,07054,4
2014,55426-1066,1
2012,10312,10690
2016,11223,17124
2018,NOT GIVEN,1
2017,07310,10
2019,10271,39
2013,06477,1
2010,11235,18058
2011,1207,1
2013,11374,7657
2020,00083,6
2010,10464,1410
2018,10538,3
2019,10017,6118
2010,75251,1
2011,14210,5
2010,11366,3544
2011,11218,15220
2014,11754,1
2012,11801,5
2015,11235,20506
2010,07095-1304,1
2014,11535,1
2018,10179,3
2010,.,1
2018,07960,1
2022,10045,20
2019,10007,4494
2016,11251,16
2021,23320,1
2013,11411,3335
2016,75007,1
2016,10520,1
2012,92193,2
2010,07087,7
2010,32896-0014,1
2011,61702-3097,1
2017,11563,5
2013,10119,64
2018,00181,1
2015,12309,1
2013,28376,1
2016,07712,1
2012,11797-0004,1
2010,10552,4
2010,48010-2036,1
2017,11797,2
2015,11561-4717,1
2021,11203,28840
2016,11208,26437
2012,07090,1
2015,10169,1
2010,30009,2
2011,10454,6943
2017,432183003,1
2015,10308,6547
2012,33331,1
2010,11004,2479
2011,10801,3
2012,61702-3517,4
2010,10040,18029
2020,11223,20668
2014,11554,6
2010,078808,1
2013,80237,1
2012,11003,11
2012,V6J4X9,1
2011,06477,1
2018,10167,12
2022,10158,12
2018,07304,4
2014,07372,1
2017,14075,1
2013,11784,1
2020,11236,26093
2013,11021,10
2010,76161-1245,1
2011,75357,1
2016,10002,19669
2015,77403,1
2014,NY,1
2010,10940,2
2015,02298-1002,2
2016,10153,13
2015,10152,1
2019,29616-0759,1
2018,10606,1
2015,11001-2024,1
2011,11427,4139
2013,11797,5
2016,10314,18542
2021,01581,1
2011,89509-5241,1
2015,07083,1
2015,06901,4
2016,11701,2
2017,19139-1258,1
2018,61702,1
2018,07424,1
2019,32255,1
2010,60009,1
2010,08000,1
2019,00000,12
2013,14225,2
2019,10530,1
2019,10023,14136
2019,11694,7140
2017,07714,1
2012,10013,8355
2018,10457,29786
2019,08701,1
2011,55441,1
2011,55120,2
2017,07016,1
2013,19053,1
2014,10501,1
2011,10003,12710
2022,13339,1
2012,21702,1
2013,75225-5845,1
2015,10977,3
2013,07020,3
2011,07109,1
2015,11251,3
2010,19850-5889,1
2013,11422,4601
2017,30353,1
2013,11235,17075
2014,11428,4193
2010,10444,1
2011,07203,1
2011,07004,2
2018,11220,24800
2022,11373,20373
2019,10107,20
2011,07016,1
2012,80202,2
2015,600184501,1
2014,64108,1
2011,10033,14454
2014,11735-9000,1
2011,11237,15648
2015,14228,1
2021,10309,11760
2010,10002,14782
2010,10312,12202
2011,10044,193
2012,11550-7044,1
2010,02184,2
2019,10075,4760
2013,11710,11
2016,11968,1
2022,10459,17789
2011,07306,6
2010,11101,10030
2013,11221,23105
2011,77081,5
2017,10310,8068
2016,12524,1
2012,55164-0437,1
2021,10013,11342
2019,11105,12071
2017,11237,19996
2015,617023517,1
2019,11030,6
2014,11753,1
2012,75034,1
2017,NOT SURE,1
2021,10026,19902
2010,43238,1
2017,07108,1
2019,33329,1
2021,11365,13722
2015,07643,1
2021,10014,15968
2018,90091,1
2012,12515,1
2018,10280,539
2010,14845,1
2021,10123,14
2016,10016,15258
2018,12553,1
2017,07103,1
2017,10805,7
2012,10583,5
2012,10512,2
2014,10452,22882
2014,07351,1
2014,11361,5988
2015,11236,18106
2011,11762,2
2010,97008,1
2010,11795,1
2021,11220,25658
2015,11612,1
2015,89117,1
2014,91754,2
2010,08857,1
2013,17451,1
2010,07105,1
2018,11727,2
2018,11,1
2017,96056,1
2013,11435,9263
2022,11224,7602
2012,44139,2
2014,10309,6632
2017,11550,8
2015,11743,5
2018,10019,18207
2015,11771,1
2010,48195-0210,1
2021,11373,23168
2016,07726,1
2012,11216,19838
2016,43218-2118,1
2019,10541,1
2018,07503,1
2010,95834,1
2018,10304,15257
2019,11001,1276
2010,11204,13659
2015,11212,21884
2014,92123,14
2013,37214-0065,1
2013,11694,7558
2011,14009,2
2012,18773-9500,1
2013,10023,10164
2017,11415,5108
2010,30095-9504,1
2018,07094,5
2015,10454,8270
2016,91360,1
2018,10803,4
2019,10308,8636
2011,11360,2604
2017,07004,1
2013,10470,4508
2012,07004,2
2017,07040,2
2011,30144,1
2016,90274,1
2016,10038,6119
2021,10278,152
2012,007310,1
2017,32256,4
2021,10176,10
2013,11363,1697
2010,12701,1
2018,11236,23311
2016,11361,6353
2017,32241,2
2011,14132,2
2012,11694,5528
2018,11758,5
2013,85326,1
2019,10468,27046
2018,11756,6
2022,10036,16813
2010,94566,1
2013,34604-0122,1
2011,NOT SURE,1
2011,11584,1
2022,10171,14
2018,08879,4
2022,10027,21928
2015,33324,1
2010,37901-2698,1
2010,17106-7015,3
2021,11420,20723
2020,10031,32284
2016,07003,1
2011,92867,1
2015,01757-2821,1
2015,10040,20208
2011,11791,8
2021,11040,635
2011,,142782
2013,07304,4
2010,07023,1
2016,07628,1
2012,10107,2
2015,11378,10820
2012,11357,7276
2022,07090,1
2010,02026,1
2016,84130,1
2022,23502,1
2021,10451,22076
2022,17110,2
2010,10605,1
2014,75086,1
2010,11693,2443
2010,X,1
2013,33701,1
2014,10462,19166
2012,10455,8752
2018,07024,5
2012,19022,1
2016,11360,2753
2014,11733,1
2020,10039,11058
2011,11221,26281
2017,11417,11185
2019,11516,2
2011,38016,2
2011,11358,7888
2015,07026,1
2012,11422,5500
2013,11768,2
2013,11731,3
2021,11238,30005
2019,10044,337
2015,48346,2
2014,14883,1
2012,98005,1
2016,02241-5789,1
2011,11563,4
2022,10281,71
2013,10940,1
2016,11741,3
2019,12222,10
2010,07014,1
2013,17106,1
2010,33442,1
2010,14450,2
2011,89129,1
2010,43607,1
2012,32256-7412,4
2010,94551-7661,1
2016,29615,1
2014,55614,1
2019,55433,1
2018,11414,9497
2010,53151,1
2017,08876,3
2016,11418,10794
2016,07960,1
2013,91325,2
2021,11378,18381
2012,11202-0922,1
2019,10045,8
2013,07305,1
2013,07010,2
2017,07086,6
2016,30346,1
2010,84101,1
2011,10041,2
2013,11096-0612,1
2022,10310,6445
2018,12346,1
2019,07632,2
2016,14901,1
2014,11501,5
2019,11430,2185
2013,30348-5028,1
2010,19556,1
2019,11432,17825
2020,10451,19383
2015,10552,1
2018,00000,33
2015,10312,13453
2010,60487,1
2019,10591,1
2017,10708,2
2022,10176,9
2016,11757,1
2016,11590,10
2013,60181,1
2014,08854,2
2013,10004,1654
2021,10003,21393
2020,11366,14755
2012,43235,1
2014,85044,2
2014,11372,12401
2013,91761,1
2015,29616,2
2018,07043,1
2015,92562,1
2012,10463,13866
2013,92780,1
2015,11553,10
2011,11365,6200
2010,11797-9004,3
2014,11040,545
2014,11570,4
2010,10023,9604
2016,11552,6
2015,10803,30
2013,65201-6582,1
2013,10469,12059
2012,10309,5414
2018,11385,40620
2012,11779,2
2010,16915,1
2013,07093,3
2016,L8N1E5,1
2019,11740,1
2013,30303,1
2019,07004,1
2012,33446,1
2014,10523,6
2017,07202,1
2012,75007,2
2014,10119,63
2018,01803,1
2019,19801,1
2010,08360-4213,1
2017,10171,5
2016,11550,7
2013,07002,4
2014,10022,7965
2011,11561,3
2022,11216,25260
2011,55426,1
2012,01810-1008,2
2011,10452,22779
2012,10708,4
2013,11716,1
2016,11797-9001,1
2010,N/A,111
2012,07086,3
2018,06831,1
2012,33767,1
2010,14231,1
2017,53566,2
2013,32896-5052,1
2012,14068-1602,1
2012,44125,3
2013,78682,1
2018,11372,14563
2010,10302,5889
2021,11228,12685
2018,10119,106
2015,11220,20900
2010,11224,6284
2021,10069,536
2011,10704,4
2018,10036,11660
2019,10471,5930
2010,07095,2
2011,11405,1
2018,11795,1
2011,19850,2
2010,89506,1
2017,10601,3
2016,10118,47
2017,10108,2
2015,10458,27668
2011,18503,1
2013,11501,8
2017,08854,1
2015,98055,1
2010,32905,1
2017,11557,3
2012,11230,18661
2012,11590,10
2013,02459,3
2017,10179,5
2012,11369,6709
2015,30344,1
2019,11436,6524
2016,N/A,84
2011,NA,26
2018,06851,4
2010,11543,1
2022,10024,13243
2022,11433,11086
2016,14009,1
2018,06903,1
2014,10040,18625
2011,11021,9
2013,NO IDEA,1
2014,11357,8244
2010,1191-3416,1
2018,11426,4967
2014,92036,1
2012,10025,14385
2016,11236,19865
2017,11704,1
2018,11548,2
2012,07030,9
2013,11436,3735
2011,30127,1
2015,12590,1
2019,10167,15
2017,10467,34380
2016,11106,10092
2020,10045,12
2018,08817,1
2011,11797,10
2014,11004,2253
2010,07470,1
2019,10601,4
2020,10155,11
2011,34604,1
2012,07712,1
2011,10030,8335
2014,10110,2
2014,07307,1
2013,10705,5
2010,11747-9001,1
2013,12206,1
2012,60191,1
2012,77094,1
2018,19034,5
2017,43236,1
2022,10010,6685
2013,23502,2
2011,11023,2
2017,11577,7
2018,07650,1
2011,11756-0215,1
2017,07302,9
2012,11221,22809
2014,08830,1
2021,02062,1
2010,85038,1
2017,61702,2
2016,11220,21227
2012,10552,6
2010,1797,1
2019,10169,153
2016,07027,1
2013,10307,2249
2011,11223,13706
2018,11590-5027,1
2012,11581,12
2012,07716,1
2019,11553,4
2016,14228,1
2012,45102,1
2010,11801,4
2011,11212,21102
2017,08861,1
2013,11432,10862
2014,11577,1
2018,07306,7
2011,11233,23810
2014,11804,1
2014,77072,3
2021,10122,12
2015,11385,25820
2013,11713,1
2010,,140460
2013,11210,12929
2014,17602,1
2015,94116,1
2022,14617,1
2017,11226,42519
2018,0,11
2017,11559,4
2016,94104,1
2016,11452,1
2022,60522,1
2015,11226,38776
2020,10107,48
2010,30096,2
2019,10962,1
2014,32824,1
2016,10960,3
2015,10303,5892
2013,37203,1
2019,11235,21976
2011,0886,1
2015,12603,1
2011,07438,1
2014,08691,2
2018,11005,130
2011,94551,6
2013,35209-3120,4
2018,11004,3194
2019,11372,13576
2015,07003,2
2019,84119,1
2011,951619308,1
2014,07642,1
2018,11218,20171
2013,11803,3
2011,19154,2
2018,18034-0610,1
2014,10804,7
2016,07607,1
2017,31600,1
2014,75026-0848,1
2012,18102,1
2010,11568,1
2020,10465,15273
2022,85002,1
2011,63042,1
2015,11797,3
2013,11238,17257
2018,10177,12
2017,11436,5421
2013,07083,1
2018,07657,2
2021,,77356
2017,28306,1
2010,89193-8873,2
2019,10065,6211
2012,89102,1
2012,10314,14505
2013,11776,15
2013,14223,1
2012,48093,1
2010,10112,2
2015,53566,1
2015,11568,1
2012,10543,2
2010,31750,1
2016,11794,1
2012,80034,1
2014,11228,7589
2019,10040,14961
2013,11568,3
2021,11235,22018
2010,10960,1
2013,328965,1
2018,11363,3041
2021,11218,23802
2021,10466,67652
2017,07306,5
2018,11229,21924
2016,19034,1
2013,10002,13965
2020,10121,158
2010,77272-2929,2
2018,10528,3
2016,10580,2
2017,32780,1
2017,11040,586
2010,11101-2011,1
2022,11023,1
2015,13905,1
2017,11421,12132
2016,10306,13251
2018,14614-195,1
2012,11215,13958
2016,10006,1428
2015,11557,2
2015,08003,2
2015,06820,1
2019,03784,1
2013,,156652
2012,60714,1
2015,07901,3
2018,11516,2
2010,10017,4601
2018,30344,1
2014,55439,2
2010,79998-1127,1
2017,11766,2
2013,41042,1
2011,11414,5379
2013,46350,1
2012,10280,399
2014,15251,1
2011,75240,2
2015,11204,15598
2010,11530,12
2015,11559,5
2010,12550-0831,1
2011,11374,7360
2012,10709,1
2013,10065,4871
2019,10021,7408
2020,10468,37705
2010,01778,1
2019,07047,1
2011,18773,2
2012,07097,1
2017,07070,2
2018,11741,1
2012,1003,1
2013,10504,1
2013,11725-5710,2
2011,11209,14705
2010,11704,5
2017,19040,1
2022,10118,42
2013,11733,1
2018,11803,9
2015,17104,1
2014,10473,9438
2016,07062,1
2010,11377,15737
2015,07801,1
2012,75007-1958,2
2010,10087-0001,1
2011,92618,1
2012,07740,1
2013,90010,1
2013,0031,1
2016,07758,1
2018,14814,1
2022,11576,1
2010,19702,2
2010,43614,2
2018,07660,1
2017,10106,22
2015,08648,1
2019,06880,1
2017,11103,10469
2015,10101-2135,1
2012,11766,1
2012,10466,14522
2015,07069,2
2015,10038,5094
2010,11691,13702
2013,11417,5986
2011,60678,1
2016,10454,8933
2017,10168,56
2018,13329,1
2017,10913,1
2010,57117,4
2010,07624,1
2014,NJ 07114,3
2013,11509,1
2013,11756,2
2019,11362,4162
2010,11230,20430
2012,11725-5710,1
2012,10550,6
2018,10007,3864
2010,19899,1
2020,10461,19588
2021,11229,22487
2016,11219-0283,1
2011,07105,2
2012,10224,1
2016,11210,18050
2013,11359,4
2015,17460,1
2010,11103,7693
2017,29615-5720,1
2016,63701,1
2017,11356,7776
2016,11204,16003
2017,10553,4
2013,11218,15178
2019,11358,11674
2012,10048,46
2016,10069,438
2013,11373,12120
2016,06878,2
2012,55101,2
2010,11701,1
2014,11203,20737
2020,11207,35659
2013,07004,1
2010,07307,3
2010,33329-7858,1
2011,55127,1
2016,42101,1
2015,10034,19608
2013,07208,1
2015,08723,1
2011,11549,1
2014,11421,8895
2012,90000,1
2018,50613,1
2010,07030,12
2012,11516,3
2013,07115,1
2019,92782,1
2014,10457,23599
2015,07052,1
2017,11743,5
2017,06066,1
2017,10280,629
2015,11554,2
2017,11207,31196
2011,11579,1
2021,40218,1
2015,33903,1
2012,91514,1
2012,11725-9030,2
2016,?,2
2014,33122,1
2022,11237,20192
2022,11729,2
2020,11693,4176
2014,11576,2
2018,91302,1
2013,07052,3
2014,11213,22991
2015,11217,12966
2015,08457,1
2015,07066,1
2012,89193,1
2020,10103,48
2010,10474,5812
2011,51564-0437,1
2013,11365,5870
2013,10037,4235
2019,11204,20519
2016,32119,1
2016,10803,33
2011,44146,2
2014,07450,1
2011,14450,1
2018,75024 2959,1
2013,7117-7032,1
2022,10312,15455
2019,10605,1
2011,17106-7015,1
2016,11779,4
2014,10153,22
2012,10116,1
2021,92046,2
2014,10167,6
2011,10048,53
2017,11241,16
2019,07607,1
2017,11530,13
2019,10152,17
2013,00000,27
2022,10280,430
2017,85285-7288,1
2016,12209,1
2014,11758,1
2020,10453,35293
2011,07101,3
2012,60630,1
2014,11235,19647
2013,90060-0578,1
2011,60630,3
2014,11427,4361
2015,006610,2
2022,11414,9092
2018,12144,2
2017,11722,3
2014,32750,2
2011,1174,1
2017,10606,1
2019,10280,611
2015,11778,1
2013,10122,2
2019,06460,1
2010,10003,13484
2014,98206,1
2017,11735,13
2020,10034,30462
2015,99999,1
2017,07670,3
2012,06513-2516,1
2010,10027,13688
2022,,38950
2012,10924,1
2017,10018,5735
2021,10306,18515
2010,91001,1
2010,19850-5740,1
2015,07010,2
2015,08816,1
2021,11215,29258
2014,08086,1
2010,12540,1
2018,10710,3
2015,11431,1
2016,11364,5781
2019,10168,58
2018,13153,1
2021,0,8
2022,11427,4171
2012,07072,2
2016,10177,12
2014,11214,17452
2015,11241,7
2015,10468,28051
2012,10031,19288
2016,11365,7679
2015,07073,4
2020,10112,27
2015,11203,20743
2015,98335,6
2010,11374,7260
2016,11742,1
2015,10153,17
2012,74355,1
2020,11427,5615
2018,11559,8
2016,10710,1
2019,NJ070,1
2016,11636,1
2018,11102,11075
2019,10005,2624
2014,43218-3083,1
2020,11423,8345
2019,10803,4
2014,14221,1
2012,19850-5372,1
2010,11413,9756
2012,11361,5434
2011,14226,1
2018,10469,18449
2010,11804,1
2019,07071,2
2021,11791,2
2015,45237,1
2010,09070,1
2018,77036,2
2012,43614,4
2019,11530,5
2011,91367,1
2012,11209,13635
2016,75001,1
2013,10304,8778
2018,55439,1
2022,11203,22693
2010,10573,2
2010,75247,1
2012,29616-0759,1
2010,31411,1
2018,10032,20977
2010,73155-0779,2
2010,11206,15452
2016,07087,4
2019,11412,10112
2020,11422,8762
2013,85008,1
2017,11216,23728
2014,11691,11809
2013,11203,19340
2012,90060-0578,3
2015,12222,3
2016,45040,1
2018,07607,1
2011,10112,2
2019,10172,44
2010,11429,5865
2012,10033,13613
2016,17106-7015,1
2010,11237,16714
2014,06801-1459,1
2011,92046-3023,1
2017,23502,1
2016,18901,1
2014,18015,1
2012,10111,3
2015,10075,4004
2022,11426,3492
2015,75074,1
2022,11792,1
2016,19962,1
2017,80111,1
2021,10178,13
2010,11741,2
2016,11963,4
2019,10523,1
2015,11901,3
2017,N/A,100
2019,11111,1
2011,10952,1
2022,10701,1
2018,92821,1
2014,10039,6968
2014,11364,5847
2010,27802,1
2015,32256,4
2019,07303,1
2018,10952,3
2014,10033,16064
2016,11213,22885
2015,95762,1
2021,10000,558
2011,10108,1
2015,08535,1
2016,10708,6
2014,07305,3
2016,10172,14
2021,11433,15659
2015,11429,5265
2012,07111,2
2017,10014,10215
2019,10041,53
2016,11480,1
2011,19015,1
2014,08069,1
2019,31093,1
2010,11021,11
2018,06811,1
2016,11375,14443
2016,75266-9023,1
2016,02298,2
2015,10282,250
2011,10530,3
2015,10701,2
2010,0000 0000,1
2013,11355,10444
2016,11225,23061
2016,89120-6224,1
2018,11202,2
2011,85040-8808,2
2017,07920,2
2013,10159,1
2010,17332,1
2011,10023,9009
2014,0000000,2
2016,11230,21619
2014,10454,7859
2014,11385,23195
2019,10115,15
2011,11429,5129
2012,07729,1
2018,11427,5696
2018,11423,8404
2015,43001,1
2016,00000000,1
2013,74354-1904,1
2019,11566,1
2018,11415,5606
2014,07047,8
2010,44139,3
2017,10175,2
2012,92123,13
2013,11249,6138
2018,07310,7
2010,10022,8011
2012,07024,4
2022,11241,11
2013,61702-3427,1
2021,10305,11979
2014,34230,1
2022,30096,1
2011,11726,2
2010,53566-8045,1
2019,10552,1
2010,11516,4
2016,07727,3
2012,07303,2
2015,07104,2
2021,10025,26804
2018,11214,22612
2016,07201,1
2010,55127-2557,1
2018,00,1
2012,11510,1
2019,99999,1
2010,98036-1542,1
2018,10466,22366
2015,11545,2
2013,99999,7
2016,10282,604
2018,14614,1
2019,07203,1
2013,03104,1
2018,752660675,1
2012,11104,5368
2012,07103,1
2016,11516,9
2012,11753,3
2016,48393-1022,1
2017,85201,1
2012,44101,1
2017,11432,14448
2019,07055,2
2013,11024-1019,1
2018,1203,2
2018,18773,2
2019,10029,16959
2010,10039-0188,1
2010,01831,2
2019,46219,1
2015,32752-2290,1
2014,33480,1
2012,61702,5
2022,10473,14387
2016,11231,9905
2015,11237,17719
2020,11432,17572
2016,11801,8
2015,07094,11
2016,10472,24331
2010,10280,390
2015,32859,1
2021,10467,41538
2010,78749,1
2018,12222,19
2010,11223,13378
2014,89703,1
2011,60076,1
2013,30350,1
2010,11102,6196
2018,11799,1
2015,07033,1
2013,10710,7
2022,10020,263
2013,10302,4054
2020,11005,44
2015,10526,1
2014,70163,1
2022,10457,38566
2017,95035,1
2010,33311,1
2011,11234,16912
2019,10562,1
2018,NA,20
2017,08830,4
2017,11412,9469
2010,23502,11
2015,19407,1
2011,33318,1
2018,11716,1
2013,10553,1
2018,11373,20216
2018,08861,1
2010,11219,15297
2022,11231,12673
2014,10007,2945
2013,76161-0247,1
2018,10038,5657
2021,10018,5064
2011,07648,1
2013,08094,1
2022,10510,1
2020,11001,1195
2010,10039,5278
2018,11576-1502,1
2010,11784,2
2014,10305,9285
2017,07013,5
2016,94566-9046,1
2015,11216,22876
2010,50704,1
2011,11420,10461
2015,06830,1
2018,121220,1
2012,10029,11509
2010,08054,1
2012,77070,1
2015,07102,2
2022,10162,34
2017,11510,8
2017,11933,1
2015,10018,5019
2015,67504-1344,1
2015,01111,1
2012,11549,2
2022,11701,3
2016,10705,1
2014,10017,4817
2017,12525,1
2018,10604,1
2022,11236,19505
2015,32896-5053,1
2017,18324,1
2019,10307,3780
2017,17055,1
2020,10469,19831
2016,55614,1
2011,60148-8479,1
2012,33716,1
2012,12000,1
2022,11432,15620
2014,60018,1
2013,10169,1
2010,1003,1
2016,10552,3
2016,11509,1
2014,11716,2
2014,07458,1
2010,07111,1
2012,10474,4412
2012,11743,2
2016,10036,16388
2013,11772,1
2013,08232,1
2017,10538,1
2022,10455,15132
2020,10040,24326
2016,32231,2
2022,11207,34814
2012,11691,11401
2021,10168,27
2013,37214,1
2019,07626,1
2012,07202,2
2016,11221,27000
2013,11010,6
2012,11566,1
2011,10954,1
2018,10805,2
2013,10701,6
2016,11768,1
2016,07029,1
2017,11366,8977
2012,11224,6585
2013,11369,6394
2013,10075,3691
2018,94524,1
2011,33441,1
2022,11232,10253
2011,60477,1
2014,ANONYMOUS,3
2015,32896-5033,1
2014,63042,1
2016,07306,9
2021,55419,1
2010,02459,6
2017,60603,1
2010,33069,1
2012,11411,3991
2012,14301,1
2013,10456,18947
2012,11429,4490
2021,10280,585
2012,14209,1
2019,10154,24
2013,11575,4
2021,10019,17537
2013,10520,1
2016,10158,12
2014,11749,6
2012,10036,8968
2019,10165,32
2019,11963,1
2015,10536,1
2010,27407,2
2019,11731,1
2010,34947,1
2017,11746,1
2022,11213,23575
2011,32399,1
2010,17032,1
2019,10119,114
2011,11232,7381
2014,11202,2
2015,11111,1
2017,11692,3784
2012,57109,1
2011,11717,3
2022,12345,61
2016,31082,1
2010,55164-0437,3
2010,33607,1
2011,75024,1
2016,11222,13108
2018,11553,10
2012,30010-3748,2
2016,11716,2
2014,11762,1
2012,11724,2
2015,14218,1
2019,11364,7794
2019,10111,26
2015,11542,4
2012,10471,3143
2012,11507,1
2019,10279,69
2017,30066,1
2021,53562,1
2017,07144,2
2014,12024,1
2015,11030,6
2014,60089,1
2013,02453-3483,1
2012,14217,2
2010,07007,1
2015,10033,17628
2019,10027,18699
2021,07524,1
2019,89118,1
2018,10111,22
2016,10452,26736
2016,60148-8479,1
2012,55439,7
2012,11727,2
2013,11762,1
2011,1103,1
2012,98006,1
2021,11590,2
2015,19713-4322,1
2013,11802-9060,1
2013,14221,3
2016,10703,2
2017,33355,1
2013,07666,2
2010,11510,6
2017,10803,17
2019,11701,1
2014,11767,1
2016,10167,10
2016,10990,1
2019,11554,1
2014,10602-5055,1
2012,53704,2
