NAME,gentrification_metric,median_age,white_non-hispanic_percent,household_income,foreign_born_not_a_us_citizen_percent,bachelors_percent,gross_rent_median_price
10001,-0.11193806715165133,-0.3768341344208565,0.19126478668677205,0.5537011923162677,-0.05610001243746269,0.867621652323945,0.3363615469108807
10002,-4.2790682513051825,-1.416715496489889,0.5530214635203496,-0.7151390936965585,-1.0404619194500442,0.5612556433228455,-0.5947953029164773
10003,0.9354277141283543,0.663047227648176,-0.03359882333258632,0.8335650853962828,1.019750239377306,-0.3583600384244664,0.43553801612326204
10004,4.003313777783457,-1.2810787970895816,-0.689347660658777,2.8924087639461615,1.0974889145700106,0.20131470808990454,3.4053222886495695
10005,9.31995479029716,0.1205004300469413,0.3007115084661239,3.4528803744067367,2.465268344832556,0.8740232057430355,3.7276458135898087
10006,5.083908387593436,-0.7837442326217837,1.3959976329298913,3.1807646511240644,1.0447981373274884,-1.6197669117179598,3.485214444403988
10007,7.55041595985308,0.30134936258068407,0.3735685997929942,0.9949129732561454,1.5879895502960748,1.6095658413600773,4.300665413483568
10009,0.357144563780877,0.5726227613813022,0.8783756033526534,-0.4779831125394958,0.31653159523587016,0.7504034271017761,-0.06860903570634304
10010,-0.5792051952485444,0.7082594607816097,-0.8680876925648007,1.4029625874633966,0.8486218250565211,-1.436169329625547,0.37768507574937293
10011,0.8883953411719159,-0.15077296875367524,0.3991548955211605,1.3921771351054957,0.6176221485200892,0.11398269915630027,0.12698900079585346
10012,0.15684379747791766,0.663047227648176,-0.2872585338632124,0.8233375012637906,0.5899694067165671,-0.38436945226386066,0.36115566421397605
10013,4.885613002448219,0.3013493625806873,1.5878320429752524,2.00043945687608,0.34272949815595194,1.9820724986249854,0.2785086065369916
10014,2.996522417780141,0.30134936258068407,0.19867769229611332,0.9075756033004995,1.3898515280654768,0.11105724780817165,1.6936098940951365
10016,1.1779959061356775,0.663047227648176,-0.610706075239776,0.478512952602855,0.717794496904369,0.18042335365833775,1.3510837550560788
