NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price
14127,30578,45.7,29027,87369.0,330,5399,920.0
14129,1539,44.4,1120,42833.0,40,81,708.0
14130,128,53.7,118,54821.0,0,6,
14131,5382,48.4,5119,70245.0,100,405,1004.0
14132,6171,42.5,5316,61308.0,109,758,545.0
14134,125,41.6,125,78125.0,0,8,
14135,114,61.9,110,34250.0,0,6,557.0
14136,5157,41.0,4833,51055.0,47,407,711.0
14138,2152,36.0,2074,50333.0,0,114,646.0
14139,2417,42.4,2254,77027.0,44,410,715.0
14141,7424,44.7,7114,54746.0,63,637,583.0
14143,1208,47.4,1148,56250.0,3,111,643.0
14145,1744,45.1,1728,57250.0,0,110,791.0
14150,41095,45.1,36793,53150.0,815,5395,788.0
14167,1759,45.7,1695,57500.0,9,134,675.0
14168,96,32.1,16,,0,10,
14169,201,51.3,201,32109.0,0,0,
14170,2655,44.3,2569,70688.0,26,217,644.0
14171,2054,43.2,1865,45365.0,25,187,823.0
14172,2999,45.6,2933,60208.0,14,400,660.0
14173,396,47.9,396,37917.0,0,26,656.0
14174,5412,47.8,5201,65353.0,134,749,737.0
14201,11711,31.3,4881,25207.0,501,1131,649.0
14202,3419,35.5,1785,41731.0,162,426,533.0
14203,1807,36.1,591,32260.0,59,359,741.0
14204,8687,40.8,1437,25222.0,108,463,481.0
14206,20352,38.6,16234,36315.0,212,1358,618.0
14207,23383,31.2,10941,24091.0,2437,1395,648.0
14208,11514,28.1,1769,25170.0,337,514,761.0
14209,7693,37.1,3595,31194.0,364,1133,730.0
14210,14379,34.1,11476,36081.0,208,887,699.0
14211,22017,31.0,3169,24326.0,671,1183,699.0
14212,10611,35.2,4619,23496.0,747,463,615.0
14213,24258,28.9,8153,29515.0,5121,2044,723.0
14214,20381,30.7,10555,43415.0,1320,2820,805.0
14215,39458,32.7,5099,33643.0,846,2169,725.0
14216,22171,37.2,16051,52313.0,538,3933,793.0
14217,22815,43.2,20388,51281.0,291,2916,691.0
14218,18912,37.6,14899,36487.0,689,1295,619.0
14219,11501,41.9,10508,50630.0,210,1125,737.0
14220,24132,37.6,20392,49749.0,421,2569,706.0
14221,54603,47.6,47201,78002.0,2208,10541,1140.0
14222,14377,29.7,10739,54333.0,564,2880,831.0
14223,23111,41.5,20460,60632.0,488,3297,778.0
14224,40660,45.8,39061,60611.0,197,5143,760.0
14225,33273,41.0,26845,46170.0,442,3455,724.0
14226,29414,37.2,22946,66117.0,2025,5101,860.0
14227,22657,48.1,20073,50712.0,748,2310,847.0
14228,21533,33.2,15508,50767.0,2668,3326,898.0
14261,5817,19.6,3204,,723,100,
14301,12730,38.0,7461,23449.0,271,708,593.0
14302,48,87.0,40,,0,8,
14303,5655,37.6,3630,28875.0,259,319,680.0
14304,29409,45.5,26148,49059.0,447,2347,685.0
14305,16682,35.8,10047,33781.0,259,1233,661.0
14411,14424,42.3,11362,42924.0,490,808,644.0
14414,7046,42.2,6659,57561.0,130,809,796.0
14415,173,53.2,154,,0,8,
14416,3550,47.7,3268,50951.0,22,382,744.0
14418,1339,42.9,1287,71118.0,12,157,973.0
14420,20795,31.3,18235,54811.0,678,2205,789.0
14422,2434,42.6,2390,61302.0,15,223,739.0
14423,4816,44.4,4527,54630.0,106,441,739.0
14424,27330,46.3,25582,54654.0,394,3491,843.0
14425,11860,37.0,10304,65679.0,363,2035,1064.0
14427,2156,38.0,2047,53690.0,28,132,679.0
14428,7837,47.1,7567,66123.0,97,1186,1019.0
14432,6237,41.7,5910,54397.0,107,398,704.0
14433,4375,33.0,3974,52538.0,35,123,815.0
14435,2910,48.7,2780,63802.0,23,372,873.0
14437,11484,42.8,9931,44945.0,119,601,659.0
14441,457,34.9,340,56667.0,66,43,913.0
14445,7978,35.9,6817,50235.0,145,1061,851.0
14450,41191,45.3,37426,77955.0,632,9028,944.0
14454,11256,21.8,9896,44814.0,362,816,792.0
14456,19522,36.9,14792,43476.0,677,1686,733.0
14462,530,40.8,499,56875.0,0,46,700.0
14464,7538,40.0,6992,57078.0,13,688,712.0
14466,1910,45.5,1834,69977.0,33,152,526.0
14467,10782,39.8,8065,72377.0,207,1386,947.0
14468,18547,42.7,17610,66339.0,66,2089,957.0
14469,6207,47.2,6068,62468.0,22,751,704.0
14470,7848,44.5,7327,51418.0,89,588,669.0
14471,2550,51.7,2218,60795.0,0,267,933.0
14472,8303,46.3,8070,84074.0,52,1459,844.0
14475,260,45.7,232,75313.0,14,68,
14476,2246,41.0,2077,53857.0,11,169,777.0
14477,1740,47.2,1681,61597.0,0,159,
14478,1566,21.5,1214,83355.0,158,145,
14479,252,44.4,252,31467.0,7,0,626.0
14480,808,31.9,710,38276.0,0,45,811.0
14481,1798,45.3,1610,53669.0,5,163,766.0
14482,8278,41.3,7752,53238.0,25,780,713.0
14485,4323,42.7,3944,50417.0,83,494,684.0
14486,361,49.0,345,59315.0,0,34,
14487,5874,39.3,5645,65977.0,38,783,826.0
14489,7073,47.3,6255,49226.0,63,453,653.0
14502,10866,41.2,10326,67780.0,85,1440,759.0
14504,1910,39.3,1809,50278.0,30,148,846.0
14505,5065,43.8,4684,65323.0,27,474,783.0
14506,1404,45.9,1384,126058.0,0,341,
14507,1272,44.9,1197,58125.0,10,168,750.0
14510,4651,43.2,3864,45020.0,25,239,662.0
14511,334,31.8,316,45667.0,0,94,
14512,4592,48.7,4514,53196.0,34,472,625.0
14513,13740,44.3,11596,41268.0,25,970,696.0
14514,6784,41.3,5890,62299.0,151,930,879.0
14516,2547,44.2,2191,54306.0,56,168,804.0
14517,3163,44.6,3061,40288.0,7,162,531.0
14519,11774,44.6,10817,60339.0,59,1368,783.0
14521,2454,43.8,2314,45132.0,4,167,663.0
14522,9232,44.9,8717,48804.0,30,722,723.0
14525,2751,36.0,2602,64549.0,23,237,669.0
14526,20329,44.5,18082,80659.0,278,3662,859.0
14527,12738,44.3,12352,49010.0,137,1110,698.0
14529,190,51.7,190,,0,0,
14530,5289,44.4,5088,50875.0,94,382,641.0
14532,4611,42.2,4535,53611.0,5,248,729.0
14533,1820,40.9,1767,56959.0,8,170,690.0
14534,32195,46.1,28036,106878.0,1198,7341,1192.0
14536,537,47.1,496,49125.0,5,25,630.0
14537,194,45.1,194,47361.0,0,0,693.0
14539,186,37.1,164,68750.0,0,30,
14541,4317,35.0,2842,58144.0,78,207,923.0
14542,42,61.0,42,,0,10,
14543,3186,50.4,2907,80703.0,49,599,920.0
14544,2242,43.1,2162,55189.0,10,157,586.0
14545,213,44.2,176,55000.0,0,29,
14546,4834,41.8,4182,57306.0,23,663,1015.0
14548,3548,48.3,3448,55536.0,7,307,750.0
14549,48,60.4,48,31477.0,0,10,511.0
14550,1774,40.4,1658,49100.0,10,102,621.0
14551,5339,44.6,4524,45625.0,32,370,687.0
14555,1115,47.0,1034,40156.0,2,109,791.0
14559,18423,42.9,16932,74523.0,335,2989,892.0
14560,2091,45.2,2069,58150.0,3,268,800.0
14561,2896,42.9,2825,64844.0,0,322,726.0
14564,14789,42.5,13990,92034.0,218,2728,1289.0
14568,6085,37.9,5823,74034.0,57,943,696.0
14569,6084,42.6,5699,53620.0,56,365,578.0
14571,1142,47.6,1045,54063.0,42,81,
14572,4968,44.0,4741,47500.0,29,254,701.0
14580,51928,43.5,46216,72157.0,1841,9130,960.0
14585,75,68.9,75,48375.0,0,26,
14586,11267,32.9,8050,76058.0,876,1758,1104.0
14588,677,35.4,279,84063.0,19,0,
14589,7618,45.3,6774,51495.0,147,670,664.0
14590,5198,42.3,4724,43231.0,73,296,547.0
14591,1557,46.6,1519,55625.0,4,182,620.0
14592,152,56.7,152,73750.0,0,14,
14604,1690,43.9,752,20039.0,145,127,581.0
14605,13199,25.8,1482,18562.0,608,497,672.0
14606,28704,36.4,15838,39980.0,1409,2050,807.0
14607,16675,30.0,12942,42327.0,664,3898,781.0
14608,12399,29.6,2227,20450.0,1485,952,734.0
14609,43762,33.5,20059,41769.0,1360,4139,825.0
14610,13781,44.1,11518,59420.0,593,2906,874.0
14611,16531,30.7,3532,25284.0,319,608,776.0
14612,33905,45.5,29388,58917.0,482,5150,824.0
14613,13232,30.5,3816,30044.0,1324,751,794.0
14614,1179,28.7,317,,0,34,
14615,16375,35.9,9009,37921.0,554,1700,817.0
14616,28280,41.5,22669,47058.0,811,3227,843.0
14617,22848,44.2,20240,61735.0,355,4491,860.0
14618,22705,40.1,18935,92114.0,1061,3975,981.0
14619,14787,32.6,2606,36941.0,348,1041,929.0
14620,24902,31.4,16744,42576.0,2028,4389,841.0
14621,34095,33.0,5227,25694.0,1508,1246,747.0
14622,11952,46.4,9997,52492.0,317,1616,865.0
14623,25923,27.7,18059,49093.0,3090,3064,941.0
14624,35694,41.2,29150,62026.0,1308,5158,903.0
14625,10354,48.4,9799,74663.0,115,2136,985.0
14626,30500,47.0,25936,55578.0,1099,4094,941.0
14627,2506,19.6,1763,,328,14,
14701,40070,40.8,34549,37016.0,239,3085,598.0
14706,6198,45.9,5906,52200.0,25,607,649.0
14707,193,53.1,181,55417.0,2,8,
14708,209,35.9,209,68214.0,0,9,
14709,1552,41.8,1496,43281.0,5,131,565.0
14710,3237,48.8,3142,55239.0,19,175,932.0
14711,2031,31.6,1924,44762.0,15,83,574.0
14712,3384,47.7,3341,50046.0,50,425,625.0
14714,524,38.0,516,45000.0,0,22,975.0
14715,2824,38.3,2740,40529.0,29,125,582.0
14716,3114,33.5,2508,38333.0,46,145,566.0
14717,510,49.2,492,41016.0,0,52,548.0
14718,2354,41.4,2056,55319.0,19,165,703.0
14719,3547,44.0,3387,46991.0,22,165,557.0
14720,712,39.0,651,38750.0,0,32,600.0
14721,119,28.0,119,,0,4,475.0
14722,381,66.2,315,102813.0,16,61,
14723,1113,47.5,1096,52417.0,8,76,711.0
14724,2505,35.9,2475,50298.0,3,145,765.0
14726,2146,23.9,2119,33558.0,6,79,632.0
14727,5137,46.3,4954,48750.0,30,415,704.0
14728,932,50.1,921,43864.0,8,107,
14729,813,51.6,801,61771.0,4,52,669.0
14731,1243,53.8,1191,52961.0,20,197,625.0
14732,124,46.3,119,55938.0,7,4,
14733,3856,38.0,3675,42358.0,58,210,596.0
14735,2763,40.6,2732,37888.0,17,154,564.0
14736,243,54.1,243,39688.0,2,14,689.0
14737,4139,42.4,4003,43373.0,22,239,619.0
14738,3531,53.8,3454,47238.0,28,268,
14739,2766,43.1,2683,36543.0,21,90,602.0
14740,1367,53.5,1339,52174.0,7,109,725.0
14741,2297,42.2,2224,53875.0,13,182,743.0
14742,316,64.5,254,78542.0,0,18,
14743,1683,42.9,1592,43512.0,0,113,666.0
14744,2259,21.1,2004,53000.0,102,157,768.0
14747,2229,48.1,2112,41667.0,12,70,496.0
14748,742,32.8,505,29318.0,0,21,538.0
14750,4300,46.5,4150,51582.0,0,543,663.0
14752,198,52.9,198,,26,18,
14753,1041,46.4,990,36528.0,0,65,575.0
14754,585,46.5,581,46641.0,12,25,580.0
14755,3122,40.4,2860,44018.0,22,191,542.0
14756,103,45.7,103,38919.0,0,66,
14757,3405,42.9,3136,46719.0,68,377,650.0
14760,18235,43.2,16763,42729.0,179,1752,608.0
14767,1913,37.5,1853,37461.0,10,108,603.0
14769,927,47.9,927,38580.0,0,92,535.0
14770,2836,43.3,2755,52727.0,18,316,624.0
14772,3916,36.8,3736,41375.0,18,180,557.0
14774,143,36.0,139,62917.0,0,1,713.0
14775,2461,41.3,2400,44034.0,10,169,567.0
14777,550,54.4,502,43125.0,0,42,705.0
14778,1428,20.0,1099,,138,0,
14779,6672,35.8,4418,33111.0,59,391,608.0
14781,2119,38.3,2076,44600.0,4,131,630.0
14782,2549,37.0,2423,43015.0,0,152,635.0
14783,351,43.1,181,30625.0,0,3,450.0
14784,718,42.2,700,44167.0,4,40,702.0
14787,4929,49.1,4607,44931.0,66,404,618.0
14788,209,49.4,195,83472.0,0,0,428.0
14801,5611,38.8,5428,44801.0,28,305,616.0
14802,4273,20.1,3334,32955.0,287,105,788.0
14803,855,45.3,803,52083.0,35,138,801.0
14804,1464,39.7,1415,55250.0,4,129,598.0
14805,1049,37.7,977,60833.0,6,139,857.0
14806,2267,42.1,2173,54306.0,0,137,657.0
14807,2836,47.0,2811,53032.0,12,156,697.0
14808,494,52.1,477,43798.0,6,14,619.0
14809,2363,44.4,2277,42262.0,4,152,698.0
14810,12621,44.5,11794,41026.0,61,865,616.0
14812,3231,38.8,3093,54583.0,13,203,715.0
14813,2449,44.5,2294,43068.0,24,197,574.0
14814,1850,38.5,1665,62061.0,40,239,
14815,988,52.0,960,44148.0,0,88,741.0
14816,519,41.6,448,57361.0,0,51,
14817,2494,39.5,2175,47052.0,14,346,865.0
14818,1804,49.0,1778,58750.0,19,225,843.0
14819,801,37.0,799,33542.0,6,28,883.0
14820,834,44.7,828,44213.0,0,14,605.0
14821,3193,46.4,3118,51829.0,16,230,755.0
14822,1297,38.3,1217,41088.0,16,89,767.0
14823,3660,42.5,3605,50519.0,0,225,598.0
14824,424,49.9,384,39444.0,0,15,790.0
14825,781,52.0,765,56250.0,0,56,756.0
14826,1982,45.5,1912,40990.0,0,138,619.0
14827,98,29.5,98,36442.0,0,26,
14830,19965,40.1,18412,55895.0,268,2354,739.0
14836,910,52.0,906,75357.0,0,70,
14837,5653,39.9,5537,46906.0,48,363,623.0
14838,2056,42.2,1984,58826.0,11,175,808.0
14839,819,37.7,817,50000.0,0,21,536.0
14840,2866,54.9,2783,51875.0,26,473,637.0
14841,599,60.1,581,61544.0,0,112,
14842,940,53.6,940,46285.0,0,103,
14843,12968,40.4,12100,41859.0,151,849,614.0
14845,20728,45.6,19005,61522.0,312,2968,864.0
14846,824,48.1,811,47188.0,14,36,663.0
14847,2388,46.3,2263,44094.0,30,233,645.0
14850,66159,26.6,46674,50290.0,8311,8198,1064.0
14853,2864,19.6,2111,,225,0,
14854,28,57.6,28,,0,19,
14855,1083,30.5,1079,48942.0,0,33,460.0
14856,234,23.4,234,,0,0,
14858,1627,39.6,1566,54079.0,10,136,744.0
14859,723,49.1,702,61053.0,0,9,571.0
14860,1235,44.7,1227,52500.0,1,79,627.0
14861,1215,48.6,1215,42656.0,14,47,754.0
14864,1156,50.7,1120,69732.0,9,48,812.0
14865,3005,49.4,2848,39132.0,77,224,604.0
14867,5800,42.3,5316,58411.0,61,743,854.0
14869,1359,43.6,1311,51597.0,0,110,565.0
14870,9938,41.4,8283,63376.0,508,1146,880.0
14871,5294,46.7,4861,66575.0,32,426,783.0
14872,769,49.1,635,51293.0,13,52,638.0
14873,2662,44.6,2506,48770.0,1,181,553.0
14874,255,50.8,250,39231.0,1,16,856.0
14877,372,51.2,365,41250.0,3,20,622.0
14878,603,35.6,589,57404.0,0,24,730.0
14879,1999,44.8,1911,47083.0,7,105,680.0
14880,1407,49.3,1395,50726.0,0,85,664.0
14881,287,44.5,287,109803.0,0,143,
14882,3985,38.6,3499,67236.0,55,977,1253.0
14883,3920,44.1,3620,46354.0,80,378,713.0
14884,223,56.1,221,47917.0,0,9,
14885,748,42.5,720,53636.0,5,47,
14886,7269,43.5,6866,66661.0,95,846,852.0
14889,1779,43.1,1727,55375.0,4,163,819.0
14891,4310,44.3,4057,44161.0,25,316,677.0
14892,8299,41.2,8045,46125.0,36,507,686.0
14893,6,,6,,0,0,
14894,1325,43.1,1280,43828.0,3,69,710.0
14895,9446,47.0,9135,41849.0,32,818,598.0
14897,846,43.4,841,45000.0,2,36,490.0
14898,1826,34.4,1807,40769.0,3,79,706.0
14901,16334,34.1,11591,26944.0,267,815,659.0
14903,7143,40.9,6712,53413.0,60,562,674.0
14904,15782,37.4,12999,37927.0,92,921,714.0
14905,9150,45.4,8276,57297.0,70,1326,769.0
