NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price
10453,79606,30.4,941,25275.0,18517,4635,1130.0
10454,38203,29.6,888,21149.0,6526,1290,730.0
10455,42283,30.6,563,26801.0,8007,2230,974.0
10456,94218,30.9,1133,27106.0,18382,5566,1019.0
10457,74554,29.8,1052,27420.0,17630,3717,1154.0
10458,83960,29.0,6995,33932.0,20855,4879,1222.0
10459,48351,31.3,791,27687.0,8678,3177,1020.0
10460,59505,31.6,1539,26866.0,10610,3440,1053.0
10461,50348,37.8,16754,56612.0,6065,5993,1373.0
10462,76756,36.3,8909,52409.0,11483,8500,1342.0
10463,71360,39.8,22584,58551.0,9250,10705,1326.0
10464,4434,44.9,2966,93365.0,128,781,1186.0
10465,44205,41.5,18898,74796.0,2361,4609,1356.0
10466,72479,36.6,2074,51477.0,11340,7800,1281.0
10467,103732,33.7,9736,37015.0,20402,8921,1285.0
10468,78647,32.2,2323,36046.0,20384,5264,1236.0
10469,73870,40.2,7907,63652.0,10529,7623,1379.0
10470,15432,40.5,5590,57160.0,1906,2302,1380.0
10471,21896,44.9,12819,85707.0,1938,3686,1548.0
10472,68796,32.1,1795,30977.0,16846,3856,1173.0
10473,59609,36.1,1535,41638.0,5752,4862,964.0
10474,12127,30.2,147,25493.0,3254,667,1138.0
10475,43208,45.0,3419,50832.0,2675,5918,1023.0
10501,1394,47.1,1171,197321.0,15,319,
10502,5567,47.4,4031,163902.0,300,1050,1440.0
10503,173,60.9,139,,0,37,
10504,8254,45.3,7073,208275.0,399,1927,2805.0
10505,925,42.1,777,,5,101,1163.0
10506,5693,45.5,5262,222500.0,129,1360,2409.0
10507,7068,35.6,3747,64500.0,1402,1025,1562.0
10509,19461,42.0,14341,102372.0,1587,2780,1372.0
10510,10381,44.5,7600,167847.0,404,2247,1568.0
10511,2158,40.8,1678,109375.0,94,344,1539.0
10512,24716,47.0,19325,97363.0,953,3893,1325.0
10514,12389,42.0,10431,,403,2769,3444.0
10516,5542,47.2,4944,102841.0,146,1157,1449.0
10517,420,48.4,369,72067.0,27,48,1766.0
10518,1231,55.1,1072,198255.0,0,447,
10519,220,39.7,177,148375.0,20,3,
10520,13152,44.7,9863,105670.0,651,2467,1373.0
10522,11027,39.3,8027,138477.0,779,2025,1850.0
10523,9077,36.9,2533,98700.0,1385,1254,2185.0
10524,4227,46.9,3438,122419.0,179,753,1547.0
10526,1572,48.0,1266,125801.0,97,306,1649.0
10527,774,48.1,763,161583.0,11,101,
10528,13128,40.3,9542,120846.0,2388,2731,2169.0
10530,12791,46.7,7865,108817.0,970,2914,1816.0
10532,4968,45.0,3996,99167.0,214,821,1615.0
10533,7551,43.8,6385,144121.0,398,1450,1569.0
10535,427,51.3,427,,0,36,1568.0
10536,10853,44.5,9465,175833.0,445,2326,1940.0
10537,2106,43.0,1233,103021.0,96,724,2014.0
10538,16545,40.8,13365,177553.0,1305,3690,1847.0
10541,26656,41.8,23162,107258.0,1338,4136,1402.0
10543,20715,41.2,13410,99124.0,3203,3895,1884.0
10545,129,52.5,97,,11,33,
10546,1496,45.0,1117,199250.0,170,265,3278.0
10547,7737,42.2,4898,117721.0,562,1224,1769.0
10548,3817,47.2,2952,84444.0,103,685,1332.0
10549,16465,43.7,10133,109450.0,2499,2796,1490.0
10550,37817,34.6,3050,47955.0,5933,2984,1273.0
10552,19569,44.9,7692,74427.0,1733,3520,1456.0
10553,10429,41.0,204,71477.0,927,1390,1443.0
10560,4825,49.7,3925,134076.0,196,1306,1637.0
10562,31772,40.0,13240,76793.0,6218,4397,1557.0
10566,23951,39.3,7843,54332.0,4090,2794,1374.0
10567,20563,44.8,13642,126907.0,1123,3975,1955.0
10570,12893,38.6,9927,134545.0,780,2377,1759.0
10573,38861,38.7,15603,82150.0,9439,5716,1556.0
10576,4891,51.2,4234,205905.0,185,1299,3353.0
10577,6373,20.4,4289,202583.0,497,620,
10578,868,33.1,631,110972.0,99,140,2007.0
10579,8483,45.0,6967,103750.0,310,1368,1643.0
10580,17391,43.5,14363,183871.0,1443,4185,2157.0
10583,40013,43.6,29884,201232.0,3219,7905,1944.0
10588,2808,50.5,1820,103516.0,429,710,1814.0
10589,8751,59.5,7961,103239.0,271,2230,2610.0
10590,7060,45.1,6108,144722.0,102,1789,2035.0
10591,23077,39.9,11422,95339.0,3993,3564,1588.0
10594,5215,40.8,4043,147115.0,277,1020,2200.0
10595,8341,37.5,5477,110448.0,773,1337,1907.0
10596,1310,38.0,1136,93533.0,21,172,1806.0
10597,851,49.3,813,,0,274,
10598,29492,44.2,23018,124555.0,1150,5266,1383.0
10601,11612,39.3,4542,65435.0,2055,2418,1710.0
10603,17843,39.8,7338,99005.0,1583,3467,1648.0
10604,11045,42.1,6477,93692.0,1787,1802,1840.0
10605,18643,44.7,12559,111399.0,1867,3553,1613.0
10606,16600,36.4,5166,79882.0,4137,2641,1747.0
10607,7194,42.7,2627,132141.0,1026,1196,1590.0
10701,59312,36.1,15972,44559.0,8640,5833,1287.0
10703,21854,38.2,7400,64456.0,2945,2668,1279.0
10704,32223,41.7,18810,73165.0,3191,4671,1492.0
10705,40733,36.3,8770,48540.0,7666,3911,1292.0
10706,8734,44.9,7169,144414.0,375,1888,1793.0
10707,10316,40.7,7406,101419.0,621,1934,1734.0
10708,21935,43.0,15809,106875.0,1320,4391,1668.0
10709,9663,43.4,8184,117833.0,667,1734,1686.0
10710,26410,43.8,13200,87760.0,2133,4786,1446.0
10801,41759,36.1,13351,64769.0,8569,4640,1472.0
10803,12544,39.2,8390,152932.0,982,2271,1825.0
10804,14753,45.8,11764,191773.0,677,3266,2568.0
10805,19215,42.1,7440,71439.0,2995,2782,1521.0
10901,23538,44.1,17199,95744.0,1570,3926,1421.0
10913,5610,38.3,4526,140375.0,130,1092,1413.0
10914,395,57.2,320,133047.0,0,32,
10915,98,54.9,98,,0,0,
10916,4361,43.0,3832,101793.0,103,743,1565.0
10917,1855,36.0,1281,109750.0,171,296,1588.0
10918,12287,38.2,7999,103597.0,215,1523,1475.0
10919,1491,43.9,1340,102738.0,38,73,
10920,9008,43.9,6019,115745.0,579,1464,1388.0
10921,3911,43.7,2997,89239.0,133,421,1366.0
10922,1562,35.6,1147,86607.0,39,282,1769.0
10923,8244,39.4,3553,80149.0,991,888,1458.0
10924,13389,43.4,10407,101801.0,519,2044,1235.0
10925,3878,51.0,2971,90709.0,59,472,1119.0
10926,3467,38.7,1626,80625.0,294,489,1546.0
10927,12081,34.0,2565,61336.0,2505,1125,1389.0
10928,4057,42.0,2424,82500.0,244,728,1300.0
10930,8990,41.0,6201,131111.0,369,1300,1330.0
10931,1017,38.3,345,70833.0,155,94,1694.0
10932,104,64.5,85,,0,22,
10933,422,54.6,395,94808.0,0,29,
10940,49068,38.5,21773,61367.0,2760,4349,1211.0
10941,13176,38.7,6291,73056.0,353,1307,1271.0
10950,50895,22.4,41276,76637.0,1736,3969,1300.0
10952,41834,19.4,37913,56594.0,2316,2568,1440.0
10953,96,47.0,96,,0,0,
10954,23354,44.4,13287,105698.0,1822,5112,2069.0
10956,31619,45.5,21297,133297.0,1439,7063,1407.0
10958,3365,43.9,2495,100714.0,53,470,1234.0
10960,15684,41.9,8598,84983.0,1595,2925,1679.0
10962,5314,47.9,3911,110833.0,253,1036,1100.0
10963,4276,42.6,2337,74306.0,261,285,1521.0
10964,1283,55.2,1032,124844.0,41,266,1835.0
10965,15517,42.7,12852,110650.0,664,2545,1375.0
10968,2363,49.6,1706,115208.0,90,663,1880.0
10969,1379,44.9,1090,102688.0,43,131,1141.0
10970,10055,41.2,4732,91174.0,958,1629,1646.0
10973,2123,37.9,1744,95156.0,40,262,1542.0
10974,3175,43.3,2432,95446.0,244,476,1750.0
10975,257,34.0,166,,0,62,
10976,2357,37.0,1577,63875.0,154,300,532.0
10977,64882,27.0,31670,55145.0,10442,4553,1348.0
10979,171,50.8,171,,0,0,
10980,13943,43.0,9576,105437.0,585,1828,1526.0
10983,6178,42.9,4331,110250.0,168,1191,2256.0
10984,2780,44.9,1464,129315.0,46,576,2520.0
10985,189,33.2,189,176143.0,0,9,
10986,1791,43.4,1509,150625.0,52,319,
10987,3342,48.8,2719,105069.0,128,788,1515.0
10988,889,43.4,602,80972.0,38,110,1228.0
10989,9300,46.7,5792,117368.0,240,1939,2161.0
10990,20010,46.6,16206,101357.0,326,3686,1048.0
10992,8951,42.8,6676,97000.0,101,1235,935.0
10993,5433,36.8,1403,50559.0,712,329,1174.0
10994,7326,48.9,5553,148342.0,174,1418,1375.0
10996,6673,20.9,4700,103417.0,106,496,3119.0
10998,3157,41.1,2502,90567.0,87,382,1295.0
11001,27867,43.0,17260,108438.0,1767,5147,1634.0
11003,45263,38.7,6867,97338.0,6577,6346,1768.0
11004,15234,44.4,5090,92657.0,1147,2937,1492.0
11005,1749,81.5,1701,62993.0,0,354,
11010,25068,42.5,17160,108952.0,1477,3628,1683.0
11020,5728,46.0,2277,135938.0,687,1286,1494.0
11021,18185,46.8,12505,99170.0,1517,4095,1784.0
11023,9215,39.3,7804,116250.0,653,1663,2295.0
11024,8101,31.4,6569,106250.0,540,1270,1794.0
11030,18578,47.2,14101,187159.0,567,4522,1513.0
11040,41877,43.8,17971,124378.0,4046,8562,1878.0
11042,522,85.9,295,,15,30,
11050,30132,42.3,20988,122845.0,3112,6854,2039.0
11096,8311,35.4,2175,56917.0,1533,520,1440.0
11101,30043,34.1,9746,65392.0,5382,6342,1608.0
11102,30800,33.7,13229,64067.0,5659,7540,1697.0
11103,36140,33.8,20953,71437.0,6723,9684,1700.0
11104,26119,37.8,11361,61269.0,7436,6074,1577.0
11105,37382,35.4,22775,73959.0,5106,9134,1709.0
11106,38363,35.5,15779,63703.0,6882,10125,1614.0
11109,5981,32.7,3719,148590.0,1377,1964,3187.0
11201,62823,35.2,36991,124996.0,6223,16981,2410.0
11203,75451,39.8,2881,51277.0,11509,8334,1306.0
11204,76978,34.7,41872,49785.0,14482,9241,1375.0
11205,46064,29.8,19470,56708.0,4982,7130,1420.0
11206,88349,29.3,29534,36404.0,8474,10947,1068.0
11207,91972,34.1,3695,37243.0,12549,6628,1178.0
11208,98660,32.5,2388,40733.0,16461,6539,1260.0
11209,67809,40.6,43770,72314.0,7728,14420,1510.0
11210,67040,35.6,19773,65900.0,9810,8873,1353.0
11211,102624,30.7,65618,71225.0,10354,22457,1789.0
11212,76527,37.6,907,26239.0,10954,5545,953.0
11213,66295,33.4,13651,41710.0,9120,7764,1236.0
11214,92946,39.6,39676,54041.0,20759,13738,1360.0
11215,70156,36.0,46961,123583.0,6107,18903,2216.0
11216,56308,34.2,14656,61121.0,6128,12331,1408.0
11217,41407,35.0,21072,107362.0,3595,10482,2015.0
11218,74508,34.2,39092,69415.0,10976,11574,1550.0
11219,90036,27.8,55723,39295.0,15275,5918,1394.0
11220,95643,34.3,13452,47079.0,32580,9040,1355.0
11221,83835,31.6,13793,50153.0,10012,11839,1372.0
11222,36492,34.8,26794,85111.0,4375,11797,1966.0
11223,81789,36.5,42631,50108.0,13646,10981,1318.0
11224,46707,45.5,23843,33131.0,4843,6942,822.0
11225,58882,34.8,14516,55862.0,7994,9697,1395.0
11226,100277,34.7,12161,52052.0,18521,12809,1365.0
11228,44994,41.1,22126,67911.0,6940,6935,1416.0
11229,83615,40.8,49672,60873.0,12278,13376,1319.0
11230,89075,33.8,58782,49541.0,14426,12998,1360.0
11231,37845,35.9,21942,100213.0,2703,8545,1749.0
11232,27602,33.8,6141,56661.0,6369,3570,1492.0
11233,76819,33.0,5320,40449.0,7394,8449,1175.0
11234,95666,40.3,35900,81399.0,8793,13631,1448.0
11235,78128,45.1,56160,52538.0,15175,16573,1321.0
11236,100331,37.9,4333,67669.0,11464,12410,1377.0
11237,49310,30.3,9791,51413.0,11466,7196,1484.0
11238,54540,35.8,23185,85407.0,4256,14566,1730.0
11239,13244,46.8,2487,27104.0,547,1163,690.0
11354,55200,45.5,9060,42500.0,19601,5776,1440.0
11355,80853,42.8,6043,39207.0,31085,7544,1392.0
11356,23362,37.1,6189,60493.0,5347,2059,1656.0
11357,39902,45.5,23849,83951.0,3803,6936,1763.0
11358,37190,43.9,12476,66129.0,7784,5226,1601.0
11360,19621,48.5,10832,86174.0,2074,4591,2047.0
11361,27246,43.3,11384,85887.0,4024,5057,1783.0
11362,18721,49.4,8289,89185.0,1827,3413,1808.0
11363,6952,47.8,3531,104792.0,630,1581,2080.0
11364,36806,44.8,12523,76988.0,4561,7060,1753.0
11365,44983,40.8,11388,66483.0,6792,7219,1557.0
11366,14650,40.6,5707,78990.0,2037,2752,1746.0
11367,41824,36.4,19408,57933.0,6069,5979,1366.0
11368,112425,32.4,4409,50797.0,43315,6742,1572.0
11369,34118,38.3,2747,54121.0,8602,2720,1503.0
11370,32514,37.5,8236,65098.0,5507,3325,1628.0
11372,61844,40.5,11022,56383.0,22245,8640,1441.0
11373,93967,38.2,6148,51183.0,31313,12905,1485.0
11374,42653,43.8,18568,63161.0,8577,9996,1591.0
11375,73488,42.7,36724,80542.0,10215,18061,1731.0
11377,86421,40.0,18107,57010.0,31177,13280,1490.0
11378,37279,37.7,20160,73333.0,5962,4923,1600.0
11379,37851,42.7,25050,82819.0,4126,5837,1518.0
11385,106717,35.4,49227,72261.0,21077,12808,1477.0
11411,20759,44.2,207,93882.0,2074,2951,1531.0
11412,37458,40.5,286,78517.0,3935,3772,1441.0
11413,42443,39.8,632,86324.0,4719,4953,1664.0
11414,29219,45.0,19824,71648.0,1028,3828,1576.0
11415,19372,38.9,9010,68294.0,2880,3914,1540.0
11416,27125,35.6,3448,67461.0,5457,2858,1489.0
11417,31927,38.3,6244,73424.0,5025,3712,1514.0
11418,38517,35.1,6312,66570.0,8656,4536,1461.0
11419,49618,37.0,2136,70882.0,11128,5032,1554.0
11420,48489,39.2,2367,67932.0,7386,4900,1553.0
11421,41002,37.8,6898,72066.0,8291,4911,1612.0
11422,32082,38.4,1053,89235.0,3934,3705,1722.0
11423,31400,40.8,2807,70266.0,5240,4547,1411.0
11426,20801,38.6,5834,88803.0,2684,3192,1729.0
11427,24037,42.0,4762,74581.0,2773,3395,1399.0
11428,18929,40.8,2095,73699.0,1821,1736,1487.0
11429,27403,39.0,434,83240.0,3810,3320,1401.0
11430,198,46.9,7,,7,5,
11432,62053,36.0,8027,55906.0,13449,9499,1453.0
11433,36489,35.0,600,51521.0,6489,2702,1282.0
11434,65791,37.9,1024,62207.0,5697,6505,1141.0
11435,59296,35.8,6737,64086.0,14064,8073,1466.0
11436,20077,36.9,308,75242.0,2949,1839,1591.0
11501,19393,41.3,13411,96079.0,2452,3421,1627.0
11507,7286,48.0,4100,129613.0,414,1370,1900.0
11509,2153,53.9,2015,141250.0,4,478,2817.0
11510,33484,41.7,12804,108761.0,2607,5636,1833.0
11514,4597,42.0,3043,89074.0,369,769,1789.0
11516,7670,27.8,6179,107440.0,721,954,1872.0
11518,10101,41.2,8302,100082.0,272,1567,2025.0
11520,43408,38.8,10622,76388.0,7122,5079,1434.0
11530,28454,42.2,24746,160598.0,584,6730,3154.0
11542,27773,39.4,15223,78339.0,4817,3921,1768.0
11545,12390,45.3,9942,160464.0,483,2825,1756.0
11547,776,26.6,710,81500.0,0,150,743.0
11548,2963,22.1,1734,133699.0,311,345,1925.0
11549,2901,20.1,1711,,245,0,
11550,57652,34.6,4036,64097.0,14588,4575,1410.0
11552,25178,39.1,12680,117069.0,1749,3454,2024.0
11553,25869,34.7,2867,73424.0,5755,2148,1500.0
11554,37358,41.9,24027,105192.0,2709,5688,2332.0
11557,7480,47.0,5661,126287.0,624,1575,1620.0
11558,8217,45.3,5505,90753.0,684,886,1600.0
11559,8181,42.4,7098,108750.0,244,1519,1686.0
11560,6365,45.8,5517,129250.0,279,1565,1842.0
11561,37662,45.5,28646,96163.0,1889,7445,1880.0
11563,21965,43.9,15573,97169.0,938,3941,1770.0
11565,8696,48.4,6682,120890.0,81,1881,2000.0
11566,33401,43.1,28433,149367.0,578,6697,2266.0
11568,4704,23.9,3104,192266.0,298,842,1394.0
11569,1080,55.0,1038,153398.0,9,148,2197.0
11570,27722,42.1,20319,118309.0,1095,5478,1630.0
11572,29846,42.7,25361,115096.0,683,5395,1413.0
11575,16546,34.1,306,80574.0,2998,1280,1833.0
11576,12099,49.0,9129,162715.0,572,2935,2381.0
11577,12808,43.4,8735,139896.0,777,2978,2218.0
11579,5209,48.1,4552,121354.0,203,1064,2151.0
11580,43714,40.0,10036,109470.0,3858,6634,1721.0
11581,21275,38.6,10166,108800.0,1421,3938,1709.0
11590,46560,39.4,16669,102789.0,6926,6903,1869.0
11596,10561,41.4,7745,126017.0,691,1873,1843.0
11598,13715,34.5,11848,141088.0,355,2180,2135.0
11691,67094,31.1,16075,46147.0,7997,6269,1200.0
11692,20991,34.2,2093,44024.0,2274,2034,1010.0
11693,12919,39.5,6065,59431.0,971,1401,1037.0
11694,21354,48.5,15589,80976.0,932,3843,1321.0
11697,3540,49.1,3243,103580.0,1,704,
11701,28149,39.8,9620,82983.0,3491,3084,1434.0
11702,13788,43.6,11462,123929.0,318,2706,1893.0
11703,15952,42.3,11562,99189.0,682,1858,1952.0
11704,40285,41.1,25334,90089.0,2266,4395,1728.0
11705,7565,43.9,6514,108664.0,114,1180,1789.0
11706,68773,35.6,23923,86808.0,9651,6387,1577.0
11709,6708,49.2,6044,105469.0,135,1065,1545.0
11710,34237,42.9,28864,132281.0,756,6518,1636.0
11713,9710,35.7,4428,73380.0,905,623,2119.0
11714,22714,44.4,18403,106693.0,1185,4248,1931.0
11715,4832,42.1,4406,119344.0,0,851,1750.0
11716,9957,41.1,8566,90830.0,219,991,1777.0
11717,63054,33.1,11292,76767.0,15047,3707,1462.0
11718,3069,48.2,2643,122857.0,14,689,1244.0
11719,3604,50.3,2813,87813.0,176,438,1352.0
11720,28556,37.2,21792,106013.0,1462,3641,1904.0
11721,6086,50.6,5602,139226.0,108,1271,1710.0
11722,32524,34.8,7415,69360.0,5874,2439,1610.0
11724,3160,43.9,2558,,299,741,2887.0
11725,29578,46.8,25294,128369.0,649,5696,1744.0
11726,20558,38.0,7786,73720.0,3395,1715,1580.0
11727,29823,41.4,17458,82468.0,1963,3627,1982.0
11729,27419,40.3,15882,89858.0,1572,3833,1593.0
11730,13860,41.8,11987,122646.0,283,1877,2026.0
11731,30357,44.1,26106,117068.0,846,5317,1944.0
11732,3764,49.5,3197,116786.0,68,561,2293.0
11733,16545,46.7,13197,146802.0,841,2950,2211.0
11735,33454,41.3,24272,105454.0,1955,5142,1625.0
11738,17352,40.1,13585,105182.0,801,1924,2025.0
11739,1027,46.2,937,142917.0,6,198,
11740,9070,45.7,8080,112500.0,112,1895,537.0
11741,27149,41.6,22323,105410.0,670,3744,1899.0
11742,12566,44.2,9694,101012.0,286,1749,1706.0
11743,41938,47.0,33247,123071.0,1553,8681,1878.0
11746,68491,40.0,40864,111002.0,6932,11281,1797.0
11747,18922,49.3,15494,122964.0,720,3972,2307.0
11749,3345,37.5,1474,95379.0,263,402,1947.0
11751,14559,42.5,11959,104381.0,769,2263,1440.0
11752,9564,42.4,7608,107470.0,123,1236,1991.0
11753,12596,44.8,7909,168627.0,1213,3308,1862.0
11754,18086,45.7,15804,105500.0,247,3227,1504.0
11755,12510,40.8,10297,109490.0,383,1946,1840.0
11756,43099,41.7,31031,120805.0,1360,5655,2065.0
11757,44115,41.5,33013,87225.0,2842,4625,1558.0
11758,53424,44.3,46357,114681.0,839,9766,2050.0
11762,22606,43.3,20171,126693.0,218,4165,2333.0
11763,29018,39.2,19043,87500.0,1045,3388,1829.0
11764,12723,40.8,11235,123149.0,244,1827,1445.0
11765,723,49.7,563,237813.0,69,182,2643.0
11766,12414,43.9,10047,117283.0,293,1817,864.0
11767,15783,44.3,13468,121968.0,268,2785,1910.0
11768,21158,49.4,19360,126841.0,384,4794,1786.0
11769,8706,49.3,7915,95987.0,101,1266,1499.0
11770,57,45.1,51,120625.0,0,13,
11771,9500,46.4,7478,124659.0,474,2232,1738.0
11772,45964,39.4,31158,75856.0,4408,5113,1435.0
11776,24666,41.8,17733,100350.0,1333,3516,1816.0
11777,8951,46.7,7404,112372.0,735,1132,1826.0
11778,11641,38.3,10091,92731.0,246,1420,1488.0
11779,38063,40.2,28530,93777.0,1443,4492,1504.0
11780,15753,46.6,13319,120595.0,346,2541,1858.0
11782,14915,45.0,13526,111581.0,216,2511,1825.0
11783,21265,43.1,19180,128015.0,289,3875,2075.0
11784,24992,38.3,17856,91162.0,1175,2806,1761.0
11786,6111,40.2,5062,127092.0,112,793,2510.0
11787,34099,45.3,30380,125369.0,520,6206,1621.0
11788,16228,43.0,12647,109036.0,763,3091,2071.0
11789,8380,44.5,7256,98148.0,212,1788,1571.0
11790,17694,25.2,11873,137090.0,1967,2634,3280.0
11791,26121,42.9,17499,168902.0,1679,5666,2503.0
11792,8688,40.5,7819,134803.0,187,1309,2648.0
11793,31238,42.6,27108,130957.0,561,5649,1616.0
11794,2952,19.9,896,,676,33,
11795,24982,43.6,22308,115506.0,226,3508,1679.0
11796,3826,46.3,3475,101250.0,101,494,1602.0
11797,8737,52.6,6953,169099.0,343,2083,2631.0
11798,15033,32.6,1036,79771.0,1637,1174,1526.0
11801,40340,43.9,22276,106151.0,4614,6707,1909.0
11803,28018,44.1,21950,144444.0,1430,6583,1741.0
11804,4916,45.3,4445,133281.0,35,1083,300.0
11901,27486,43.1,15875,63461.0,3512,2231,1456.0
11930,893,60.5,809,100474.0,60,165,1750.0
11931,44,16.5,44,,0,11,
11932,1138,49.3,597,104444.0,121,248,1300.0
11933,7302,48.7,5316,64042.0,202,661,2135.0
11934,8006,40.1,6719,93512.0,131,546,1654.0
11935,3199,51.6,3035,94221.0,132,603,1621.0
11937,15984,51.4,11460,101723.0,2030,3337,1774.0
11939,954,61.7,842,80694.0,27,178,1673.0
11940,5404,44.7,4966,102397.0,36,409,1725.0
11941,2004,45.2,1806,109545.0,19,304,1304.0
11942,4597,46.7,3884,86890.0,109,476,1748.0
11944,4121,56.3,2961,61250.0,273,607,1324.0
11946,15145,42.6,9979,79516.0,2679,2277,1717.0
11947,511,53.4,511,,0,141,
11948,922,37.7,656,132813.0,0,79,
11949,14863,42.6,12230,95851.0,336,1692,1722.0
11950,15884,34.3,9603,79149.0,1272,1001,1990.0
11951,12391,38.9,9049,66057.0,670,913,1793.0
11952,4841,53.4,4526,92045.0,72,894,1351.0
11953,13401,43.5,8527,72733.0,559,1443,1748.0
11954,3655,53.5,3031,95278.0,224,978,2302.0
11955,3785,45.8,2861,62105.0,193,321,1764.0
11956,212,56.9,202,64917.0,8,57,1861.0
11957,782,64.2,734,70250.0,8,156,1721.0
11958,698,60.2,576,,122,136,
11959,784,51.9,697,72917.0,0,174,1630.0
11960,696,63.3,656,87159.0,0,100,
11961,13330,48.5,10547,65600.0,537,1065,1389.0
11962,309,63.9,307,117500.0,9,164,
11963,7430,47.2,5664,88686.0,905,1766,1987.0
11964,2054,50.6,1794,82686.0,93,452,
11965,690,59.2,674,120772.0,10,127,
11967,27649,35.8,18103,83644.0,1770,1890,2085.0
11968,10667,52.3,8469,92500.0,1010,2658,1878.0
11970,264,59.9,224,,40,87,
11971,6235,53.0,5600,80771.0,192,1166,1463.0
11972,1171,46.2,867,100833.0,96,264,1675.0
11973,43,20.0,7,,7,0,
11975,223,55.4,189,141000.0,2,58,
11976,1996,51.5,1579,112379.0,280,515,2790.0
11977,2455,53.0,2096,112917.0,211,433,2188.0
11978,3058,47.0,2239,100043.0,223,556,1934.0
11980,5604,38.2,4040,96983.0,293,748,2216.0
12008,609,45.5,500,94028.0,61,109,
12009,8036,41.6,7380,88958.0,286,1109,1058.0
12010,28221,41.1,21167,46360.0,378,2111,781.0
12015,3006,48.1,2607,61607.0,32,237,884.0
12017,376,50.7,357,71429.0,4,78,1010.0
12018,7324,50.1,7024,89577.0,130,974,870.0
12019,14429,46.2,13164,99844.0,396,2702,1077.0
12020,33456,41.9,30376,80952.0,646,5441,1149.0
12022,591,54.5,589,54000.0,0,46,929.0
12023,2134,45.3,1991,72411.0,27,250,623.0
