NAME,median_age,white_non-hispanic,household_income,family_income,nonfamily_households_income,married-couple_families_income,foreign_born_not_a_us_citizen,bachelors,graduate,gross_rent_media_price
ZCTA5 14441,,,,,,,36.0,23.0,12.0,
ZCTA5 14445,,,,,,,159.0,795.0,589.0,
ZCTA5 14450,,,,,,,845.0,8441.0,6713.0,
ZCTA5 14454,,,,,,,243.0,1033.0,924.0,
ZCTA5 14456,,,,,,,379.0,2106.0,1314.0,
ZCTA5 14462,,,,,,,0.0,83.0,39.0,
ZCTA5 14464,,,,,,,139.0,793.0,316.0,
ZCTA5 14466,,,,,,,0.0,168.0,169.0,
ZCTA5 14467,,,,,,,227.0,1307.0,636.0,
ZCTA5 14468,,,,,,,454.0,1861.0,993.0,
ZCTA5 14469,,,,,,,59.0,709.0,480.0,
ZCTA5 14470,,,,,,,103.0,563.0,228.0,
ZCTA5 14471,,,,,,,13.0,423.0,196.0,
ZCTA5 14472,,,,,,,176.0,1807.0,1398.0,
ZCTA5 14475,,,,,,,28.0,38.0,23.0,
ZCTA5 14476,,,,,,,18.0,215.0,169.0,
ZCTA5 14477,,,,,,,44.0,153.0,139.0,
ZCTA5 14478,,,,,,,38.0,99.0,124.0,
ZCTA5 14479,,,,,,,0.0,7.0,0.0,
ZCTA5 14480,,,,,,,0.0,20.0,53.0,
ZCTA5 14481,,,,,,,6.0,126.0,112.0,
ZCTA5 14482,,,,,,,70.0,921.0,544.0,
ZCTA5 14485,,,,,,,31.0,437.0,288.0,
ZCTA5 14486,,,,,,,0.0,29.0,0.0,
ZCTA5 14487,,,,,,,22.0,472.0,506.0,
ZCTA5 14489,,,,,,,212.0,559.0,181.0,
ZCTA5 14502,,,,,,,117.0,1299.0,1073.0,
ZCTA5 14504,,,,,,,20.0,90.0,44.0,
ZCTA5 14505,,,,,,,118.0,510.0,361.0,
ZCTA5 14506,,,,,,,18.0,465.0,282.0,
ZCTA5 14507,,,,,,,0.0,144.0,63.0,
ZCTA5 14510,,,,,,,12.0,306.0,164.0,
ZCTA5 14511,,,,,,,0.0,100.0,73.0,
ZCTA5 14512,,,,,,,19.0,587.0,369.0,
ZCTA5 14513,,,,,,,133.0,967.0,739.0,
ZCTA5 14514,,,,,,,94.0,858.0,618.0,
ZCTA5 14516,,,,,,,58.0,138.0,100.0,
ZCTA5 14517,,,,,,,82.0,141.0,130.0,
ZCTA5 14519,,,,,,,120.0,1180.0,713.0,
ZCTA5 14521,,,,,,,5.0,179.0,118.0,
ZCTA5 14522,,,,,,,43.0,883.0,526.0,
ZCTA5 14525,,,,,,,43.0,222.0,147.0,
ZCTA5 14526,,,,,,,258.0,3875.0,3271.0,
ZCTA5 14527,,,,,,,64.0,1093.0,1029.0,
ZCTA5 14529,,,,,,,0.0,0.0,0.0,
ZCTA5 14530,,,,,,,28.0,358.0,187.0,
ZCTA5 14532,,,,,,,17.0,389.0,178.0,
ZCTA5 14533,,,,,,,20.0,83.0,79.0,
ZCTA5 14534,,,,,,,784.0,7363.0,7769.0,
ZCTA5 14536,,,,,,,4.0,39.0,14.0,
ZCTA5 14537,,,,,,,0.0,0.0,28.0,
ZCTA5 14539,,,,,,,0.0,44.0,8.0,
ZCTA5 14541,,,,,,,30.0,245.0,131.0,
ZCTA5 14542,,,,,,,0.0,23.0,6.0,
ZCTA5 14543,,,,,,,26.0,579.0,346.0,
ZCTA5 14544,,,,,,,0.0,154.0,156.0,
ZCTA5 14545,,,,,,,0.0,33.0,6.0,
ZCTA5 14546,,,,,,,19.0,706.0,490.0,
ZCTA5 14548,,,,,,,58.0,338.0,94.0,
ZCTA5 14549,,,,,,,0.0,0.0,0.0,
ZCTA5 14550,,,,,,,36.0,113.0,51.0,
ZCTA5 14551,,,,,,,120.0,292.0,205.0,
ZCTA5 14555,,,,,,,13.0,193.0,104.0,
ZCTA5 14559,,,,,,,166.0,2466.0,1712.0,
ZCTA5 14560,,,,,,,8.0,135.0,69.0,
ZCTA5 14561,,,,,,,1.0,270.0,183.0,
ZCTA5 14564,,,,,,,62.0,2676.0,2308.0,
ZCTA5 14568,,,,,,,33.0,742.0,454.0,
ZCTA5 14569,,,,,,,70.0,544.0,204.0,
ZCTA5 14571,,,,,,,26.0,85.0,56.0,
ZCTA5 14572,,,,,,,10.0,275.0,205.0,
ZCTA5 14580,,,,,,,1823.0,7933.0,6091.0,
ZCTA5 14585,,,,,,,0.0,9.0,0.0,
ZCTA5 14586,,,,,,,545.0,1493.0,1013.0,
ZCTA5 14588,,,,,,,2.0,0.0,0.0,
ZCTA5 14589,,,,,,,37.0,696.0,592.0,
ZCTA5 14590,,,,,,,29.0,220.0,253.0,
ZCTA5 14591,,,,,,,6.0,97.0,104.0,
ZCTA5 14592,,,,,,,0.0,58.0,23.0,
ZCTA5 14604,,,,,,,122.0,109.0,253.0,
ZCTA5 14605,,,,,,,518.0,314.0,258.0,
ZCTA5 14606,,,,,,,1320.0,2113.0,665.0,
ZCTA5 14607,,,,,,,562.0,3927.0,2367.0,
ZCTA5 14608,,,,,,,596.0,637.0,455.0,
ZCTA5 14609,,,,,,,1055.0,3757.0,2362.0,
ZCTA5 14610,,,,,,,466.0,3354.0,3037.0,
ZCTA5 14611,,,,,,,334.0,545.0,334.0,
ZCTA5 14612,,,,,,,615.0,4510.0,2706.0,
ZCTA5 14613,,,,,,,808.0,644.0,445.0,
ZCTA5 14614,,,,,,,44.0,13.0,8.0,
ZCTA5 14615,,,,,,,605.0,1589.0,737.0,
ZCTA5 14616,,,,,,,719.0,2824.0,1456.0,
ZCTA5 14617,,,,,,,421.0,3955.0,2922.0,
ZCTA5 14618,,,,,,,1445.0,4544.0,5488.0,
ZCTA5 14619,,,,,,,562.0,1421.0,622.0,
ZCTA5 14620,,,,,,,2196.0,4433.0,4325.0,
ZCTA5 14621,,,,,,,1492.0,1182.0,697.0,
ZCTA5 14622,,,,,,,200.0,1396.0,947.0,
ZCTA5 14623,,,,,,,3124.0,2860.0,1999.0,
ZCTA5 14624,,,,,,,1147.0,5318.0,2933.0,
ZCTA5 14625,,,,,,,151.0,2052.0,1867.0,
ZCTA5 14626,,,,,,,759.0,3178.0,2677.0,
ZCTA5 14627,,,,,,,384.0,0.0,13.0,
ZCTA5 14701,,,,,,,249.0,2812.0,2285.0,
ZCTA5 14706,,,,,,,51.0,489.0,554.0,
ZCTA5 14707,,,,,,,0.0,0.0,3.0,
ZCTA5 14708,,,,,,,0.0,7.0,3.0,
ZCTA5 14709,,,,,,,0.0,80.0,56.0,
ZCTA5 14710,,,,,,,0.0,259.0,222.0,
ZCTA5 14711,,,,,,,8.0,85.0,87.0,
ZCTA5 14712,,,,,,,0.0,555.0,267.0,
ZCTA5 14714,,,,,,,4.0,10.0,15.0,
ZCTA5 14715,,,,,,,13.0,151.0,90.0,
ZCTA5 14716,,,,,,,179.0,167.0,96.0,
ZCTA5 14717,,,,,,,0.0,58.0,47.0,
ZCTA5 14718,,,,,,,26.0,183.0,105.0,
ZCTA5 14719,,,,,,,2.0,171.0,148.0,
ZCTA5 14720,,,,,,,8.0,20.0,21.0,
ZCTA5 14721,,,,,,,0.0,11.0,0.0,
ZCTA5 14722,,,,,,,0.0,39.0,75.0,
ZCTA5 14723,,,,,,,5.0,68.0,48.0,
ZCTA5 14724,,,,,,,0.0,128.0,76.0,
ZCTA5 14726,,,,,,,8.0,53.0,11.0,
ZCTA5 14727,,,,,,,10.0,448.0,355.0,
ZCTA5 14728,,,,,,,0.0,59.0,26.0,
ZCTA5 14729,,,,,,,2.0,35.0,26.0,
ZCTA5 14731,,,,,,,5.0,159.0,149.0,
ZCTA5 14732,,,,,,,0.0,0.0,2.0,
ZCTA5 14733,,,,,,,6.0,210.0,151.0,
ZCTA5 14735,,,,,,,16.0,160.0,137.0,
ZCTA5 14736,,,,,,,0.0,13.0,14.0,
ZCTA5 14737,,,,,,,28.0,239.0,137.0,
ZCTA5 14738,,,,,,,50.0,308.0,183.0,
ZCTA5 14739,,,,,,,16.0,129.0,89.0,
ZCTA5 14740,,,,,,,12.0,125.0,90.0,
ZCTA5 14741,,,,,,,23.0,190.0,158.0,
ZCTA5 14742,,,,,,,0.0,9.0,21.0,
ZCTA5 14743,,,,,,,5.0,85.0,33.0,
ZCTA5 14744,,,,,,,69.0,180.0,223.0,
ZCTA5 14747,,,,,,,3.0,188.0,80.0,
ZCTA5 14748,,,,,,,0.0,32.0,0.0,
ZCTA5 14750,,,,,,,92.0,566.0,490.0,
ZCTA5 14752,,,,,,,8.0,27.0,29.0,
ZCTA5 14753,,,,,,,0.0,69.0,23.0,
ZCTA5 14754,,,,,,,0.0,17.0,19.0,
ZCTA5 14755,,,,,,,34.0,165.0,123.0,
ZCTA5 14756,,,,,,,0.0,45.0,0.0,
ZCTA5 14757,,,,,,,51.0,449.0,272.0,
ZCTA5 14760,,,,,,,91.0,1524.0,1534.0,
ZCTA5 14767,,,,,,,0.0,154.0,72.0,
ZCTA5 14769,,,,,,,0.0,45.0,45.0,
ZCTA5 14770,,,,,,,9.0,136.0,246.0,
ZCTA5 14772,,,,,,,3.0,217.0,228.0,
ZCTA5 14774,,,,,,,0.0,16.0,0.0,
ZCTA5 14775,,,,,,,34.0,92.0,54.0,
ZCTA5 14777,,,,,,,0.0,51.0,44.0,
ZCTA5 14778,,,,,,,104.0,0.0,20.0,
ZCTA5 14779,,,,,,,59.0,361.0,197.0,
ZCTA5 14781,,,,,,,20.0,124.0,103.0,
ZCTA5 14782,,,,,,,1.0,177.0,58.0,
ZCTA5 14783,,,,,,,0.0,3.0,0.0,
ZCTA5 14784,,,,,,,3.0,48.0,16.0,
ZCTA5 14787,,,,,,,26.0,546.0,400.0,
ZCTA5 14788,,,,,,,0.0,13.0,1.0,
ZCTA5 14801,,,,,,,70.0,227.0,181.0,
ZCTA5 14802,,,,,,,341.0,124.0,204.0,
ZCTA5 14803,,,,,,,10.0,90.0,214.0,
ZCTA5 14804,,,,,,,11.0,146.0,149.0,
ZCTA5 14805,,,,,,,0.0,77.0,86.0,
ZCTA5 14806,,,,,,,5.0,103.0,157.0,
ZCTA5 14807,,,,,,,17.0,184.0,97.0,
ZCTA5 14808,,,,,,,0.0,26.0,11.0,
ZCTA5 14809,,,,,,,0.0,142.0,136.0,
ZCTA5 14810,,,,,,,112.0,694.0,664.0,
ZCTA5 14812,,,,,,,11.0,137.0,125.0,
ZCTA5 14813,,,,,,,11.0,127.0,124.0,
ZCTA5 14814,,,,,,,47.0,368.0,282.0,
ZCTA5 14815,,,,,,,5.0,61.0,42.0,
ZCTA5 14816,,,,,,,0.0,27.0,23.0,
ZCTA5 14817,,,,,,,14.0,254.0,343.0,
ZCTA5 14818,,,,,,,0.0,103.0,69.0,
ZCTA5 14819,,,,,,,8.0,5.0,8.0,
ZCTA5 14820,,,,,,,0.0,13.0,10.0,
ZCTA5 14821,,,,,,,10.0,278.0,106.0,
ZCTA5 14822,,,,,,,12.0,60.0,15.0,
ZCTA5 14823,,,,,,,5.0,170.0,267.0,
ZCTA5 14824,,,,,,,0.0,64.0,9.0,
ZCTA5 14825,,,,,,,0.0,39.0,45.0,
ZCTA5 14826,,,,,,,3.0,130.0,114.0,
ZCTA5 14827,,,,,,,0.0,13.0,40.0,
ZCTA5 14830,,,,,,,268.0,2051.0,1566.0,
ZCTA5 14836,,,,,,,12.0,51.0,37.0,
ZCTA5 14837,,,,,,,14.0,387.0,342.0,
ZCTA5 14838,,,,,,,0.0,48.0,79.0,
ZCTA5 14839,,,,,,,2.0,30.0,23.0,
ZCTA5 14840,,,,,,,4.0,281.0,312.0,
ZCTA5 14841,,,,,,,1.0,71.0,52.0,
ZCTA5 14842,,,,,,,0.0,18.0,110.0,
ZCTA5 14843,,,,,,,113.0,806.0,853.0,
ZCTA5 14845,,,,,,,349.0,2701.0,1927.0,
ZCTA5 14846,,,,,,,0.0,12.0,20.0,
ZCTA5 14847,,,,,,,16.0,188.0,142.0,
ZCTA5 14850,,,,,,,8116.0,7982.0,12698.0,
ZCTA5 14853,,,,,,,338.0,20.0,0.0,
ZCTA5 14854,,,,,,,0.0,0.0,0.0,
ZCTA5 14855,,,,,,,15.0,21.0,51.0,
ZCTA5 14856,,,,,,,0.0,0.0,0.0,
ZCTA5 14858,,,,,,,25.0,98.0,44.0,
ZCTA5 14859,,,,,,,15.0,56.0,51.0,
ZCTA5 14860,,,,,,,0.0,66.0,73.0,
ZCTA5 14861,,,,,,,17.0,36.0,66.0,
ZCTA5 14864,,,,,,,28.0,121.0,86.0,
ZCTA5 14865,,,,,,,4.0,141.0,135.0,
ZCTA5 14867,,,,,,,35.0,383.0,308.0,
ZCTA5 14869,,,,,,,0.0,93.0,53.0,
ZCTA5 14870,,,,,,,354.0,888.0,1282.0,
ZCTA5 14871,,,,,,,43.0,305.0,453.0,
ZCTA5 14872,,,,,,,0.0,40.0,7.0,
ZCTA5 14873,,,,,,,18.0,125.0,95.0,
ZCTA5 14874,,,,,,,0.0,33.0,39.0,
ZCTA5 14877,,,,,,,20.0,31.0,20.0,
ZCTA5 14878,,,,,,,0.0,72.0,141.0,
ZCTA5 14879,,,,,,,57.0,88.0,41.0,
ZCTA5 14880,,,,,,,28.0,66.0,59.0,
ZCTA5 14881,,,,,,,0.0,0.0,0.0,
ZCTA5 14882,,,,,,,136.0,593.0,648.0,
ZCTA5 14883,,,,,,,36.0,454.0,378.0,
ZCTA5 14884,,,,,,,0.0,23.0,5.0,
ZCTA5 14885,,,,,,,0.0,35.0,48.0,
ZCTA5 14886,,,,,,,91.0,859.0,893.0,
ZCTA5 14889,,,,,,,0.0,104.0,52.0,
ZCTA5 14891,,,,,,,29.0,352.0,312.0,
ZCTA5 14892,,,,,,,137.0,540.0,359.0,
ZCTA5 14893,,,,,,,0.0,0.0,0.0,
ZCTA5 14894,,,,,,,8.0,63.0,68.0,
ZCTA5 14895,,,,,,,28.0,525.0,500.0,
ZCTA5 14897,,,,,,,3.0,48.0,24.0,
ZCTA5 14898,,,,,,,0.0,48.0,28.0,
ZCTA5 14901,,,,,,,328.0,632.0,389.0,
ZCTA5 14903,,,,,,,80.0,634.0,453.0,
ZCTA5 14904,,,,,,,67.0,703.0,376.0,
ZCTA5 14905,,,,,,,92.0,1185.0,1256.0,
ZCTA5 06390,,,,,,,,,,772.0
ZCTA5 10001,,,,,,,,,,1580.0
ZCTA5 10002,,,,,,,,,,770.0
ZCTA5 10003,,,,,,,,,,1747.0
ZCTA5 10004,,,,,,,,,,
ZCTA5 10005,,,,,,,,,,
ZCTA5 10006,,,,,,,,,,
ZCTA5 10007,,,,,,,,,,
ZCTA5 10009,,,,,,,,,,1322.0
ZCTA5 10010,,,,,,,,,,1946.0
ZCTA5 10011,,,,,,,,,,1754.0
ZCTA5 10012,,,,,,,,,,1710.0
ZCTA5 10013,,,,,,,,,,1165.0
ZCTA5 10014,,,,,,,,,,
ZCTA5 10016,,,,,,,,,,
ZCTA5 10017,,,,,,,,,,1988.0
ZCTA5 10018,,,,,,,,,,
ZCTA5 10019,,,,,,,,,,1803.0
ZCTA5 10020,,,,,,,,,,
ZCTA5 10021,,,,,,,,,,1843.0
ZCTA5 10022,,,,,,,,,,
ZCTA5 10023,,,,,,,,,,1878.0
ZCTA5 10024,,,,,,,,,,1777.0
ZCTA5 10025,,,,,,,,,,1277.0
ZCTA5 10026,,,,,,,,,,875.0
ZCTA5 10027,,,,,,,,,,849.0
ZCTA5 10028,,,,,,,,,,1881.0
ZCTA5 10029,,,,,,,,,,729.0
ZCTA5 10030,,,,,,,,,,742.0
ZCTA5 10031,,,,,,,,,,998.0
ZCTA5 10032,,,,,,,,,,977.0
ZCTA5 10033,,,,,,,,,,1065.0
ZCTA5 10034,,,,,,,,,,1031.0
ZCTA5 10035,,,,,,,,,,621.0
ZCTA5 10036,,,,,,,,,,1454.0
ZCTA5 10037,,,,,,,,,,847.0
ZCTA5 10038,,,,,,,,,,1411.0
ZCTA5 10039,,,,,,,,,,740.0
ZCTA5 10040,,,,,,,,,,1046.0
ZCTA5 10044,,,,,,,,,,1931.0
ZCTA5 10065,,,,,,,,,,1887.0
ZCTA5 10069,,,,,,,,,,
ZCTA5 10075,,,,,,,,,,1743.0
ZCTA5 10103,,,,,,,,,,
ZCTA5 10110,,,,,,,,,,
ZCTA5 10111,,,,,,,,,,
ZCTA5 10112,,,,,,,,,,
ZCTA5 10115,,,,,,,,,,
ZCTA5 10119,,,,,,,,,,
ZCTA5 10128,,,,,,,,,,1814.0
ZCTA5 10152,,,,,,,,,,
ZCTA5 10153,,,,,,,,,,
ZCTA5 10154,,,,,,,,,,
ZCTA5 10162,,,,,,,,,,
ZCTA5 10165,,,,,,,,,,
ZCTA5 10167,,,,,,,,,,
ZCTA5 10168,,,,,,,,,,
ZCTA5 10169,,,,,,,,,,
ZCTA5 10170,,,,,,,,,,
ZCTA5 10171,,,,,,,,,,
ZCTA5 10172,,,,,,,,,,
ZCTA5 10173,,,,,,,,,,
ZCTA5 10174,,,,,,,,,,
ZCTA5 10177,,,,,,,,,,
ZCTA5 10199,,,,,,,,,,
ZCTA5 10271,,,,,,,,,,
ZCTA5 10278,,,,,,,,,,
ZCTA5 10279,,,,,,,,,,
ZCTA5 10280,,,,,,,,,,
ZCTA5 10282,,,,,,,,,,
ZCTA5 10301,,,,,,,,,,1133.0
ZCTA5 10302,,,,,,,,,,1272.0
ZCTA5 10303,,,,,,,,,,991.0
ZCTA5 10304,,,,,,,,,,942.0
ZCTA5 10305,,,,,,,,,,1097.0
ZCTA5 10306,,,,,,,,,,1174.0
ZCTA5 10307,,,,,,,,,,1252.0
ZCTA5 10308,,,,,,,,,,1222.0
ZCTA5 10309,,,,,,,,,,1184.0
ZCTA5 10310,,,,,,,,,,1202.0
ZCTA5 10311,,,,,,,,,,
ZCTA5 10312,,,,,,,,,,1189.0
ZCTA5 10314,,,,,,,,,,1184.0
ZCTA5 10451,,,,,,,,,,809.0
ZCTA5 10452,,,,,,,,,,930.0
ZCTA5 10453,,,,,,,,,,937.0
ZCTA5 10454,,,,,,,,,,576.0
ZCTA5 10455,,,,,,,,,,726.0
ZCTA5 10456,,,,,,,,,,813.0
ZCTA5 10457,,,,,,,,,,956.0
ZCTA5 10458,,,,,,,,,,1011.0
ZCTA5 10459,,,,,,,,,,877.0
ZCTA5 10460,,,,,,,,,,918.0
ZCTA5 10461,,,,,,,,,,1117.0
ZCTA5 10462,,,,,,,,,,1102.0
ZCTA5 10463,,,,,,,,,,1063.0
ZCTA5 10464,,,,,,,,,,1178.0
ZCTA5 10465,,,,,,,,,,1142.0
ZCTA5 10466,,,,,,,,,,1048.0
ZCTA5 10467,,,,,,,,,,1018.0
ZCTA5 10468,,,,,,,,,,1026.0
ZCTA5 10469,,,,,,,,,,1131.0
ZCTA5 10470,,,,,,,,,,1111.0
ZCTA5 10471,,,,,,,,,,1206.0
ZCTA5 10472,,,,,,,,,,967.0
ZCTA5 10473,,,,,,,,,,775.0
ZCTA5 10474,,,,,,,,,,908.0
ZCTA5 10475,,,,,,,,,,845.0
ZCTA5 10501,,,,,,,,,,
ZCTA5 10502,,,,,,,,,,1981.0
ZCTA5 10503,,,,,,,,,,
ZCTA5 10504,,,,,,,,,,1849.0
ZCTA5 10505,,,,,,,,,,
ZCTA5 10506,,,,,,,,,,1365.0
ZCTA5 10507,,,,,,,,,,1433.0
ZCTA5 10509,,,,,,,,,,1269.0
ZCTA5 10510,,,,,,,,,,1182.0
ZCTA5 10511,,,,,,,,,,1500.0
ZCTA5 10512,,,,,,,,,,1230.0
ZCTA5 10514,,,,,,,,,,1485.0
ZCTA5 10516,,,,,,,,,,1307.0
ZCTA5 10517,,,,,,,,,,1802.0
ZCTA5 10518,,,,,,,,,,
ZCTA5 10519,,,,,,,,,,
ZCTA5 10520,,,,,,,,,,1235.0
ZCTA5 10522,,,,,,,,,,1310.0
ZCTA5 10523,,,,,,,,,,1794.0
ZCTA5 10524,,,,,,,,,,1598.0
ZCTA5 10526,,,,,,,,,,
ZCTA5 10527,,,,,,,,,,
ZCTA5 10528,,,,,,,,,,1774.0
ZCTA5 10530,,,,,,,,,,1461.0
ZCTA5 10532,,,,,,,,,,1898.0
ZCTA5 10533,,,,,,,,,,1343.0
ZCTA5 10535,,,,,,,,,,1610.0
ZCTA5 10536,,,,,,,,,,1205.0
ZCTA5 10537,,,,,,,,,,1123.0
ZCTA5 10538,,,,,,,,,,1438.0
ZCTA5 10541,,,,,,,,,,1277.0
ZCTA5 10543,,,,,,,,,,1467.0
ZCTA5 10545,,,,,,,,,,
ZCTA5 10546,,,,,,,,,,1294.0
ZCTA5 10547,,,,,,,,,,1218.0
ZCTA5 10548,,,,,,,,,,1560.0
ZCTA5 10549,,,,,,,,,,1347.0
ZCTA5 10550,,,,,,,,,,1104.0
ZCTA5 10552,,,,,,,,,,1171.0
ZCTA5 10553,,,,,,,,,,1202.0
ZCTA5 10560,,,,,,,,,,1656.0
ZCTA5 10562,,,,,,,,,,1296.0
ZCTA5 10566,,,,,,,,,,1261.0
ZCTA5 10567,,,,,,,,,,1419.0
ZCTA5 10570,,,,,,,,,,1549.0
ZCTA5 10573,,,,,,,,,,1383.0
ZCTA5 10576,,,,,,,,,,1665.0
ZCTA5 10577,,,,,,,,,,
ZCTA5 10578,,,,,,,,,,
ZCTA5 10579,,,,,,,,,,1588.0
ZCTA5 10580,,,,,,,,,,1625.0
ZCTA5 10583,,,,,,,,,,1898.0
ZCTA5 10588,,,,,,,,,,932.0
ZCTA5 10589,,,,,,,,,,
ZCTA5 10590,,,,,,,,,,
ZCTA5 10591,,,,,,,,,,1332.0
ZCTA5 10594,,,,,,,,,,1571.0
ZCTA5 10595,,,,,,,,,,1409.0
ZCTA5 10596,,,,,,,,,,993.0
ZCTA5 10597,,,,,,,,,,
ZCTA5 10598,,,,,,,,,,1236.0
ZCTA5 10601,,,,,,,,,,1279.0
ZCTA5 10603,,,,,,,,,,1419.0
ZCTA5 10604,,,,,,,,,,1458.0
ZCTA5 10605,,,,,,,,,,1308.0
ZCTA5 10606,,,,,,,,,,1412.0
ZCTA5 10607,,,,,,,,,,1677.0
ZCTA5 10701,,,,,,,,,,1108.0
ZCTA5 10703,,,,,,,,,,1159.0
ZCTA5 10704,,,,,,,,,,1251.0
ZCTA5 10705,,,,,,,,,,1086.0
ZCTA5 10706,,,,,,,,,,1382.0
ZCTA5 10707,,,,,,,,,,1413.0
ZCTA5 10708,,,,,,,,,,1357.0
ZCTA5 10709,,,,,,,,,,1427.0
ZCTA5 10710,,,,,,,,,,1147.0
ZCTA5 10801,,,,,,,,,,1198.0
ZCTA5 10803,,,,,,,,,,1308.0
ZCTA5 10804,,,,,,,,,,1199.0
ZCTA5 10805,,,,,,,,,,1303.0
ZCTA5 10901,,,,,,,,,,1173.0
ZCTA5 10910,,,,,,,,,,
ZCTA5 10911,,,,,,,,,,
ZCTA5 10913,,,,,,,,,,1310.0
ZCTA5 10914,,,,,,,,,,
ZCTA5 10915,,,,,,,,,,
ZCTA5 10916,,,,,,,,,,1857.0
ZCTA5 10917,,,,,,,,,,1206.0
ZCTA5 10918,,,,,,,,,,1220.0
ZCTA5 10919,,,,,,,,,,1516.0
ZCTA5 10920,,,,,,,,,,1745.0
ZCTA5 10921,,,,,,,,,,1090.0
ZCTA5 10922,,,,,,,,,,890.0
ZCTA5 10923,,,,,,,,,,1402.0
ZCTA5 10924,,,,,,,,,,1183.0
ZCTA5 10925,,,,,,,,,,1087.0
ZCTA5 10926,,,,,,,,,,1240.0
ZCTA5 10927,,,,,,,,,,1228.0
ZCTA5 10928,,,,,,,,,,1026.0
ZCTA5 10930,,,,,,,,,,966.0
ZCTA5 10931,,,,,,,,,,1354.0
ZCTA5 10932,,,,,,,,,,
ZCTA5 10933,,,,,,,,,,
ZCTA5 10940,,,,,,,,,,1071.0
ZCTA5 10941,,,,,,,,,,1094.0
ZCTA5 10950,,,,,,,,,,1184.0
ZCTA5 10952,,,,,,,,,,1229.0
ZCTA5 10953,,,,,,,,,,
ZCTA5 10954,,,,,,,,,,1717.0
ZCTA5 10956,,,,,,,,,,1416.0
ZCTA5 10958,,,,,,,,,,1117.0
ZCTA5 10960,,,,,,,,,,1370.0
ZCTA5 10962,,,,,,,,,,891.0
ZCTA5 10963,,,,,,,,,,753.0
ZCTA5 10964,,,,,,,,,,1441.0
ZCTA5 10965,,,,,,,,,,1287.0
ZCTA5 10968,,,,,,,,,,1494.0
ZCTA5 10969,,,,,,,,,,1690.0
ZCTA5 10970,,,,,,,,,,1448.0
ZCTA5 10973,,,,,,,,,,822.0
ZCTA5 10974,,,,,,,,,,1451.0
ZCTA5 10975,,,,,,,,,,1256.0
ZCTA5 10976,,,,,,,,,,481.0
ZCTA5 10977,,,,,,,,,,1177.0
ZCTA5 10979,,,,,,,,,,
ZCTA5 10980,,,,,,,,,,1227.0
ZCTA5 10983,,,,,,,,,,1861.0
ZCTA5 10984,,,,,,,,,,
ZCTA5 10985,,,,,,,,,,
ZCTA5 10986,,,,,,,,,,1207.0
ZCTA5 10987,,,,,,,,,,1004.0
ZCTA5 10988,,,,,,,,,,950.0
ZCTA5 10989,,,,,,,,,,1407.0
ZCTA5 10990,,,,,,,,,,1154.0
ZCTA5 10992,,,,,,,,,,1040.0
ZCTA5 10993,,,,,,,,,,1031.0
ZCTA5 10994,,,,,,,,,,1310.0
ZCTA5 10996,,,,,,,,,,
ZCTA5 10998,,,,,,,,,,1243.0
ZCTA5 11001,,,,,,,,,,1359.0
ZCTA5 11003,,,,,,,,,,1315.0
ZCTA5 11004,,,,,,,,,,1170.0
ZCTA5 11005,,,,,,,,,,1527.0
ZCTA5 11010,,,,,,,,,,1311.0
ZCTA5 11020,,,,,,,,,,996.0
ZCTA5 11021,,,,,,,,,,1393.0
ZCTA5 11023,,,,,,,,,,1123.0
ZCTA5 11024,,,,,,,,,,1638.0
ZCTA5 11030,,,,,,,,,,1119.0
ZCTA5 11040,,,,,,,,,,1377.0
ZCTA5 11042,,,,,,,,,,
ZCTA5 11050,,,,,,,,,,1813.0
ZCTA5 11096,,,,,,,,,,1201.0
ZCTA5 11101,,,,,,,,,,1064.0
ZCTA5 11102,,,,,,,,,,1327.0
ZCTA5 11103,,,,,,,,,,1319.0
ZCTA5 11104,,,,,,,,,,1252.0
ZCTA5 11105,,,,,,,,,,1328.0
ZCTA5 11106,,,,,,,,,,1129.0
ZCTA5 11109,,,,,,,,,,
ZCTA5 11201,,,,,,,,,,1581.0
ZCTA5 11203,,,,,,,,,,1067.0
ZCTA5 11204,,,,,,,,,,1111.0
ZCTA5 11205,,,,,,,,,,1090.0
ZCTA5 11206,,,,,,,,,,771.0
ZCTA5 11207,,,,,,,,,,953.0
ZCTA5 11208,,,,,,,,,,1095.0
ZCTA5 11209,,,,,,,,,,1218.0
ZCTA5 11210,,,,,,,,,,1051.0
ZCTA5 11211,,,,,,,,,,1139.0
ZCTA5 11212,,,,,,,,,,835.0
ZCTA5 11213,,,,,,,,,,973.0
ZCTA5 11214,,,,,,,,,,1031.0
ZCTA5 11215,,,,,,,,,,1612.0
ZCTA5 11216,,,,,,,,,,1038.0
ZCTA5 11217,,,,,,,,,,1473.0
ZCTA5 11218,,,,,,,,,,1194.0
ZCTA5 11219,,,,,,,,,,1102.0
ZCTA5 11220,,,,,,,,,,1085.0
ZCTA5 11221,,,,,,,,,,1023.0
ZCTA5 11222,,,,,,,,,,1261.0
ZCTA5 11223,,,,,,,,,,992.0
ZCTA5 11224,,,,,,,,,,725.0
ZCTA5 11225,,,,,,,,,,1016.0
ZCTA5 11226,,,,,,,,,,1065.0
ZCTA5 11228,,,,,,,,,,1192.0
ZCTA5 11229,,,,,,,,,,1021.0
ZCTA5 11230,,,,,,,,,,1122.0
