NAME,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price
ZCTA5 14716,,,,124.0,167.0,
ZCTA5 14717,,,,0.0,58.0,
ZCTA5 14718,,,,20.0,183.0,
ZCTA5 14719,,,,30.0,171.0,
ZCTA5 14720,,,,0.0,20.0,
ZCTA5 14721,,,,0.0,11.0,
ZCTA5 14722,,,,0.0,39.0,
ZCTA5 14723,,,,5.0,68.0,
ZCTA5 14724,,,,0.0,128.0,
ZCTA5 14726,,,,37.0,53.0,
ZCTA5 14727,,,,40.0,448.0,
ZCTA5 14728,,,,0.0,59.0,
ZCTA5 14729,,,,0.0,35.0,
ZCTA5 14731,,,,6.0,159.0,
ZCTA5 14732,,,,0.0,0.0,
ZCTA5 14733,,,,50.0,210.0,
ZCTA5 14735,,,,0.0,160.0,
ZCTA5 14736,,,,0.0,13.0,
ZCTA5 14737,,,,33.0,239.0,
ZCTA5 14738,,,,58.0,308.0,
ZCTA5 14739,,,,3.0,129.0,
ZCTA5 14740,,,,2.0,125.0,
ZCTA5 14741,,,,7.0,190.0,
ZCTA5 14742,,,,0.0,9.0,
ZCTA5 14743,,,,5.0,85.0,
ZCTA5 14744,,,,83.0,180.0,
ZCTA5 14747,,,,9.0,188.0,
ZCTA5 14748,,,,12.0,32.0,
ZCTA5 14750,,,,9.0,566.0,
ZCTA5 14752,,,,0.0,27.0,
ZCTA5 14753,,,,53.0,69.0,
ZCTA5 14754,,,,3.0,17.0,
ZCTA5 14755,,,,19.0,165.0,
ZCTA5 14756,,,,0.0,45.0,
ZCTA5 14757,,,,19.0,449.0,
ZCTA5 14760,,,,69.0,1524.0,
ZCTA5 14767,,,,22.0,154.0,
ZCTA5 14769,,,,0.0,45.0,
ZCTA5 14770,,,,17.0,136.0,
ZCTA5 14772,,,,24.0,217.0,
ZCTA5 14774,,,,0.0,16.0,
ZCTA5 14775,,,,13.0,92.0,
ZCTA5 14777,,,,5.0,51.0,
ZCTA5 14778,,,,19.0,0.0,
ZCTA5 14779,,,,58.0,361.0,
ZCTA5 14781,,,,0.0,124.0,
ZCTA5 14782,,,,6.0,177.0,
ZCTA5 14783,,,,0.0,3.0,
ZCTA5 14784,,,,4.0,48.0,
ZCTA5 14787,,,,98.0,546.0,
ZCTA5 14788,,,,0.0,13.0,
ZCTA5 14801,,,,16.0,227.0,
ZCTA5 14802,,,,136.0,124.0,
ZCTA5 14803,,,,4.0,90.0,
ZCTA5 14804,,,,4.0,146.0,
ZCTA5 14805,,,,19.0,77.0,
ZCTA5 14806,,,,22.0,103.0,
ZCTA5 14807,,,,17.0,184.0,
ZCTA5 14808,,,,0.0,26.0,
ZCTA5 14809,,,,42.0,142.0,
ZCTA5 14810,,,,88.0,694.0,
ZCTA5 14812,,,,10.0,137.0,
ZCTA5 14813,,,,2.0,127.0,
ZCTA5 14814,,,,0.0,368.0,
ZCTA5 14815,,,,10.0,61.0,
ZCTA5 14816,,,,0.0,27.0,
ZCTA5 14817,,,,0.0,254.0,
ZCTA5 14818,,,,0.0,103.0,
ZCTA5 14819,,,,18.0,5.0,
ZCTA5 14820,,,,3.0,13.0,
ZCTA5 14821,,,,16.0,278.0,
ZCTA5 14822,,,,11.0,60.0,
ZCTA5 14823,,,,43.0,170.0,
ZCTA5 14824,,,,14.0,64.0,
ZCTA5 14825,,,,0.0,39.0,
ZCTA5 14826,,,,3.0,130.0,
ZCTA5 14827,,,,0.0,13.0,
ZCTA5 14830,,,,158.0,2051.0,
ZCTA5 14836,,,,0.0,51.0,
ZCTA5 14837,,,,8.0,387.0,
ZCTA5 14838,,,,0.0,48.0,
ZCTA5 14839,,,,0.0,30.0,
ZCTA5 14840,,,,24.0,281.0,
ZCTA5 14841,,,,1.0,71.0,
ZCTA5 14842,,,,0.0,18.0,
ZCTA5 14843,,,,52.0,806.0,
ZCTA5 14845,,,,210.0,2701.0,
ZCTA5 14846,,,,0.0,12.0,
ZCTA5 14847,,,,18.0,188.0,
ZCTA5 14850,,,,1095.0,7982.0,
ZCTA5 14853,,,,22.0,20.0,
ZCTA5 14854,,,,0.0,0.0,
ZCTA5 14855,,,,0.0,21.0,
ZCTA5 14856,,,,0.0,0.0,
ZCTA5 14858,,,,3.0,98.0,
ZCTA5 14859,,,,0.0,56.0,
ZCTA5 14860,,,,0.0,66.0,
ZCTA5 14861,,,,2.0,36.0,
ZCTA5 14864,,,,2.0,121.0,
ZCTA5 14865,,,,24.0,141.0,
ZCTA5 14867,,,,50.0,383.0,
ZCTA5 14869,,,,9.0,93.0,
ZCTA5 14870,,,,19.0,888.0,
ZCTA5 14871,,,,47.0,305.0,
ZCTA5 14872,,,,4.0,40.0,
ZCTA5 14873,,,,22.0,125.0,
ZCTA5 14874,,,,0.0,33.0,
ZCTA5 14877,,,,0.0,31.0,
ZCTA5 14878,,,,0.0,72.0,
ZCTA5 14879,,,,20.0,88.0,
ZCTA5 14880,,,,6.0,66.0,
ZCTA5 14881,,,,0.0,0.0,
ZCTA5 14882,,,,63.0,593.0,
ZCTA5 14883,,,,8.0,454.0,
ZCTA5 14884,,,,0.0,23.0,
ZCTA5 14885,,,,2.0,35.0,
ZCTA5 14886,,,,22.0,859.0,
ZCTA5 14889,,,,4.0,104.0,
ZCTA5 14891,,,,7.0,352.0,
ZCTA5 14892,,,,42.0,540.0,
ZCTA5 14893,,,,0.0,0.0,
ZCTA5 14894,,,,0.0,63.0,
ZCTA5 14895,,,,18.0,525.0,
ZCTA5 14897,,,,0.0,48.0,
ZCTA5 14898,,,,0.0,48.0,
ZCTA5 14901,,,,195.0,632.0,
ZCTA5 14903,,,,0.0,634.0,
ZCTA5 14904,,,,82.0,703.0,
ZCTA5 14905,,,,41.0,1185.0,
ZCTA5 06390,,,,,,32.0
ZCTA5 10001,,,,,,7541.0
ZCTA5 10002,,,,,,27416.0
ZCTA5 10003,,,,,,17661.0
ZCTA5 10004,,,,,,943.0
ZCTA5 10005,,,,,,2210.0
ZCTA5 10006,,,,,,1375.0
ZCTA5 10007,,,,,,1500.0
ZCTA5 10009,,,,,,26133.0
ZCTA5 10010,,,,,,11077.0
ZCTA5 10011,,,,,,18841.0
ZCTA5 10012,,,,,,10141.0
ZCTA5 10013,,,,,,7737.0
ZCTA5 10014,,,,,,12926.0
ZCTA5 10016,,,,,,20193.0
ZCTA5 10017,,,,,,6370.0
ZCTA5 10018,,,,,,2138.0
ZCTA5 10019,,,,,,18669.0
ZCTA5 10020,,,,,,0.0
ZCTA5 10021,,,,,,13009.0
ZCTA5 10022,,,,,,8952.0
ZCTA5 10023,,,,,,19168.0
ZCTA5 10024,,,,,,18793.0
ZCTA5 10025,,,,,,31929.0
ZCTA5 10026,,,,,,11240.0
ZCTA5 10027,,,,,,18245.0
ZCTA5 10028,,,,,,15394.0
ZCTA5 10029,,,,,,26594.0
ZCTA5 10030,,,,,,9964.0
ZCTA5 10031,,,,,,17420.0
ZCTA5 10032,,,,,,17896.0
ZCTA5 10033,,,,,,16536.0
ZCTA5 10034,,,,,,13248.0
ZCTA5 10035,,,,,,10881.0
ZCTA5 10036,,,,,,11519.0
ZCTA5 10037,,,,,,7549.0
ZCTA5 10038,,,,,,6573.0
ZCTA5 10039,,,,,,8387.0
ZCTA5 10040,,,,,,13706.0
ZCTA5 10044,,,,,,3480.0
ZCTA5 10065,,,,,,11483.0
ZCTA5 10069,,,,,,1934.0
ZCTA5 10075,,,,,,7261.0
ZCTA5 10103,,,,,,0.0
ZCTA5 10110,,,,,,0.0
ZCTA5 10111,,,,,,0.0
ZCTA5 10112,,,,,,0.0
ZCTA5 10115,,,,,,0.0
ZCTA5 10119,,,,,,0.0
ZCTA5 10128,,,,,,21089.0
ZCTA5 10152,,,,,,0.0
ZCTA5 10153,,,,,,0.0
ZCTA5 10154,,,,,,0.0
ZCTA5 10162,,,,,,753.0
ZCTA5 10165,,,,,,0.0
ZCTA5 10167,,,,,,0.0
ZCTA5 10168,,,,,,0.0
ZCTA5 10169,,,,,,0.0
ZCTA5 10170,,,,,,0.0
ZCTA5 10171,,,,,,0.0
ZCTA5 10172,,,,,,0.0
ZCTA5 10173,,,,,,0.0
ZCTA5 10174,,,,,,0.0
ZCTA5 10177,,,,,,0.0
ZCTA5 10199,,,,,,0.0
ZCTA5 10271,,,,,,0.0
ZCTA5 10278,,,,,,0.0
ZCTA5 10279,,,,,,0.0
ZCTA5 10280,,,,,,2797.0
ZCTA5 10282,,,,,,1963.0
ZCTA5 10301,,,,,,7494.0
ZCTA5 10302,,,,,,2058.0
ZCTA5 10303,,,,,,2928.0
ZCTA5 10304,,,,,,6168.0
ZCTA5 10305,,,,,,4733.0
ZCTA5 10306,,,,,,4958.0
ZCTA5 10307,,,,,,845.0
ZCTA5 10308,,,,,,1540.0
ZCTA5 10309,,,,,,1835.0
ZCTA5 10310,,,,,,2982.0
ZCTA5 10311,,,,,,0.0
ZCTA5 10312,,,,,,2538.0
ZCTA5 10314,,,,,,7223.0
ZCTA5 10451,,,,,,14338.0
ZCTA5 10452,,,,,,23120.0
ZCTA5 10453,,,,,,23013.0
ZCTA5 10454,,,,,,11489.0
ZCTA5 10455,,,,,,11258.0
ZCTA5 10456,,,,,,24951.0
ZCTA5 10457,,,,,,20163.0
ZCTA5 10458,,,,,,22836.0
ZCTA5 10459,,,,,,12637.0
ZCTA5 10460,,,,,,16724.0
ZCTA5 10461,,,,,,12101.0
ZCTA5 10462,,,,,,21324.0
ZCTA5 10463,,,,,,18619.0
ZCTA5 10464,,,,,,835.0
ZCTA5 10465,,,,,,6633.0
ZCTA5 10466,,,,,,13442.0
ZCTA5 10467,,,,,,28415.0
ZCTA5 10468,,,,,,21468.0
ZCTA5 10469,,,,,,10535.0
ZCTA5 10470,,,,,,3757.0
ZCTA5 10471,,,,,,4197.0
ZCTA5 10472,,,,,,17121.0
ZCTA5 10473,,,,,,14455.0
ZCTA5 10474,,,,,,3355.0
ZCTA5 10475,,,,,,7999.0
ZCTA5 10501,,,,,,50.0
ZCTA5 10502,,,,,,293.0
ZCTA5 10503,,,,,,36.0
ZCTA5 10504,,,,,,119.0
ZCTA5 10505,,,,,,0.0
ZCTA5 10506,,,,,,106.0
ZCTA5 10507,,,,,,776.0
ZCTA5 10509,,,,,,1565.0
ZCTA5 10510,,,,,,555.0
ZCTA5 10511,,,,,,202.0
ZCTA5 10512,,,,,,1289.0
ZCTA5 10514,,,,,,218.0
ZCTA5 10516,,,,,,550.0
ZCTA5 10517,,,,,,99.0
ZCTA5 10518,,,,,,7.0
ZCTA5 10519,,,,,,0.0
ZCTA5 10520,,,,,,1638.0
ZCTA5 10522,,,,,,1415.0
ZCTA5 10523,,,,,,1063.0
ZCTA5 10524,,,,,,150.0
ZCTA5 10526,,,,,,0.0
ZCTA5 10527,,,,,,0.0
ZCTA5 10528,,,,,,1892.0
ZCTA5 10530,,,,,,849.0
ZCTA5 10532,,,,,,172.0
ZCTA5 10533,,,,,,486.0
ZCTA5 10535,,,,,,134.0
ZCTA5 10536,,,,,,319.0
ZCTA5 10537,,,,,,78.0
ZCTA5 10538,,,,,,1355.0
ZCTA5 10541,,,,,,1127.0
ZCTA5 10543,,,,,,2480.0
ZCTA5 10545,,,,,,0.0
ZCTA5 10546,,,,,,33.0
ZCTA5 10547,,,,,,812.0
ZCTA5 10548,,,,,,136.0
ZCTA5 10549,,,,,,1747.0
ZCTA5 10550,,,,,,10310.0
ZCTA5 10552,,,,,,3819.0
ZCTA5 10553,,,,,,1868.0
ZCTA5 10560,,,,,,79.0
ZCTA5 10562,,,,,,3829.0
ZCTA5 10566,,,,,,3970.0
ZCTA5 10567,,,,,,508.0
ZCTA5 10570,,,,,,875.0
ZCTA5 10573,,,,,,5836.0
ZCTA5 10576,,,,,,119.0
ZCTA5 10577,,,,,,4.0
ZCTA5 10578,,,,,,0.0
ZCTA5 10579,,,,,,288.0
ZCTA5 10580,,,,,,1446.0
ZCTA5 10583,,,,,,1711.0
ZCTA5 10588,,,,,,89.0
ZCTA5 10589,,,,,,324.0
ZCTA5 10590,,,,,,168.0
ZCTA5 10591,,,,,,4115.0
ZCTA5 10594,,,,,,297.0
ZCTA5 10595,,,,,,422.0
ZCTA5 10596,,,,,,209.0
ZCTA5 10597,,,,,,0.0
ZCTA5 10598,,,,,,974.0
ZCTA5 10601,,,,,,3341.0
ZCTA5 10603,,,,,,2244.0
ZCTA5 10604,,,,,,1706.0
ZCTA5 10605,,,,,,1542.0
ZCTA5 10606,,,,,,3142.0
ZCTA5 10607,,,,,,388.0
ZCTA5 10701,,,,,,15647.0
ZCTA5 10703,,,,,,3392.0
ZCTA5 10704,,,,,,5097.0
ZCTA5 10705,,,,,,8741.0
ZCTA5 10706,,,,,,705.0
ZCTA5 10707,,,,,,1312.0
ZCTA5 10708,,,,,,2105.0
ZCTA5 10709,,,,,,789.0
ZCTA5 10710,,,,,,2964.0
ZCTA5 10801,,,,,,8408.0
ZCTA5 10803,,,,,,759.0
ZCTA5 10804,,,,,,443.0
ZCTA5 10805,,,,,,4733.0
ZCTA5 10901,,,,,,2111.0
ZCTA5 10910,,,,,,0.0
ZCTA5 10911,,,,,,0.0
ZCTA5 10913,,,,,,100.0
ZCTA5 10914,,,,,,0.0
ZCTA5 10915,,,,,,0.0
ZCTA5 10916,,,,,,22.0
ZCTA5 10917,,,,,,112.0
ZCTA5 10918,,,,,,749.0
ZCTA5 10919,,,,,,62.0
ZCTA5 10920,,,,,,362.0
ZCTA5 10921,,,,,,294.0
ZCTA5 10922,,,,,,72.0
ZCTA5 10923,,,,,,823.0
ZCTA5 10924,,,,,,1304.0
ZCTA5 10925,,,,,,444.0
ZCTA5 10926,,,,,,386.0
ZCTA5 10927,,,,,,1963.0
ZCTA5 10928,,,,,,787.0
ZCTA5 10930,,,,,,175.0
ZCTA5 10931,,,,,,125.0
ZCTA5 10932,,,,,,0.0
ZCTA5 10933,,,,,,0.0
ZCTA5 10940,,,,,,6477.0
ZCTA5 10941,,,,,,1490.0
ZCTA5 10950,,,,,,3254.0
ZCTA5 10952,,,,,,3753.0
ZCTA5 10953,,,,,,0.0
ZCTA5 10954,,,,,,2306.0
ZCTA5 10956,,,,,,870.0
ZCTA5 10958,,,,,,80.0
ZCTA5 10960,,,,,,3241.0
ZCTA5 10962,,,,,,323.0
ZCTA5 10963,,,,,,112.0
ZCTA5 10964,,,,,,158.0
ZCTA5 10965,,,,,,842.0
ZCTA5 10968,,,,,,316.0
ZCTA5 10969,,,,,,136.0
ZCTA5 10970,,,,,,628.0
ZCTA5 10973,,,,,,226.0
ZCTA5 10974,,,,,,267.0
ZCTA5 10975,,,,,,98.0
ZCTA5 10976,,,,,,282.0
ZCTA5 10977,,,,,,7034.0
ZCTA5 10979,,,,,,27.0
ZCTA5 10980,,,,,,508.0
ZCTA5 10983,,,,,,121.0
ZCTA5 10984,,,,,,0.0
ZCTA5 10985,,,,,,0.0
ZCTA5 10986,,,,,,61.0
ZCTA5 10987,,,,,,199.0
ZCTA5 10988,,,,,,29.0
ZCTA5 10989,,,,,,666.0
ZCTA5 10990,,,,,,1248.0
ZCTA5 10992,,,,,,587.0
ZCTA5 10993,,,,,,564.0
ZCTA5 10994,,,,,,114.0
ZCTA5 10996,,,,,,329.0
ZCTA5 10998,,,,,,100.0
ZCTA5 11001,,,,,,1364.0
ZCTA5 11003,,,,,,2148.0
ZCTA5 11004,,,,,,1293.0
ZCTA5 11005,,,,,,152.0
ZCTA5 11010,,,,,,857.0
ZCTA5 11020,,,,,,203.0
ZCTA5 11021,,,,,,2185.0
ZCTA5 11023,,,,,,431.0
ZCTA5 11024,,,,,,351.0
ZCTA5 11030,,,,,,687.0
ZCTA5 11040,,,,,,1385.0
ZCTA5 11042,,,,,,0.0
ZCTA5 11050,,,,,,3383.0
ZCTA5 11096,,,,,,1222.0
ZCTA5 11101,,,,,,8353.0
ZCTA5 11102,,,,,,10924.0
ZCTA5 11103,,,,,,12647.0
ZCTA5 11104,,,,,,9742.0
ZCTA5 11105,,,,,,10725.0
ZCTA5 11106,,,,,,13296.0
ZCTA5 11109,,,,,,1005.0
ZCTA5 11201,,,,,,13767.0
ZCTA5 11203,,,,,,14881.0
ZCTA5 11204,,,,,,14961.0
ZCTA5 11205,,,,,,10003.0
ZCTA5 11206,,,,,,23517.0
ZCTA5 11207,,,,,,21322.0
ZCTA5 11208,,,,,,19321.0
ZCTA5 11209,,,,,,19154.0
ZCTA5 11210,,,,,,10910.0
ZCTA5 11211,,,,,,26993.0
ZCTA5 11212,,,,,,24052.0
ZCTA5 11213,,,,,,18313.0
ZCTA5 11214,,,,,,18364.0
ZCTA5 11215,,,,,,16580.0
ZCTA5 11216,,,,,,16436.0
ZCTA5 11217,,,,,,11688.0
ZCTA5 11218,,,,,,16575.0
ZCTA5 11219,,,,,,18768.0
ZCTA5 11220,,,,,,21851.0
ZCTA5 11221,,,,,,20003.0
ZCTA5 11222,,,,,,12473.0
ZCTA5 11223,,,,,,14979.0
ZCTA5 11224,,,,,,13813.0
ZCTA5 11225,,,,,,19140.0
ZCTA5 11226,,,,,,30645.0
ZCTA5 11228,,,,,,5742.0
ZCTA5 11229,,,,,,15476.0
ZCTA5 11230,,,,,,19956.0
ZCTA5 11231,,,,,,11134.0
ZCTA5 11232,,,,,,6458.0
ZCTA5 11233,,,,,,18612.0
ZCTA5 11234,,,,,,9215.0
ZCTA5 11235,,,,,,17683.0
ZCTA5 11236,,,,,,14866.0
ZCTA5 11237,,,,,,13814.0
ZCTA5 11238,,,,,,15725.0
ZCTA5 11239,,,,,,5975.0
ZCTA5 11351,,,,,,0.0
ZCTA5 11354,,,,,,10454.0
ZCTA5 11355,,,,,,18268.0
ZCTA5 11356,,,,,,3730.0
ZCTA5 11357,,,,,,3789.0
ZCTA5 11358,,,,,,5365.0
ZCTA5 11359,,,,,,0.0
ZCTA5 11360,,,,,,2613.0
ZCTA5 11361,,,,,,4215.0
ZCTA5 11362,,,,,,1146.0
ZCTA5 11363,,,,,,756.0
ZCTA5 11364,,,,,,3357.0
ZCTA5 11365,,,,,,7963.0
ZCTA5 11366,,,,,,998.0
ZCTA5 11367,,,,,,7024.0
ZCTA5 11368,,,,,,21063.0
ZCTA5 11369,,,,,,4947.0
ZCTA5 11370,,,,,,4243.0
ZCTA5 11371,,,,,,0.0
ZCTA5 11372,,,,,,15546.0
ZCTA5 11373,,,,,,21822.0
ZCTA5 11374,,,,,,11537.0
ZCTA5 11375,,,,,,14917.0
ZCTA5 11377,,,,,,22349.0
ZCTA5 11378,,,,,,5373.0
ZCTA5 11379,,,,,,5030.0
ZCTA5 11385,,,,,,22613.0
ZCTA5 11411,,,,,,1008.0
ZCTA5 11412,,,,,,2605.0
ZCTA5 11413,,,,,,2640.0
ZCTA5 11414,,,,,,2574.0
ZCTA5 11415,,,,,,5179.0
ZCTA5 11416,,,,,,3658.0
ZCTA5 11417,,,,,,4088.0
ZCTA5 11418,,,,,,5991.0
ZCTA5 11419,,,,,,5376.0
ZCTA5 11420,,,,,,3863.0
ZCTA5 11421,,,,,,5459.0
ZCTA5 11422,,,,,,2566.0
ZCTA5 11423,,,,,,3471.0
ZCTA5 11424,,,,,,0.0
ZCTA5 11425,,,,,,0.0
ZCTA5 11426,,,,,,1299.0
ZCTA5 11427,,,,,,2915.0
ZCTA5 11428,,,,,,1580.0
ZCTA5 11429,,,,,,2238.0
ZCTA5 11430,,,,,,0.0
ZCTA5 11432,,,,,,10776.0
ZCTA5 11433,,,,,,5346.0
ZCTA5 11434,,,,,,9842.0
ZCTA5 11435,,,,,,11171.0
ZCTA5 11436,,,,,,1390.0
ZCTA5 11451,,,,,,0.0
ZCTA5 11501,,,,,,2196.0
ZCTA5 11507,,,,,,92.0
ZCTA5 11509,,,,,,103.0
ZCTA5 11510,,,,,,1561.0
ZCTA5 11514,,,,,,458.0
ZCTA5 11516,,,,,,688.0
ZCTA5 11518,,,,,,1074.0
ZCTA5 11520,,,,,,4468.0
ZCTA5 11530,,,,,,491.0
ZCTA5 11542,,,,,,3804.0
ZCTA5 11545,,,,,,341.0
ZCTA5 11547,,,,,,73.0
ZCTA5 11548,,,,,,50.0
ZCTA5 11549,,,,,,0.0
ZCTA5 11550,,,,,,8963.0
ZCTA5 11552,,,,,,909.0
ZCTA5 11553,,,,,,1220.0
ZCTA5 11554,,,,,,1200.0
ZCTA5 11556,,,,,,0.0
ZCTA5 11557,,,,,,152.0
ZCTA5 11558,,,,,,548.0
ZCTA5 11559,,,,,,322.0
ZCTA5 11560,,,,,,378.0
ZCTA5 11561,,,,,,6198.0
ZCTA5 11563,,,,,,1740.0
ZCTA5 11565,,,,,,98.0
ZCTA5 11566,,,,,,342.0
ZCTA5 11568,,,,,,47.0
ZCTA5 11569,,,,,,211.0
ZCTA5 11570,,,,,,2266.0
ZCTA5 11572,,,,,,1121.0
ZCTA5 11575,,,,,,1317.0
ZCTA5 11576,,,,,,352.0
ZCTA5 11577,,,,,,482.0
ZCTA5 11579,,,,,,476.0
ZCTA5 11580,,,,,,1847.0
ZCTA5 11581,,,,,,892.0
ZCTA5 11590,,,,,,2803.0
ZCTA5 11596,,,,,,461.0
ZCTA5 11598,,,,,,494.0
ZCTA5 11691,,,,,,13744.0
ZCTA5 11692,,,,,,3819.0
ZCTA5 11693,,,,,,2132.0
ZCTA5 11694,,,,,,3138.0
ZCTA5 11697,,,,,,71.0
ZCTA5 11701,,,,,,2971.0
ZCTA5 11702,,,,,,863.0
ZCTA5 11703,,,,,,875.0
ZCTA5 11704,,,,,,2960.0
ZCTA5 11705,,,,,,434.0
ZCTA5 11706,,,,,,5061.0
ZCTA5 11709,,,,,,459.0
ZCTA5 11710,,,,,,862.0
ZCTA5 11713,,,,,,1233.0
ZCTA5 11714,,,,,,657.0
ZCTA5 11715,,,,,,109.0
ZCTA5 11716,,,,,,770.0
ZCTA5 11717,,,,,,3127.0
ZCTA5 11718,,,,,,105.0
ZCTA5 11719,,,,,,68.0
ZCTA5 11720,,,,,,1193.0
ZCTA5 11721,,,,,,137.0
ZCTA5 11722,,,,,,2605.0
ZCTA5 11724,,,,,,15.0
ZCTA5 11725,,,,,,654.0
ZCTA5 11726,,,,,,1418.0
ZCTA5 11727,,,,,,3770.0
ZCTA5 11729,,,,,,1648.0
ZCTA5 11730,,,,,,461.0
ZCTA5 11731,,,,,,849.0
ZCTA5 11732,,,,,,377.0
ZCTA5 11733,,,,,,555.0
ZCTA5 11735,,,,,,1815.0
ZCTA5 11738,,,,,,1002.0
ZCTA5 11739,,,,,,24.0
ZCTA5 11740,,,,,,590.0
ZCTA5 11741,,,,,,1856.0
ZCTA5 11742,,,,,,638.0
ZCTA5 11743,,,,,,1876.0
ZCTA5 11746,,,,,,3817.0
ZCTA5 11747,,,,,,825.0
ZCTA5 11749,,,,,,77.0
ZCTA5 11751,,,,,,888.0
ZCTA5 11752,,,,,,297.0
ZCTA5 11753,,,,,,361.0
ZCTA5 11754,,,,,,922.0
ZCTA5 11755,,,,,,544.0
ZCTA5 11756,,,,,,1135.0
ZCTA5 11757,,,,,,2486.0
ZCTA5 11758,,,,,,1358.0
ZCTA5 11762,,,,,,118.0
ZCTA5 11763,,,,,,1715.0
ZCTA5 11764,,,,,,220.0
ZCTA5 11765,,,,,,15.0
ZCTA5 11766,,,,,,111.0
ZCTA5 11767,,,,,,606.0
ZCTA5 11768,,,,,,815.0
ZCTA5 11769,,,,,,445.0
ZCTA5 11770,,,,,,1.0
ZCTA5 11771,,,,,,754.0
ZCTA5 11772,,,,,,5990.0
ZCTA5 11776,,,,,,1793.0
ZCTA5 11777,,,,,,676.0
ZCTA5 11778,,,,,,474.0
ZCTA5 11779,,,,,,2742.0
ZCTA5 11780,,,,,,463.0
ZCTA5 11782,,,,,,943.0
ZCTA5 11783,,,,,,465.0
ZCTA5 11784,,,,,,1338.0
ZCTA5 11786,,,,,,91.0
ZCTA5 11787,,,,,,1402.0
ZCTA5 11788,,,,,,959.0
ZCTA5 11789,,,,,,370.0
ZCTA5 11790,,,,,,231.0
ZCTA5 11791,,,,,,363.0
ZCTA5 11792,,,,,,163.0
ZCTA5 11793,,,,,,492.0
ZCTA5 11794,,,,,,0.0
ZCTA5 11795,,,,,,393.0
ZCTA5 11796,,,,,,165.0
ZCTA5 11797,,,,,,457.0
ZCTA5 11798,,,,,,1216.0
ZCTA5 11801,,,,,,1577.0
ZCTA5 11803,,,,,,527.0
ZCTA5 11804,,,,,,209.0
ZCTA5 11901,,,,,,2700.0
ZCTA5 11930,,,,,,77.0
ZCTA5 11931,,,,,,0.0
ZCTA5 11932,,,,,,100.0
ZCTA5 11933,,,,,,201.0
ZCTA5 11934,,,,,,387.0
ZCTA5 11935,,,,,,142.0
ZCTA5 11937,,,,,,1362.0
ZCTA5 11939,,,,,,51.0
ZCTA5 11940,,,,,,406.0
ZCTA5 11941,,,,,,131.0
ZCTA5 11942,,,,,,63.0
ZCTA5 11944,,,,,,639.0
ZCTA5 11946,,,,,,1685.0
ZCTA5 11947,,,,,,0.0
ZCTA5 11948,,,,,,0.0
ZCTA5 11949,,,,,,874.0
ZCTA5 11950,,,,,,955.0
ZCTA5 11951,,,,,,966.0
ZCTA5 11952,,,,,,274.0
ZCTA5 11953,,,,,,1128.0
ZCTA5 11954,,,,,,276.0
ZCTA5 11955,,,,,,698.0
ZCTA5 11956,,,,,,22.0
ZCTA5 11957,,,,,,33.0
ZCTA5 11958,,,,,,0.0
ZCTA5 11959,,,,,,30.0
ZCTA5 11960,,,,,,41.0
ZCTA5 11961,,,,,,610.0
ZCTA5 11962,,,,,,0.0
ZCTA5 11963,,,,,,467.0
ZCTA5 11964,,,,,,93.0
ZCTA5 11965,,,,,,33.0
ZCTA5 11967,,,,,,844.0
ZCTA5 11968,,,,,,823.0
ZCTA5 11970,,,,,,70.0
ZCTA5 11971,,,,,,190.0
ZCTA5 11972,,,,,,88.0
ZCTA5 11973,,,,,,0.0
ZCTA5 11975,,,,,,0.0
ZCTA5 11976,,,,,,35.0
ZCTA5 11977,,,,,,152.0
ZCTA5 11978,,,,,,293.0
ZCTA5 11980,,,,,,145.0
ZCTA5 12007,,,,,,0.0
ZCTA5 12008,,,,,,13.0
ZCTA5 12009,,,,,,606.0
ZCTA5 12010,,,,,,3980.0
ZCTA5 12015,,,,,,186.0
ZCTA5 12017,,,,,,22.0
ZCTA5 12018,,,,,,359.0
ZCTA5 12019,,,,,,1348.0
ZCTA5 12020,,,,,,2741.0
ZCTA5 12022,,,,,,114.0
ZCTA5 12023,,,,,,82.0
ZCTA5 12024,,,,,,0.0
ZCTA5 12025,,,,,,278.0
ZCTA5 12027,,,,,,67.0
ZCTA5 12028,,,,,,26.0
ZCTA5 12029,,,,,,23.0
ZCTA5 12031,,,,,,9.0
ZCTA5 12032,,,,,,20.0
ZCTA5 12033,,,,,,594.0
ZCTA5 12035,,,,,,45.0
ZCTA5 12036,,,,,,10.0
ZCTA5 12037,,,,,,430.0
ZCTA5 12040,,,,,,0.0
ZCTA5 12041,,,,,,58.0
ZCTA5 12042,,,,,,31.0
ZCTA5 12043,,,,,,1019.0
ZCTA5 12045,,,,,,76.0
ZCTA5 12046,,,,,,0.0
ZCTA5 12047,,,,,,3910.0
ZCTA5 12051,,,,,,527.0
ZCTA5 12052,,,,,,26.0
ZCTA5 12053,,,,,,159.0
ZCTA5 12054,,,,,,1484.0
ZCTA5 12056,,,,,,147.0
ZCTA5 12057,,,,,,127.0
ZCTA5 12058,,,,,,149.0
ZCTA5 12059,,,,,,33.0
ZCTA5 12060,,,,,,85.0
ZCTA5 12061,,,,,,936.0
ZCTA5 12062,,,,,,114.0
ZCTA5 12063,,,,,,29.0
ZCTA5 12064,,,,,,31.0
ZCTA5 12065,,,,,,5198.0
