NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price
10280,7610,37.7,4862,125830.0,1425,2483,
10282,5507,34.0,3584,233409.0,1501,1493,
10301,38851,34.4,17078,54792.0,3991,4859,1143.0
10302,17090,33.2,5517,56883.0,3207,1337,1192.0
10303,24933,31.5,4423,50137.0,3054,2040,1004.0
10304,41845,35.1,14592,51852.0,6167,3997,991.0
10305,41309,39.7,28453,66478.0,4487,5510,1158.0
10306,55692,41.1,44146,77720.0,3149,6843,1165.0
10307,14418,37.8,12377,86011.0,249,1776,1360.0
10308,28782,42.0,25108,90196.0,832,3458,1329.0
10309,31943,38.4,25901,86759.0,1050,3757,1244.0
10310,24454,34.5,11041,62457.0,2207,2441,1218.0
10312,61136,40.4,51854,87426.0,1513,8052,1176.0
10314,87921,40.8,60095,79820.0,5559,11313,1177.0
10451,45931,30.8,654,26541.0,8576,2595,831.0
10452,74520,30.4,982,26636.0,19467,2977,959.0
10453,79143,30.0,1133,26120.0,21371,3496,973.0
10454,37850,28.9,794,19271.0,7426,1329,576.0
10455,38114,28.0,859,21379.0,8376,1478,751.0
10456,87796,30.4,1334,22604.0,18553,3888,862.0
10457,69411,28.5,1263,24445.0,15923,3052,988.0
10458,74911,28.8,7950,24478.0,17476,3686,1057.0
10459,47000,27.7,604,21913.0,8205,1964,873.0
10460,56011,29.1,1294,22625.0,11354,2645,929.0
10461,51599,38.5,22253,50329.0,6776,5710,1152.0
10462,75709,35.3,10583,46001.0,12359,7589,1134.0
10463,69371,39.6,23251,53282.0,9408,8864,1124.0
10464,3974,52.6,2758,61063.0,225,529,1285.0
10465,43897,40.2,23058,63352.0,2102,4402,1180.0
10466,71631,35.3,1995,44038.0,12115,6466,1084.0
10467,96319,32.9,10408,35358.0,19881,8298,1063.0
10468,73205,31.7,3046,32985.0,18901,5377,1070.0
10469,71580,36.9,10407,55724.0,9475,7458,1178.0
10470,15647,36.5,6488,56058.0,2263,1754,1142.0
10471,21792,42.1,14087,71286.0,1549,3984,1272.0
10472,67915,30.5,1204,31594.0,17140,3759,1001.0
10473,58403,35.7,878,37616.0,4586,4394,771.0
10474,12723,28.5,137,23297.0,2053,475,947.0
10475,41625,45.8,3891,45460.0,3068,4664,870.0
10501,1207,39.7,1021,137188.0,16,214,
10502,5361,45.5,3660,155365.0,212,994,1729.0
10503,263,59.4,232,214327.0,0,13,
10504,8215,39.8,7238,178409.0,257,1643,1637.0
10505,694,39.1,576,152500.0,47,113,
10506,5158,44.1,4409,173625.0,171,1351,1395.0
10507,7006,38.8,4261,69238.0,716,958,1421.0
10509,20148,41.1,15897,94885.0,1498,2972,1322.0
10510,10671,43.4,8998,165469.0,242,2019,1472.0
10511,2354,40.5,1661,85368.0,339,309,1519.0
10512,24960,42.8,21103,91456.0,869,3432,1203.0
10514,12604,41.5,10753,213750.0,738,2671,1750.0
10516,5205,44.1,4741,76719.0,234,1016,1332.0
10517,679,31.7,333,89028.0,69,104,1649.0
10518,1561,41.8,1462,186607.0,59,283,1500.0
10519,126,49.2,126,122098.0,0,29,
10520,13159,46.1,10095,102473.0,1075,2607,1215.0
10522,10889,42.0,7792,106989.0,683,1744,1451.0
10523,7789,35.3,2723,79789.0,1307,1345,1755.0
10524,4482,45.3,3958,110820.0,150,905,1601.0
10526,1738,40.8,1520,130192.0,45,461,
10527,1221,43.8,1134,194773.0,0,224,
10528,13209,38.5,9435,97500.0,1920,2397,1702.0
10530,11947,48.7,8117,93320.0,998,2945,1547.0
10532,5071,43.2,4306,109891.0,227,815,1873.0
10533,7406,44.6,6022,123790.0,490,1473,1368.0
10535,800,41.6,678,88259.0,0,169,1648.0
10536,10840,44.3,9546,155802.0,580,2451,1178.0
10537,2239,36.5,1876,80432.0,161,377,1142.0
10538,16699,41.8,15075,155000.0,1413,4059,1481.0
10541,26647,41.3,22242,105798.0,1086,3759,1297.0
10543,20040,41.2,13814,88136.0,2920,3167,1596.0
10545,114,68.3,89,,2,8,
10546,1275,42.6,785,114063.0,33,207,1529.0
10547,7937,41.0,5661,82132.0,389,1086,1236.0
10548,2910,49.4,2198,96023.0,175,547,1465.0
10549,15560,39.4,9898,80460.0,2676,2919,1314.0
10550,36938,34.3,3990,40833.0,7881,2349,1121.0
10552,20259,41.8,8974,64494.0,2155,3242,1195.0
10553,10141,40.4,337,59946.0,1375,645,1206.0
10560,4812,48.3,4305,145131.0,90,1233,
10562,31239,39.8,14154,76446.0,6753,4832,1358.0
10566,23568,36.3,8402,60833.0,5069,2530,1229.0
10567,20083,42.5,14988,108618.0,771,2850,1500.0
10570,12623,38.9,10485,128646.0,695,2700,1604.0
10573,38237,37.4,16748,63931.0,9986,4329,1440.0
10576,4996,48.8,4454,180417.0,176,1118,1759.0
10577,5391,20.4,4010,203750.0,378,554,
10578,665,43.3,632,122188.0,3,88,
10579,9071,41.7,7591,102589.0,267,1444,1375.0
10580,17342,41.2,14768,150486.0,1909,4192,1720.0
10583,39210,41.9,31019,165792.0,3708,7548,
10588,2090,41.7,1712,77528.0,129,428,1131.0
10589,8403,56.2,7590,91554.0,277,1577,
10590,6632,44.1,6018,132037.0,203,1734,
10591,22722,38.6,12717,75091.0,3938,3938,1403.0
10594,5114,37.9,4154,110000.0,404,811,1613.0
10595,8016,37.6,5220,103922.0,651,1117,1644.0
10596,1152,38.0,837,54318.0,84,67,1194.0
10597,1138,40.9,877,186554.0,95,323,
10598,28624,44.2,24422,103815.0,1071,4937,1222.0
10601,10113,40.0,4630,64106.0,1984,1962,1319.0
10603,17914,36.0,6976,87572.0,2144,3023,1461.0
10604,11607,40.9,6538,76480.0,2560,1610,1463.0
10605,18368,43.3,13187,105801.0,1770,3442,1308.0
10606,16410,37.9,5074,59440.0,4617,2022,1387.0
10607,6854,41.3,2322,131536.0,754,1213,1802.0
10701,62396,34.0,16163,42827.0,12003,5273,1118.0
10703,20261,37.2,8869,57466.0,2602,2074,1245.0
10704,30432,40.8,19572,63477.0,3088,4069,1251.0
10705,38654,34.1,8955,45352.0,8145,3638,1096.0
10706,8549,45.5,7256,121932.0,382,1461,1472.0
10707,10461,40.1,7525,96691.0,816,2176,1445.0
10708,21464,43.8,17134,95891.0,1256,4533,1414.0
10709,9605,41.5,8249,94844.0,596,1990,1502.0
10710,25811,44.1,13502,72410.0,2495,3696,1212.0
10801,40674,33.8,13399,55844.0,7845,4100,1226.0
10803,12470,38.8,9373,145000.0,701,2387,1486.0
10804,15069,44.8,12512,155489.0,882,2954,1380.0
10805,17758,40.9,8848,54323.0,2839,2199,1338.0
10901,23337,42.6,16908,87665.0,1691,4487,1193.0
10913,5277,41.3,4394,121833.0,205,701,1509.0
10914,310,31.0,139,173024.0,0,38,
10915,158,53.5,158,19836.0,0,38,
10916,4468,40.7,3720,92194.0,10,499,
10917,1790,42.0,1385,91186.0,106,182,1194.0
10918,11766,40.4,8904,79899.0,462,1624,1283.0
10919,1312,44.8,1088,90368.0,10,142,1409.0
10920,8648,41.8,6069,93839.0,286,1746,1548.0
10921,4094,50.2,3256,76322.0,291,531,1088.0
10922,1165,45.1,955,85197.0,63,194,1087.0
10923,8736,36.2,4260,87761.0,1072,1162,1431.0
10924,12913,41.9,9648,86310.0,562,1848,1193.0
10925,4302,39.0,3551,69984.0,176,555,1105.0
10926,2958,37.9,1640,72469.0,323,358,1323.0
10927,11843,32.6,2686,54926.0,2930,936,1256.0
10928,4035,40.0,2699,68224.0,185,476,1051.0
10930,9029,39.7,7644,116414.0,358,1687,1646.0
10931,988,40.1,446,77361.0,55,80,1360.0
10932,142,52.7,142,150776.0,0,11,
10933,553,35.3,553,96419.0,0,74,
10940,48209,36.2,24072,60365.0,5025,3968,1120.0
10941,14006,36.8,7807,72052.0,714,1679,1099.0
10950,47742,24.3,40150,79009.0,1798,4480,1207.0
10952,39271,21.9,35265,54275.0,2673,3239,1236.0
10953,133,65.6,123,81042.0,0,22,
10954,22908,43.6,14647,93141.0,2051,4158,1635.0
10956,31426,44.1,23347,119022.0,1346,6211,1426.0
10958,3187,43.2,2256,97500.0,162,422,1110.0
10960,15545,38.4,9671,76016.0,1309,2759,1461.0
10962,5995,44.4,4038,101786.0,343,1003,1257.0
10963,3889,38.5,2202,66250.0,326,322,836.0
10964,1598,48.7,1519,99318.0,20,276,1469.0
10965,14799,41.4,12525,100324.0,454,2510,1299.0
10968,2194,55.2,1913,87539.0,206,591,1388.0
10969,1534,43.3,1013,72768.0,270,186,2000.0
10970,9164,42.0,5084,73438.0,766,1458,1614.0
10973,2462,39.5,2277,70833.0,86,262,857.0
10974,3141,37.9,2636,91750.0,83,492,1420.0
10975,305,43.4,265,64243.0,0,49,1227.0
10976,2179,41.6,1794,40893.0,84,368,491.0
10977,59133,28.1,24093,62813.0,12705,5569,1194.0
10979,137,55.2,137,63036.0,28,0,
10980,13620,42.9,10277,95648.0,840,2125,1296.0
10983,5522,44.9,3561,120000.0,237,1333,
10984,3485,41.9,2364,124750.0,142,492,
10985,90,20.6,90,220577.0,0,7,
10986,1923,37.8,1766,100551.0,45,255,1267.0
10987,3320,43.7,2956,96063.0,124,742,1070.0
10988,983,35.3,812,74167.0,16,61,648.0
10989,9757,47.4,6986,98904.0,534,1986,1439.0
10990,20526,42.9,16968,91011.0,616,3242,1120.0
10992,9716,43.8,6641,90617.0,70,801,889.0
10993,4559,35.0,1702,61818.0,474,288,994.0
10994,6963,41.7,5515,126386.0,259,1182,1275.0
10996,7286,20.9,5564,100000.0,143,415,
10998,2818,45.6,2535,97679.0,18,359,1313.0
11001,27104,41.3,18527,101537.0,1437,4342,1418.0
11003,44016,36.2,8706,83754.0,6523,5415,1343.0
11004,14178,40.8,5872,78766.0,1633,2930,1170.0
11005,1963,79.9,1884,70036.0,7,524,1645.0
11010,23800,43.2,19188,87130.0,1180,2952,1312.0
11020,6139,42.6,2996,126143.0,466,1099,1163.0
11021,17449,46.2,13070,97757.0,1393,4014,1458.0
11023,9400,42.1,8277,105427.0,581,1597,1679.0
11024,7784,38.3,6553,89964.0,740,1327,1590.0
11030,17854,44.1,14433,174015.0,625,4138,1040.0
11040,40005,44.9,22682,99793.0,3240,7043,1367.0
11042,541,82.8,303,,7,69,
11050,30397,41.7,22011,109258.0,3468,6309,1905.0
11096,8091,33.8,1911,54611.0,1389,494,1243.0
11101,24405,33.9,6823,43909.0,5495,3913,1133.0
11102,33742,32.7,14658,48548.0,7819,6943,1372.0
11103,36724,35.0,21209,55844.0,7161,8459,1376.0
11104,26321,37.2,10422,54188.0,7601,4985,1300.0
11105,37438,35.2,23985,57576.0,6329,7803,1390.0
11106,36958,35.9,16575,49371.0,7746,6448,1219.0
11109,3272,31.5,2259,126225.0,868,1096,
11201,52242,35.3,32225,93693.0,4677,13001,1676.0
11203,80202,38.1,2451,49002.0,14370,7581,1102.0
11204,80341,33.8,48070,45112.0,16737,7322,1148.0
11205,40125,29.6,15624,42434.0,4383,4736,1128.0
11206,80086,28.4,20460,28584.0,10117,6061,809.0
11207,92054,29.9,2083,32642.0,13395,4604,996.0
11208,93998,30.5,3229,35665.0,16316,4130,1115.0
11209,72434,38.1,50212,57713.0,8178,13480,1256.0
11210,64041,34.7,20842,54664.0,9738,8245,1081.0
11211,90510,29.2,59307,44173.0,8978,14482,1190.0
11212,81267,32.1,749,27901.0,12495,3817,880.0
11213,61495,32.3,11952,35344.0,10843,5010,1014.0
11214,81428,39.8,41608,41246.0,17022,8314,1059.0
11215,67195,34.1,45146,93184.0,5747,17164,1706.0
11216,53662,34.6,6084,41688.0,7523,7734,1072.0
11217,38398,35.4,17969,78591.0,3758,9340,1562.0
11218,74571,32.9,39763,53251.0,14142,10331,1252.0
11219,95069,28.5,57727,34590.0,20936,6469,1141.0
11220,100476,32.5,16137,38267.0,36268,8480,1123.0
11221,80254,31.2,4344,37608.0,13192,6338,1086.0
11222,33718,33.6,25579,62634.0,6232,8302,1359.0
11223,74700,40.2,44313,40960.0,13050,7462,1019.0
11224,44047,48.7,23078,31415.0,4260,5523,729.0
11225,60179,33.9,8641,40481.0,12139,6464,1073.0
11226,99285,34.3,5807,40146.0,25700,8793,1100.0
11228,43396,40.3,27960,61213.0,5853,4755,1224.0
11229,79268,41.0,52841,49629.0,10146,12267,1064.0
11230,84707,34.3,57630,42568.0,15383,11730,1149.0
11231,34393,34.7,19522,71999.0,3118,8131,1497.0
11232,28703,30.9,6235,40565.0,8060,2476,1225.0
11233,67661,32.5,1783,35620.0,7207,5460,1016.0
11234,95390,37.7,40667,68177.0,9034,11734,1211.0
11235,72447,45.1,54050,42298.0,12059,15816,1080.0
11236,97084,36.1,4830,60758.0,16249,10101,1228.0
11237,53031,29.3,5390,37636.0,19173,3522,1165.0
11238,52033,34.0,18403,64981.0,5157,12025,1322.0
11239,12850,42.0,3753,24640.0,596,1106,846.0
11354,55543,42.1,10641,48236.0,17650,9044,1286.0
11355,83938,40.2,7532,43248.0,31533,11449,1274.0
11356,22947,36.9,7911,59289.0,4789,2915,1456.0
11357,40705,43.8,28188,76014.0,3086,6074,1501.0
11358,39143,41.1,16286,67924.0,8781,6611,1444.0
11360,20688,47.8,12172,76438.0,2039,4586,1894.0
11361,29197,41.5,13942,72837.0,4475,5346,1524.0
11362,18220,46.7,8706,86051.0,2206,4208,1552.0
11363,7442,43.0,3958,91712.0,1105,1865,1657.0
11364,35106,42.4,14177,73079.0,4183,6611,1455.0
11365,41520,40.0,12178,56131.0,8791,6549,1339.0
11366,13593,41.0,6191,75729.0,1706,2601,1414.0
11367,39424,34.9,19585,52199.0,4512,6426,1172.0
11368,104486,31.4,5788,46325.0,46465,5905,1335.0
11369,40160,33.6,2261,55553.0,12562,3289,1325.0
11370,37755,33.8,8904,52489.0,8945,3353,1373.0
11372,62857,38.3,11663,47750.0,22158,8957,1214.0
11373,97430,35.8,7119,44964.0,40207,12660,1306.0
11374,42484,39.6,21898,54868.0,8056,9848,1298.0
11375,69745,42.0,40488,72538.0,9109,16079,1444.0
11377,87284,35.8,19613,49528.0,27182,12753,1272.0
11378,32187,39.4,20816,58317.0,4840,3530,1307.0
11379,35680,43.5,26091,67516.0,3746,4553,1308.0
11385,99508,34.2,44526,51258.0,23112,8660,1238.0
11411,19357,43.4,303,81390.0,2079,2526,1220.0
11412,36660,38.9,422,71292.0,5128,3956,1158.0
11413,39291,39.8,502,77739.0,4837,4383,1471.0
11414,28769,45.2,21132,65295.0,1442,3129,1382.0
11415,19464,37.3,8974,60287.0,2789,3404,1272.0
11416,24977,33.1,3399,55225.0,5653,2065,1327.0
11417,30325,35.3,7369,61284.0,6076,2562,1290.0
11418,36821,34.9,6593,58965.0,8811,3985,1248.0
11419,48119,36.2,2033,53815.0,14210,4217,1333.0
11420,48226,36.1,3488,60603.0,9502,4324,1295.0
11421,41872,33.6,7179,57091.0,8412,4111,1293.0
11422,33116,34.9,1296,85151.0,4417,4275,1602.0
11423,31425,39.7,3148,61948.0,6001,3638,1158.0
11426,18847,39.5,7399,78415.0,2314,3039,1314.0
11427,24601,40.1,5198,70438.0,3837,4110,1209.0
11428,19784,39.5,1828,69758.0,4169,2636,1283.0
11429,28571,38.5,732,70478.0,4550,2604,1236.0
11430,101,43.9,10,,5,5,
11432,58705,37.1,8087,50130.0,14644,8579,1240.0
11433,30851,32.9,179,43419.0,4537,2209,990.0
11434,61853,35.9,915,57393.0,7605,5192,1046.0
11435,52288,35.9,7499,53914.0,12483,7056,1238.0
11436,17316,36.7,166,60820.0,2985,1450,1476.0
11501,18982,41.2,13908,84864.0,2602,2735,1402.0
11507,7215,44.1,4710,93681.0,748,1299,
11509,2159,54.2,2007,106250.0,30,461,1391.0
11510,33152,38.7,15824,99755.0,3025,5497,1574.0
11514,5332,41.4,3798,84970.0,209,785,1423.0
11516,7486,34.0,6368,79800.0,526,1170,1463.0
11518,10307,43.5,9609,95991.0,268,1507,1560.0
11520,43246,38.4,9593,70516.0,8073,4110,1263.0
11530,27982,42.6,24240,126354.0,717,5725,
11542,27530,40.0,15823,67548.0,5418,3805,1553.0
11545,13070,44.7,11196,137302.0,351,2959,1835.0
11547,655,42.3,537,110667.0,69,202,1831.0
11548,2347,20.9,1351,101250.0,198,267,1411.0
11549,2567,20.5,1598,,167,45,
11550,56347,33.3,5235,54776.0,14785,3843,1266.0
11552,22872,40.0,12506,96323.0,1604,3146,1608.0
11553,26430,32.9,3929,72431.0,5310,2299,1275.0
11554,38126,41.6,26584,93607.0,2566,5222,1656.0
11557,7214,43.3,6275,114591.0,252,1415,1828.0
11558,8456,45.1,6351,79722.0,437,1017,1566.0
11559,8020,35.5,6882,114850.0,546,1308,1638.0
11560,6628,44.9,5813,99125.0,495,1519,
11561,37881,43.5,28230,86842.0,2570,7364,1639.0
11563,22953,43.6,18337,86804.0,1037,3704,1515.0
11565,8779,43.5,7768,115843.0,193,1606,1302.0
11566,33980,43.4,29976,126889.0,580,6225,
11568,3858,25.6,2594,212935.0,227,682,
11569,1225,54.0,1200,107049.0,5,300,1913.0
11570,26870,43.2,20873,111546.0,780,5203,1253.0
11572,29540,44.1,26113,96756.0,762,4760,1453.0
11575,16408,32.6,316,68524.0,2715,1455,1608.0
11576,12060,46.2,9553,156068.0,450,3020,1965.0
11577,12511,43.5,8327,115656.0,1027,2656,1725.0
11579,5265,43.5,4316,100078.0,123,1219,1585.0
11580,40500,39.0,12802,87482.0,4606,5887,1353.0
11581,20553,38.1,12162,102135.0,1752,3486,1462.0
11590,44977,36.7,18380,86540.0,7606,5422,1527.0
11596,10517,44.2,8308,111867.0,470,1932,1694.0
11598,12972,43.1,11627,124671.0,721,2174,1403.0
11691,61442,30.8,13945,38631.0,9773,4839,994.0
11692,16870,36.2,1968,39817.0,1405,1079,807.0
11693,11415,38.9,4875,50006.0,476,1124,793.0
11694,21281,44.7,16153,73893.0,1362,3162,1151.0
11697,4344,49.1,4272,86731.0,0,751,726.0
11701,26349,40.3,10181,68538.0,3008,2811,1365.0
11702,15255,40.2,13478,101000.0,702,2171,1459.0
11703,16075,39.7,12454,89500.0,540,1795,1678.0
11704,40968,40.0,28244,83161.0,2104,3931,1466.0
11705,7859,41.0,6926,88523.0,74,982,1652.0
11706,66314,35.3,25869,76052.0,9696,6092,1335.0
11709,6690,45.7,6248,90096.0,177,1126,1736.0
11710,34467,42.4,29415,104146.0,557,5256,1789.0
11713,9648,36.9,5377,76875.0,615,788,1968.0
11714,23447,42.8,18886,86701.0,906,3560,1647.0
11715,4417,43.5,4108,103438.0,48,634,1770.0
11716,10953,40.5,9821,99742.0,208,1238,1594.0
11717,57011,32.6,7836,68937.0,16543,3219,1319.0
11718,3122,40.9,2782,118393.0,22,582,1362.0
11719,2940,46.1,2317,83285.0,62,398,1462.0
11720,29603,38.9,22822,94307.0,1730,3082,
11721,6503,42.5,6013,102520.0,110,1300,1837.0
11722,38140,32.6,7041,67041.0,8600,2519,1389.0
11724,2616,46.8,2539,136936.0,96,620,
11725,29199,43.3,25910,108906.0,637,4584,1798.0
11726,19600,37.5,8383,70443.0,4775,1296,1475.0
11727,28126,39.2,18838,81174.0,2322,3435,1548.0
11729,28149,39.4,19139,85118.0,1642,3241,1416.0
11730,14126,39.8,12427,103036.0,334,1616,1474.0
11731,29959,41.9,26795,104881.0,742,5611,1636.0
11732,3443,45.0,3081,99236.0,35,669,
11733,18236,42.8,14692,115965.0,1144,2706,1643.0
11735,32221,41.3,24499,88462.0,2058,4654,1511.0
11738,18559,36.6,14938,90313.0,889,1643,1979.0
11739,1473,45.3,1266,222321.0,9,263,
11740,9478,41.8,8056,106250.0,422,1509,665.0
11741,27747,40.3,22765,95665.0,836,3308,1686.0
11742,12979,37.7,10334,86197.0,612,1434,1695.0
11743,42887,43.6,35297,113535.0,2215,8981,1602.0
11746,67290,39.4,45395,96499.0,6588,9686,1391.0
11747,19806,44.8,16997,107887.0,431,3705,
11749,3406,41.1,1316,95625.0,508,361,
11751,14152,42.0,11655,90986.0,303,1847,1579.0
11752,9184,42.6,7842,94392.0,232,793,1776.0
11753,11786,44.8,7897,152862.0,692,2582,1620.0
11754,19368,42.9,17944,98589.0,412,2930,1311.0
11755,12263,38.8,10152,97401.0,552,1688,1582.0
11756,43510,40.8,34657,97675.0,1767,5268,1978.0
11757,45623,40.2,37235,83713.0,2545,4703,1441.0
11758,54795,42.5,46885,105349.0,1416,8202,1410.0
11762,22326,43.3,20252,109453.0,314,3225,1625.0
11763,30422,36.4,19756,88125.0,2012,2902,1599.0
11764,13280,38.5,11763,118066.0,431,1833,1401.0
11765,586,50.0,504,161786.0,32,147,
11766,11976,42.9,10075,106983.0,330,1798,1579.0
11767,15081,41.1,13291,107266.0,567,2017,1411.0
11768,21808,45.4,20071,117005.0,372,4466,1529.0
11769,8673,46.5,7928,96844.0,117,1284,1479.0
11770,235,35.4,227,67969.0,0,51,
11771,9449,45.6,7825,100769.0,436,2108,1491.0
11772,45435,37.4,31263,69473.0,3919,4135,1337.0
11776,26308,36.9,20437,81156.0,2316,3156,1479.0
11777,9453,42.7,8140,109128.0,531,1467,1570.0
11778,12354,37.8,10714,89460.0,327,1151,1427.0
11779,39176,39.7,32067,84257.0,1598,3912,1422.0
11780,14733,44.4,13621,108073.0,347,2399,1462.0
11782,15200,42.9,14228,103306.0,154,1903,1646.0
11783,21131,42.0,19610,100722.0,440,3217,1689.0
11784,25611,35.7,19176,86277.0,1269,2537,1461.0
11786,6273,41.9,5709,136150.0,131,826,1740.0
11787,35969,42.1,33050,106995.0,519,5267,1468.0
11788,16333,42.7,13907,101034.0,681,2846,1726.0
11789,7506,34.9,6411,85870.0,248,1118,1310.0
11790,17672,27.6,12760,134142.0,1503,2520,1455.0
11791,25240,41.3,18411,137796.0,1203,5355,1831.0
11792,9309,39.5,8585,120804.0,163,1166,
11793,31898,43.1,28712,108274.0,756,5033,1484.0
11794,3150,20.2,1014,,635,51,
11795,25709,41.8,24153,108963.0,308,3449,1446.0
11796,3758,41.2,3462,102500.0,26,334,1220.0
11797,8789,51.5,7464,149149.0,284,2010,
11798,15025,32.6,1218,60341.0,1968,1338,1464.0
11801,38777,42.8,25896,90604.0,3166,6241,1558.0
11803,28133,44.5,23514,123759.0,1230,5264,1637.0
11804,4973,41.7,4463,118000.0,141,973,386.0
11901,27934,38.9,16708,52455.0,4539,2228,1192.0
11930,1255,54.4,1167,78542.0,76,344,1438.0
11931,21,,21,,0,21,
11932,895,55.6,666,67961.0,67,203,1192.0
11933,7530,47.5,6075,65714.0,183,712,
11934,7751,40.6,6649,86714.0,619,661,1613.0
11935,3332,55.1,3110,88036.0,10,623,1490.0
11937,15511,45.6,10354,74758.0,2070,2899,1868.0
11939,1197,59.4,1077,76250.0,109,213,1607.0
11940,4933,43.9,4584,86360.0,57,637,1694.0
11941,1822,47.5,1623,78545.0,136,274,1210.0
11942,4597,44.5,4353,87333.0,34,690,1979.0
11944,4286,47.4,3031,51000.0,554,559,1292.0
11946,13997,40.7,9758,72049.0,2306,2093,1494.0
11947,150,60.8,150,29458.0,0,19,
11948,995,50.3,973,111213.0,0,190,
11949,13539,39.3,12696,99800.0,231,1990,1434.0
11950,16394,33.7,9936,66107.0,1121,767,1647.0
11951,13110,37.0,9751,68243.0,200,477,1744.0
11952,4411,47.2,4099,95099.0,43,703,1655.0
11953,12258,41.6,8619,67712.0,656,1324,1404.0
11954,3559,49.4,2804,71312.0,513,696,1354.0
11955,2814,45.5,2475,67256.0,227,278,1549.0
11956,313,62.7,287,45000.0,37,69,1725.0
11957,661,57.9,633,81875.0,11,161,1569.0
11958,441,51.8,441,94423.0,0,163,
11959,677,60.5,548,74205.0,14,170,
11960,878,55.7,842,101711.0,0,266,1942.0
11961,11811,49.6,10298,50431.0,259,1087,1197.0
11962,447,49.5,440,106250.0,13,116,
11963,6737,50.6,5483,81875.0,845,1563,1993.0
11964,1960,53.6,1785,79007.0,170,368,900.0
11965,664,47.9,653,87614.0,0,195,1775.0
11967,26818,35.7,18453,84859.0,1790,1617,1749.0
11968,11658,44.8,8421,85040.0,1501,1942,1553.0
11970,600,54.4,600,121350.0,0,143,1308.0
11971,6057,52.9,5558,87297.0,142,1013,1412.0
11972,900,42.1,656,68750.0,122,105,1463.0
11973,26,21.1,0,,15,0,
11975,330,54.6,298,82292.0,7,88,
11976,1870,54.9,1663,165298.0,177,357,1337.0
11977,2568,55.1,2432,90347.0,29,511,1421.0
11978,3150,53.9,2691,85221.0,198,640,1818.0
11980,4878,40.2,3940,85250.0,234,592,1651.0
12007,88,39.1,88,59821.0,0,0,
12008,544,40.6,544,46971.0,0,67,1323.0
12009,7469,43.3,7091,77417.0,212,986,1004.0
12010,28711,41.3,22612,43065.0,604,2200,721.0
12015,3062,46.0,2695,62770.0,76,312,893.0
12017,310,42.0,300,68125.0,3,38,850.0
12018,7353,44.0,6919,74722.0,139,870,884.0
12019,15125,42.1,13861,88047.0,169,2367,918.0
12020,30796,40.6,29248,66770.0,477,4683,955.0
12022,964,44.4,932,57868.0,0,79,900.0
12023,2262,47.5,2164,61750.0,21,268,890.0
12024,103,42.5,103,75078.0,0,0,
12025,5635,44.4,5393,56674.0,10,396,737.0
12027,3610,46.0,3484,89145.0,17,665,643.0
