NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_media_price
10310,24719,33.6,9776,64724.0,2491,2465,1096.0
10312,61105,41.2,51471,87946.0,1628,9149,1280.0
10314,87524,41.5,59334,78962.0,5642,11698,1195.0
10451,47818,31.6,872,27197.0,8747,2887,916.0
10452,75252,30.4,935,24965.0,18383,3554,1032.0
10453,79002,31.0,949,24741.0,20030,3600,1017.0
10454,38751,28.6,590,19536.0,7092,1465,639.0
10455,39951,30.0,582,22996.0,7994,1662,785.0
10456,91737,29.7,1177,22962.0,19515,4415,906.0
10457,71015,29.4,1386,24883.0,16677,3205,1050.0
10458,76276,29.4,8821,24829.0,18514,3665,1101.0
10459,48269,28.7,579,23400.0,9336,2129,917.0
10460,58676,30.0,1128,23289.0,11978,2814,960.0
10461,52435,37.1,21138,52230.0,6905,5980,1233.0
10462,76114,35.0,10027,45234.0,13015,7762,1190.0
10463,71238,38.0,23497,55354.0,8727,9331,1177.0
10464,4532,48.4,3440,75696.0,119,643,1338.0
10465,46360,39.3,23299,68831.0,2456,4472,1237.0
10466,69657,36.1,2258,42587.0,11385,6758,1102.0
10467,99251,33.1,9166,35852.0,22000,7843,1127.0
10468,72683,31.9,2686,33585.0,18663,5138,1129.0
10469,72241,37.0,10045,57680.0,9780,7318,1267.0
10470,14880,36.0,6229,58330.0,2477,1852,1253.0
10471,21935,43.7,13197,73684.0,1622,4035,1401.0
10472,69659,31.3,1486,30541.0,18452,3761,1058.0
10473,59948,36.5,987,36729.0,4974,4732,860.0
10474,12223,29.9,159,26460.0,2165,611,985.0
10475,44582,46.2,3872,45886.0,3748,5224,939.0
10501,1073,47.6,965,141500.0,16,246,
10502,5396,45.4,3374,142679.0,386,1093,1596.0
10503,172,58.3,144,139911.0,0,27,
10504,7885,41.2,7013,200000.0,172,1812,
10505,785,37.8,598,178333.0,0,80,942.0
10506,5303,43.6,4731,185372.0,189,1360,1442.0
10507,7039,36.1,3923,70684.0,1052,849,1413.0
10509,19605,41.3,14818,90959.0,1758,2810,1318.0
10510,10391,43.7,7606,153613.0,279,2086,1528.0
10511,2349,44.5,1747,93977.0,137,349,1471.0
10512,25467,43.3,20928,92067.0,1208,3353,1144.0
10514,12915,40.4,11015,207733.0,682,2920,
10516,5327,44.4,4691,84966.0,212,1271,1332.0
10517,756,31.9,389,91481.0,94,96,1741.0
10518,1505,48.5,1452,214688.0,16,392,1486.0
10519,181,49.7,181,126089.0,0,32,
10520,13107,46.8,9807,98552.0,1243,2786,1293.0
10522,11001,41.8,8131,113062.0,765,1955,1597.0
10523,8563,34.9,2808,87042.0,1498,1338,1921.0
10524,4402,49.9,3866,118409.0,159,830,1931.0
10526,1714,40.9,1586,109821.0,48,383,1235.0
10527,1156,43.9,1099,196300.0,1,233,
10528,12720,38.9,9125,106912.0,2303,2517,1916.0
10530,12431,48.4,8377,97682.0,1175,2884,1657.0
10532,4906,43.9,4258,109815.0,152,879,1665.0
10533,7484,46.1,5688,139359.0,374,1621,1461.0
10535,573,43.6,419,56860.0,0,151,1458.0
10536,10725,44.9,9155,155658.0,534,2434,1988.0
10537,1952,40.4,1693,80380.0,116,351,1099.0
10538,16803,41.4,14675,158258.0,1529,4533,1598.0
10541,26355,40.9,21891,108082.0,1317,3974,1272.0
10543,20250,42.1,13967,88942.0,2475,3544,1605.0
10545,135,77.9,118,,4,23,
10546,1149,45.1,721,119091.0,35,225,
10547,6913,43.5,4608,84925.0,430,1030,1277.0
10548,3214,49.3,2567,83167.0,96,556,1390.0
10549,16165,39.7,9834,88508.0,2838,3008,1385.0
10550,37421,33.3,3082,40492.0,7561,2470,1160.0
10552,20339,42.3,8441,68530.0,2553,3468,1253.0
10553,10032,40.5,342,64295.0,1319,1145,1307.0
10560,4742,50.7,4135,131500.0,140,1294,1996.0
10562,31453,38.4,13138,75848.0,7029,4595,1424.0
10566,23875,38.5,8118,51961.0,4455,2508,1297.0
10567,20197,43.7,14497,108446.0,937,3046,1498.0
10570,12592,41.0,10270,125488.0,600,2600,1474.0
10573,38656,37.7,16454,70532.0,10158,4883,1448.0
10576,4842,49.4,4306,170278.0,163,1008,
10577,6269,20.3,4415,209350.0,517,590,
10578,589,50.5,476,115114.0,77,124,
10579,9264,44.8,8005,107066.0,157,1582,1235.0
10580,17322,41.6,14910,158281.0,1452,4265,1906.0
10583,39510,43.0,31185,169583.0,3527,7381,1917.0
10588,2518,47.5,1630,72958.0,24,500,1099.0
10589,9376,53.1,8451,103721.0,213,2100,
10590,7026,44.4,6083,129632.0,206,1808,1964.0
10591,23037,40.1,12807,78227.0,3450,4037,1350.0
10594,5201,38.3,4406,122583.0,281,741,1515.0
10595,8577,38.0,5829,107522.0,550,1252,1602.0
10596,1629,38.0,1195,54773.0,151,51,1282.0
10597,1128,46.2,1016,,62,256,
10598,29699,44.0,24707,108093.0,1010,5156,1404.0
10601,11524,37.5,4751,70477.0,2360,2144,1532.0
10603,17924,37.7,7204,92419.0,2181,2680,1538.0
10604,11397,40.9,6844,81814.0,2527,1690,1729.0
10605,17671,42.2,11910,107782.0,1975,3357,1500.0
10606,17293,36.3,4673,74733.0,5133,2490,1570.0
10607,6727,41.5,2160,140478.0,664,1203,1580.0
10701,59628,35.2,16153,45893.0,10474,5482,1189.0
10703,20894,38.3,7739,59653.0,3369,2397,1265.0
10704,31198,41.0,18825,69309.0,3305,4231,1291.0
10705,39817,33.6,9331,46848.0,8019,3705,1122.0
10706,8734,46.8,7298,128056.0,555,1666,1636.0
10707,10525,38.6,7420,89821.0,800,1924,1655.0
10708,22497,43.6,17581,96490.0,1453,4575,1429.0
10709,9347,45.0,7899,89712.0,728,1856,1455.0
10710,27388,43.5,14412,81082.0,2424,4361,1337.0
10801,41265,35.4,13682,58280.0,8121,4511,1319.0
10803,12523,39.8,9371,140977.0,792,2475,1673.0
10804,14850,44.1,12347,162674.0,902,3032,1469.0
10805,18898,39.4,8449,55464.0,2513,2483,1382.0
10901,23195,42.7,17196,86215.0,1427,3878,1292.0
10910,24,,24,,0,24,
10913,5657,41.5,4562,124766.0,126,975,
10914,421,30.0,355,131250.0,0,30,
10915,168,46.8,168,,0,38,
10916,4374,42.2,3700,103750.0,95,624,
10917,1959,45.2,1295,95344.0,172,127,1331.0
10918,11700,40.7,8286,84323.0,720,1653,1356.0
10919,1647,44.7,1400,97742.0,4,142,1402.0
10920,8682,42.4,6047,92193.0,449,1572,1625.0
10921,4138,44.3,3355,75667.0,166,543,1071.0
10922,1406,41.7,1128,89375.0,23,288,1441.0
10923,8705,39.4,4226,89420.0,898,1070,1394.0
10924,13153,42.0,9754,86359.0,451,1909,1199.0
10925,4300,43.1,3318,70927.0,100,421,1160.0
10926,3256,36.6,1857,65742.0,432,425,1379.0
10927,12060,32.8,2624,56714.0,2834,978,1255.0
10928,4029,40.4,2399,70278.0,214,551,1118.0
10930,8938,39.9,7391,128500.0,438,1421,
10931,908,43.6,380,78333.0,65,98,1292.0
10932,33,22.4,33,,0,6,
10933,797,30.3,742,91830.0,0,97,
10940,48512,36.7,23095,58803.0,5024,4210,1132.0
10941,13572,39.2,7482,68367.0,710,1579,1213.0
10950,48838,23.9,41052,72371.0,1695,4515,1174.0
10952,41619,20.5,37417,54032.0,2482,2950,1241.0
10953,123,55.4,115,122788.0,0,20,
10954,23678,44.2,13877,90781.0,2226,4065,1479.0
10956,31090,44.5,22610,118181.0,1357,6311,1351.0
10958,2929,42.9,2297,106211.0,84,320,1072.0
10960,15637,39.7,9335,80795.0,1345,2825,1466.0
10962,5677,47.1,3645,103672.0,318,965,873.0
10963,4219,41.1,2326,69967.0,295,319,950.0
10964,1711,51.6,1465,109844.0,47,272,1889.0
10965,14878,42.1,12805,99741.0,508,2453,1357.0
10968,2301,52.2,1848,97909.0,170,637,1570.0
10969,1665,43.3,1202,66875.0,311,176,
10970,9716,41.6,5043,83945.0,828,1477,1680.0
10973,2646,41.8,2429,93750.0,57,188,1025.0
10974,3166,37.7,2573,86495.0,130,505,1413.0
10975,328,55.0,308,77500.0,0,40,1603.0
10976,2266,40.1,1584,40281.0,105,390,538.0
10977,60650,28.1,25876,60941.0,11905,5376,1208.0
10979,201,45.2,109,70875.0,24,0,
10980,13746,43.1,10165,96168.0,961,1927,1281.0
10983,5727,42.4,3844,128520.0,202,1359,
10984,3117,43.8,2020,123250.0,111,666,1713.0
10985,14,,14,,0,7,
10986,1887,40.7,1714,114306.0,58,336,1685.0
10987,3279,45.3,2777,98942.0,150,725,1301.0
10988,947,35.7,829,73036.0,10,93,944.0
10989,10113,47.8,6758,103998.0,716,2221,1572.0
10990,20029,43.8,16377,86241.0,488,3259,1204.0
10992,9324,44.9,6772,82258.0,12,1199,949.0
10993,5069,32.5,1563,68611.0,597,328,1215.0
10994,6931,43.9,5092,126477.0,332,1468,1231.0
10996,6892,20.7,4982,96458.0,219,515,
10998,2699,43.0,2478,99688.0,34,248,1396.0
11001,27156,41.1,17361,100625.0,1431,4569,1460.0
11003,44907,37.3,7734,88537.0,6897,5825,1467.0
11004,14045,44.1,5982,82054.0,1315,2324,1171.0
11005,2123,81.4,2050,61587.0,7,512,
11010,25054,42.3,18737,95162.0,1509,3289,1376.0
11020,6120,46.4,2536,126652.0,493,1347,1386.0
11021,17478,46.1,12901,90181.0,1687,3797,1642.0
11023,9955,40.9,8624,106639.0,627,1864,
11024,7789,37.6,6548,93950.0,819,1322,1443.0
11030,17295,45.3,13973,162500.0,478,3963,1477.0
11040,40799,44.1,20223,105266.0,3610,7253,1450.0
11042,542,81.5,303,,0,45,
11050,30583,42.8,22719,106682.0,3481,6753,1943.0
11096,7884,33.2,1910,55222.0,1590,438,1283.0
11101,25317,35.4,8119,48509.0,5952,4513,1215.0
11102,35027,32.6,14208,50160.0,7924,7099,1464.0
11103,38257,34.4,22511,57733.0,7923,8783,1452.0
11104,26555,37.6,11345,56578.0,7022,5727,1386.0
11105,36816,34.8,22949,60247.0,5967,8214,1487.0
11106,38633,36.1,16240,52399.0,7957,7780,1347.0
11109,4337,32.2,2891,128693.0,1067,1295,
11201,56488,34.9,33739,98775.0,5617,14450,1902.0
11203,77011,38.9,2621,46630.0,14429,7089,1158.0
11204,80349,34.6,47237,45593.0,16097,8520,1205.0
11205,43320,29.4,17247,47050.0,4502,5762,1182.0
11206,83180,29.0,24006,30686.0,9748,7835,893.0
11207,93465,31.3,2547,33816.0,13990,4876,1054.0
11208,92262,30.9,2949,34527.0,16191,4505,1137.0
11209,72582,39.2,48512,59934.0,8629,13464,1330.0
11210,67042,34.9,19752,56052.0,10771,8725,1130.0
11211,94681,30.1,60899,50943.0,9403,17587,1337.0
11212,87751,31.7,1018,28146.0,13230,4395,936.0
11213,62756,32.8,11744,34804.0,10633,5039,1064.0
11214,88297,39.5,43904,45838.0,19662,10886,1163.0
11215,70156,34.6,46098,99040.0,6106,18100,1860.0
11216,54440,34.4,8487,45566.0,6553,9217,1146.0
11217,38567,35.4,18989,85199.0,3260,9809,1735.0
11218,75132,32.5,39236,54441.0,13902,10487,1375.0
11219,98719,27.7,59628,35083.0,21701,6011,1209.0
11220,101715,32.5,15120,38052.0,37103,8299,1184.0
11221,83773,31.4,6231,39785.0,13201,7347,1135.0
11222,34580,33.9,26417,66610.0,5409,9778,1565.0
11223,76651,37.4,45429,40873.0,14004,8839,1120.0
11224,42698,46.6,22738,27011.0,4031,6270,732.0
11225,59613,33.9,10120,43543.0,10584,7531,1183.0
11226,98299,35.0,6251,42182.0,23246,10303,1164.0
11228,46059,39.9,26824,62821.0,6346,5923,1287.0
11229,81351,40.8,52786,51985.0,10713,13132,1131.0
11230,87064,34.7,58934,41820.0,15025,12037,1229.0
11231,34605,35.6,20333,83383.0,3079,8825,1629.0
11232,29452,31.7,5524,44583.0,7812,2341,1335.0
11233,69637,33.6,2239,34432.0,8513,5943,1053.0
11234,95610,38.7,38580,67713.0,9614,12601,1277.0
11235,75622,44.5,56463,42257.0,13117,16653,1136.0
11236,97714,37.3,4436,60135.0,14676,10837,1260.0
11237,55258,29.1,7255,42496.0,18066,4574,1299.0
11238,51959,34.8,19612,69491.0,4784,12021,1446.0
11239,12943,41.7,3188,27886.0,801,975,915.0
11354,56433,44.2,10589,46650.0,18860,7735,1346.0
11355,83799,40.9,6752,40539.0,33259,10008,1286.0
11356,23800,36.0,6514,59084.0,5376,2549,1501.0
11357,40588,44.8,26939,73189.0,3520,6420,1579.0
11358,37634,42.3,15118,67277.0,8523,6372,1482.0
11360,19916,48.5,12161,79513.0,1834,4214,1966.0
11361,30352,41.1,13166,77219.0,4689,5769,1654.0
11362,17897,45.0,8179,82058.0,2313,3987,1660.0
11363,7625,42.0,3735,92711.0,893,1594,1665.0
11364,34902,43.4,12984,72344.0,4252,7048,1534.0
11365,43138,41.6,12879,58990.0,6725,6294,1373.0
11366,13146,41.4,5919,71692.0,1640,2430,1547.0
11367,41582,34.7,20026,54218.0,4800,6344,1220.0
11368,110385,31.6,5241,45014.0,47453,5596,1410.0
11369,39862,35.2,2483,54181.0,12264,3333,1355.0
11370,36271,35.5,8411,54196.0,8099,3222,1513.0
11372,63202,37.9,11601,46402.0,21827,9307,1298.0
11373,100713,36.3,7203,49042.0,39974,13657,1372.0
11374,41792,42.8,20925,50606.0,7711,9700,1333.0
11375,69652,41.9,39351,71643.0,8475,16290,1553.0
11377,88939,35.9,18003,49641.0,29101,12439,1363.0
11378,30854,39.6,18231,56278.0,4387,3853,1375.0
11379,35725,43.4,25848,71393.0,3749,5225,1359.0
11385,100132,35.3,46053,53558.0,22024,9868,1276.0
11411,19177,44.4,315,81117.0,2071,2561,1363.0
11412,37690,39.6,326,70709.0,4693,3718,1273.0
11413,41689,39.3,383,80237.0,4968,4533,1506.0
11414,28742,44.2,21053,69088.0,1456,3982,1452.0
11415,19020,37.9,9383,64696.0,2743,3331,1373.0
11416,25973,33.9,3274,58621.0,5895,2659,1318.0
11417,31556,36.8,6775,61617.0,5986,2976,1334.0
11418,36751,34.9,6591,61472.0,8521,4163,1316.0
11419,48370,36.5,2033,55557.0,13210,4255,1345.0
11420,50162,36.8,3239,57784.0,9851,4358,1406.0
11421,42745,34.8,6939,61974.0,8670,4066,1374.0
11422,32589,35.5,1623,83631.0,4328,4159,1584.0
11423,32053,39.4,3161,60161.0,5908,3941,1217.0
11426,19348,40.8,6548,77917.0,2440,3013,1406.0
11427,23460,41.8,4728,69847.0,3138,3753,1297.0
11428,20461,40.2,2251,68077.0,3939,2231,1437.0
11429,27506,39.9,557,71208.0,4377,2463,1337.0
11430,171,43.4,12,,13,12,
11432,62395,35.8,7795,49631.0,16541,8830,1290.0
11433,37927,30.7,216,44799.0,5162,2770,964.0
11434,65255,35.6,941,58178.0,7336,6121,1118.0
11435,54523,35.7,7740,52939.0,12982,7212,1332.0
11436,18609,35.5,222,61544.0,3099,1462,1453.0
11501,19155,41.8,13195,81930.0,2721,2815,1475.0
11507,7224,45.8,4616,96048.0,622,1406,
11509,2232,54.9,2052,120385.0,41,452,
11510,33430,39.8,14950,92518.0,2848,5248,1670.0
11514,5197,41.2,3683,85741.0,300,915,1660.0
11516,7513,28.9,5852,91250.0,1090,922,1753.0
11518,10065,44.6,8857,94475.0,309,1506,1773.0
11520,43632,37.7,9558,67188.0,8189,3743,1315.0
11530,28155,42.7,24615,137788.0,714,6184,
11542,27691,39.1,15602,65671.0,5796,3835,1633.0
11545,12653,45.4,10795,142107.0,333,2868,1818.0
11547,797,43.1,675,92361.0,60,210,1583.0
11548,2328,21.3,1457,103194.0,160,250,1395.0
11549,2337,20.3,1398,,150,30,
11550,57224,33.7,5248,53935.0,14475,3877,1314.0
11552,22949,41.0,12223,98056.0,1393,3098,1649.0
11553,26506,33.2,3504,72207.0,4929,2308,1357.0
11554,37513,43.0,26845,95071.0,2816,5443,1835.0
11557,7364,46.6,6161,118990.0,395,1451,1950.0
11558,8646,44.5,6101,70771.0,544,1023,1635.0
11559,8402,39.8,6919,114211.0,583,1495,1711.0
11560,6334,44.7,5412,94913.0,499,1242,1681.0
11561,37599,43.5,27134,89684.0,3322,7271,1672.0
11563,22984,43.6,17989,90195.0,880,3785,1680.0
11565,8820,44.7,7841,114519.0,132,1584,1396.0
11566,33791,43.6,29168,125125.0,519,6359,
11568,4240,23.4,2631,196250.0,270,559,1246.0
11569,1284,46.8,1219,109855.0,12,327,
11570,27896,42.3,20968,109926.0,1136,5497,1378.0
11572,28901,44.3,25188,98532.0,751,5164,1345.0
11575,16674,32.1,294,62746.0,3349,1058,1469.0
11576,12325,46.3,9943,152031.0,524,3071,1941.0
11577,12788,42.9,8804,121699.0,1038,2799,1612.0
11579,5336,44.8,4263,105457.0,233,1209,1558.0
11580,41525,39.6,11759,93200.0,4479,6232,1482.0
11581,20956,38.2,11062,94019.0,2072,3318,1548.0
11590,45972,38.0,17683,89641.0,7353,5991,1563.0
11596,10638,42.9,8055,112083.0,669,1909,1686.0
11598,12927,38.8,11627,129100.0,337,2033,1876.0
11691,62577,32.6,13849,39986.0,9767,4598,1037.0
11692,17970,35.2,2545,40298.0,2167,1369,837.0
11693,11338,38.9,5329,51116.0,661,1390,888.0
11694,21507,43.1,16400,75615.0,1103,3154,1232.0
11697,4078,49.3,3980,82230.0,10,740,528.0
11701,27423,40.1,9490,71632.0,3265,2947,1334.0
11702,14512,43.1,12150,100136.0,611,2091,1534.0
11703,16249,40.1,12171,89655.0,735,1703,1708.0
11704,40685,40.5,27428,81760.0,2446,4000,1496.0
11705,7571,42.7,6831,96875.0,107,1285,1783.0
11706,65865,34.8,24204,74784.0,9145,6024,1345.0
11709,6724,46.9,6271,98704.0,95,1101,1512.0
11710,35151,42.1,29872,106777.0,658,5989,1733.0
11713,9530,37.9,5094,72825.0,612,805,
11714,23313,44.4,19058,86608.0,1005,3872,1791.0
11715,4335,44.5,4104,92083.0,65,535,1769.0
11716,11134,40.9,9875,84861.0,191,1011,1622.0
11717,59449,32.3,8716,69240.0,16719,3237,1265.0
11718,3117,41.6,2715,120938.0,17,640,1304.0
11719,3372,50.2,2655,90954.0,54,425,1244.0
11720,29374,38.9,22205,91481.0,1218,3049,
11721,6482,42.3,6120,107153.0,102,1326,1939.0
11722,37181,32.8,6638,65939.0,8827,2040,1489.0
11724,2853,45.9,2689,164375.0,143,656,
11725,28646,44.3,24798,112623.0,643,4842,1582.0
11726,21102,36.4,8577,70011.0,5343,1298,1528.0
11727,29987,39.4,18765,76453.0,2203,4032,1678.0
11729,27409,41.2,18189,83721.0,1378,3488,1515.0
11730,14204,41.0,12891,113014.0,79,1744,1591.0
11731,28969,42.9,25531,108182.0,831,5373,1584.0
11732,3671,48.3,3077,110000.0,29,730,
11733,17065,46.2,13991,136596.0,867,2667,1720.0
11735,32499,41.7,23994,90300.0,2490,4643,1626.0
11738,17643,37.4,13494,95803.0,1153,1715,1928.0
11739,1421,46.0,1307,119773.0,22,138,
11740,9507,44.0,7636,92708.0,485,1718,736.0
11741,28651,41.0,23609,97017.0,764,3429,1791.0
11742,13229,40.0,10848,87979.0,483,1776,1711.0
11743,43533,44.4,34597,117654.0,1972,8417,1767.0
11746,68580,39.5,43829,97667.0,7039,10129,1523.0
11747,19793,47.4,16105,115459.0,548,3916,
11749,3346,43.6,1504,92583.0,425,372,1863.0
11751,14679,43.1,12114,95339.0,401,1854,1472.0
11752,9351,42.9,7805,102198.0,306,1045,1632.0
11753,11657,44.7,8066,146707.0,777,2646,1747.0
11754,19201,43.9,17499,102267.0,423,3230,1318.0
11755,12329,38.9,9776,93869.0,695,1826,1754.0
11756,42321,41.3,33103,101370.0,1659,5359,1744.0
11757,44923,41.6,36473,80716.0,3345,4921,1416.0
11758,55900,42.9,47300,105467.0,1436,8729,1437.0
11762,23053,42.1,21101,117051.0,288,3473,
11763,29217,37.4,18917,85734.0,1796,2834,1581.0
11764,12969,38.8,11989,114398.0,327,1847,1268.0
11765,745,49.5,647,151406.0,40,197,1917.0
11766,12718,43.7,10561,112455.0,306,2112,1654.0
11767,15259,40.7,13538,114268.0,824,2320,1352.0
11768,21687,46.8,19999,116797.0,391,4571,1602.0
11769,8716,46.0,7608,83571.0,73,1157,1516.0
11770,102,46.4,97,82917.0,0,26,
11771,9344,45.4,7367,108438.0,584,2093,1460.0
11772,45262,38.7,30505,68459.0,3816,4374,1386.0
11776,25675,38.2,20150,87419.0,2026,3348,1389.0
11777,9448,44.0,8129,112701.0,613,1508,1592.0
11778,12747,37.3,11405,89679.0,231,1333,1389.0
11779,38733,40.4,31912,86846.0,1522,4392,1419.0
11780,15099,45.8,13726,108871.0,227,2196,1484.0
11782,15045,44.2,13891,109225.0,128,2169,1662.0
11783,21170,42.3,19732,103891.0,511,3398,1770.0
11784,26312,36.8,19872,88402.0,1284,2538,1479.0
11786,6550,42.1,5624,131103.0,123,748,
11787,36357,43.6,32469,110000.0,574,5938,1281.0
11788,16167,43.6,13736,102500.0,601,2718,1805.0
11789,7659,35.9,6632,79009.0,250,1248,1467.0
11790,18627,26.3,13416,140988.0,1754,2722,1863.0
11791,25213,42.3,17578,145146.0,1524,5489,1888.0
11792,8941,40.9,8069,120645.0,227,1055,1110.0
11793,32710,43.3,28837,113616.0,565,5269,1500.0
11794,3317,20.2,1105,,562,35,
11795,25536,42.5,23328,106172.0,395,3571,1333.0
11796,4012,45.0,3702,96840.0,34,502,1457.0
11797,8645,51.4,7458,158023.0,313,2119,
11798,15362,32.7,1313,73780.0,1992,1462,1926.0
11801,39805,42.8,25504,92595.0,3525,6436,1623.0
11803,28445,44.3,23377,125119.0,1338,5829,1828.0
11804,5000,42.6,4608,120433.0,141,940,402.0
11901,30631,38.5,17001,53686.0,5322,2583,1334.0
11930,1565,54.1,1463,80250.0,120,359,
11931,36,,36,,0,0,
11932,1008,52.4,758,70125.0,59,280,1191.0
11933,6358,48.3,5247,57614.0,151,684,1557.0
11934,7929,38.3,7091,88265.0,344,876,1381.0
11935,3263,51.5,3002,87167.0,61,584,1719.0
11937,15446,47.2,10717,80412.0,1543,2949,1771.0
11939,932,59.7,835,73333.0,40,139,1733.0
11940,4982,44.5,4519,94509.0,55,659,1743.0
11941,1929,46.7,1638,83500.0,148,324,1342.0
11942,4092,46.4,3764,89969.0,57,638,1882.0
11944,4338,48.7,3135,56250.0,439,591,1300.0
11946,13312,40.6,9160,72412.0,1884,2068,1519.0
11947,138,60.6,138,26913.0,0,15,
11948,1315,48.1,1285,113478.0,0,175,
11949,14340,39.1,13157,108814.0,128,1867,1500.0
11950,16969,34.3,10950,67441.0,1099,993,1606.0
11951,13401,35.2,9064,62961.0,345,699,1681.0
11952,4518,49.5,4228,83700.0,88,820,1410.0
11953,12688,42.3,8739,69198.0,570,1404,1584.0
11954,3471,54.1,3045,73000.0,142,686,1297.0
11955,2780,48.5,2291,65972.0,177,322,1463.0
11956,298,62.1,272,69250.0,39,58,1688.0
11957,713,61.7,695,77578.0,4,164,1575.0
11958,366,62.0,366,69375.0,0,89,
11959,877,58.1,775,87167.0,16,256,1975.0
11960,744,54.8,701,103137.0,10,201,1808.0
11961,12041,49.1,10431,56172.0,290,1010,1235.0
11962,452,49.1,440,124375.0,2,108,
11963,6811,48.1,5172,90109.0,1022,1617,1917.0
11964,2048,50.5,1823,93333.0,98,414,1329.0
11965,621,47.1,613,102083.0,0,135,
11967,27115,36.9,17827,80847.0,2411,1275,1924.0
11968,10718,49.4,7859,82146.0,881,1995,1745.0
11970,466,54.6,466,110761.0,0,102,
11971,6376,54.1,6002,97720.0,78,881,1179.0
11972,1295,41.6,916,81484.0,107,252,1125.0
11973,40,21.1,5,,17,0,
11975,359,55.7,323,79861.0,16,94,
11976,2301,55.6,2002,122625.0,197,451,1875.0
11977,2570,50.4,2285,93021.0,147,465,1547.0
11978,2963,51.1,2533,86458.0,144,545,1737.0
11980,4856,40.4,3924,93029.0,264,539,1690.0
12007,33,51.0,33,,0,0,
12008,480,40.8,480,73750.0,0,76,1550.0
12009,7264,43.1,6811,85208.0,117,875,1029.0
12010,28926,41.5,22334,44699.0,490,2305,712.0
12015,2789,46.1,2458,64256.0,39,218,884.0
12017,332,45.5,328,71875.0,3,52,
12018,7919,43.3,7506,80821.0,22,960,906.0
12019,14893,43.5,13757,88708.0,192,2370,959.0
12020,31729,40.7,30149,71264.0,464,4929,998.0
12022,944,44.6,930,64583.0,0,56,1654.0
12023,2120,46.9,2068,65200.0,18,227,497.0
12024,94,42.4,94,,0,0,
12025,5471,43.9,5234,60083.0,8,421,773.0
12027,3731,46.2,3623,92188.0,8,830,1044.0
12028,1024,39.1,819,81250.0,48,98,750.0
12029,1105,45.9,963,77083.0,15,119,1256.0
12031,114,52.1,105,57500.0,0,11,
12032,836,47.2,794,45156.0,0,73,817.0
12033,7886,45.8,7406,77109.0,58,1070,898.0
12035,798,45.1,793,32127.0,0,36,634.0
12036,202,48.3,152,40833.0,5,13,
12037,4416,45.1,4139,61976.0,82,482,855.0
12040,132,50.4,126,51875.0,3,7,
12041,500,50.4,500,68036.0,0,5,
12042,158,61.8,158,33281.0,0,6,
12043,8396,37.1,7536,51284.0,127,652,737.0
12045,325,43.9,314,36413.0,11,0,583.0
12046,772,40.7,751,71346.0,5,84,
12047,20086,40.7,17468,49557.0,357,2032,822.0
12051,7030,33.6,4273,55000.0,337,464,726.0
12052,1477,46.6,1360,67188.0,30,187,661.0
12053,4605,45.1,4374,84539.0,8,531,1310.0
12054,17139,41.7,15367,97148.0,526,3153,1124.0
12056,2319,46.2,2212,98323.0,33,289,776.0
12057,2130,40.8,2088,54145.0,9,182,733.0
12058,1586,47.2,1477,59676.0,0,107,1077.0
12059,1698,46.3,1653,74297.0,17,304,800.0
12060,1324,47.7,1197,70893.0,11,196,648.0
12061,9747,41.8,8534,81336.0,298,1559,1142.0
12062,1677,46.1,1530,68409.0,15,100,984.0
12063,479,47.3,467,116034.0,0,93,
12064,392,51.5,379,40714.0,7,14,670.0
12065,42249,41.2,36961,81101.0,1890,8404,1070.0
12066,2120,38.4,1994,63029.0,0,132,763.0
12067,1551,36.7,1551,69327.0,0,107,953.0
12068,3006,40.2,2684,50417.0,47,239,711.0
12069,147,43.3,147,81667.0,0,0,
12070,1607,45.7,1527,64200.0,22,110,698.0
12071,255,47.6,245,51875.0,3,31,725.0
12072,2697,38.7,2515,48239.0,44,160,832.0
12074,2849,49.0,2763,78333.0,10,354,645.0
12075,3120,52.2,3034,68098.0,65,339,895.0
12076,1582,48.0,1492,58438.0,17,69,679.0
12077,6481,43.4,5411,87750.0,183,795,1029.0
12078,24072,40.7,22398,39554.0,171,1162,682.0
12083,3639,48.8,3589,56250.0,24,327,758.0
12084,4281,33.8,2844,69427.0,804,864,1137.0
12085,507,35.8,475,54491.0,56,29,833.0
12086,1503,53.5,1418,62037.0,0,190,768.0
12087,886,37.7,874,58571.0,0,56,
12089,140,33.1,140,64500.0,0,0,
12090,6175,44.0,5933,55194.0,67,727,770.0
12092,884,56.9,872,41563.0,14,68,594.0
12093,1812,42.8,1700,51850.0,6,143,703.0
12094,2550,37.0,2541,74167.0,8,92,711.0
12095,12166,40.4,10947,44378.0,165,793,701.0
12106,2380,45.0,2309,71146.0,73,296,1004.0
12108,445,52.9,412,60625.0,2,29,821.0
12110,21837,40.5,16774,75487.0,965,3622,1072.0
12115,304,59.8,286,81591.0,28,73,
12116,1949,50.4,1887,45676.0,27,177,867.0
12117,3426,49.0,3312,55145.0,12,198,772.0
12118,14569,39.1,13453,65421.0,189,2009,867.0
12120,700,45.3,697,48250.0,0,68,1164.0
12121,1739,46.6,1632,67786.0,13,190,
12122,4372,45.5,4264,45096.0,23,255,726.0
12123,5293,42.2,4835,56637.0,34,455,844.0
12124,718,44.9,676,117589.0,0,127,
