NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price
12023,2123,45.5,2071,61488.0,20,226,
12024,92,42.3,92,,0,0,
12025,5271,44.8,4990,58923.0,5,399,755.0
12027,3762,46.1,3651,86656.0,28,906,1048.0
12028,951,40.4,858,81923.0,44,109,
12029,1122,48.1,1010,79000.0,19,128,1208.0
12031,153,30.8,150,49167.0,0,14,566.0
12032,824,52.2,793,47130.0,9,83,827.0
12033,8002,46.5,7679,69733.0,15,976,896.0
12035,859,44.7,838,37647.0,0,40,802.0
12036,196,47.5,155,36875.0,5,12,
12037,4185,46.8,3880,61188.0,79,451,870.0
12040,146,31.1,142,39063.0,0,4,
12041,499,50.2,499,68571.0,0,5,
12042,179,52.5,179,,0,10,
12043,8444,34.0,7497,49869.0,99,689,745.0
12045,329,45.8,318,41250.0,11,0,575.0
12046,855,40.6,855,80129.0,16,131,
12047,19837,39.7,17122,51313.0,382,1893,831.0
12051,6709,35.0,4360,58664.0,271,475,720.0
12052,1524,44.4,1410,66012.0,31,205,679.0
12053,4559,41.6,4275,80082.0,36,403,1236.0
12054,17318,42.2,15734,96813.0,455,3296,1132.0
12056,2471,44.2,2365,95714.0,33,327,781.0
12057,2056,43.6,2000,46797.0,9,140,723.0
12058,1956,38.8,1825,65000.0,8,109,885.0
12059,1658,48.0,1594,76250.0,20,295,745.0
12060,1373,46.9,1235,70278.0,14,188,
12061,9929,43.3,8761,85043.0,226,1552,1115.0
12062,1701,42.9,1570,63258.0,22,105,990.0
12063,334,49.1,325,155658.0,0,71,
12064,339,50.3,319,60119.0,0,24,680.0
12065,42725,41.3,37083,81192.0,2052,8955,1077.0
12066,2094,40.8,2026,58672.0,0,152,756.0
12067,1594,41.1,1585,66875.0,0,119,972.0
12068,2985,42.3,2643,52473.0,65,234,641.0
12069,174,23.9,174,,0,0,
12070,1683,43.3,1577,61250.0,0,167,850.0
12071,247,47.3,241,51563.0,3,37,
12072,2624,35.4,2433,45000.0,51,182,818.0
12074,2762,50.0,2627,68690.0,24,406,646.0
12075,3155,50.1,2933,60544.0,202,283,830.0
12076,1568,48.7,1495,58478.0,23,70,750.0
12077,6450,45.3,5520,95135.0,147,946,1024.0
12078,23737,41.9,22001,39810.0,210,1248,687.0
12083,3594,49.6,3495,66250.0,16,388,713.0
12084,4834,31.9,3121,68080.0,816,862,1156.0
12085,601,34.8,522,41985.0,60,50,974.0
12086,1723,49.1,1665,60417.0,0,212,698.0
12087,1019,37.7,1002,69531.0,0,49,
12089,125,33.1,125,64375.0,0,0,
12090,6273,41.0,6056,57181.0,49,653,805.0
12092,735,51.6,706,41500.0,17,73,644.0
12093,1752,43.9,1635,50900.0,7,132,702.0
12094,2656,35.1,2649,74625.0,7,147,713.0
12095,12351,41.4,11144,48142.0,200,826,716.0
12106,2213,50.1,2163,72417.0,85,336,1051.0
12108,411,50.8,353,64750.0,2,33,675.0
12110,22550,40.2,17586,73997.0,849,3503,1110.0
12115,215,60.0,200,67083.0,18,57,
12116,1974,49.6,1918,46458.0,26,155,950.0
12117,3566,46.5,3416,54420.0,6,210,801.0
12118,14045,41.6,12883,63750.0,210,2003,867.0
12120,614,50.1,598,56250.0,0,40,1288.0
12121,1781,48.5,1730,67243.0,12,195,
12122,4586,47.4,4500,44738.0,16,289,725.0
12123,5187,44.6,4775,70331.0,18,484,809.0
12124,623,49.5,577,108977.0,0,106,
12125,1492,45.8,1335,51741.0,53,140,973.0
12130,988,46.6,978,89750.0,0,172,
12131,141,46.6,141,58750.0,0,4,
12132,317,44.1,209,61150.0,78,0,
12134,3656,43.9,3567,53214.0,15,327,782.0
12136,847,50.7,758,89276.0,25,184,
12137,1825,41.0,1647,61563.0,0,151,1064.0
12138,3442,44.4,3344,61296.0,27,254,733.0
12139,286,55.0,280,50625.0,5,22,
12140,1510,46.4,1499,82564.0,0,201,935.0
12143,5035,43.4,4481,49803.0,54,345,853.0
12144,20267,40.9,17218,63286.0,390,2347,937.0
12147,516,45.6,493,63000.0,7,45,
12148,4629,43.4,4102,101307.0,291,714,2625.0
12149,2440,39.1,2307,51000.0,25,183,701.0
12150,774,47.0,764,64286.0,10,119,
12151,762,49.1,704,72321.0,14,217,1053.0
12153,914,42.2,900,87393.0,0,133,
12154,2823,44.6,2604,66579.0,9,244,703.0
12155,1962,40.2,1927,51304.0,2,202,700.0
12156,1175,36.3,1173,78170.0,6,89,685.0
12157,3993,49.7,3705,53929.0,22,250,730.0
12158,6915,40.1,6539,81006.0,54,598,946.0
12159,8009,46.3,6937,87927.0,145,1458,1004.0
12160,907,48.7,854,58333.0,9,67,540.0
12161,91,41.2,91,,0,19,
12164,374,57.1,333,58125.0,0,38,
12165,131,56.4,131,105833.0,3,16,
12166,1347,47.4,1274,43646.0,3,87,638.0
12167,2878,48.4,2749,46875.0,28,309,578.0
12168,1910,45.4,1893,60417.0,0,152,917.0
12169,401,48.9,331,50938.0,16,26,
12170,5089,41.5,4872,66450.0,17,588,1218.0
12172,328,53.1,328,46806.0,0,18,1051.0
12173,1735,41.2,1616,68857.0,46,217,898.0
12174,299,40.6,283,57917.0,0,19,1005.0
12175,636,42.2,578,48456.0,0,37,881.0
12176,426,27.1,392,75760.0,7,36,
12177,463,45.4,458,70250.0,0,35,
12180,52928,33.8,38537,49283.0,2142,5690,875.0
12182,15162,37.7,11824,40327.0,299,1207,773.0
12183,2629,36.3,2190,55000.0,114,207,868.0
12184,6893,47.1,6398,77500.0,97,1047,916.0
12185,2009,47.5,1981,72400.0,17,207,800.0
12186,6382,45.1,5822,86648.0,84,1174,934.0
12187,432,46.7,412,49464.0,6,61,
12188,11193,40.1,10266,62439.0,287,1471,863.0
12189,17915,36.6,13834,49157.0,648,2047,831.0
12190,1081,52.3,1061,43000.0,1,72,944.0
12192,1845,47.0,1655,63462.0,60,144,643.0
12193,1919,47.0,1868,76786.0,39,188,
12194,156,51.0,156,61250.0,0,4,
12195,157,48.1,157,,0,53,861.0
12196,3390,45.0,3249,92500.0,7,662,769.0
12197,2290,50.1,2035,44250.0,19,200,700.0
12198,7844,39.8,7276,82899.0,135,1170,967.0
12202,8928,33.9,1892,25952.0,521,553,715.0
12203,30518,33.1,22775,51842.0,1464,4316,963.0
12204,7336,33.5,3989,49408.0,425,1409,953.0
12205,27382,43.4,22664,64161.0,778,3267,1051.0
12206,15316,30.5,4001,28239.0,1035,980,857.0
12207,1609,48.0,463,10675.0,11,96,353.0
12208,22043,33.9,14867,56018.0,1235,3817,960.0
12209,12381,35.2,6225,52788.0,1346,1450,895.0
12210,8428,32.0,3238,43535.0,325,1540,785.0
12211,11053,47.7,9296,90734.0,313,1836,1518.0
12222,6124,19.6,3948,,250,7,
12302,27582,43.9,25533,66437.0,175,3385,946.0
12303,29200,40.3,21743,62402.0,800,3426,818.0
12304,23803,36.5,14000,48427.0,936,2119,855.0
12305,4931,39.7,3067,25552.0,207,403,676.0
12306,25561,40.9,22624,59816.0,547,2557,895.0
12307,6962,27.3,1349,17772.0,567,198,816.0
12308,14261,33.5,8939,43908.0,947,1819,813.0
12309,29946,43.9,25254,92904.0,1286,5338,1003.0
12401,34729,42.2,24243,46071.0,2079,3385,992.0
12404,3519,41.7,3140,71615.0,142,610,1205.0
12405,651,65.2,651,44485.0,0,93,802.0
12406,789,48.9,705,41111.0,0,106,734.0
12407,162,48.5,138,70833.0,1,18,
12409,693,57.9,660,65625.0,28,194,1125.0
12410,594,53.8,580,60469.0,0,94,828.0
12411,511,41.2,476,81518.0,9,8,
12412,532,49.7,384,50568.0,18,30,930.0
12413,2627,47.9,2520,33468.0,93,122,868.0
12414,10454,43.0,8121,46925.0,205,918,887.0
12416,127,59.4,127,25050.0,0,9,
12417,757,33.8,534,50549.0,21,23,1042.0
12418,482,48.0,446,63393.0,6,36,
12419,554,34.8,511,55893.0,0,77,934.0
12420,497,53.2,465,86466.0,24,73,
12421,349,58.4,331,45313.0,9,79,
12422,359,52.6,359,67569.0,0,35,
12423,1028,44.5,1008,40750.0,33,73,810.0
12424,280,60.6,280,38750.0,0,70,917.0
12427,653,31.0,641,89044.0,17,129,
12428,6620,37.9,4277,45565.0,195,435,922.0
12429,149,52.4,149,,0,0,
12430,1069,49.1,846,50530.0,76,115,597.0
12431,1416,43.5,1389,39907.0,8,96,1113.0
12432,593,46.7,582,58913.0,0,34,1099.0
12433,486,46.0,389,134261.0,0,97,
12434,576,51.0,442,28083.0,0,6,575.0
12435,354,44.6,289,34205.0,52,68,1000.0
12436,348,59.5,348,,0,26,
12438,75,44.6,42,101250.0,0,28,
12439,345,64.5,337,37188.0,0,23,818.0
12440,2209,47.5,2050,51375.0,14,260,1201.0
12441,33,49.5,33,116500.0,0,0,
12442,630,60.9,609,28472.0,6,151,240.0
12443,3620,49.4,3394,76897.0,65,637,1510.0
12444,423,55.1,418,38229.0,11,51,792.0
12446,4928,44.0,4366,57373.0,97,650,1005.0
12448,429,58.6,429,61648.0,7,129,
12449,3106,51.4,2553,37951.0,82,269,1058.0
12450,121,58.0,121,,0,81,
12451,1762,39.2,1660,60974.0,32,85,888.0
12452,164,45.0,164,41538.0,0,16,
12453,202,49.5,177,34434.0,0,15,
12454,271,49.3,244,73750.0,3,44,
12455,2090,54.6,1882,40439.0,116,259,759.0
12456,701,39.4,558,47656.0,0,38,1313.0
12457,865,54.4,825,,38,172,755.0
12458,2993,42.5,1709,43393.0,167,216,768.0
12459,151,61.9,142,40195.0,0,0,
12460,275,32.5,275,52014.0,0,0,
12461,1822,49.1,1665,63445.0,34,302,820.0
12463,1074,50.2,1036,51197.0,13,138,625.0
12464,745,59.5,622,47778.0,29,101,732.0
12465,204,54.8,204,71875.0,15,27,
12466,2169,48.4,1967,67616.0,32,237,967.0
12468,1060,55.5,1054,41776.0,8,105,690.0
12469,755,49.7,743,44643.0,12,56,
12470,525,44.1,347,51731.0,147,71,838.0
12471,556,30.3,556,46250.0,29,31,1336.0
12472,1685,41.3,1477,56250.0,18,217,991.0
12473,1199,35.9,1171,73622.0,32,135,
12474,1357,43.1,1299,41538.0,19,141,811.0
12475,217,59.5,217,,0,0,
12477,18996,43.4,16668,58843.0,603,1913,981.0
12480,807,60.5,713,41406.0,78,42,
12481,1282,53.0,1103,54467.0,8,170,1019.0
12482,722,38.9,705,34222.0,0,122,622.0
12483,336,40.5,240,35865.0,17,0,
12484,2800,43.2,2504,79327.0,3,383,1165.0
12485,1097,45.7,900,51382.0,5,75,937.0
12486,1388,40.0,1228,74922.0,0,261,1446.0
12487,3326,42.9,3028,71736.0,58,437,1150.0
12489,1138,39.6,408,67868.0,38,16,
12491,1642,53.5,1505,57917.0,23,179,1281.0
12492,364,58.8,306,50139.0,0,43,
12493,321,31.7,293,85547.0,0,57,964.0
12494,740,51.8,740,59844.0,15,194,
12495,361,47.5,303,82857.0,0,65,
12496,1622,58.5,1531,50435.0,54,107,754.0
12498,4929,55.6,4334,67229.0,128,1183,1170.0
12501,2583,44.9,2272,64485.0,40,394,978.0
12502,1147,51.9,1024,72250.0,18,134,1431.0
12503,783,52.8,704,63472.0,57,96,1224.0
12504,1483,20.0,1120,68125.0,111,11,
12507,260,29.6,217,66538.0,3,32,
12508,19614,39.5,11400,68965.0,1022,2518,1166.0
12512,69,70.3,69,,0,3,
12513,563,52.5,563,67917.0,0,72,
12514,3213,44.2,2799,89306.0,186,451,956.0
12515,1351,51.0,1050,55536.0,76,206,980.0
12516,2198,48.4,2142,52847.0,100,260,1109.0
12517,670,45.5,589,60469.0,0,22,853.0
12518,5495,43.2,4493,76143.0,88,791,1297.0
12520,3027,42.1,2678,89417.0,24,423,1258.0
12521,1268,46.3,1222,68958.0,0,65,1076.0
12522,4989,49.3,4538,53156.0,103,340,1021.0
12523,1700,45.6,1571,64643.0,7,149,853.0
12524,16323,42.6,11544,75789.0,1356,2230,1338.0
12525,2864,38.4,2738,74038.0,19,434,1049.0
12526,3932,47.4,3403,64853.0,90,538,998.0
12527,93,40.4,30,,0,21,
12528,13018,42.3,10748,62583.0,284,1622,1066.0
12529,2644,49.9,2346,62143.0,219,250,1028.0
12530,72,58.8,62,16821.0,10,0,
12531,3786,44.4,3451,81686.0,26,502,1357.0
12533,25963,41.5,21266,101781.0,856,4047,1218.0
12534,17575,43.1,13331,45263.0,542,1406,849.0
12538,13760,41.8,11316,72500.0,393,1520,1008.0
12540,7794,44.3,6962,102270.0,144,1051,1408.0
12542,5739,40.7,4898,64874.0,162,645,969.0
12543,3129,38.4,1985,59310.0,213,331,1103.0
12545,4708,46.8,4145,67596.0,149,710,1137.0
12546,2938,44.6,2115,61389.0,223,365,1268.0
12547,2980,43.7,2626,69537.0,108,378,1057.0
12548,1417,46.4,981,56625.0,106,67,1071.0
12549,11036,40.5,9231,83352.0,134,1397,1199.0
12550,54979,33.8,22682,56222.0,5770,4190,1125.0
12553,26371,38.7,15253,70279.0,863,3354,1177.0
12561,18746,33.9,14947,66911.0,952,2570,1095.0
12563,8466,38.7,6400,83811.0,394,910,1207.0
12564,7152,43.4,5337,81429.0,425,1035,991.0
12565,1409,35.4,1251,41875.0,45,67,753.0
12566,10150,42.4,8799,79424.0,96,1144,900.0
12567,3086,48.8,2915,64405.0,73,264,1019.0
12569,10027,44.0,8744,73324.0,182,1042,1416.0
12570,7438,42.5,6421,100161.0,88,1057,1198.0
12571,9865,44.8,8740,69217.0,225,1338,1072.0
12572,9089,53.4,8394,69901.0,283,1563,1013.0
12574,219,46.9,202,85750.0,0,35,
12575,1995,43.2,1363,120833.0,40,358,
12577,1286,47.4,1124,77750.0,50,153,1338.0
12578,2247,46.3,2089,79798.0,35,307,1180.0
12580,4514,41.4,3687,72589.0,56,450,1094.0
12581,1979,47.4,1760,74688.0,113,219,1060.0
12582,5887,43.8,3848,94600.0,436,691,1313.0
12583,2514,38.5,2146,58938.0,80,305,1288.0
12585,773,45.7,727,115357.0,12,80,
12586,12744,35.6,9265,68810.0,490,1125,1107.0
12589,17840,38.6,12919,81609.0,604,1753,981.0
12590,34957,42.0,24654,80188.0,1654,4862,1258.0
12592,1212,45.4,945,60543.0,35,108,828.0
12594,4294,40.1,3269,66445.0,304,373,933.0
12601,43209,34.4,21413,40508.0,4310,3287,1054.0
12603,43015,39.5,30027,75569.0,2126,6050,1135.0
12604,578,21.0,386,,28,5,
12701,10981,39.2,4950,32403.0,412,765,793.0
12719,1257,51.6,1181,51607.0,47,198,695.0
12720,187,33.2,133,78690.0,40,9,
12721,6238,38.0,5259,58849.0,88,436,997.0
12722,238,54.8,238,,0,0,
12723,1918,43.4,1552,54375.0,140,228,856.0
12724,323,43.8,323,60848.0,0,16,
12725,208,42.5,199,43750.0,4,41,
12726,1228,45.7,1122,59583.0,10,128,934.0
12729,2143,45.4,1990,51542.0,7,201,1020.0
12732,788,47.6,734,40568.0,6,80,926.0
12733,1934,28.4,1443,44286.0,112,71,948.0
12734,976,48.4,747,62632.0,21,136,773.0
12736,157,48.6,145,35938.0,8,3,
12737,1969,41.9,1662,65500.0,35,226,881.0
12738,549,39.5,408,75600.0,0,164,886.0
12740,1628,46.5,1438,59198.0,13,91,1071.0
12741,247,54.4,240,30000.0,0,41,669.0
12742,124,32.8,89,40781.0,9,4,597.0
12743,246,55.4,231,51354.0,19,23,1571.0
12745,197,33.5,197,64375.0,0,16,
12746,1388,35.2,1159,83221.0,0,79,1109.0
12747,1399,46.1,925,62576.0,80,143,858.0
12748,1665,50.3,1589,59107.0,55,221,777.0
12749,321,59.9,313,46313.0,20,58,643.0
12750,320,42.3,281,74792.0,15,16,1223.0
12751,1286,20.5,889,49531.0,56,39,961.0
12752,221,49.3,202,50781.0,2,24,631.0
12754,6594,41.3,4446,39598.0,484,414,756.0
12758,4592,44.2,3973,53147.0,72,394,978.0
12759,1702,28.8,1086,25700.0,114,0,797.0
12760,428,63.3,391,50962.0,3,33,925.0
12762,298,44.4,298,39762.0,0,46,
12763,671,53.4,489,58144.0,35,41,780.0
12764,1669,51.2,1446,51053.0,15,215,663.0
12765,1263,32.6,1171,68177.0,25,102,832.0
12766,478,51.3,454,70227.0,51,6,
12767,42,20.8,33,111875.0,0,4,
12768,704,54.6,578,41983.0,57,25,927.0
12769,142,56.2,136,,0,30,
12770,186,61.6,181,49688.0,0,11,
12771,14164,41.2,10807,46446.0,294,1188,927.0
12775,2327,44.1,1918,89167.0,129,342,1132.0
12776,2172,46.2,2026,57422.0,37,349,803.0
12777,856,50.8,813,73750.0,28,114,1286.0
12778,319,54.5,209,,17,58,1261.0
12779,2369,27.7,718,37992.0,558,32,823.0
12780,2068,43.5,1759,36490.0,0,53,1178.0
12781,229,49.5,179,58036.0,0,7,
12783,2357,42.8,1633,59394.0,130,274,871.0
12784,63,50.3,63,,0,0,
12785,916,44.6,842,48147.0,0,107,1171.0
12786,365,62.2,218,44201.0,68,54,919.0
12787,455,50.7,417,58365.0,0,10,
12788,2937,41.7,1600,40139.0,254,241,871.0
12789,1713,42.5,1137,50114.0,130,129,755.0
12790,4800,43.3,4039,48951.0,107,350,950.0
12791,672,50.5,575,58380.0,0,57,824.0
12792,361,38.5,325,36563.0,28,56,
12801,14496,38.8,13168,45395.0,251,1548,806.0
12803,8128,41.7,7691,59438.0,71,714,896.0
12804,26465,45.5,24988,63120.0,471,2893,985.0
12808,412,65.2,412,76458.0,0,44,
12809,3450,46.9,3404,58125.0,29,297,767.0
12810,724,46.5,703,57500.0,5,28,675.0
12811,67,45.9,67,,0,0,
12812,58,64.1,58,49583.0,0,10,
12814,1282,46.4,1152,58176.0,35,305,920.0
12815,1103,54.2,1001,60458.0,8,116,698.0
12816,4417,46.9,4293,50417.0,8,524,794.0
12817,2330,45.2,2326,59861.0,0,266,695.0
12819,309,55.6,282,43839.0,6,14,
12821,2816,35.6,936,34000.0,164,114,986.0
12822,6277,40.4,5848,52578.0,50,587,813.0
12823,369,54.7,369,82639.0,0,24,
12824,1114,55.7,1107,61650.0,0,210,1235.0
12827,3800,43.6,3619,62917.0,17,250,926.0
12828,9363,44.2,9075,51250.0,0,938,855.0
12831,17727,40.7,16548,78505.0,100,2334,1125.0
12832,6618,45.0,6316,43918.0,56,479,678.0
12833,4183,47.9,3915,65898.0,31,699,928.0
12834,6104,44.2,5882,56104.0,4,692,737.0
12835,2344,51.2,2263,51148.0,34,172,827.0
12836,682,55.4,664,61739.0,0,53,813.0
12837,941,44.6,920,45446.0,6,29,918.0
12838,559,49.3,556,56250.0,5,56,723.0
12839,13740,37.4,12787,44350.0,153,893,846.0
12841,100,68.2,100,27500.0,0,25,
12842,730,48.8,670,37321.0,0,101,516.0
12843,539,48.4,514,38393.0,0,58,
12844,263,53.0,244,60000.0,9,60,
12845,4792,51.5,4672,66710.0,75,687,938.0
12846,3265,44.0,3171,53112.0,18,232,957.0
12847,389,53.3,357,62917.0,37,50,825.0
12849,623,37.8,623,70263.0,0,17,
12850,3143,41.1,2983,74622.0,38,444,1442.0
12851,257,57.1,250,48036.0,2,22,625.0
12852,447,61.3,442,46094.0,9,24,625.0
12853,1228,55.8,1207,38906.0,0,81,905.0
12855,196,52.8,194,44583.0,2,7,595.0
12856,70,53.0,70,,6,24,
12857,602,44.6,602,49397.0,7,56,883.0
12858,39,71.7,39,,0,10,
12859,2297,37.6,2257,55776.0,19,287,1302.0
12860,794,34.5,787,38043.0,11,30,
12861,742,51.0,738,63125.0,6,82,907.0
12862,5,,5,,0,0,
12863,690,44.6,637,69125.0,0,98,873.0
12864,37,65.8,37,,0,0,
12865,3833,46.7,3521,57000.0,52,407,812.0
12866,37050,41.2,33533,70515.0,1203,6761,1053.0
12870,836,50.9,773,55938.0,46,68,691.0
12871,4284,40.2,3935,64653.0,171,534,861.0
12872,41,49.8,38,28750.0,0,3,
12873,695,50.6,695,48750.0,5,137,
12874,142,68.8,135,69583.0,2,35,
12878,774,52.1,742,50500.0,0,29,790.0
12883,5010,46.4,4890,52936.0,21,402,823.0
12884,293,47.5,285,46250.0,0,14,944.0
12885,4574,45.0,4431,53232.0,70,400,733.0
12886,201,45.6,195,,0,37,
12887,4863,40.2,4695,47440.0,11,282,803.0
12901,33155,35.0,29773,43642.0,1026,3002,738.0
12903,1222,46.2,1177,50583.0,25,225,1159.0
12910,2167,37.7,1795,56447.0,19,56,488.0
12911,43,54.3,43,,0,0,
12912,2124,41.8,2063,50714.0,27,134,662.0
12913,1330,47.6,1308,55761.0,33,146,625.0
12914,1033,31.8,620,50208.0,21,33,698.0
12916,2044,44.2,1943,55865.0,14,149,666.0
12917,1139,46.9,1094,55417.0,12,67,697.0
12918,2145,43.1,2039,58906.0,12,257,857.0
12919,2936,41.9,2807,42226.0,16,181,675.0
12920,2720,43.1,2474,50150.0,66,119,685.0
12921,2394,45.6,2304,63750.0,52,143,852.0
12922,37,56.9,30,53125.0,0,4,
12923,637,42.3,626,40375.0,6,29,625.0
12924,135,33.0,135,39479.0,0,0,
12926,2015,44.2,1938,50500.0,37,92,581.0
12927,232,61.0,232,43750.0,0,35,
12928,1882,44.9,1805,44669.0,10,85,700.0
12929,3864,38.3,1658,45795.0,216,92,643.0
12930,815,37.9,792,45357.0,2,34,767.0
12932,1374,51.4,1320,46875.0,12,155,630.0
12933,12,23.5,12,,0,0,
12934,1077,37.1,1047,38393.0,7,45,729.0
12935,1571,43.5,1442,48514.0,10,107,746.0
12936,543,45.6,531,60147.0,22,83,
12937,1655,42.0,1196,40719.0,28,86,755.0
12939,219,37.6,219,54688.0,15,25,1396.0
12941,1487,45.0,1457,61250.0,0,121,1008.0
12942,839,51.6,826,47050.0,1,154,
12943,188,50.2,186,51591.0,5,53,1653.0
12944,4305,46.1,4023,47197.0,84,348,720.0
12945,467,62.4,467,71250.0,0,40,
12946,5287,42.9,4771,55917.0,200,928,792.0
12950,987,44.2,894,46667.0,19,31,742.0
12952,576,37.5,335,42813.0,22,50,763.0
12953,15664,38.5,11727,48684.0,380,924,688.0
12955,469,44.4,424,64018.0,10,33,
12956,1340,38.9,1237,65125.0,7,127,909.0
12957,1898,41.8,1759,34783.0,18,73,744.0
12958,1944,38.3,1925,40456.0,0,112,485.0
12959,1370,48.4,1296,44286.0,0,80,
12960,1554,37.8,1523,75781.0,2,82,1089.0
12961,339,58.4,339,,0,10,
12962,5656,42.6,5430,68852.0,125,528,877.0
12964,140,35.4,140,,0,19,
12965,500,44.9,494,38542.0,6,36,629.0
12966,3189,37.3,3138,42200.0,36,127,797.0
12967,1191,38.3,1137,44145.0,11,43,494.0
12969,421,45.6,421,40250.0,6,29,
12970,963,20.9,789,45000.0,31,70,1136.0
12972,6112,43.8,5754,66141.0,176,698,762.0
12973,189,51.6,189,60000.0,4,25,
12974,1206,45.0,1144,40500.0,3,120,710.0
12975,355,43.3,324,70509.0,0,40,802.0
12976,179,53.0,176,61250.0,0,46,
12977,1720,35.8,428,,347,1,
12978,288,22.5,288,,0,0,
12979,2241,44.3,2195,64417.0,69,256,598.0
12980,1358,47.5,1331,40774.0,21,86,654.0
12981,2376,39.8,2349,54886.0,3,159,720.0
12983,7702,47.0,7389,50833.0,82,971,692.0
12985,1343,38.2,1230,39722.0,0,72,1140.0
12986,6181,39.5,5927,50958.0,96,409,611.0
12987,259,56.3,246,33942.0,0,31,
12989,923,50.2,898,62656.0,0,110,700.0
12992,5103,40.0,5029,50403.0,78,291,744.0
12993,1527,50.5,1388,43704.0,88,132,892.0
12996,1947,53.5,1888,44643.0,31,118,759.0
12997,1331,43.0,1287,65850.0,20,202,888.0
12998,345,34.6,333,27684.0,0,0,871.0
13020,132,44.7,106,45750.0,0,0,
13021,39135,42.4,35264,47486.0,377,3993,667.0
13024,1644,38.1,409,,132,23,
13026,1831,35.6,1580,65750.0,92,164,711.0
13027,31295,45.2,29064,69368.0,145,5248,819.0
13028,1426,47.1,1304,40000.0,0,55,932.0
13029,7385,37.9,6999,68729.0,25,784,987.0
13030,4069,44.5,3924,60871.0,15,339,707.0
13031,15681,42.8,14697,70259.0,385,2661,867.0
13032,12811,44.4,12132,51581.0,24,1261,738.0
13033,3792,40.0,3610,60326.0,14,364,694.0
13034,1896,45.5,1857,57000.0,6,177,625.0
13035,8605,46.1,8116,70168.0,124,1467,819.0
13036,8476,43.3,8305,51722.0,30,509,744.0
13037,8758,41.7,8461,64508.0,64,1047,728.0
13039,17878,39.0,16756,79474.0,133,2421,832.0
13040,2502,41.8,2437,46369.0,11,111,759.0
13041,11024,37.6,9718,78929.0,193,1595,1118.0
13042,2856,37.6,2842,55625.0,2,95,1039.0
13044,2374,44.7,2314,61027.0,17,207,775.0
13045,29816,32.7,27259,46204.0,198,2539,684.0
13051,173,13.9,173,,0,0,740.0
13052,1698,47.1,1610,53958.0,3,115,575.0
13053,4434,45.5,4039,62917.0,150,685,766.0
13054,1699,44.0,1699,51897.0,0,60,722.0
13057,14539,46.2,13270,55848.0,216,1910,777.0
13060,2808,46.6,2716,57083.0,10,274,792.0
13061,1110,49.8,1087,59861.0,8,177,1080.0
13062,261,18.7,261,,0,36,
13063,1974,39.4,1795,78352.0,146,229,817.0
13064,20,66.3,20,,0,15,
13066,12115,47.3,10888,77004.0,478,2244,940.0
13068,5830,42.0,5456,65813.0,119,806,882.0
13069,25314,38.7,24204,43858.0,201,1825,695.0
13071,914,35.2,847,63750.0,3,83,672.0
13072,733,46.0,678,50938.0,2,39,667.0
13073,6405,41.6,6032,54133.0,22,623,769.0
13074,4284,43.2,4104,50992.0,21,163,742.0
13076,2512,43.2,2347,51694.0,31,52,
13077,6895,40.9,6496,57366.0,91,614,696.0
13078,10397,46.6,8627,83558.0,447,1850,936.0
13080,3773,43.7,3719,58889.0,39,467,675.0
13081,1030,50.4,997,58173.0,5,124,722.0
13082,4511,45.2,4277,58077.0,67,454,714.0
13083,1637,39.0,1565,49952.0,2,118,593.0
13084,3976,38.8,3665,66513.0,4,493,929.0
13087,203,58.3,203,133750.0,0,70,
13088,22457,45.5,19684,53091.0,731,3108,853.0
13090,30630,38.2,25930,68411.0,411,4986,888.0
13092,2640,43.3,2529,63125.0,8,231,685.0
13101,2367,43.6,2256,60344.0,15,212,608.0
13102,9,,9,,0,0,
13103,489,36.5,478,,0,30,
13104,16000,43.1,13769,99631.0,379,3422,865.0
13108,6450,44.7,6174,75278.0,52,1146,732.0
13110,2257,49.8,2165,70769.0,5,320,683.0
13111,1623,43.5,1607,52019.0,3,68,646.0
13112,1950,39.4,1826,55000.0,13,154,
13113,264,37.1,243,61875.0,0,27,820.0
13114,6772,37.5,6536,52188.0,27,384,651.0
13115,192,33.9,189,40833.0,0,33,
13116,3514,33.9,3331,59209.0,34,435,758.0
13117,269,44.9,266,54750.0,0,5,904.0
13118,6247,41.2,5619,56375.0,28,350,637.0
13120,1929,41.1,1261,55795.0,48,159,638.0
13122,1325,36.5,1307,61518.0,14,113,536.0
13123,229,58.1,229,66875.0,0,0,
13124,78,42.5,73,46094.0,0,3,
13126,36772,35.0,33568,47467.0,415,3199,721.0
13131,3493,42.8,3321,51847.0,15,171,722.0
13132,3347,47.6,3127,57688.0,92,298,868.0
13134,97,52.1,91,44583.0,0,13,
13135,7065,40.2,6541,49576.0,17,491,657.0
13136,485,41.8,478,42212.0,0,19,396.0
13140,4362,44.0,4181,49681.0,23,215,753.0
13141,583,37.2,578,44853.0,3,50,875.0
13142,6058,41.3,5904,45542.0,25,364,714.0
13143,2894,43.1,2634,46944.0,18,104,752.0
13144,1964,34.6,1855,43404.0,40,72,853.0
13145,2028,42.1,2005,44313.0,3,137,675.0
13146,2082,46.0,1945,44954.0,0,82,856.0
13147,1286,41.8,1134,66875.0,49,89,766.0
13148,10808,42.6,10057,49393.0,71,1282,735.0
13152,8150,50.3,7851,86380.0,29,1770,778.0
13153,201,50.2,201,47250.0,0,23,
