NAME,total_population,median_age,white_non-hispanic,household_income,foreign_born_not_a_us_citizen,bachelors,gross_rent_median_price
10472,68654,31.2,1725,29308.0,17330,3581,1065.0
10473,59352,36.5,1347,36764.0,5566,4466,890.0
10474,12686,30.3,133,26585.0,2829,731,1015.0
10475,43913,46.1,3825,44923.0,3770,5010,946.0
10501,1226,47.6,1095,141563.0,18,282,
10502,5519,45.5,3446,157132.0,442,1141,1238.0
10503,168,60.4,136,,0,16,
10504,7910,41.7,6916,205912.0,208,1917,2370.0
10505,868,36.9,682,143750.0,5,86,1316.0
10506,5453,43.5,4931,206207.0,172,1403,2308.0
10507,7004,36.1,3937,64351.0,990,825,1381.0
10509,19218,41.4,14707,94226.0,1499,2777,1313.0
10510,10428,44.1,7509,146723.0,271,2027,1599.0
10511,2236,44.5,1638,98370.0,134,305,1494.0
10512,24845,43.8,19727,90095.0,992,3420,1169.0
10514,12741,40.5,10836,212528.0,559,2986,1976.0
10516,5474,44.3,4858,92381.0,197,1155,1433.0
10517,608,31.9,316,89250.0,82,60,1478.0
10518,1502,49.8,1422,187898.0,15,462,
10519,207,49.2,207,,0,31,
10520,12996,44.6,9479,101932.0,1182,2785,1338.0
10522,11055,41.8,8057,116671.0,866,1937,1631.0
10523,8752,36.0,2540,87353.0,1879,1405,1918.0
10524,4252,47.8,3468,119583.0,143,878,1775.0
10526,1662,42.6,1568,122250.0,10,386,1098.0
10527,877,44.6,840,152212.0,3,152,
10528,12451,40.9,8803,105570.0,2275,2581,1921.0
10530,13011,48.0,8710,102317.0,1328,2983,1708.0
10532,4945,43.9,4241,105739.0,128,818,1226.0
10533,7487,43.8,5912,139574.0,354,1571,1836.0
10535,717,45.3,579,53636.0,0,207,1244.0
10536,11022,44.2,9312,157875.0,481,2587,2074.0
10537,1842,46.2,1404,77396.0,86,425,
10538,16841,40.9,14328,152500.0,1395,4309,1578.0
10541,26850,41.1,22758,107901.0,1155,4047,1238.0
10543,20516,41.2,13629,83827.0,2509,3370,1637.0
10545,129,35.2,96,,18,47,
10546,1265,45.1,844,115278.0,56,209,3189.0
10547,7045,41.7,4759,94982.0,424,1173,1381.0
10548,3156,49.4,2493,77059.0,55,529,1411.0
10549,16353,39.1,9656,91184.0,3108,2827,1371.0
10550,37543,33.8,2733,40698.0,6880,2788,1177.0
10552,19607,43.3,7878,70991.0,2223,3453,1284.0
10553,10850,38.9,327,70513.0,1435,1360,1303.0
10560,4810,50.9,4062,126905.0,194,1380,1781.0
10562,31453,38.9,12866,71773.0,6755,4439,1421.0
10566,23928,39.3,8862,52125.0,4523,2717,1252.0
10567,20741,43.8,14441,119521.0,881,3178,1664.0
10570,12889,41.1,10373,125814.0,560,2631,1405.0
10573,38817,37.8,15965,67206.0,10320,5011,1450.0
10576,4803,49.5,4369,172714.0,121,1065,2110.0
10577,6486,20.4,4330,216250.0,579,621,3132.0
10578,714,45.5,561,115714.0,104,143,1799.0
10579,9192,44.7,8271,105694.0,189,1655,1173.0
10580,17358,42.1,14890,156595.0,1242,4177,1898.0
10583,39996,43.3,31130,175123.0,3653,7828,1931.0
10588,2723,50.1,1699,73054.0,101,555,1209.0
10589,9102,55.2,8071,100240.0,120,2114,2506.0
10590,7111,44.6,6116,131607.0,199,1851,1890.0
10591,23185,40.4,12430,78388.0,3572,3749,1394.0
10594,5172,40.4,4477,116950.0,198,812,1288.0
10595,8369,37.9,5540,103889.0,700,1163,1585.0
10596,1657,36.8,1186,54432.0,156,30,1361.0
10597,1058,46.9,943,207895.0,17,259,
10598,30030,44.0,24388,116862.0,959,5370,1376.0
10601,11787,36.9,4626,69234.0,2485,2127,1569.0
10603,17223,39.5,7769,91884.0,1959,3127,1485.0
10604,11808,41.1,7065,87396.0,2466,1709,1683.0
10605,18118,41.8,11628,107325.0,2095,3562,1582.0
10606,17489,36.0,4594,69579.0,4974,2569,1551.0
10607,6307,43.2,2192,130982.0,564,1176,1676.0
10701,59884,35.3,17386,42238.0,9707,5465,1194.0
10703,20856,37.6,7707,58244.0,2840,2306,1272.0
10704,31321,40.2,18847,70272.0,3528,4369,1332.0
10705,40392,34.1,9786,45446.0,8071,3913,1123.0
10706,8713,45.6,7244,127632.0,508,1788,1653.0
10707,10653,39.0,7850,94427.0,926,1994,1756.0
10708,22178,43.7,17203,98014.0,1360,4582,1543.0
10709,9357,43.1,7784,95625.0,652,1704,1536.0
10710,27628,43.0,13945,82324.0,2205,4563,1356.0
10801,41577,35.6,13491,56101.0,8802,4537,1318.0
10803,12560,39.8,8746,151607.0,954,2451,1728.0
10804,14795,44.9,11873,161445.0,774,3077,1676.0
10805,18799,41.7,8107,57672.0,2786,2616,1418.0
10901,23235,43.0,17133,87444.0,1291,3934,1232.0
10910,23,,23,,0,23,
10913,5302,41.5,4295,120929.0,135,933,
10914,366,39.7,294,129632.0,0,28,
10915,104,43.7,104,,0,0,
10916,4238,41.7,3603,105104.0,124,601,2047.0
10917,2030,41.8,1294,96077.0,208,157,1454.0
10918,12258,40.1,8555,91471.0,527,1697,1362.0
10919,1405,47.2,1267,97703.0,8,90,
10920,8946,43.2,6103,103344.0,495,1488,1441.0
10921,3861,42.7,3010,86071.0,178,530,1078.0
10922,1347,44.0,1084,96875.0,38,274,1698.0
10923,8473,39.6,3941,83734.0,819,991,1363.0
10924,13255,44.0,10049,90184.0,401,2209,1178.0
10925,4330,45.7,3725,68125.0,73,392,1320.0
10926,3370,39.0,1866,66394.0,238,491,1307.0
10927,12094,33.2,2529,56061.0,2730,1088,1296.0
10928,4066,41.9,2504,77969.0,163,645,1108.0
10930,9021,39.7,7080,129477.0,604,1383,
10931,926,43.7,403,78162.0,56,91,1356.0
10932,100,57.4,100,,0,26,
10933,809,30.5,751,97845.0,0,95,
10940,48651,36.8,22738,57007.0,4297,4345,1120.0
10941,13301,39.2,7000,66141.0,486,1508,1248.0
10950,49065,23.2,40853,70645.0,1545,4745,1177.0
10952,41891,20.4,37344,55595.0,2370,2678,1308.0
10953,102,61.7,94,123600.0,0,7,
10954,23809,45.1,13827,90743.0,2095,4400,1530.0
10956,31039,45.1,21999,119899.0,1441,6684,1241.0
10958,2899,44.8,2304,103203.0,118,340,1008.0
10960,15253,40.8,9515,80141.0,1239,2824,1513.0
10962,5809,47.1,3895,94303.0,291,1012,910.0
10963,4361,40.7,2216,74821.0,334,292,1608.0
10964,1557,54.7,1302,83257.0,82,239,
10965,15320,41.0,12686,94352.0,694,2611,1353.0
10968,2344,52.9,1919,91581.0,140,670,1411.0
10969,1717,41.8,1241,92500.0,281,160,2092.0
10970,9873,40.6,4988,82856.0,1011,1475,1722.0
10973,2603,42.0,2132,91250.0,97,282,1113.0
10974,3199,39.0,2524,86006.0,115,491,1435.0
10975,297,44.8,241,,0,45,1489.0
10976,2264,39.7,1698,46750.0,107,343,656.0
10977,62280,27.9,27204,56598.0,11416,5046,1220.0
10979,301,45.8,214,68125.0,23,0,
10980,13860,43.2,9971,95214.0,785,1888,1377.0
10983,5649,44.0,3894,113036.0,231,1272,2160.0
10984,2880,43.6,1804,120341.0,91,538,1738.0
10985,34,35.9,34,,0,18,
10986,1836,40.3,1621,119671.0,63,357,1350.0
10987,3318,46.9,2759,97279.0,145,694,1369.0
10988,869,35.8,701,79375.0,10,81,980.0
10989,10033,47.3,6774,104285.0,575,2052,1730.0
10990,19647,44.6,16139,88452.0,321,3297,1171.0
10992,9048,44.8,6709,84830.0,7,1155,886.0
10993,5326,32.6,1470,64627.0,655,267,1219.0
10994,7490,43.3,5757,130060.0,220,1504,1298.0
10996,6830,20.8,4956,100385.0,238,492,3119.0
10998,2736,40.6,2365,98036.0,33,197,1236.0
11001,27551,41.6,17765,99691.0,1492,4880,1502.0
11003,45406,37.1,7681,89831.0,6987,5730,1648.0
11004,13778,45.6,5653,85968.0,1130,2139,1248.0
11005,1947,82.0,1855,58894.0,7,455,2508.0
11010,24791,41.6,18567,97741.0,1431,3311,1331.0
11020,6378,44.6,2373,123438.0,566,1439,
11021,17378,46.4,12516,90993.0,1718,3657,1703.0
11023,9953,40.2,8553,106699.0,841,1906,2442.0
11024,7667,35.5,6441,94243.0,820,1187,1448.0
11030,17505,46.2,13592,161786.0,523,4200,1543.0
11040,41434,43.9,20010,106654.0,3591,7597,1453.0
11042,549,82.7,328,,0,77,
11050,30845,42.2,22394,104261.0,3294,7154,1974.0
11096,8331,33.9,1777,48449.0,1885,477,1312.0
11101,25880,36.1,8211,48013.0,6009,4846,1271.0
11102,35271,33.4,14730,51123.0,7304,7526,1490.0
11103,39231,34.1,22269,59243.0,7782,9169,1465.0
11104,26718,37.7,11658,55294.0,7404,6001,1421.0
11105,37194,34.3,23667,61646.0,5449,9050,1538.0
11106,38812,36.4,16203,54109.0,7816,8584,1380.0
11109,4702,31.9,2955,129505.0,1185,1495,2875.0
11201,58350,35.1,34930,101150.0,6153,15166,2000.0
11203,75887,39.6,2649,45936.0,13828,7084,1172.0
11204,80486,34.4,46936,46560.0,16156,8887,1217.0
11205,43224,29.4,17348,47575.0,4363,5920,1209.0
11206,84806,29.0,26352,30779.0,9819,8570,912.0
11207,94657,31.5,2708,34252.0,14480,5486,1063.0
11208,93847,31.0,2513,35698.0,17130,5442,1137.0
11209,70803,39.4,47849,62761.0,8491,14349,1362.0
11210,67432,35.2,18641,57565.0,10349,9084,1166.0
11211,97772,30.3,62877,54406.0,10215,19282,1427.0
11212,88668,32.6,1285,28207.0,13402,4924,923.0
11213,64603,33.1,12136,34701.0,11173,5764,1076.0
11214,91295,39.1,43202,49828.0,20382,12619,1198.0
11215,70818,34.9,46877,103716.0,6092,19041,1914.0
11216,53747,34.6,9810,47107.0,6773,9237,1160.0
11217,38511,35.3,19476,87091.0,3292,9870,1743.0
11218,75691,32.8,39136,56120.0,12616,11061,1381.0
11219,97670,27.9,59320,35974.0,19909,6274,1245.0
11220,102325,32.6,14010,38893.0,36465,8018,1213.0
11221,83372,31.7,8030,40635.0,12268,8094,1160.0
11222,35163,34.0,27002,72409.0,5275,10380,1670.0
11223,79385,36.2,46205,43019.0,15413,9780,1172.0
11224,43001,46.9,22485,28006.0,3836,6483,701.0
11225,60180,33.5,10908,44911.0,10268,7699,1206.0
11226,99026,34.7,8780,43399.0,20860,11184,1197.0
11228,47190,39.2,25782,64250.0,6933,6377,1316.0
11229,81732,40.7,52049,52168.0,10930,13121,1160.0
11230,88589,34.3,59469,41068.0,14608,12507,1245.0
11231,35263,36.3,20599,83310.0,3224,8852,1623.0
11232,29216,32.9,5563,44474.0,7937,2487,1329.0
11233,71589,32.8,3126,33745.0,8035,5956,1075.0
11234,95912,39.5,36705,71115.0,9526,12901,1299.0
11235,76668,44.6,56775,42818.0,13728,16603,1161.0
11236,98276,37.5,4311,58705.0,13561,10832,1274.0
11237,54182,29.8,7915,44950.0,16926,5196,1323.0
11238,52999,35.1,19977,70873.0,4612,12849,1461.0
11239,12924,44.0,3209,26186.0,764,1034,796.0
11354,56908,44.2,9886,44741.0,19915,7022,1344.0
11355,82790,41.4,6264,39168.0,32101,9639,1287.0
11356,24631,35.6,6221,57194.0,5817,2636,1475.0
11357,39737,44.6,26013,73750.0,3549,6727,1610.0
11358,37486,42.9,14185,65258.0,8530,6322,1514.0
11360,19605,49.1,12168,80235.0,2046,3957,1880.0
11361,30207,41.3,12732,79158.0,4956,5677,1659.0
11362,18139,45.3,8249,86758.0,2018,3904,1757.0
11363,7662,43.8,3992,89219.0,837,1549,1748.0
11364,34949,43.7,13214,72477.0,4047,6819,1582.0
11365,45041,41.4,12260,59520.0,7270,6704,1390.0
11366,13192,40.2,5247,72486.0,1854,2602,1574.0
11367,42667,35.2,20960,56557.0,5302,6232,1238.0
11368,112709,31.5,4770,45004.0,47622,5449,1423.0
11369,39001,35.2,2525,52310.0,11130,3289,1336.0
11370,35507,36.8,8768,53427.0,7114,3157,1539.0
11372,64754,39.0,11346,50485.0,23768,9269,1316.0
11373,98554,37.2,6602,47588.0,37223,13439,1373.0
11374,43399,42.2,20961,52132.0,8068,9735,1349.0
11375,70723,41.9,38471,72414.0,8791,16460,1566.0
11377,90615,36.7,18382,50436.0,30147,12947,1380.0
11378,31756,39.2,18120,57127.0,4595,4041,1402.0
11379,35476,43.3,25267,71551.0,3521,5337,1353.0
11385,102209,35.2,48205,55331.0,21777,10387,1294.0
11411,19208,44.1,339,81149.0,1807,2534,1377.0
11412,37832,40.1,286,72458.0,4362,3547,1278.0
11413,42560,38.4,701,81287.0,4576,4828,1502.0
11414,28700,45.5,20412,68374.0,1533,3883,1514.0
11415,19403,36.8,9736,63756.0,2437,3569,1397.0
11416,26625,33.6,3281,58392.0,5646,2729,1355.0
11417,32415,36.7,6709,62057.0,6356,3118,1334.0
11418,39308,34.5,6624,61480.0,8892,4381,1357.0
11419,49306,35.9,1974,58266.0,12838,4467,1366.0
11420,50820,37.0,2969,59660.0,9574,4507,1395.0
11421,43024,35.8,7215,60996.0,8947,4196,1396.0
11422,33245,35.1,1264,84955.0,4461,4339,1593.0
11423,31982,40.3,3553,62179.0,5836,4089,1237.0
11426,19842,38.5,6378,77146.0,2571,2929,1502.0
11427,23568,41.6,4802,66007.0,2911,3462,1275.0
11428,19744,40.2,2322,67151.0,3062,1991,1377.0
11429,26362,39.6,536,68684.0,4095,2539,1331.0
11430,186,42.3,10,,9,9,
11432,63533,34.8,8034,50702.0,16155,9172,1317.0
11433,34111,33.6,190,42964.0,5829,2426,1071.0
11434,65892,36.6,925,58076.0,6881,6413,1135.0
11435,55323,35.3,7570,52686.0,13703,6947,1327.0
11436,19425,35.1,228,64005.0,3100,1479,1420.0
11501,19241,41.1,12616,89347.0,2690,2973,1526.0
11507,7430,47.4,4426,111875.0,552,1362,1724.0
11509,2174,53.4,1992,135750.0,45,480,2429.0
11510,33473,40.4,14870,93768.0,2455,5278,1606.0
11514,4913,42.1,3632,97692.0,386,831,1609.0
11516,7742,29.2,6297,95720.0,868,1024,1607.0
11518,10278,44.7,8894,92901.0,250,1684,2028.0
11520,43795,37.2,9789,72628.0,7722,4266,1364.0
11530,28663,42.1,25105,139821.0,678,6270,2231.0
11542,27849,38.8,15848,68647.0,4913,4009,1683.0
11545,12426,45.3,10143,142219.0,267,2786,1810.0
11547,741,45.3,632,115917.0,40,184,1637.0
11548,2407,21.5,1608,100893.0,165,253,1451.0
11549,2864,20.4,1779,,254,45,
11550,57352,34.3,4541,57003.0,15058,4038,1292.0
11552,23672,40.5,12537,97254.0,1903,3114,1692.0
11553,26158,34.4,3026,70201.0,5416,2398,1327.0
11554,37836,43.2,26281,94214.0,2628,5808,1901.0
11556,14,,14,,0,0,
11557,6590,47.8,5426,120617.0,304,1362,1449.0
11558,8449,45.5,6155,72292.0,489,1036,1493.0
11559,8403,39.9,7005,115252.0,555,1489,1652.0
11560,6284,44.9,5304,103594.0,478,1216,1692.0
11561,37458,45.0,27983,89252.0,2551,7249,1660.0
11563,22985,43.0,17625,85194.0,936,3779,1680.0
11565,8677,48.2,7617,110110.0,26,1688,1243.0
11566,33356,43.4,28863,125992.0,515,6509,2116.0
11568,4356,22.7,2702,172750.0,311,615,1574.0
11569,1342,46.5,1292,110398.0,18,316,1871.0
11570,27819,41.9,20485,107442.0,1250,5277,1421.0
11572,28763,44.0,24817,95750.0,798,5013,1256.0
11575,16386,33.1,307,65890.0,3155,917,1423.0
11576,12471,45.9,9981,152910.0,502,3006,1929.0
11577,12444,43.3,8736,116667.0,914,2774,1628.0
11579,5052,47.0,4464,110696.0,251,1117,1645.0
11580,42765,39.3,11481,90536.0,4718,6587,1511.0
11581,21579,38.0,11259,100787.0,2001,3616,1603.0
11590,46938,38.2,18000,89083.0,7357,6004,1543.0
11596,10636,41.4,7663,110575.0,750,2009,1736.0
11598,12874,37.6,11270,129907.0,350,2150,1805.0
11691,63989,32.4,14159,42023.0,9402,5092,1074.0
11692,18955,35.6,2469,42127.0,2494,1552,847.0
11693,11194,40.6,5351,53281.0,555,1398,935.0
11694,20773,45.1,15406,75094.0,1044,3268,1212.0
11697,4006,44.7,3902,93333.0,10,729,
11701,27031,40.0,9174,73494.0,3103,3036,1311.0
11702,13979,43.0,11633,97294.0,541,2138,1678.0
11703,16378,41.2,11978,88983.0,942,1888,1726.0
11704,39479,41.2,25953,81072.0,2356,4402,1499.0
11705,7529,42.3,6815,98321.0,123,1335,1748.0
11706,67001,34.6,24445,79086.0,9226,6326,1350.0
11709,6724,46.4,6175,101221.0,117,1178,1388.0
11710,34530,42.8,29922,106204.0,613,6163,1792.0
11713,9170,38.1,4791,71101.0,648,805,2132.0
11714,22849,44.0,19560,88750.0,857,3835,1788.0
11715,4528,43.7,4042,108009.0,67,645,1682.0
11716,10643,40.7,9533,79968.0,148,976,1623.0
11717,61420,32.5,10274,70208.0,16738,3454,1243.0
11718,3102,44.0,2767,122692.0,4,669,1265.0
11719,3141,50.7,2617,91488.0,54,432,1317.0
11720,29167,38.6,22212,91224.0,1184,3195,2057.0
11721,6255,45.4,5943,106786.0,127,1420,1481.0
11722,35855,33.6,7741,66570.0,8230,2003,1471.0
11724,2943,45.1,2651,200313.0,193,731,3214.0
11725,28997,45.1,25079,113613.0,587,5213,1665.0
11726,21826,36.3,8364,69123.0,5401,1386,1472.0
11727,29902,39.1,18049,75408.0,2307,4031,1692.0
11729,27602,40.0,17661,83122.0,1366,3194,1557.0
11730,14066,41.9,13168,115402.0,63,1879,1586.0
11731,29543,43.1,25519,99360.0,1160,5394,1664.0
11732,3715,47.1,3158,116125.0,46,754,2228.0
11733,17366,44.9,14081,129358.0,1115,2665,2041.0
11735,33195,41.2,24076,91156.0,2139,4917,1621.0
11738,17311,39.3,13446,94522.0,1066,1666,1831.0
11739,1297,46.5,1173,129464.0,15,138,
11740,9346,44.1,7658,89102.0,304,1702,635.0
11741,28443,41.1,23860,100133.0,649,3548,1753.0
11742,13164,40.3,10474,86381.0,339,1936,1700.0
11743,42848,45.2,34045,113750.0,1621,8435,1800.0
11746,69761,39.8,42914,99414.0,6875,10665,1615.0
11747,19194,49.2,15877,117288.0,442,3895,2392.0
11749,3370,44.1,1488,87976.0,336,362,1815.0
11751,14462,43.2,12096,95191.0,365,1995,1495.0
11752,9521,42.4,7764,100108.0,147,1170,1657.0
11753,11753,44.3,7777,145947.0,692,2659,1766.0
11754,19293,43.8,17243,100101.0,403,3242,1341.0
11755,12400,38.9,10048,96654.0,638,1843,1785.0
11756,42163,41.2,32337,100773.0,1668,5395,1796.0
11757,45682,40.2,36272,81330.0,3631,5010,1427.0
11758,55594,42.9,46324,104128.0,1576,8677,1430.0
11762,22943,42.7,20528,112083.0,260,3617,2296.0
11763,29793,37.8,18061,85450.0,2077,3101,1602.0
11764,12389,38.9,10880,109153.0,382,1988,1288.0
11765,753,49.3,617,137500.0,41,216,1708.0
11766,12723,41.7,10669,111397.0,238,2081,1676.0
11767,15145,41.2,13172,119319.0,492,2267,1370.0
11768,21532,47.2,19773,117023.0,391,4522,1670.0
11769,8592,46.0,7726,86000.0,134,989,1585.0
11770,95,36.7,91,148750.0,0,28,
11771,9577,43.7,8055,118264.0,453,2236,1457.0
11772,45420,38.8,29537,68077.0,4409,4268,1394.0
11776,26171,40.0,19465,92280.0,2216,3685,1573.0
11777,9129,47.0,7728,112660.0,627,1351,1620.0
11778,12339,37.9,10713,90658.0,232,1391,1429.0
11779,37939,40.5,31219,85972.0,1582,4186,1440.0
11780,15551,45.5,13782,107170.0,303,2259,1678.0
11782,15491,44.0,14140,110869.0,128,2420,1747.0
11783,21598,42.8,20013,105915.0,306,3461,1869.0
11784,26455,37.7,19826,89699.0,1211,2575,1568.0
11786,6180,42.3,5447,121875.0,140,690,1917.0
11787,35813,44.2,32031,111961.0,626,6158,1342.0
11788,16199,43.0,13403,105019.0,592,2878,1868.0
11789,8221,38.2,7089,87955.0,283,1265,1407.0
11790,18840,25.5,13093,134536.0,1907,2632,2303.0
11791,25291,43.0,17385,151627.0,1499,5575,1759.0
11792,8964,41.3,8052,120997.0,219,1166,1105.0
11793,32164,43.3,28392,113481.0,516,5485,1433.0
11794,3081,20.1,899,,590,53,
11795,25074,42.8,22616,110815.0,390,3402,1250.0
11796,3961,46.3,3694,104236.0,64,523,1485.0
11797,8574,51.2,7320,157216.0,280,2053,2209.0
11798,15599,32.4,1226,70343.0,1874,1303,1904.0
11801,40274,43.4,24479,93759.0,3825,6870,1702.0
11803,28390,44.0,22604,126536.0,1517,5923,1883.0
11804,4757,44.2,4314,118900.0,114,1046,298.0
11901,30680,40.8,17612,55450.0,4610,2625,1335.0
11930,1459,52.5,1388,86083.0,50,345,2350.0
11931,34,,34,,0,0,
11932,890,55.4,605,70461.0,56,198,1244.0
11933,6238,49.7,4875,59605.0,125,683,1493.0
11934,8043,39.8,7171,90080.0,249,586,1332.0
11935,3218,51.5,3033,86125.0,158,613,1785.0
11937,15526,49.0,11411,84847.0,1356,3177,1682.0
11939,915,62.4,853,72500.0,38,130,1717.0
11940,5352,42.2,4926,96607.0,4,619,1762.0
11941,2043,46.9,1737,102135.0,131,339,1418.0
11942,4253,45.2,3874,88784.0,57,570,1793.0
11944,4268,50.2,3158,56029.0,311,656,1330.0
11946,13569,42.4,9183,75670.0,2347,2004,1654.0
11947,114,65.5,114,,0,16,
11948,1340,49.6,1340,103112.0,0,111,
11949,14724,39.2,13328,105279.0,167,1913,1508.0
11950,16777,35.2,10756,71088.0,880,938,1610.0
11951,13364,37.2,9050,63043.0,379,798,1664.0
11952,4591,49.4,4286,74313.0,112,698,1443.0
11953,12647,42.6,8788,70829.0,457,1467,1626.0
11954,3495,54.4,2913,72903.0,224,766,1342.0
11955,3168,48.6,2574,61667.0,120,265,1657.0
11956,310,59.2,278,,40,64,1604.0
11957,706,66.3,684,75375.0,0,162,1575.0
11958,441,57.6,441,65288.0,0,52,
11959,856,56.7,781,85125.0,16,223,1667.0
11960,597,58.6,552,103151.0,9,122,
11961,12164,50.8,10390,56236.0,341,934,1422.0
11962,415,46.9,404,209125.0,3,87,
11963,6913,48.1,5093,86111.0,1009,1599,1850.0
11964,2162,48.3,1992,79091.0,70,392,1245.0
11965,650,47.8,640,101771.0,2,162,
11967,26845,36.3,17750,82682.0,2212,1514,1925.0
11968,10821,50.4,8188,82024.0,1059,2122,1780.0
11970,284,54.8,284,,0,0,
11971,6348,55.1,6066,89074.0,40,856,1372.0
11972,1054,45.9,795,104444.0,63,271,950.0
11973,46,20.9,3,,18,0,
11975,386,57.0,323,79250.0,20,78,
11976,2350,55.3,1904,115547.0,378,471,2635.0
11977,2456,52.3,2184,97045.0,126,425,
11978,3124,47.6,2489,83203.0,206,582,1759.0
11980,5273,41.7,4238,90313.0,207,618,2031.0
12007,17,,17,,0,0,
12008,606,40.1,496,93250.0,40,106,
12009,7560,42.5,7114,89605.0,163,977,1001.0
12010,28793,41.2,22062,44711.0,487,2268,721.0
12015,2823,46.6,2359,58533.0,19,218,864.0
12017,323,49.2,321,62917.0,5,45,
12018,7383,43.9,7213,81205.0,0,865,1017.0
12019,14584,44.4,13456,88059.0,233,2517,957.0
12020,32574,40.1,30518,73712.0,516,5216,1049.0
12022,860,50.3,849,51719.0,0,54,1625.0
