,ZCTA5,bachelors,graduate,household,foreign-born-non-us,family,nonfamily-households,nonfamily-households,married-couple-families,gross_rent,median_age,white_non_hispanic
0,,0.00160306363272031,0.0009260974254491572,,9.234676209165416e-05,,,,,,,
1,,0.3032462038562586,0.2008890535284312,,0.08142675747431606,,,,,,,
2,,0.5756779623280046,0.26530839044267457,,0.28643656931778827,,,,,,,
3,,0.7225809324486797,0.5346175217632895,,0.15675862865058293,,,,,,,
4,,0.05388074987754375,0.04048897944063715,,0.012997806764400323,,,,,,,
5,,0.14209377922251415,0.0975736247453232,,0.028535149486321135,,,,,,,
6,,0.06091641804337178,0.042304130394517504,,0.012536072953942053,,,,,,,
7,,0.10103753840673287,0.07368031116873495,,0.021932355996767863,,,,,,,
8,,0.75842721645812,0.36584552694943506,,0.14346069490938473,,,,,,,
9,,0.4171527808701073,0.38844230413039454,,0.08241948516680134,,,,,,,
10,,0.7755710914191566,0.5931468790516763,,0.14791642618030706,,,,,,,
11,,0.36527586053346395,0.2454899055380626,,0.08188849128477432,,,,,,,
12,,0.34733045375606714,0.20103722911650307,,0.1031513332563777,,,,,,,
13,,0.5349779578750501,0.3881829968512688,,0.07131478702527992,,,,,,,
14,,0.7978358640958276,0.56484534172995,,0.15486552002770404,,,,,,,
15,,0.2782651289130338,0.18410816817929246,,0.0561006579706799,,,,,,,
16,,0.1284677383443915,0.10138914613817374,,0.05861710723767748,,,,,,,
17,,0.6153537872378323,0.49312835710316727,,0.16516218400092347,,,,,,,
18,,0.0,0.0,,0.0,,,,,,,
19,,0.6489290644342521,0.5801444711983701,,0.11086228789103082,,,,,,,
20,,0.47530836710157187,0.4350435265789961,,0.057047212282119356,,,,,,,
21,,0.729260364251681,0.917503241340989,,0.168486667436223,,,,,,,
22,,0.74110522331567,0.7931468790516762,,0.1258455500404017,,,,,,,
23,,0.8937970343322794,1.0,,0.2731848089576359,,,,,,,
24,,0.29661130159861065,0.22370809409149842,,0.10354380699526723,,,,,,,
25,,0.4220955604043283,0.3841822559733284,,0.2288583631536419,,,,,,,
26,,0.7352718528743821,0.6058158918318207,,0.1176497749047674,,,,,,,
27,,0.44850158079886004,0.26378959066493796,,0.2206164146369618,,,,,,,
28,,0.17927594959255466,0.09572142989442489,,0.08262726538150757,,,,,,,
29,,0.39796054682281695,0.24730505649194295,,0.2775712801569895,,,,,,,
30,,0.41399118315002004,0.2115576958696055,,0.35731270922313285,,,,,,,
31,,0.4192901990470677,0.2335988145952954,,0.3055754357612836,,,,,,,
32,,0.26735539030146505,0.16391924430450083,,0.2163915502712686,,,,,,,
33,,0.19339181546956405,0.10579736988331172,,0.12882373311785755,,,,,,,
34,,0.41221000133588637,0.2662344878681237,,0.1404825118319289,,,,,,,
35,,0.13755176559647325,0.09216521578070012,,0.04912847743276001,,,,,,,
36,,0.2686022175713586,0.1436191887386553,,0.07551656470045019,,,,,,,
37,,0.14302889967493432,0.0843859974069272,,0.07768671360960407,,,,,,,
38,,0.28895221979783586,0.17803296906834598,,0.23317557428142677,,,,,,,
39,,0.1047780202164136,0.13372846823485832,,0.10158143830081957,,,,,,,
40,,0.38486886048893443,0.3617706982774588,,0.07632459886875216,,,,,,,
41,,0.061584361223671905,0.06875347286534543,,0.027865635461156644,,,,,,,
42,,0.2926036425168099,0.2398962770883497,,0.05476162992035092,,,,,,,
43,,0.0,0.0,,0.0,,,,,,,
44,,0.0,0.0,,0.0,,,,,,,
45,,0.0,0.0,,0.0,,,,,,,
46,,0.0,0.0,,0.0,,,,,,,
47,,0.0,0.0,,0.0,,,,,,,
48,,0.0,0.0,,0.0,,,,,,,
49,,0.8004631072716748,0.7827745878866457,,0.15087152256723999,,,,,,,
50,,0.0,0.0,,0.0,,,,,,,
51,,0.0,0.0,,0.0,,,,,,,
52,,0.0,0.0,,0.0,,,,,,,
53,,0.02057264995324398,0.018447860714947212,,0.002262495671245527,,,,,,,
54,,0.0,0.0,,0.0,,,,,,,
55,,0.0,0.0,,0.0,,,,,,,
56,,0.0,0.0,,0.0,,,,,,,
57,,0.0,0.0,,0.0,,,,,,,
58,,0.0,0.0,,0.0,,,,,,,
59,,0.0,0.0,,0.0,,,,,,,
60,,0.0,0.0,,0.0,,,,,,,
61,,0.0,0.0,,0.0,,,,,,,
62,,0.0,0.0,,0.0,,,,,,,
63,,0.0,0.0,,0.0,,,,,,,
64,,0.0010241795431268647,0.0008520096314132247,,0.001800761860787256,,,,,,,
65,,0.0,0.0,,0.0,,,,,,,
66,,0.0,0.0,,0.0,,,,,,,
67,,0.0,0.0006667901463233932,,0.0,,,,,,,
68,,0.14031259740838045,0.11776254862011483,,0.03553041671476394,,,,,,,
69,,0.07694705437057488,0.05430635302833858,,0.021932355996767863,,,,,,,
70,,0.22950527675112437,0.16654936099277645,,0.08281195890569087,,,,,,,
71,,0.09253239524424456,0.032487497684756436,,0.06231097772134365,,,,,,,
72,,0.12606314289531104,0.04523059825893684,,0.07653237908345839,,,,,,,
73,,0.22425079039943002,0.13602518984997222,,0.10691446381161261,,,,,,,
74,,0.28191655163200785,0.13976662344878682,,0.10629112316749394,,,,,,,
75,,0.2979026584138576,0.17658825708464532,,0.07770980030012697,,,,,,,
