,NAME,median_age_delta,white_non-hispanic_percent_delta,household_income_delta,foreign_born_not_a_us_citizen_percent_delta,bachelors_percent_delta,gross_rent_media_price_delta
46,10301,0.3984706881903144,0.3815188225932434,0.5747822615764262,0.4812016887721205,0.4573609608204486,0.37011139117001385
47,10302,0.4256584536958369,0.3518967920232747,0.5801132239802583,0.5304848455155412,0.4689379964882615,0.34019025937068054
48,10303,0.43245539507221753,0.387090705523139,0.5898425025402816,0.4515350576737687,0.4610876331302797,0.34019025937068054
49,10304,0.4197111299915038,0.384862500690444,0.5466323123820583,0.47154548567387267,0.45110039322028794,0.3431173266119197
50,10305,0.44774851316907394,0.3380377786664867,0.6046559732907534,0.40808069111563183,0.4569289955923484,0.38214488982844136
51,10306,0.41546304163126596,0.33896678206244313,0.5564849760487734,0.4567148167467645,0.45101276145739655,0.3717375396373689
52,10307,0.4120645709430757,0.3666984053210278,0.5380316446508927,0.5384538349484848,0.4740111993963976,0.2949833319782096
53,10308,0.4290569243840272,0.3699111961052207,0.5986463928001161,0.4772751662850216,0.4664893539596801,0.4793885681762745
54,10309,0.421410365335599,0.3982821322521719,0.6417114240092902,0.5009881979298668,0.4728939738879201,0.38409626798926744
55,10310,0.4027187765505522,0.3603688239689289,0.5898715343300914,0.47546797870589325,0.45892918281767575,0.3372631921294414
56,10312,0.4324553950722175,0.3658928273495967,0.5852445928291479,0.5093156980921824,0.4577262308318764,0.3362875030490284
57,10314,0.43840271877655057,0.3323476409413313,0.5914501379010016,0.4346953043306923,0.4567170839130232,0.3863728758435645
58,10451,0.4231096006796941,0.39214142321020407,0.5646066192480766,0.4452513185909362,0.4647330736545995,0.39385315879339783
59,10452,0.4290569243840272,0.3875142964996277,0.5545688779213238,0.4383646224957031,0.46383624457428607,0.3834458086023254
60,10453,0.42990654205607476,0.38491292862921683,0.5546523443170271,0.43348932591832856,0.4546916356078577,0.3811692007480283
61,10454,0.42735768903993204,0.39268485895741984,0.5511866744084772,0.44709651669577116,0.4480533070667346,0.37531506626555006
62,10455,0.43075615972812237,0.3811317402876533,0.56261068369865,0.46445468846815857,0.4522218026592988,0.397430685421579
63,10456,0.4392523364485981,0.387777011034539,0.5648352445928292,0.44728489095947754,0.45625419395961164,0.38507195706968045
64,10457,0.42990654205607476,0.3784346116902722,0.5643344462186094,0.4066865916915686,0.4538511545861547,0.3808439710545573
65,10458,0.43755310110450296,0.3653276385433034,0.5830817244883147,0.4170758037679143,0.4479787966279653,0.38929994308480365
66,10459,0.4018691588785047,0.3861970476253447,0.5701262882856728,0.39479933748547896,0.46277549010328045,0.3597040409789414
67,10460,0.4188615123194563,0.3886568179090611,0.5571055305559588,0.4012199636753372,0.45225212690574257,0.3639320269940646
68,10461,0.4367034834324554,0.3055216252524106,0.5713311075627813,0.4273352350458674,0.45612923933125854,0.40295959021058625
69,10462,0.4333050127442651,0.36784977411542297,0.5789338075192335,0.3918212357440944,0.4609705268831128,0.39775591511505
70,10463,0.4367034834324554,0.3666096715779147,0.5667767455363624,0.41198403236614145,0.4541674418034083,0.4045857386779413
71,10464,0.5021240441801189,0.23551975281394835,0.6509326462476411,0.4075745882833747,0.47491788972936866,0.38734856492397757
72,10465,0.43160577740017,0.2927797955642522,0.5794708956307156,0.46910020389168317,0.44606982788460453,0.39612976664769495
73,10466,0.42990654205607476,0.38408648166207615,0.591283205109595,0.3430569529497835,0.45320389164297564,0.4042605089844703
74,10467,0.43160577740017,0.36789762582516955,0.5597546813761068,0.4076331926003544,0.4484209110110016,0.4036100495975283
75,10468,0.43840271877655057,0.3764217092256145,0.5674807664392509,0.3961690260362043,0.44433885968418574,0.3912513212456297
76,10469,0.4120645709430757,0.3526462789601556,0.5781862389316301,0.35116844201482067,0.45304164107341993,0.398406374501992
77,10470,0.421410365335599,0.33902352832647514,0.5771302075772972,0.39936186926718337,0.46041726086055773,0.39612976664769495
78,10471,0.42820730671197965,0.3420515046734626,0.6044745246044418,0.4765315073327458,0.44764200213077354,0.4348321001707456
79,10472,0.4282073067119796,0.3895365871926967,0.5565502975758455,0.40602489400997793,0.45408268156221104,0.3837710382957964
80,10473,0.44265080713678845,0.38978106383056665,0.5514878792277544,0.42539472559003766,0.44975560252232366,0.36067973005935444
81,10474,0.4188615123194563,0.38726257982404044,0.5473943968645667,0.4169273179719439,0.45918810206918625,0.3759655256524921
82,10475,0.42225998300764656,0.3572419035724803,0.5605385397009726,0.3635340665623842,0.45299461697113996,0.3626311082201805
83,10501,0.3500424808836024,0.3772879784461407,0.8204420089998549,0.5427439612653462,0.4787620888597867,0.281648914545898
84,10502,0.4120645709430756,0.4182644576211686,0.6760378864857018,0.4700190062682313,0.45605939466809475,0.20066672087161558
85,10503,0.36703483432455397,0.2844771241830066,0.0,0.5326636209208937,0.6430114534248079,0.41970891942434346
86,10504,0.4069668649107902,0.3548472125291556,0.667858179706779,0.514951477641736,0.45775595837775485,0.6387511179770713
87,10505,0.42225998300764656,0.3777534705342192,0.6209863550587894,0.577110991787263,0.4366448593938116,0.2878282787218473
88,10506,0.43160577740017,0.36304160617792425,0.722666569894034,0.5612067920599957,0.44221218834225057,0.723961297666477
89,10507,0.453695836873407,0.3483002256130936,0.5316881985774423,0.47177969088842775,0.4742314218365098,0.38051874136108627
90,10509,0.43670348343245535,0.31769594376464394,0.5934242996080709,0.5284087416264567,0.44376945350034275,0.38214488982844136
91,10510,0.4265080713678845,0.3526235217642689,0.590651763681231,0.5115415990926088,0.4712375725921563,0.44036100495975283
92,10511,0.4519966015293118,0.4070896683623486,0.624905646683118,0.6115644036797405,0.44020966616147567,0.3180746402146516
93,10512,0.40271877655055227,0.34003947035582,0.5715452170126288,0.528029479089146,0.4585833228254719,0.35645174404423124
94,10514,0.4231096006796941,0.36585131642248675,0.16735375235883293,0.5476727667234935,0.45136620342477524,0.9168225058947882
95,10516,0.40441801189464743,0.3874319241874144,0.6599107272463347,0.584956442957034,0.45456062378111245,0.3645824863810066
96,10517,0.39507221750212407,0.6395507570116655,0.6077369719843229,0.7007777696457983,0.46736032383835807,0.5437840474835353
97,10518,0.37638062871707734,0.3154488262221243,0.524259689359849,0.44580513684927897,0.5334489107415412,0.48524270265875274
98,10519,0.5437553101104503,0.08246828143021911,0.6782769632747859,0.374949772430973,0.3872180805928941,0.42670135783397023
99,10520,0.4460492778249788,0.378916537884537,0.6044164610248222,0.5607042430579192,0.4460583593262103,0.3681600130091877
100,10522,0.4800339847068819,0.3638041928619411,0.6879445492814632,0.5037782347611452,0.4557429463439989,0.5044312545735425
101,10523,0.45284621920135937,0.3475342767340883,0.6285999419364203,0.5001182676165201,0.4439134412926589,0.44361330189446296
102,10524,0.4248088360237893,0.36165207731842663,0.603309624038322,0.5749058812660407,0.435904517454367,0.24847548581185464
103,10526,0.38317757009345793,0.37705668930080843,0.5292168674698795,0.49505181731603654,0.43120616885849505,0.30680001084098973
104,10527,0.4069668649107902,0.3964702797202797,0.48778487443750906,0.5845678069037806,0.4131980109007136,0.36512453587012494
105,10528,0.421410365335599,0.37947103559371015,0.5632457541007403,0.5222644407478814,0.44997239259592076,0.4234490608992601
106,10530,0.4511469838572642,0.341439912615835,0.5996915372332704,0.4640446436885213,0.4328721789994466,0.4302788844621514
107,10532,0.4282073067119796,0.3649461641624352,0.545507330526927,0.5207752526032823,0.46199693496535543,0.3561265143507602
108,10533,0.45964316057774,0.3899058601714316,0.680911598200029,0.5203790060843536,0.45057601517469903,0.4010082120497601
109,10535,0.3525913338997451,0.41548573975044567,0.8423265350558862,0.6247197728291736,0.38524158671217495,0.34815838686072037
110,10536,0.43330501274426514,0.37877579782032195,0.6918384380897082,0.5708901207460658,0.45162922263858685,0.513862915684202
111,10537,0.346644010195412,0.27370786118785806,0.6240709827260851,0.35534845102111584,0.5584970528153396,0.6120822831124482
112,10538,0.44859813084112155,0.3350695109779732,0.7180831760778053,0.5402684010372946,0.4352525637257766,0.4647532319700789
113,10541,0.4358538657604078,0.38373038242955393,0.5596385542168675,0.5448125883368526,0.44929310091541397,0.3587283518985283
114,10543,0.43840271877655057,0.36783637693855353,0.6048083901872551,0.48530836038778447,0.47051936465581184,0.4579234084071876
115,10545,0.3169073916737468,0.3157552083333333,0.8024041950936275,0.47125195317496543,0.5105621880326272,0.7138791771688755
116,10546,0.4197111299915038,0.5156337390156792,1.0,0.5712029508039761,0.4997616165659255,0.9698349459305634
117,10547,0.43160577740017,0.32680496752950333,0.6415880389025983,0.47531844492966424,0.45661226633742114,0.4641027725831368
118,10548,0.43415463041631275,0.37056182435801743,0.5144687182464799,0.5945607413790223,0.4557581801374092,0.23514106837954304
119,10549,0.41461342395921835,0.3593997831234647,0.6510814341704166,0.521917707212662,0.42958410781078665,0.4097894137734775
120,10550,0.4180118946474087,0.36400030290621826,0.5770576281027725,0.5129797379951673,0.4634423728806003,0.374339377185137
121,10552,0.4188615123194563,0.33794122599302556,0.5903324139933227,0.4518560445420645,0.4566980758690464,0.4182453858037239
122,10553,0.42225998300764656,0.3780019682022218,0.5860066773116562,0.39017500436939745,0.4848410463742179,0.3714123099438979
123,10560,0.43075615972812237,0.32516438132170905,0.5888663086079257,0.5158586414002331,0.47910128296173676,0.34864623140092693
124,10562,0.43075615972812237,0.3624779170037829,0.5595950065321527,0.5036518705517012,0.44041846351754077,0.41987153427107893
125,10566,0.42310960067969416,0.3379970188716208,0.5393562200609667,0.5413977440947761,0.45618812552792126,0.3541751361899341
126,10567,0.4231096006796941,0.3344035345942445,0.6607562781245464,0.5053887572688808,0.47014172066078713,0.44036100495975283
127,10570,0.43585386576040785,0.3274399372081242,0.5934569603716069,0.5481757498925586,0.44077979229920566,0.3086429791039922
128,10573,0.4282073067119796,0.3544034890618892,0.640368703730585,0.5113895998500172,0.466650018794136,0.3837710382957964
129,10576,0.41291418861512325,0.3608818524976397,0.5206234576861664,0.5009573337659599,0.4851040487524984,0.8221806650947231
130,10577,0.4392523364485981,0.325603754129091,0.4237443750907243,0.5641563784358489,0.4450799945433415,0.6673713310025206
131,10578,0.3976210705182668,0.41097498868113874,0.4960625635070402,0.49292119366639386,0.4998692458174703,0.5125619969103178
132,10579,0.405267629566695,0.3908635620029558,0.5841377558426477,0.5672926542731014,0.4426574209898336,0.3577526628181153
133,10580,0.43245539507221753,0.35846354823299276,0.7093808970823051,0.5373568444634257,0.43416030771531183,0.4881697698999919
134,10583,0.44350042480883606,0.3359593802156472,0.6992778342284802,0.4964369223812238,0.4522570634068944,0.3021383852345719
135,10588,0.40441801189464743,0.23958680303418944,0.6323668166642473,0.3458826794297951,0.44847200696529277,0.58378729978047
136,10589,0.42225998300764656,0.3758261749551655,0.5579401945129917,0.5333649166499602,0.45303969661748894,0.8682548716697835
137,10590,0.43075615972812237,0.35841944395585584,0.6127485847002467,0.5503999180522681,0.45690829251341314,0.5845461690652356
138,10591,0.4120645709430756,0.3588962550461373,0.6151110465960227,0.5189898640050042,0.4351234789299037,0.41759492641678186
139,10594,0.4205607476635514,0.3649636647241902,0.7570402090288866,0.5324694039193899,0.4715181212287016,0.36133018944629647
140,10595,0.42735768903993204,0.39695567558442846,0.5817462621570619,0.5016926972429923,0.47281247328307685,0.4514188145377673
141,10596,0.49107901444350044,0.491747971330239,0.6428944694440413,0.6042844354533733,0.4944958426348207,0.5515895601268396
142,10597,0.42225998300764656,0.48757441774540144,0.6015277979387429,0.6762110675134317,0.5140995471350047,0.46166354988210423
143,10598,0.42480883602378927,0.3404162642631835,0.6347583103498331,0.5136681725634428,0.45975161057380826,0.3717375396373689
144,10601,0.44774851316907394,0.37511574991085417,0.5544781535781681,0.49006214359069306,0.4473089288328669,0.43873485649239774
145,10603,0.4248088360237893,0.3814427818712787,0.5800297575845551,0.509369430847484,0.4633248117610089,0.3818196601349703
146,10604,0.4367034834324554,0.38094214018240896,0.6177347946000871,0.501105000930101,0.45325064700879775,0.42637612814049924
147,10605,0.43160577740017,0.33524895921566594,0.5975613296559733,0.49191137490646436,0.4419487800714262,0.4280022766078543
148,10606,0.45029736618521665,0.37184507603004985,0.6247459718391639,0.526496212024678,0.46327380889034414,0.4280022766078543
149,10607,0.4545454545454546,0.3478590584905252,0.5753701553200755,0.36896956115103885,0.4427154162248168,0.3109195869582893
150,10701,0.421410365335599,0.37313044906877063,0.5644033967194078,0.4720977514402629,0.45663055545975323,0.374014147491666
151,10703,0.42990654205607476,0.3284542421695829,0.5622731891421107,0.4202826813089347,0.4575612524873097,0.328156760712253
152,10704,0.43840271877655057,0.32089501388184694,0.587705037015532,0.3975612609266849,0.45912881825071794,0.41336694040165867
153,10705,0.42480883602378927,0.361052919948134,0.5731818841631586,0.4417554626310123,0.44932547977393583,0.39970729327587606
154,10706,0.44519966015293116,0.35695901184940604,0.6007294237189723,0.5071223306946202,0.47149030198104036,0.47581104154809334
155,10707,0.42480883602378927,0.3687031674683464,0.6048337930033386,0.5025292082093326,0.45475459920102507,0.3558012846572892
156,10708,0.4392523364485981,0.33741623195441295,0.6137792132384962,0.5004655822480618,0.43403191078379316,0.4094641840800065
157,10709,0.43245539507221753,0.39074576458400806,0.6693388009870809,0.5482671282381438,0.4299301661789052,0.4052361980648833
158,10710,0.4409515717926933,0.35181369158049436,0.5963964290898534,0.4467400097250397,0.46161873512956214,0.39905683388893404
159,10801,0.4239592183517418,0.3692177059386662,0.5815974742342865,0.45258183822080184,0.45868416487466696,0.3951540775672819
160,10803,0.4392523364485981,0.30692195952727813,0.6119465815067499,0.5007524174664548,0.434776460059597,0.4891454589804049
161,10804,0.4137638062871708,0.35614802014091923,0.6388372768181159,0.5101032729994796,0.45044697782162324,0.6611919668265712
162,10805,0.43585386576040785,0.28397468637535916,0.6060240963855422,0.4385406485429029,0.4507122917936463,0.4071875762257094
163,10901,0.42310960067969416,0.3803772222228857,0.5886050224996371,0.5220646490045504,0.4325262585518312,0.4240995202862021
164,10913,0.4545454545454546,0.3903557004011953,0.6623167368268253,0.5334313863121496,0.47644044914614586,0.41434262948207173
165,10914,0.008496176720475786,0.8083275652381344,0.2845950065321527,0.4439200956911314,0.3634348634348634,0.35658725641651084
166,10915,0.36873406966864913,0.38333333333333336,0.7577043112207867,0.6247197728291736,0.35103853853853856,0.2988318833509499
167,10916,0.4333050127442651,0.4054013554984854,0.5563144142836406,0.5536331823933165,0.4634336579996038,0.24107651028538907
168,10917,0.43415463041631264,0.3771850653267683,0.5947851647554072,0.5588833183064095,0.48448317076237357,0.4543458817790064
169,10918,0.4579439252336449,0.31550838629484057,0.625079837421977,0.5744232669603964,0.437769248796278,0.3411659484510936
170,10919,0.43415463041631264,0.3339689530062832,0.6197960516765859,0.48118618784833583,0.4312417318663807,0.24132043255549232
171,10920,0.41291418861512325,0.37619555121880704,0.6363623167368269,0.5002724623199952,0.4319382082595613,0.16326530612244897
172,10921,0.5055225148683092,0.34123414858615914,0.6094026709246625,0.5998742288223784,0.44619447886631397,0.44296284250752094
173,10922,0.42735768903993204,0.32724160395725277,0.5374872985919582,0.48891408441325335,0.43267829720760015,0.5171152126189121
174,10923,0.44350042480883606,0.32089306100935944,0.5116054579764843,0.48501117233797914,0.4339204529807873,0.3551508252703472
175,10924,0.4265080713678845,0.3627457503820116,0.6113986064740892,0.5433743750758,0.45626992170608677,0.3379136515163835
176,10925,0.3627867459643161,0.39631770080096407,0.568946871824648,0.6066475382830646,0.43956790289609193,0.33986502967720955
177,10926,0.4536958368734069,0.296324238741336,0.5839200174190738,0.44195834704159187,0.45877625505473585,0.4250752093666152
178,10927,0.4358538657604078,0.37310676760616807,0.5914174771374655,0.46478967726815396,0.4587491069737687,0.3551508252703472
179,10928,0.38912489379779097,0.34224468608678327,0.6110502249963711,0.5199630983371001,0.4884941623498207,0.39450361818033985
180,10930,0.43585386576040785,0.28514666107095876,0.6291442879953549,0.4923421959737128,0.4232435774263048,0.47646150093503536
181,10931,0.44774851316907394,0.34270767396277546,0.5153033822035128,0.41297514276946984,0.46448301896646116,0.43255549231644846
182,10932,0.37553101104502973,0.2684640522875817,0.6065394106546669,0.279509203173124,0.5600158982511924,0.41239125132124566
183,10933,0.5046728971962617,0.3165186500888099,0.6977754391058208,0.6122112548522936,0.3687525225047428,0.3922270103260428
184,10940,0.4367034834324554,0.3472550518298404,0.5533604296704892,0.5389566847154765,0.4403203604030791,0.3720627693308399
185,10941,0.4392523364485981,0.34833412981148676,0.5587276818115837,0.509541621899635,0.4417107709559243,0.3834458086023254
186,10950,0.46644010195412067,0.35697709491516055,0.5472202061257077,0.554214199315904,0.4362491854236929,0.3671843239287747
187,10952,0.46304163126593034,0.37760821802469,0.5504463637683263,0.5372506572283652,0.4335066847709598,0.3886494836978616
188,10953,0.4528462192013594,0.38333333333333336,0.7769396864566701,0.6247197728291736,0.40584992887624466,0.39190178063257175
189,10954,0.42056074766355145,0.3390292349512305,0.6188343736391348,0.45942889639572076,0.4706813300829219,0.3951540775672819
190,10956,0.42990654205607476,0.3154296013193397,0.642244883147046,0.4547434895502439,0.46847344720465706,0.3675095536222457
191,10958,0.40866610025488537,0.3942417999432609,0.6174154449121788,0.6004177333249303,0.4750740473004632,0.3603545003658834
192,10960,0.4001699235344095,0.3408242043999081,0.6045761358687763,0.514465294507181,0.469045191209686,0.44133669404016584
193,10962,0.43160577740017,0.40103728444795733,0.5716649731455944,0.5193974175410743,0.4545750422959062,0.40133344174323116
194,10963,0.41461342395921835,0.37077735081524904,0.5518398896791987,0.5621948565760219,0.4439444214969987,0.4657289210504919
195,10964,0.4426508071367885,0.3074394982772704,0.9428400348381478,0.4274015791104171,0.48686589420146625,0.27514432067647776
196,10965,0.437553101104503,0.3409382944296133,0.6018253737842938,0.5182923923234674,0.4468082722813623,0.3584031222050573
197,10968,0.4851316907391674,0.2907502150494945,0.6530410799825809,0.5493005555923832,0.45289966747357174,0.45922432718107165
198,10969,0.43840271877655057,0.5041382192519908,0.5739693714617506,0.7906176929753899,0.41709059032187384,0.3442556305390682
199,10970,0.4672897196261683,0.29747141535377236,0.5766729568877922,0.4130549046405876,0.43477250942202206,0.3717375396373689
200,10973,0.43755310110450296,0.31358681222061174,0.6668965016693279,0.588273959308618,0.45421042324082983,0.5733799495893975
201,10974,0.38997451146983864,0.365980572142411,0.60390840470315,0.5099926395950222,0.44243842733426747,0.3906008618586877
202,10975,0.5658453695836873,0.05768589743589741,0.5598127449557265,0.6025191293536832,0.4745010395010395,0.2842507520936661
203,10976,0.48768054375531017,0.28781779060277585,0.6246879082595442,0.4127950883543997,0.40629342294976817,0.3665338645418327
204,10977,0.4596431605777401,0.4534463997161854,0.5139134852663667,0.5476278492508583,0.43099678684220616,0.3639320269940646
205,10979,0.48003398470688197,0.38333333333333336,0.6217012628828568,0.7439252976635281,0.359375,0.3910887063988942
206,10980,0.43500424808836025,0.3004849817389077,0.5732544636376833,0.5530880336133752,0.42568402125654803,0.4182453858037239
207,10983,0.42735768903993204,0.3887894409680919,0.6133001887066337,0.4744525329335703,0.4305941790287951,0.4351573298642166
208,10984,0.4171622769753611,0.25277149420545747,0.5238096966177965,0.5500812129873577,0.4627847500249395,0.36783478331571673
209,10985,0.32625318606627024,0.38333333333333336,0.7800152416896502,0.29325369807609636,0.4767267267267268,0.4813399463371006
210,10986,0.4018691588785047,0.23146169173672865,0.8227355203948323,0.5402826798911031,0.4546735553261853,0.5948451093584844
211,10987,0.3942225998300765,0.3260853012666459,0.7143308172448831,0.5574802642849149,0.46166847131906896,0.4650784616635499
212,10988,0.32710280373831774,0.2750324808136589,0.5948468573087531,0.486859217673006,0.4790401464929767,0.42019676396454997
213,10989,0.42310960067969416,0.3578999891245237,0.6073014951371752,0.4936990430552765,0.4460214703015022,0.5271973331165135
214,10990,0.40441801189464743,0.40348239746610576,0.5883110756278125,0.5803390622449891,0.4559911957447466,0.2930319538173835
215,10992,0.4265080713678845,0.37551792406835427,0.6217411815938453,0.5568133402359224,0.47181454601387685,0.28197414423936906
216,10993,0.3695836873406967,0.3344092723095954,0.5184460734504283,0.3889512563603304,0.443265978769868,0.3177494105211806
217,10994,0.37553101104502973,0.38386323158039426,0.6605385397009725,0.5426397262398814,0.47853744181655633,0.5647613627124156
218,10996,0.44265080713678845,0.34714515239007626,0.6101538684859922,0.5469660603989086,0.4659156486746637,0.9134075941133426
219,10998,0.4630416312659304,0.3270488295044661,0.5331434170416606,0.5334379119488852,0.4536613576864794,0.2923814944304415
220,11001,0.4154630416312659,0.3283905131610934,0.5937146175061693,0.4241584691598294,0.4640233765260651,0.42214814212537605
221,11003,0.42225998300764656,0.3431097023178641,0.6225359268398897,0.36304788761292045,0.45700425504672076,0.46182616472883975
222,11004,0.4103653355989804,0.33451656799145546,0.6046305704746697,0.38754574677595366,0.4413587668513517,0.45076835515082525
223,11005,0.42141036533559906,0.3831723835095002,0.5214073160110321,0.5250354991987772,0.42929254387901117,0.3601918855191479
224,11010,0.4392523364485981,0.31586267430469456,0.6243431557555523,0.4704658097449434,0.4554598482997712,0.4559720302463615
225,11020,0.43500424808836025,0.27215691125368907,0.6248875018144868,0.3570778785382478,0.4792019405915634,0.4608504756484267
226,11021,0.44774851316907394,0.317092914744761,0.5618050515314269,0.40879119073696485,0.4419890438325628,0.4582486381006586
227,11023,0.48598130841121495,0.3572914417508352,0.6612498185513137,0.39259281037465715,0.44898594279740583,0.9571509878851939
228,11024,0.5191163976210705,0.3436226494310043,0.6561583684134127,0.3662322977664096,0.4421773047160575,0.43613301894462964
229,11030,0.405267629566695,0.3308124445956489,0.6237480040644505,0.4690190998092095,0.4538554108177089,0.45337019269859336
230,11040,0.44265080713678845,0.28606007170328684,0.6598345187980839,0.3637889889756013,0.46591453670467553,0.46637938043743393
231,11042,0.42141036533559895,0.4155218526249303,0.6547866163448977,0.3910529825894777,0.4077819881434928,0.432718107163184
232,11050,0.44774851316907394,0.3662923576197854,0.6497387138917115,0.5327088120294919,0.45465887784097136,0.39905683388893404
233,11096,0.44265080713678845,0.38725380191371817,0.5666642473508492,0.43686152606835116,0.45357129114829464,0.3951540775672819
234,11101,0.43160577740017,0.4217310028592639,0.6679489040499347,0.48757534764584654,0.4808954543879104,0.5561427758354338
235,11102,0.42820730671197965,0.4126375100710737,0.6329329365655393,0.48807986659927644,0.4834576242024027,0.4501178957638832
