,ZCTA5,bachelors,graduate,household,foreign-born-non-us,family,nonfamily-households,nonfamily-households,married-couple-families,gross_rent,median_age,white_non_hispanic
0,,0.0027054946136061786,0.0014475540048994135,,0.0,,,,,,,
1,,0.2806335776476954,0.15978769207928142,,0.05785414515172156,,,,,,,
2,,0.5748930099857347,0.20514438423279638,,0.3368855880995803,,,,,,,
3,,0.8088445078459344,0.5083512731051889,,0.12342071147634638,,,,,,,
4,,0.04584583599783561,0.024905352238141193,,0.0075366394937487645,,,,,,,
5,,0.08126322003049831,0.0551555192636033,,0.024169980883742392,,,,,,,
6,,0.04776427763293817,0.028245861480216763,,0.012216826701237063,,,,,,,
7,,0.08303408923213144,0.06436047806398931,,0.02344488145723012,,,,,,,
8,,0.7843966747011658,0.37324623264791035,,0.17099162839753027,,,,,,,
9,,0.4532933248069261,0.302687254101403,,0.06873063654940564,,,,,,,
10,,0.8242412317379113,0.5846633509019376,,0.11069851244754016,,,,,,,
11,,0.4077426336760293,0.22696904461435677,,0.06780778273384457,,,,,,,
12,,0.273254955974224,0.16520674040531513,,0.09272483575399354,,,,,,,
13,,0.5679571056126715,0.3656744116992057,,0.06433609457054339,,,,,,,
14,,0.8994047911850066,0.560574567589637,,0.1574124936828459,,,,,,,
15,,0.2818141571154508,0.1724073936604558,,0.05684340049658324,,,,,,,
16,,0.06507944316001771,0.04446588968896147,,0.027246160268945968,,,,,,,
17,,0.6143440405332284,0.40872986415262413,,0.1515238074311705,,,,,,,
18,,0.0,0.0,,0.0,,,,,,,
19,,0.6686015052388213,0.5149951748199837,,0.08455098767330975,,,,,,,
20,,0.513847213340548,0.33375399005270584,,0.0782228472237481,,,,,,,
21,,0.7954154164002164,0.8243263306361814,,0.14726110171167411,,,,,,,
22,,0.7832160952334104,0.7651993170514438,,0.13144075058777,,,,,,,
23,,1.0,1.0,,0.2693414778844675,,,,,,,
24,,0.26105563480741795,0.16309108455200058,,0.10243677352727912,,,,,,,
25,,0.3453194943184613,0.33141563358325293,,0.20450001098635495,,,,,,,
26,,0.6777018053027695,0.5772399970306584,,0.09158225483948935,,,,,,,
27,,0.34689360027546856,0.20391953084403533,,0.27867987958954976,,,,,,,
28,,0.157607358945349,0.06402642713978175,,0.10533717123332821,,,,,,,
29,,0.34222047321560334,0.15332937421126866,,0.3057063127595526,,,,,,,
30,,0.26823749323626345,0.14323361294632916,,0.4052866340005713,,,,,,,
31,,0.33877711643465,0.19363818573231387,,0.3319417283733603,,,,,,,
32,,0.28324069063898866,0.1319872318313414,,0.2596295401111819,,,,,,,
33,,0.15219636971813666,0.06818350530769801,,0.12779328074531432,,,,,,,
34,,0.3271680850017217,0.19211639818870166,,0.09268089033420492,,,,,,,
35,,0.12278026464656402,0.07100437977878406,,0.027839423436092373,,,,,,,
36,,0.181169757489301,0.12010986563729494,,0.061281887895234116,,,,,,,
37,,0.1207634413891485,0.05248311186994284,,0.0795851552371954,,,,,,,
38,,0.29440700477150866,0.16104966223739886,,0.2354375865175452,,,,,,,
39,,0.08903536819322151,0.11194417637888798,,0.0753004768078047,,,,,,,
40,,0.5052880121993212,0.3841214460693341,,0.0752785040979104,,,,,,,
41,,0.10118549854887107,0.06565956499146314,,0.016721232229570872,,,,,,,
42,,0.43160017708692017,0.29470714868977804,,0.04765880776076113,,,,,,,
43,,0.0,0.0,,0.0,,,,,,,
44,,0.0,7.423353871279043e-05,,0.0,,,,,,,
45,,0.0,0.0,,0.0,,,,,,,
46,,0.0,0.0,,0.0,,,,,,,
47,,0.0,0.0,,0.0,,,,,,,
48,,0.0,0.0,,0.0,,,,,,,
49,,0.8439667470116582,0.7064805879296266,,0.14185581507767353,,,,,,,
50,,0.0,0.0,,0.0,,,,,,,
51,,0.0,0.0,,0.0,,,,,,,
52,,0.0,0.0,,0.0,,,,,,,
53,,0.02759604505878302,0.015514809590973202,,0.001406253433235921,,,,,,,
54,,0.0,0.0,,0.0,,,,,,,
55,,0.0,0.0,,0.0,,,,,,,
56,,0.0,0.0,,0.0,,,,,,,
57,,0.0,0.0,,0.0,,,,,,,
58,,0.0,0.0,,0.0,,,,,,,
59,,0.0,0.0,,0.0,,,,,,,
60,,0.0,0.0,,0.0,,,,,,,
61,,0.0,0.0,,0.0,,,,,,,
62,,0.0,0.0,,0.0,,,,,,,
63,,0.0,0.0,,0.0,,,,,,,
64,,0.0,0.0,,0.0,,,,,,,
65,,0.0,0.0,,0.0,,,,,,,
66,,0.0,0.0,,0.0,,,,,,,
67,,0.0,0.0,,0.0,,,,,,,
68,,0.12583009493826552,0.10088337911068221,,0.03212410186548307,,,,,,,
69,,0.06930985291947464,0.05474723480068295,,0.03416756388565402,,,,,,,
70,,0.22922917998917802,0.13380595352980476,,0.09549339720067676,,,,,,,
71,,0.06812927345171922,0.02787469378665281,,0.06464371250906374,,,,,,,
72,,0.09995572826995917,0.03637443396926732,,0.062094878161323634,,,,,,,
73,,0.22091593290373357,0.11832826070818796,,0.14304234141196634,,,,,,,
74,,0.25761227802646464,0.11394848192413333,,0.1037551361209378,,,,,,,
75,,0.33444832505288014,0.15563061391136515,,0.07516864054843884,,,,,,,
76,,0.08190270057553249,0.046247494618068444,,0.00711915800575685,,,,,,,
77,,0.17408628068276846,0.08878331230049737,,0.016457559710839138,,,,,,,
78,,0.1701018249790939,0.09360849231682875,,0.02030278394234361,,,,,,,
79,,0.13006050469772246,0.07865043426620147,,0.051350223023005424,,,,,,,
80,,0.0,0.0,,0.0,,,,,,,
81,,0.3693246101628216,0.18150100215277262,,0.03407967304607677,,,,,,,
82,,0.5453785232918491,0.26972756291292405,,0.12471710136011074,,,,,,,
83,,0.116680604063161,0.04628461138742484,,0.17553997934565269,,,,,,,
84,,0.1306016036204437,0.04572785984707891,,0.4535387049284788,,,,,,,
85,,0.17206945742535296,0.05908989681538119,,0.4578673287776581,,,,,,,
86,,0.07304835456736682,0.01996882191374063,,0.16760783107380633,,,,,,,
87,,0.07929558758423927,0.01963477098953307,,0.1886576871525565,,,,,,,
88,,0.1721186482365094,0.04301833568406206,,0.4023642635846279,,,,,,,
89,,0.13384819715677113,0.05344814787320912,,0.3311946562369537,,,,,,,
90,,0.18348172561365536,0.0512211417118254,,0.3711849882446002,,,,,,,
91,,0.08623149195730237,0.02757775963180165,,0.16822306695084704,,,,,,,
92,,0.13232328201092036,0.026909657783386533,,0.23530575025817935,,,,,,,
93,,0.27497663436470066,0.12760745304728677,,0.14833776449649536,,,,,,,
94,,0.3361700034433568,0.1545171108306733,,0.27125310364527255,,,,,,,
95,,0.4276157213832456,0.3530547101180313,,0.2051811649930786,,,,,,,
96,,0.02356239854395199,0.026055972088189445,,0.003493660873195491,,,,,,,
97,,0.2098480003935265,0.11001410437235543,,0.04267100261475248,,,,,,,
98,,0.31654286979192287,0.1288694232054042,,0.2607721210256861,,,,,,,
99,,0.38103202321806284,0.11988716502115655,,0.4088022675836611,,,,,,,
100,,0.2523488612327217,0.08663053967782644,,0.4410362329986157,,,,,,,
101,,0.35073048354567365,0.15076831712567737,,0.2205840346289908,,,,,,,
102,,0.08810074278124846,0.0380446885903051,,0.04757091692118389,,,,,,,
103,,0.18781051699542525,0.17378071412664242,,0.040188086396695306,,,,,,,
104,,0.1637562103399085,0.03967782644198649,,0.36013271516776163,,,,,,,
105,,0.21220915932903733,0.06955682577388464,,0.10784206016127969,,,,,,,
106,,0.021545575286536476,0.005344814787320911,,0.052360967678143744,,,,,,,
107,,0.22637611294210241,0.10125454680424616,,0.05657972797785151,,,,,,,
108,,0.009788971420138718,0.008722440798752876,,0.00015380896926017886,,,,,,,
109,,0.04781346844409464,0.053893549105485855,,0.006701676517764936,,,,,,,
110,,0.0005410989227212356,0.004713829708262193,,0.0,,,,,,,
111,,0.07845934379457917,0.0666988345334422,,0.005405286634000571,,,,,,,
112,,0.00452555462639579,0.0032662757033627794,,0.0010546900749269408,,,,,,,
113,,0.0646859166707659,0.040383045059757997,,0.003208015644569445,,,,,,,
