,ZCTA5,bachelors,graduate,household,foreign-born-non-us,family,nonfamily-households,nonfamily-households,married-couple-families,gross_rent,median_age,white_non_hispanic
0,,0.0015389637643986383,0.002613178896814747,,0.0,,,,,,,
1,,0.27794618290351164,0.17808461049509147,,0.0690917506469462,,,,,,,
2,,0.6048127594086649,0.18747792923229042,,0.3185920767499106,,,,,,,
3,,0.8299678216667444,0.5100642700755703,,0.1262334055668932,,,,,,,
4,,0.04052604579583081,0.02712055936153683,,0.007321537522879805,,,,,,,
5,,0.12055216154456,0.07800692139275373,,0.030990301066672277,,,,,,,
6,,0.037961106188499745,0.02885090754996822,,0.0075108876312301445,,,,,,,
7,,0.0824045142937089,0.07327494879581892,,0.027645115819149607,,,,,,,
8,,0.8043184255934338,0.36181933752383644,,0.15242683722202352,,,,,,,
9,,0.43529356899687544,0.2799985874708666,,0.07311018072415897,,,,,,,
10,,0.8109406333069067,0.5613037643901405,,0.1072773558309314,,,,,,,
11,,0.4030686004756797,0.2438025284271488,,0.07714964970229955,,,,,,,
12,,0.293056008953971,0.18641853238223038,,0.07536134312343523,,,,,,,
13,,0.5764585179312596,0.31944346352143516,,0.06385306431592014,,,,,,,
14,,0.8158839714592174,0.500741577795042,,0.1359954555973996,,,,,,,
15,,0.2705311756750455,0.17621300939331874,,0.0570364604153079,,,,,,,
16,,0.09919320990533041,0.05823151352496645,,0.04043676758326145,,,,,,,
17,,0.5655925010492935,0.38759799420863056,,0.1246344490963792,,,,,,,
18,,0.0,0.0,,0.0,,,,,,,
19,,0.6025742666604487,0.5026838053534854,,0.07765458332456712,,,,,,,
20,,0.5052931026442196,0.3303905643053888,,0.0662304601207633,,,,,,,
21,,0.7682693652940353,0.7970195635284978,,0.13870947381708779,,,,,,,
22,,0.745418085155995,0.7203192315841515,,0.11424123203803833,,,,,,,
23,,1.0,1.0,,0.2610717216132629,,,,,,,
24,,0.252016975236674,0.15993361113072957,,0.098882834360733,,,,,,,
25,,0.36921139765890965,0.3417967370577018,,0.1996591698049694,,,,,,,
26,,0.6539196940726577,0.5210466840878593,,0.07266836380467484,,,,,,,
27,,0.4218159772419904,0.22332085599265486,,0.26437482905892995,,,,,,,
28,,0.16494893438418132,0.07267462391411823,,0.07096421282952178,,,,,,,
29,,0.33442148953038286,0.18062716293523554,,0.2734215564578906,,,,,,,
30,,0.3367998880753626,0.130729571297408,,0.3238728408827923,,,,,,,
31,,0.3457072238026396,0.19559997174941735,,0.30914561023332143,,,,,,,
32,,0.2603180525113091,0.13270711208418673,,0.2540868065052282,,,,,,,
33,,0.14223756004290444,0.0708030228123455,,0.11724979487071595,,,,,,,
34,,0.3352142890453761,0.19591779080443533,,0.08897351202373188,,,,,,,
35,,0.11351023644079652,0.0642347623419733,,0.029538616902653005,,,,,,,
36,,0.22725364920953225,0.12772794688890457,,0.06395825882055921,,,,,,,
37,,0.13071864944270858,0.05738399604491843,,0.07912730638951421,,,,,,,
38,,0.3035489437112344,0.1534006638886927,,0.23919126464833476,,,,,,,
39,,0.09098540316187101,0.11709866515996892,,0.07967431781363742,,,,,,,
40,,0.4885976775637737,0.3921180874355534,,0.0808735351665229,,,,,,,
41,,0.08842046355453995,0.06568260470372202,,0.015274242073594076,,,,,,,
42,,0.4147274168726391,0.2763260117239918,,0.04639077654583325,,,,,,,
43,,0.0,0.0,,0.0,,,,,,,
44,,0.0,3.531322833533442e-05,,0.0,,,,,,,
45,,0.0,0.0,,0.0,,,,,,,
46,,0.0,0.0,,0.0,,,,,,,
47,,0.0,0.0,,0.0,,,,,,,
48,,0.0,0.0,,0.0,,,,,,,
49,,0.8739915123816631,0.6395225651529063,,0.13862531821337654,,,,,,,
50,,0.0,0.0,,0.0,,,,,,,
51,,0.0,0.0,,0.0,,,,,,,
52,,0.0,0.0,,0.0,,,,,,,
53,,0.026302289791540364,0.010699908185606328,,0.005428036439376407,,,,,,,
54,,0.0,0.0,,0.0,,,,,,,
55,,0.0,0.0,,0.0,,,,,,,
56,,0.0,0.0,,0.0,,,,,,,
57,,0.0,0.0,,0.0,,,,,,,
58,,0.0,0.0,,0.0,,,,,,,
59,,0.0,0.0,,0.0,,,,,,,
60,,0.0,0.0,,0.0,,,,,,,
61,,0.0,0.0,,0.0,,,,,,,
62,,0.0,0.0,,0.0,,,,,,,
63,,0.0,0.0,,0.0,,,,,,,
64,,0.0,0.0,,0.0,,,,,,,
65,,0.0,0.0,,0.0,,,,,,,
66,,0.0,0.0,,0.0,,,,,,,
67,,0.0,0.0,,0.0,,,,,,,
